text,sentiment,score
Better hurry!,neutral,0.5233
I know!,neutral,0.4773
Time's up.,neutral,0.6253
Gather the papers.,neutral,0.7898
See you this afternoon.,neutral,0.696
"Come over here, let's eat!",positive,0.5053
Let's go see Miss Kosaka.,neutral,0.581
Let me go to the teachers' room first.,neutral,0.8134
Sure.,neutral,0.4753
Tsukishima!,neutral,0.7401
What?,neutral,0.5653
I lucked out on the test!,positive,0.9434
Isn't that nice?,positive,0.9462
Everything I studied was on it!,neutral,0.6037
So you're not just a baseball goof...,neutral,0.5794
"Yuko's good at guessing, too.",positive,0.5024
Why not study with her?,neutral,0.7226
With Harada?,neutral,0.8694
"Hey, Sugimura!",neutral,0.6459
What?,neutral,0.5653
Did you see this?,neutral,0.8586
Come on!,positive,0.6006
Stop trying to hook me up!,negative,0.5923
Was it obvious?,neutral,0.794
I never just guess!,neutral,0.5876
Sorry!,negative,0.4827
TEACHER'S ROOM Excuse me...,neutral,0.4803
A library-book donor?,neutral,0.8408
"Gee, I don't know...",neutral,0.5137
Sorry to bother you at lunch-time.,negative,0.6406
There's this stamp in it.,neutral,0.7808
Oh...,neutral,0.6291
FAIRYTALE DONATED AMASAWA'S COLLECTION That's Dr.,neutral,0.8804
Amasawa.,neutral,0.635
I've read it.,neutral,0.7206
It's a good book!,positive,0.9791
"Yes, very.",positive,0.6315
What kind of person is he?,negative,0.7776
He was chairman of the PTA a few years ago.,neutral,0.9066
The PTA?,neutral,0.7628
Would you know his given name?,neutral,0.8635
His given name?,neutral,0.8308
Mr.,neutral,0.5849
"Kimura, do you remember Dr.",neutral,0.8559
Amasawa's first name?,neutral,0.8243
Dr.,neutral,0.6263
Amasawa?,neutral,0.6988
It was Koichi.,neutral,0.8149
Koichi Amasawa...,neutral,0.8559
"His youngest son, Tsukishima, is in your year.",neutral,0.9192
Don't you know him?,neutral,0.7218
He is?,neutral,0.7794
Thank you very much!,positive,0.9793
Excuse us!,negative,0.4802
Sorry!,negative,0.4827
"Shizuku, where are you going?",neutral,0.8771
What a surprise!,positive,0.9155
Tell me about it!,neutral,0.6828
What's up with you?,neutral,0.5628
Sorry!,negative,0.4827
"Hey, where are you going?",neutral,0.8866
He ignored me!,negative,0.6697
The nerve of this guy!,negative,0.9282
Who is he?,neutral,0.8156
Where are you going?,neutral,0.83
He's a jerk!,negative,0.9599
He won't make me avoid him!,neutral,0.5356
"Oh, you're so cute!",positive,0.9881
I've been carrying her lunch all over town!,neutral,0.6182
Tsukishima with a boyfriend?,neutral,0.881
Looks like springtime has come for Shizuku at last!,positive,0.8135
It isn't true!,negative,0.5935
You met a prince from one of your books?,neutral,0.8901
Is he handsome?,neutral,0.6657
I just want to find out what he's like!,neutral,0.6885
"Come on, Yuko, you heard his name.",neutral,0.7347
Tell us!,neutral,0.7053
Yuko!,neutral,0.5329
It happened too fast.,negative,0.5773
"""Ma"", something, ""Masaki"", maybe...",neutral,0.8889
Hmm?,neutral,0.702
Hmm...,neutral,0.7168
But it's just like Tsukishima to run out without hearing the end of something.,negative,0.5448
"You want to know, but you don't...",neutral,0.4937
Your heart beats in misery and ecstasy!,positive,0.4682
How terribly romantic!,neutral,0.3708
Should you really tease a girl who has just written your lyrics?,neutral,0.5531
You've finished them?,neutral,0.7509
Let's see!,neutral,0.5207
O Shizuku!,neutral,0.7307
O great poet!,positive,0.9246
We shall not transgress again!,neutral,0.5262
"All right, then.",neutral,0.5821
I'm not sure...,neutral,0.6907
"I don't know about old home towns, so I wrote about what I feel.",neutral,0.71
This is great!,positive,0.9881
"Country road, this old road If I go right to the end Got a feeling it'll take me To that town, country road This is good, Shizuku.",positive,0.8934
I like it.,positive,0.9082
It's not hard to sing?,neutral,0.4971
We'll manage.,neutral,0.5913
We can give this to the juniors and sing it to the teachers!,positive,0.6515
"There, too?",neutral,0.8215
Slow down!,neutral,0.6217
I like this part.,positive,0.9105
"""I left because I was alone and I had nothing...",negative,0.5471
"""Pushed away my sadness and pretended I was strong..."" Ladies, the bell.",neutral,0.5588
Yes.,positive,0.461
The sun's come out!,positive,0.9171
Shizuku!,neutral,0.7062
Come to the choir room!,neutral,0.6205
We'll show them your lyrics.,neutral,0.8161
"No, I'm going to the library.",neutral,0.5479
There's another test tomorrow...,neutral,0.6451
I'll study there.,neutral,0.7831
Bookworm!,positive,0.6115
Bye.,neutral,0.5137
Bye-bye.,neutral,0.5542
Harada...,neutral,0.685
Can I talk to you for a minute?,neutral,0.8824
It's closed.,neutral,0.6324
Have these flowers been watered?,neutral,0.8633
Baron's gone...,neutral,0.6542
Maybe someone bought him.,neutral,0.6993
"WORLD EMPORIUM SHIRO NISHI, PROP ""Shiro Nishi""...",neutral,0.8964
"Maybe that jerk's name is ""Nishi"", too.",negative,0.5589
Shizuku!,neutral,0.7062
Shizuku!,neutral,0.7062
Yuko's on the phone!,neutral,0.7204
"You'll go deaf, Shizuku.",negative,0.6996
Yuko?,neutral,0.6875
What?,neutral,0.5653
I can't hear you.,negative,0.6873
I'll be there in a minute.,neutral,0.6361
Bye.,neutral,0.5137
Where are you going?,neutral,0.83
Not far.,neutral,0.6775
What's wrong?,negative,0.7724
Shizuku!,neutral,0.7062
What's the matter?,neutral,0.5309
What am I going to do?,neutral,0.769
The guy who wrote the letter got Sugimura to ask me to answer it!,neutral,0.7946
Uh-oh...,neutral,0.4903
"Why you, of all people?",negative,0.5971
Hey!,neutral,0.5279
That guy is so dense!,negative,0.9591
But he doesn't know how you feel about him...,neutral,0.506
I'll apologize to him.,neutral,0.6324
But I can't go to school tomorrow looking like this.,negative,0.8879
And miss the test?,negative,0.7614
Yeah.,neutral,0.5491
Oh.,neutral,0.5443
DEVELOPMENT Idiot!,negative,0.9301
What?,neutral,0.5653
It was easy.,positive,0.6315
"The library again, Shizuku?",neutral,0.7971
I'm going to Yuko's.,neutral,0.7222
Say hello.,neutral,0.5829
Bye.,neutral,0.5137
Bye.,neutral,0.5137
Tsukishima!,neutral,0.7401
Wait up!,neutral,0.5544
About Harada...,neutral,0.8743
And then she started crying.,negative,0.6649
Did I say something wrong?,negative,0.6394
"She said, ""Why you, of all people,"" didn't she?",neutral,0.5761
Yeah.,neutral,0.5491
A guy on the baseball team asked me.,neutral,0.8973
No!,neutral,0.4416
She didn't want to hear something like that from you!,negative,0.6964
Don't you understand?,negative,0.5489
"No, I don't!",neutral,0.5166
Tell me!,neutral,0.6982
"You really are dense, you know!",negative,0.8255
She likes you!,positive,0.8697
What?,neutral,0.5653
No way!,negative,0.6254
I don't need this!,negative,0.9069
You don't?,neutral,0.6351
How do you think Yuko feels?,neutral,0.8867
She stayed home sick today!,neutral,0.5
But...,neutral,0.7123
I like you!,positive,0.9598
What?,neutral,0.5653
Don't make jokes at a time like this!,negative,0.6495
It's not a joke!,neutral,0.4867
I've liked you for a long time!,positive,0.9393
Not me!,negative,0.5762
You can't!,negative,0.5754
You don't like me?,negative,0.6459
Or do you have a boyfriend?,neutral,0.8429
I don't have a boyfriend...,negative,0.5189
But...,neutral,0.7123
I'm sorry!,negative,0.6708
Wait!,neutral,0.6225
Tell me the truth!,neutral,0.6528
But we've always been friends...,positive,0.5209
"I like you, but not...",neutral,0.5244
I'm sorry.,negative,0.6455
I can't say what I mean.,negative,0.502
Just friends?,neutral,0.8034
Forever?,neutral,0.8363
I see...,neutral,0.6415
I'm the one who's dense!,negative,0.4959
The parcel delivery guy left this with me.,neutral,0.5978
Thank you...,positive,0.7935
again!,neutral,0.4696
You don't have to do this!,neutral,0.5078
We couldn't eat all these ourselves.,negative,0.6803
"Oh, you're home...",neutral,0.5626
Shizuku?,neutral,0.762
Hi.,neutral,0.5326
"Have you been shut out, too?",negative,0.5796
Do you live here?,neutral,0.86
Are you hungry?,neutral,0.8081
You're not very nice.,negative,0.9527
Just like me.,neutral,0.6463
"Why do we change, I wonder?",neutral,0.6618
I was always so sweet...,positive,0.8419
Books don't even excite me like they used to.,negative,0.9114
"There's always someone inside me saying, ""Things aren't that easy!"" I'm not very nice.",negative,0.8558
Hey!,neutral,0.5279
Tsukishima!,neutral,0.7401
Moon lets you pet him?,neutral,0.8037
"Moon, you're not coming in?",neutral,0.623
Is that his name?,neutral,0.8285
He's like a full moon.,positive,0.7571
That's why I call him that.,neutral,0.7801
Isn't he yours?,neutral,0.8634
He won't stay in one house.,neutral,0.6849
"I heard some neighbors named him ""Ball."" I'm sure he has other names.",neutral,0.7524
So he does the rounds...,neutral,0.8635
Yes!,positive,0.8097
"He commutes, on the train!",neutral,0.6523
The train?,neutral,0.7458
"Yes, by himself!",positive,0.5772
That's how I found this place.,neutral,0.6114
I followed him.,neutral,0.6998
"And he brought me to a neat store, just like out of a story.",positive,0.8499
I insulted him.,negative,0.9158
I said he wasn't very nice.,negative,0.7644
Just like me.,neutral,0.6463
You're not like Moon at all!,negative,0.702
"He's half-devil, he is.",negative,0.8173
Um...,neutral,0.6851
Would you...,neutral,0.7885
Is your grandfather sick?,neutral,0.5837
The store's been closed and I thought...,neutral,0.5769
He's fine.,positive,0.6873
It's a weird store.,negative,0.5584
He doesn't open very often.,neutral,0.5941
I'm glad he's all right.,positive,0.8915
I can't see Baron through the window.,negative,0.5798
Did he sell him?,neutral,0.799
That cat statue?,neutral,0.8304
You want to see it?,neutral,0.7905
Come on.,neutral,0.5758
Close the door.,neutral,0.5721
It's like we're in the sky!,positive,0.8634
Afraid of heights?,negative,0.5541
"No, I like high places.",neutral,0.5365
This is great.,positive,0.9817
This is the time it looks best.,positive,0.8692
In here.,neutral,0.65
Perfect timing.,positive,0.813
Sit there.,neutral,0.7456
The clock's gone!,neutral,0.6471
The one that was there?,neutral,0.8276
Grandpa's delivering it today.,neutral,0.5604
Did he sell it?,neutral,0.821
It was just here for a repair job.,neutral,0.7792
I wanted to see it again.,positive,0.891
It took three years.,neutral,0.514
He finished it the day you forgot your lunch.,neutral,0.6323
That lunch!,positive,0.5631
I know it wasn't yours.,neutral,0.6105
Look into the cat's eyes.,neutral,0.8095
"Quick, before the sun sets.",neutral,0.7013
Engelzimmer...,neutral,0.7874
"""angel's room"".",neutral,0.7756
The artisan accidentally scratched it.,negative,0.5264
It's beautiful.,positive,0.9599
Baron won't go anywhere.,negative,0.6255
He's a treasure.,positive,0.8841
A treasure?,neutral,0.7587
It means something to him.,positive,0.5764
"He won't say what, though.",neutral,0.7428
Look as long as you like.,neutral,0.6803
I'll be downstairs.,neutral,0.8122
Turn on the light if you want.,neutral,0.8119
It's weird.,negative,0.7369
I feel as if I've known you for years.,neutral,0.634
Sometimes I really want to see you...,positive,0.5396
"You look sad today, somehow...",negative,0.8846
Had enough?,negative,0.504
Yeah.,neutral,0.5491
Thanks.,positive,0.6284
Are you making a violin?,neutral,0.8928
"Uh, yeah.",neutral,0.6328
Can I see?,neutral,0.7945
It fits like this.,neutral,0.5112
You made all that?,neutral,0.6691
By hand?,neutral,0.7934
Sure!,positive,0.7762
Amazing!,positive,0.9069
The shape hasn't changed in 300 years.,neutral,0.723
The sound comes from the craftsman's skill.,neutral,0.7414
You made all those?,neutral,0.7527
No way!,negative,0.6254
There's a violin-making class here.,neutral,0.8678
But one of them is yours?,neutral,0.7964
Yeah.,neutral,0.5491
Which one?,neutral,0.7554
That one.,neutral,0.571
This one?,neutral,0.7349
Wow!,positive,0.8599
You made this?,neutral,0.7462
It's like magic!,positive,0.7595
How can you say this with a straight face?,negative,0.5488
Why?,neutral,0.612
It's what I think.,neutral,0.7748
Anyone can do that.,neutral,0.7468
I've got a long way to go.,negative,0.5988
"You can play, can't you?",neutral,0.6916
A little.,neutral,0.6442
"Play for me, okay?",neutral,0.7865
Please!,neutral,0.5394
Listen...,neutral,0.7524
"Please, please, please!",positive,0.643
"You have to sing, too.",neutral,0.7729
Me?,neutral,0.707
I'm tone-deaf!,negative,0.8136
Perfect!,positive,0.9221
Sing.,neutral,0.6538
You know this song.,neutral,0.7021
"Had a dream of living on my own With no fear of being all alone Pushed my sadness down inside of me And pretended I was strong as I could be Country road, this old road If you go right to the end Got a feeling it'll take me To that town, country road It doesn't matter to me how sad I might be I will never ever let A tear show in my eye If my feet are moving faster That's because I only want to push away memories Country road, this old road Could go right to my home town I won't go there, I can't go there Can't go down that country road Country road, when tomorrow comes I'll be like I always am Want to go back there Can't go back there Fare thee well Country road That was fun!",neutral,0.4397
I'm Shizuku Tsukishima.,neutral,0.8056
We met the other day.,neutral,0.7857
I was hoping you'd come back again.,neutral,0.6781
These are my musical friends.,positive,0.8321
Nice singing.,positive,0.9151
You're the lucky one who was there when he fixed the clock...,positive,0.7615
Seiji has some pretty friends.,positive,0.8918
"""Seiji""?",neutral,0.818
Are you Seiji Amasawa?,neutral,0.8996
Yeah...,neutral,0.6611
didn't I tell you my name?,neutral,0.7122
No!,neutral,0.4416
"It says ""Nishi"" outside.",neutral,0.8468
That's Grandpa's name.,neutral,0.8024
I'm Amasawa.,neutral,0.7441
"Oh, no!",negative,0.6841
"First I was buried alive, and now the sky's fallen!",negative,0.5541
What difference does it make what my name is?,neutral,0.8105
A lot!,neutral,0.4881
You've been calling me by my full name!,neutral,0.7499
You never asked me mine!,neutral,0.569
I never had the chance!,negative,0.6241
My image of Seiji Amasawa...,neutral,0.911
What?,neutral,0.5653
was someone quiet and gentle.,neutral,0.677
You read too many books.,negative,0.5331
So do you!,positive,0.6375
That was fun.,positive,0.935
They're nice people.,positive,0.9208
Come back.,neutral,0.5905
They'll like that.,positive,0.5277
"Just to listen, then.",neutral,0.7434
Singing's too hard.,negative,0.8468
But you're a good violinist.,positive,0.7301
Is that what you want to do?,neutral,0.8815
Lots of people are as good as I am.,positive,0.9018
What I want to do is make violins.,neutral,0.6004
Yeah...,neutral,0.6611
you're good at that.,positive,0.6552
"There's a school for it in Cremona, Italy.",neutral,0.8917
I want to go there.,positive,0.8997
And not go to high school?,neutral,0.6268
My parents are dead against it.,negative,0.8999
Grandpa's my only ally.,positive,0.7114
It must be great to know what you want to do.,positive,0.8821
I've got no idea at all.,negative,0.5105
I just go from one day to the next.,neutral,0.7282
I don't know if I can go or not.,negative,0.76
I fight with my parents every day.,negative,0.962
"Even if I go, I won't know if I have the talent until I try.",neutral,0.5129
