text,sentiment,score
Have a nice day.,positive,0.9792
I'll be off.,neutral,0.6884
You take care.,neutral,0.5491
"We'll have rice balls for lunch, so eat.",neutral,0.7743
Enough!,neutral,0.5505
Our lunch will be porridge!,positive,0.5727
You loafers expect to eat the same as those working for our country?!,negative,0.9003
"Seita, you're old enough to understand about helping out.",neutral,0.7582
"You don't share your rice, but now you want more of ours.",negative,0.5831
That's unacceptable!,negative,0.9397
"Give you a little bit of rice, and already you're spoiled!",negative,0.7697
But that's our rice.,neutral,0.76
Are you saying your aunt isn't fair?,negative,0.5145
You sure talk big.,neutral,0.6646
This is what I get for taking in two orphans?,negative,0.5705
Well then.,neutral,0.5671
"From now on, we'll eat separately.",neutral,0.7342
That should be fair.,neutral,0.6008
"Seita, you have relatives in Tokyo, don't you?",neutral,0.8795
One's on your mother's side?,neutral,0.8195
Why don't you write to them?,neutral,0.6309
Nishinomiya could be firebombed anytime.,negative,0.6277
But I don't have their address.,neutral,0.5902
Let's hurry home.,neutral,0.7076
"Yes, Daddy is waiting for us.",positive,0.8078
Frogs are singing.,neutral,0.6453
Let's go home.,neutral,0.674
Sorry for the long wait!,negative,0.7221
What is it?,neutral,0.75
I'm hungry.,neutral,0.5208
I'm thirsty too.,neutral,0.5584
Alrighty.,neutral,0.5677
"Here, have a fruit drop.",neutral,0.7878
"Mama had 7,000 yen saved in the bank.",neutral,0.8539
"7,000!",neutral,0.6085
That's plenty to live on.,positive,0.7516
We're going to be all right.,positive,0.7683
"I'm telling Dad to write back soon, because Setsuko is waiting.",neutral,0.8203
You two are in luck.,positive,0.605
You can't find such a good stove nowadays at any price.,neutral,0.4433
"Items are scarce, especially hardware.",neutral,0.4965
Can't get those anywhere!,negative,0.6535
"I'll take that comb, and do you have an umbrella?",neutral,0.883
I'm afraid not.,negative,0.5294
"Oh, but wait.",neutral,0.607
"Rain, rain, fall, fall.",neutral,0.7959
So happy my big brother came With an umbrella to take me home.,positive,0.9881
"Splish-splish, splash-splash, la-la-la!",neutral,0.4695
"Good fire, huh?",neutral,0.5693
Just be careful with that.,neutral,0.6386
We will!,positive,0.7646
What's up with those two?,neutral,0.4953
They're cooking on their own now.,neutral,0.6783
That's very noble of them.,positive,0.8789
"More, please.",neutral,0.5086
"Mama, were you harsh on them again?",neutral,0.6294
"So I was, but they won't apologize.",neutral,0.4982
"Then they bought cooking equipment, just to spite me!",negative,0.8344
I'm done!,neutral,0.4658
"That's bad manners, Seita.",negative,0.9355
You can relax too.,positive,0.5807
That's for two.,neutral,0.7485
That's it?!,neutral,0.6935
The next ration should be in July.,neutral,0.9142
Let me do it.,neutral,0.5223
Is it sweet?,neutral,0.7655
I can taste so many flavors!,positive,0.9373
"Grape, strawberry, melon, mint...",neutral,0.6905
"Setsuko, you can have it all.",neutral,0.6138
It's all gone!,neutral,0.5696
Gone to bed without washing their dishes!,neutral,0.516
Doing as they please.,neutral,0.703
Those brats are so annoying!,negative,0.9798
Not again!,negative,0.7916
Mama!,neutral,0.6046
Seita!,neutral,0.5836
Others here are working for our country.,positive,0.6189
At least stop that girl's crying!,negative,0.6052
"With the nightly raids and crying, how can we sleep?!",negative,0.8735
Chubu military area information.,neutral,0.7911
Enemy bombers are flying north along the Kii Channel.,neutral,0.5109
Are you going to the cave again?,neutral,0.9185
You're old enough to help fire fighting duties!,neutral,0.6249
All clear!,positive,0.7372
I want to go home.,neutral,0.5909
I hate living with our aunt.,negative,0.9753
We don't have a home.,negative,0.6463
It was burned.,negative,0.7097
E-D-C-D-E-A-G E-E-E-D-C-D Let's sing!,positive,0.7987
Carp streamers Up higher than the roof.,neutral,0.7479
The big black carp is the Dad.,neutral,0.7772
Stop it!,negative,0.5914
Are you crazy?,negative,0.6039
We're at war!,negative,0.7652
I'll get yelled for that!,negative,0.77
You pests bring us nothing but trouble!,negative,0.9271
You're useless in raids.,negative,0.9273
"If you're so scared, then go live in that cave!",negative,0.6368
You know what?,neutral,0.7042
This can be our home.,positive,0.6008
Nobody comes here.,neutral,0.5094
It's sturdy.,positive,0.6083
We can do whatever we want.,neutral,0.6139
It's all right to do that?,neutral,0.7491
Thank you for everything.,positive,0.9703
We're going.,neutral,0.6466
Going...?,neutral,0.8251
Where to?,neutral,0.7606
We're not sure yet.,neutral,0.7656
"Well, take care then.",neutral,0.785
"Goodbye, Setsuko!",neutral,0.6514
This will be the kitchen.,neutral,0.8485
This is the front door.,neutral,0.7936
Where's the bathroom going to be?,neutral,0.8001
That can be anywhere.,neutral,0.7257
I'll go with you.,neutral,0.5635
Thank you for the cart!,positive,0.9864
Just leave it there.,neutral,0.6758
Could you sell us more straw and some food?,neutral,0.9013
"There isn't much to sell, but sure.",neutral,0.7009
There you go!,neutral,0.4983
My mouth is watering.,negative,0.7798
I'm hungry!,neutral,0.4937
Heard you could eat those too.,neutral,0.721
Frogs?,neutral,0.8125
They say they're good.,neutral,0.5906
I'll do the rest.,neutral,0.653
You go wait in the net.,neutral,0.7362
What is it?,neutral,0.75
I left my toothbrush.,negative,0.6484
Then don't brush tonight.,neutral,0.7057
You'll get bug bites.,negative,0.798
Stay inside the net.,neutral,0.7563
It's dark and I'm scared.,negative,0.7888
I'll go for a pee.,neutral,0.7233
Want to go too?,neutral,0.7515
It's a kamikaze plane.,neutral,0.8361
Looks like a firefly.,neutral,0.6843
It does.,neutral,0.6481
"Hey, let's catch fireflies.",positive,0.5852
Get in.,neutral,0.6416
I can see your face!,neutral,0.5694
I can see you too.,neutral,0.6851
"Look, it's a hairpin.",neutral,0.723
"Now, let's see a firefly light show!",positive,0.7049
"Before you were born, I went to a naval review.",neutral,0.8442
A naval review?,neutral,0.8228
Dad was on the cruiser Maya.,neutral,0.8544
The entire combined fleet was there!,neutral,0.5041
Iron castle afloat on the sea.,neutral,0.7556
"For offense and defense, we trust in thee.",positive,0.5698
Enemy attack!,negative,0.5709
I wonder where Dad is fighting now.,neutral,0.7537
"No, let go!",neutral,0.5682
What's that?,neutral,0.7331
It's a grave.,negative,0.5792
"Mama's also in a grave, right?",neutral,0.5006
Auntie told me.,neutral,0.7362
Mama is already dead and in a grave.,negative,0.8444
We'll go to her grave one day.,negative,0.666
"Setsuko, do you remember the cemetery near Nunobiki?",neutral,0.8567
That's where Mama is.,neutral,0.8015
Under a big camphor tree...,neutral,0.7799
Why do fireflies have to die so soon?,negative,0.9602
"Hey, somebody is living here.",neutral,0.7807
"Homeless, maybe?",negative,0.5229
What if he's here?,neutral,0.8857
There's even a swing.,neutral,0.8007
A kid lives here.,neutral,0.8222
What's this?,neutral,0.7517
May you rest in peace!,positive,0.8312
Wish this were real.,neutral,0.5876
Hey!,neutral,0.5279
It says “Setsuko”.,neutral,0.7332
Look!,positive,0.5707
Dried frogs!,neutral,0.6071
They eat those?!,negative,0.5751
Wonder if the evacuated boys also eat stuff like this?,negative,0.495
Yuck!,negative,0.9224
Ground soybeans!,neutral,0.7256
Worse than what we eat!,negative,0.9465
It's a ghost!,neutral,0.6286
Wait!,neutral,0.6225
Wait for me!,neutral,0.5696
And we've already traded all of our mother's kimono for rice.,neutral,0.6367
You used to take money...,neutral,0.5448
This isn't about kimono or money.,neutral,0.6038
"I'm a farmer, but even I don't have extra food to share.",negative,0.5281
Any other relatives?,neutral,0.7971
We can't contact them.,negative,0.6627
Then be wise.,neutral,0.7373
Go back to your aunt's.,neutral,0.654
Everything is rationed nowadays.,negative,0.7199
We must rely on neighborhood groups.,neutral,0.7373
Tell her you're sorry and want to stay.,neutral,0.6502
"Thank you, but we'll try elsewhere.",positive,0.6916
You're a navy man's son!,neutral,0.5588
Be strong!,positive,0.8413
It's okay?,positive,0.5679
"Oh, no!",negative,0.6841
You must eat your beans and millet.,neutral,0.6683
You got to eat to grow big!,positive,0.6714
Seita?,neutral,0.6718
Something is wrong with my tummy.,negative,0.9681
Are you cold?,neutral,0.7389
The diarrhea doesn't go away.,negative,0.8385
You bastard!,negative,0.9476
Forgive me!,positive,0.5457
I'm sorry!,negative,0.6708
Please let me go!,positive,0.6612
Wanted some sugar for my sick sister!,neutral,0.6031
Shut up!,negative,0.787
Stealing crops is a serious crime in wartime!,negative,0.881
You're not going to get away with this!,negative,0.8274
What?,neutral,0.5653
Even dug up these small ones?,neutral,0.7133
So you're the crop thief!,negative,0.7425
Seita!,neutral,0.5836
Please forgive me.,positive,0.5437
I won't do it again!,negative,0.6964
"No, we're going to the police!",negative,0.5425
I'm sending you off to jail!,negative,0.8208
My sister is really sick!,negative,0.9536
She has no one but me!,neutral,0.5569
Seita!,neutral,0.5836
Seita!,neutral,0.5836
Seita!,neutral,0.5836
Seita.,neutral,0.6177
Seita...,neutral,0.6894
Understood.,neutral,0.6239
I'll talk to him and file a report.,neutral,0.8317
That will be enough.,positive,0.6785
You can go now.,neutral,0.7547
But...,neutral,0.7123
You've beaten him enough.,negative,0.5008
It's an injurious assault...,negative,0.8749
...to a minor!,neutral,0.7208
I will be going then...!,positive,0.5766
Tonight's air raid was in Fukui.,neutral,0.9244
Why not come in for a drink of water?,neutral,0.8552
Setsuko.,neutral,0.7151
Seita!,neutral,0.5836
Seita.,neutral,0.6177
Where does it hurt?,negative,0.5271
You must see a doctor and get a shot.,negative,0.5066
Setsuko!,neutral,0.6473
"Seita, I want to go to the toilet.",negative,0.9136
Can you hold it?,neutral,0.8391
Uh-huh.,neutral,0.5418
Get on my back.,neutral,0.7379
The brother went to the mountain to cut firewood.,neutral,0.8636
The grandmother...,neutral,0.8104
Hurry!,neutral,0.5702
Hurry!,neutral,0.5702
"Setsuko, let's eat.",neutral,0.7757
Today's pumpkin is good!,positive,0.9848
It tastes like real bean jelly.,positive,0.5079
I hate bean jelly.,negative,0.9585
"Come on, Dad'll get mad at me if you don't eat.",negative,0.7506
"I'll help you, so cheer up and eat!",positive,0.8835
"When you get well, we'll go to the beach again.",positive,0.756
"Go, go!",positive,0.7535
Yay!,positive,0.904
Bang!,positive,0.5623
"This will bring us food, Setsuko!",positive,0.7328
Seita...?,neutral,0.7691
Seita?,neutral,0.6718
You say this was your Mama's?,neutral,0.6756
How can this cheap flimsy thing be a keepsake?!,negative,0.9274
Setsuko?,neutral,0.7744
Setsuko?,neutral,0.7744
Setsuko!,neutral,0.6473
Seita...,neutral,0.6894
Water...,neutral,0.7342
Breathe in.,neutral,0.7607
Breathe out.,neutral,0.7579
And she's had diarrhea for many days now.,negative,0.8655
The rash isn't from the heat.,neutral,0.5585
Seawater just hurts her skin.,negative,0.953
She's weak from malnutrition.,negative,0.9126
"Thus, the diarrhea.",negative,0.5384
"Okay, next!",positive,0.5295
Can you give her medicine or a shot?,neutral,0.8287
I hate shots!,negative,0.9559
Please give her some medical treatment.,neutral,0.5882
Medicine won't help.,negative,0.8036
All she needs is nutrition.,neutral,0.7484
Nutrition...?,neutral,0.8066
What's wrong?,negative,0.7724
But where can I get that'?!,neutral,0.7066
Am I hungry.,neutral,0.6681
What do you want to eat?,neutral,0.8852
"Tempura, sashimi, tokoroten noodles...",neutral,0.8723
Anything else?,neutral,0.7329
Ice cream.,neutral,0.5918
And...,neutral,0.7343
I want fruit drops again.,positive,0.5736
Fruit drops?,neutral,0.8627
Alrighty.,neutral,0.5677
I'll go withdraw all our savings.,neutral,0.7044
I don't need anything.,neutral,0.5246
Please stay home with me.,neutral,0.7334
Don't go!,negative,0.5225
Don't go!,negative,0.5225
Don't go!,negative,0.5225
"Don't worry, Setsuko.",neutral,0.6305
I'll go buy rice and nutritious food for you...,neutral,0.7765
"Then, I'll never ever leave.",neutral,0.6128
I'll always be with you.,positive,0.8221
I promise.,neutral,0.5038
"Here's 3,000 yen.",neutral,0.8657
A typhoon is coming?,neutral,0.792
What a joke!,negative,0.7961
Our “divine wind” comes after we've surrendered.,neutral,0.7813
Surrendered...?,neutral,0.8488
We lost the war?!,negative,0.7996
You didn't know?,neutral,0.5468
Is it true?,neutral,0.883
The Great Empire of Japan lost?,negative,0.505
"Yes, it was unconditional surrender.",neutral,0.7395
Where's our fleet?,neutral,0.6884
They're long gone.,neutral,0.4949
All sunk!,neutral,0.6067
Not even a ship left.,neutral,0.6484
What?!,negative,0.4855
Dad's cruiser too?!,neutral,0.7834
Is that why we got no reply?!,negative,0.6221
How should I know?,neutral,0.7438
Strange boy.,neutral,0.5546
"Dad, I hate you!",negative,0.9718
I'm so hungry.,negative,0.539
Dad.,neutral,0.6523
Now even Dad's dead.,negative,0.805
Now even Dad's dead.,negative,0.805
Now even Dad's...,neutral,0.6833
"Setsuko, sorry I'm so late.",negative,0.6759
I'll make you rice gruel.,neutral,0.8195
It went up.,positive,0.5691
It went down.,negative,0.6289
"Oh, it stopped.",neutral,0.5843
Even got chicken and eggs!,neutral,0.6094
And there's also...,neutral,0.8
What's that in your mouth?!,neutral,0.5224
This is a marble.,neutral,0.6984
It's not a fruit drop!,neutral,0.5876
You're getting something better today.,positive,0.9233
Your favorite.,positive,0.6816
"Seita, this is for you.",neutral,0.5702
"What is it, Setsuko?",neutral,0.8373
It's steamed rice.,neutral,0.8532
Here's some cooked soy pulp.,neutral,0.8001
Please eat.,neutral,0.6852
You're not having any?,neutral,0.5375
Setsuko...!,neutral,0.783
See?,neutral,0.6904
It's watermelon.,neutral,0.7031
I didn't steal this either.,neutral,0.6838
"Here, have some.",neutral,0.724
It's yummy...,positive,0.9649
Hold on.,neutral,0.6407
I'll make you rice gruel with eggs.,neutral,0.843
I'll leave these here for you.,neutral,0.8218
Okay?,neutral,0.7124
Seita...,neutral,0.6894
Thank you.,positive,0.853
Setsuko never woke up.,neutral,0.5547
Here's a special ration of charcoal.,neutral,0.8598
You can cremate the child on temple grounds.,negative,0.7148
"Undress the body, and use dry husks to start a good fire.",neutral,0.6149
The weather is so fine today!,positive,0.9909
Nothing has changed!,neutral,0.4863
It's great to be back home!,positive,0.9902
We can finally listen to the gramophone!,positive,0.8101
I missed this lovely view!,positive,0.7386
Come home soon!,positive,0.7253
Next morning...,neutral,0.8083
I put Setsuko's ashes into the drops tin and left.,neutral,0.7508
I never went to the cave again.,negative,0.7727
Seita!,neutral,0.5836
It's late.,negative,0.51
Go to sleep now.,neutral,0.667
Okay.,neutral,0.5844
English translation by Rieko Izutsu-Vajirasarn Subtitles by AURA A Studio Ghibli Production Written and Directed by Isao Takahata,neutral,0.9294
