text,sentiment,score
You're not allowed here.,negative,0.8982
Go back.,neutral,0.7161
Wha-- It's almost night!,neutral,0.6462
Leave before it gets dark.,neutral,0.7367
BATHHOUSE They're lighting the lamps.,neutral,0.795
Go.,neutral,0.5352
I'll distract them.,neutral,0.7708
Get back across the river.,neutral,0.7926
OIL What's his problem?,negative,0.5405
Daddy.,neutral,0.636
"Daddy, let's go home.",neutral,0.6395
"Let's go, Daddy.",positive,0.6227
Daddy!,neutral,0.4827
Mommy!,neutral,0.5862
Mommy!,neutral,0.5862
It's water.,neutral,0.746
This can't be...,negative,0.709
"I'm dreaming, dreaming.",neutral,0.6701
Wake up!,positive,0.4975
Wake...,neutral,0.7684
up...,neutral,0.6602
"It's just a dream, a dream.",neutral,0.5916
"Go away, disappear.",negative,0.5881
Disappear.,negative,0.6359
I can see through.,neutral,0.6014
"It's a dream, it's got to be.",positive,0.5156
"Don't be afraid, I'm a friend.",positive,0.6156
"No, no, no.",negative,0.6471
Open your mouth and eat this.,negative,0.8249
"Unless you eat something from this world, you'll vanish.",negative,0.7719
No!,neutral,0.4416
Don't worry.,positive,0.5337
It won't turn you into a pig.,negative,0.6792
Chew it and swallow.,neutral,0.7112
"Good girl, you're fine.",positive,0.9054
See for yourself.,neutral,0.7314
I'm back again...,positive,0.6688
You see?,neutral,0.7077
Now come.,neutral,0.6523
What about my mom and dad?,neutral,0.8292
"They didn't really turn into pigs, did they?",negative,0.6209
"You can't see them now, but you will.",neutral,0.6891
Quiet.,neutral,0.656
It's looking for you.,neutral,0.7232
"There's no time, let's run.",neutral,0.6433
I...,neutral,0.7305
I can't stand!,negative,0.9548
"Oh, no.",negative,0.6307
My legs don't work.,negative,0.9212
"Calm, now.",neutral,0.7333
Take a deep breath.,neutral,0.6914
In the name of the wind and the water within thee...,neutral,0.8433
Unbind her.,neutral,0.5639
Get up.,neutral,0.6193
NO ENTRY OIL Hold your breath while we're on the bridge.,neutral,0.6522
Even a tiny breath will break the spell and the attendants will see you.,neutral,0.7089
I'm scared.,negative,0.788
Be calm.,neutral,0.6033
Welcome.,positive,0.7317
Always nice to see you.,positive,0.9745
Welcome.,positive,0.7317
I'm back from my task.,neutral,0.5686
"Welcome back, sir.",positive,0.9365
A deep breath...,neutral,0.7607
And hold...,neutral,0.8092
Welcome back!,positive,0.9633
We missed you!,positive,0.6268
"Hang on, we're almost...",neutral,0.7825
Master Haku.,neutral,0.7463
Where have you...,neutral,0.7652
Wha...,neutral,0.6741
A human.,neutral,0.6501
Run.,neutral,0.6438
What...,neutral,0.6315
Master Haku!,neutral,0.6808
Chase after it.,neutral,0.7277
A human intruder.,negative,0.7587
I smell humans!,negative,0.6824
The stench of humans.,negative,0.9487
They know you're here.,neutral,0.7809
"I'm sorry, I took a breath.",negative,0.5007
"No, Chihiro, you did very well.",positive,0.8608
Listen and I'll tell you what to do.,neutral,0.7523
"Stay here, and they'll find you.",neutral,0.7817
I'll distract them.,neutral,0.7708
"In the meantime, you escape.",neutral,0.7142
"No, don't go!",negative,0.6841
"Stay with me, please.",neutral,0.5959
"You have no choice, if you want to survive here.",neutral,0.552
"And save your parents, too.",neutral,0.7624
So they did turn into pigs...,negative,0.7657
I wasn't dreaming...,neutral,0.6526
Be still...,neutral,0.8029
"When things quiet down, go out by the back gate.",neutral,0.8232
"Take the stairs, all the way down.",neutral,0.6541
"Until you reach the boiler room, where they stoke the fires.",negative,0.6478
"Kamaji's there, so look for him.",neutral,0.7922
Ask him for work.,neutral,0.7657
Kamaji?,neutral,0.7269
"Even if he refuses, insist.",neutral,0.7765
"If you don't work, Yubaba will turn you into an animal.",negative,0.9077
Yubaba.,neutral,0.6506
You'll see.,neutral,0.6752
She's the sorceress who rules our world.,neutral,0.5052
"Kamaji will turn you away, trick you into you leaving, but keep on asking him for work.",negative,0.498
"It'll be hard work, but it will give you a chance.",positive,0.6113
Then even Yubaba can't harm you.,neutral,0.5391
OK.,neutral,0.5176
Master Haku.,neutral,0.7463
I have to go.,neutral,0.562
"Remember, Chihiro.",neutral,0.7557
I'm your friend.,neutral,0.5271
How do you know my name?,neutral,0.7502
I've known you since you were small.,neutral,0.7283
My name is Haku.,neutral,0.8014
Here I am!,positive,0.6103
"Master Haku, Yubaba wants you.",neutral,0.8623
I know.,neutral,0.5132
It's about my task.,neutral,0.8002
Um...,neutral,0.6851
Excuse me.,neutral,0.4804
Um...,neutral,0.6851
"Um, are you Kamaji?",neutral,0.8595
"Um, Haku sent me here.",neutral,0.7892
Please let me work here.,neutral,0.6434
"Darn, all at once...",negative,0.6509
"Get to work, you little runts.",negative,0.7084
I'm...,neutral,0.6445
Kamaji.,neutral,0.6694
Slave to the boilers that heat the baths.,neutral,0.7984
"Step on it, boys.",neutral,0.7632
"Um, please let me work here.",neutral,0.6376
I've got all the help I need.,positive,0.6348
The place is full of soot.,negative,0.938
Plenty of replacements.,neutral,0.6251
"Oh, I'm sorry.",negative,0.7477
Please wait.,neutral,0.6453
Outta the way.,neutral,0.5904
Um...,neutral,0.6851
What should I do with this?,neutral,0.8209
Do I just leave it?,neutral,0.819
Finish what you start.,neutral,0.6462
"Hey, you runts!",negative,0.5349
Wanna turn back into soot?,neutral,0.5964
"And you, watch it.",neutral,0.7556
You can't just take someone's job.,negative,0.6165
"If they don't work, the spell wears off.",negative,0.683
Got no work for you here.,negative,0.5409
Look elsewhere.,neutral,0.5507
You sootballs got a problem?,negative,0.9134
Get to work!,positive,0.4838
To work.,neutral,0.6169
Chow time.,neutral,0.6164
What?,neutral,0.5653
You guys at it again.,negative,0.5854
Cut it out.,neutral,0.4975
Where's your bowl?,neutral,0.7117
I keep telling you to leave it out.,neutral,0.631
Meal time!,neutral,0.6515
Take a break!,neutral,0.6255
A human!,positive,0.5018
You're in trouble.,negative,0.773
They're having a fit about it upstairs.,neutral,0.6139
That's my granddaughter.,neutral,0.5786
Granddaughter?,neutral,0.8217
"Says she wants to work, but I've got all the help I need.",neutral,0.6835
Would you take her to Yubaba?,neutral,0.9245
"The girl can handle her, I'm sure.",positive,0.5805
Not a chance!,negative,0.5446
And risk my life?,negative,0.6293
"Take this, then.",neutral,0.7048
A roasted newt.,neutral,0.7905
Real quality.,neutral,0.5615
"If you want to work, you'll have to make a deal with Yubaba.",neutral,0.8727
Might as well try your luck.,neutral,0.8064
Fine!,positive,0.7965
"You there, follow me.",neutral,0.7693
"Can't you even manage a ""Yes ma'am,"" or ""Thank you""?",negative,0.4876
Yes...,neutral,0.5735
yes ma'am.,neutral,0.5189
You sure are slow.,negative,0.8603
Hurry.,neutral,0.6666
Yes ma'am.,neutral,0.4958
What do you need shoes for!,neutral,0.8669
Or socks!,neutral,0.6499
Did you even thank Kamaji?,neutral,0.8329
He's looking out for you.,positive,0.494
"Thank you very much, sir.",positive,0.9705
Good luck.,positive,0.9243
"Yubaba lives way up at the top, in the back.",neutral,0.5679
Get over here.,neutral,0.5912
You wanna lose your nose?,negative,0.5366
We're almost there.,positive,0.7542
Right.,neutral,0.5665
Here we are.,neutral,0.5567
Wel...,neutral,0.7418
welcome.,positive,0.7793
"This elevator is not in service, sir.",negative,0.8434
Please use another.,neutral,0.7025
DOWN ONLY He's following us...,neutral,0.6917
Quit gawking.,negative,0.6034
UP Here we are.,neutral,0.5927
Your room is on the right.,neutral,0.8736
Lin.,neutral,0.5945
Yes.,positive,0.461
What's that smell?,neutral,0.6775
It's human.,neutral,0.6588
You reek of human.,negative,0.957
Is that so?,neutral,0.7823
"I smell it, I do.",neutral,0.5913
"Smells mighty tasty, too.",positive,0.9441
You're hiding something.,neutral,0.5015
"Tell me the truth, now.",neutral,0.6727
This smell.,negative,0.4544
Roasted...,neutral,0.7479
Gimme.,neutral,0.6136
Not a chance.,negative,0.5701
It's for the other girls.,neutral,0.7493
I'm begging you.,neutral,0.5842
I'll settle for a leg.,neutral,0.7373
"Anyone going up, pull down on the lever.",neutral,0.848
SECOND SKY SKY OIL Not going to knock?,neutral,0.7791
What a pathetic little girl.,negative,0.9761
Come closer...,neutral,0.7777
I said closer.,neutral,0.766
Ow...,neutral,0.5862
You're making a racket.,negative,0.4976
Keep it down.,neutral,0.6553
Um...,neutral,0.6851
Please let me work here.,neutral,0.6434
Stop babbling.,negative,0.7607
You're just a useless weakling.,negative,0.9704
"Besides, this is no place for humans.",negative,0.9638
"It's a bath house, where eight million spirits can rest their weary bones.",neutral,0.6792
Your parents had some nerve.,negative,0.9189
Gobbling up our guests' food like pigs!,negative,0.8467
"Just desserts, I'd say.",neutral,0.7941
And you'll never see...,neutral,0.487
your world again either.,neutral,0.58
You'd make a lovely piglet.,positive,0.9148
Or maybe a lump of coal.,neutral,0.6848
I see you're trembling.,neutral,0.5663
"Actually, I'm impressed you made it this far.",positive,0.952
Someone must've helped you.,neutral,0.7751
I must thank your friend.,positive,0.8685
"Just who was it, my dear?",neutral,0.847
You can tell me.,neutral,0.643
Please let me work here.,neutral,0.6434
Not that again!,negative,0.7267
I want to work here!,positive,0.8798
Shut up!,negative,0.787
Why should I hire you?,neutral,0.544
"Anyone can see you're a lazy, spoiled, crybaby.",negative,0.9709
Stupid to boot.,negative,0.9144
I've nothing for you.,negative,0.7408
Forget it.,negative,0.5068
I've got all the bums I need around here.,negative,0.7876
"Or maybe you'd like the worst, nastiest job I've got, until you breathe your very last breath?",negative,0.9285
Stop that!,negative,0.672
What's wrong...,negative,0.8269
I'll be right there.,neutral,0.5233
"That's a good baby, now.",positive,0.9229
What?,neutral,0.5653
You still here!,neutral,0.5175
Get out.,neutral,0.4694
I want to work here.,positive,0.6777
Don't shout.,neutral,0.6264
I'll be right there...,positive,0.5019
"That's a good baby, there, there.",positive,0.9218
Please let me work!,neutral,0.4797
"OK, OK, just pipe down.",neutral,0.5343
"There, there, now.",neutral,0.6895
Your contract.,neutral,0.6502
Sign your name.,neutral,0.6244
I'll put you to work.,neutral,0.7259
"But one peep out of you about anything, and I'll turn you right into a piglet.",negative,0.6652
"Um, I sign my name here?",neutral,0.8495
That's right.,neutral,0.569
Quit dilly-dallying and do it.,neutral,0.5146
Unbelievable.,negative,0.8109
That ridiculous oath I took.,negative,0.8577
To give a job to whoever asks.,neutral,0.7143
Signed it?,neutral,0.7664
Yes.,positive,0.461
"You're Chihiro, huh?",neutral,0.8054
Yes.,positive,0.461
What an extravagant name.,negative,0.5447
"CHIHIRO SEN From now on, you'll be Sen.",neutral,0.8648
You got that?,neutral,0.6601
You're Sen.,neutral,0.7155
"Answer me, Sen.",neutral,0.7102
Yes...,neutral,0.5735
Did you call?,neutral,0.8123
This child's starting work as of now.,neutral,0.9057
Look after her.,neutral,0.6951
Yes.,positive,0.461
Your name?,neutral,0.6976
What?,neutral,0.5653
Chi...,neutral,0.6695
"Oh, I'm Sen.",neutral,0.7275
"Follow me, then, Sen.",neutral,0.8736
Haku...,neutral,0.7219
Um...,neutral,0.6851
No idle chatter.,neutral,0.6976
Call me Master Haku.,neutral,0.8499
Even on Yubaba's orders...,neutral,0.8312
We can't allow humans.,negative,0.8892
Her contract's signed.,neutral,0.772
What...,neutral,0.6315
"Thank you, everyone.",positive,0.9456
Don't send her to us.,negative,0.6249
Can't bear that human stink.,negative,0.9684
Three days of eating our food and her smell will vanish.,negative,0.6715
"If she's still useless then, fry her, boil her, do with her as you will.",negative,0.8822
Back to work!,neutral,0.5374
Where's Lin?,neutral,0.7314
Don't dump her on me.,negative,0.6482
You wanted help?,neutral,0.7348
"That's right, Lin's just perfect.",positive,0.929
"Go, Sen.",neutral,0.6529
"Yes, Sir.",neutral,0.5663
What a pain.,negative,0.9197
You're gonna pay for this.,negative,0.8502
Off you go.,neutral,0.7004
C'mon.,neutral,0.5362
"So you pulled it off, huh?",neutral,0.7252
"You're so thick, I was worried.",negative,0.7024
"Keep your wits, now.",neutral,0.4828
"If you need something, ask me, OK?",neutral,0.8789
What's wrong?,negative,0.7724
I'm dizzy.,negative,0.6635
So this is our room.,neutral,0.8745
A little food and some sleep and you'll be fine.,positive,0.6908
You wash your own apron!,neutral,0.5943
Pants.,neutral,0.6808
You're so puny.,negative,0.9153
Too big...,negative,0.5385
"Um, Lin...",neutral,0.7804
What?,neutral,0.5653
Are there two Hakus here?,neutral,0.9161
Two?,neutral,0.6998
Of him?,neutral,0.7653
I sure hope not.,negative,0.4666
Still too big.,negative,0.5295
He's Yubaba's henchman.,neutral,0.8575
Watch out for him.,neutral,0.6598
Where the...,neutral,0.6717
Here it is.,neutral,0.6338
What's wrong?,negative,0.7724
Are you OK?,neutral,0.7914
"What's all the fuss, Lin?",neutral,0.5611
New girl.,neutral,0.6665
Says she feels faint.,neutral,0.5895
Meet me at the bridge.,neutral,0.8093
I'll show you your mother and father.,neutral,0.8195
My shoes...,neutral,0.7837
Thank you.,positive,0.853
BATHHOUSE BATHHOUSE Follow me.,neutral,0.8359
"Daddy, Mommy, it's me.",neutral,0.7018
It's Sen.,neutral,0.7623
"Mommy, Daddy.",neutral,0.7265
Are they sick or hurt?,negative,0.6568
"No, they ate too much.",negative,0.8257
Sleeping it off.,neutral,0.7435
They don't even remember being human.,negative,0.8469
"Daddy, Mommy, I promise I'll save you.",positive,0.6306
"Don't get too fat, or they'll eat you.",negative,0.5883
Hide these.,neutral,0.5313
I thought they were gone.,neutral,0.5414
You'll need them to get home.,neutral,0.7348
This was a farewell card...,neutral,0.8626
Chi-hi-ro.,neutral,0.7681
Chihiro...,neutral,0.7645
That's my name.,neutral,0.6812
Yubaba rules others by stealing their names.,negative,0.6567
"You're Sen here, but keep your real name a secret.",neutral,0.8318
She almost got mine.,neutral,0.6923
I'd nearly turned into Sen.,neutral,0.7146
"If she steals your name, you'll never find your way home.",negative,0.8846
I no longer remember mine.,negative,0.5793
Your real name?,neutral,0.7784
But it's strange.,neutral,0.6028
I remembered yours.,neutral,0.7393
"Go ahead, eat, you must be hungry.",neutral,0.6882
I don't want to.,negative,0.8171
"I put a spell on it to give you back your strength, eat it.",neutral,0.7298
You've had a hard time.,negative,0.55
Eat some more.,neutral,0.5705
OIL Can you find your way back?,neutral,0.8177
"Yes, Haku, thank you.",positive,0.8798
I'll work very hard.,positive,0.7451
Good.,positive,0.7732
Where were you?,neutral,0.7832
I was worried.,negative,0.5922
I'm sorry.,negative,0.6455
Outta my way.,neutral,0.5211
Is that the best you can do?,neutral,0.7994
You and Sen get the big tub as of today.,neutral,0.8853
What!,neutral,0.4804
But that's Frog work.,neutral,0.5921
Orders from the top.,neutral,0.6936
Better give it your all.,neutral,0.5699
Aren't you...,neutral,0.7829
getting wet?,neutral,0.7686
"Hurry up, Sen!",neutral,0.6163
Coming!,positive,0.5762
I'll leave this open.,neutral,0.7992
"On the big tub, Lin?",neutral,0.8667
Lay off me.,negative,0.7077
Jerks!,negative,0.6929
They haven't scrubbed this in ages.,negative,0.4993
This bath is reserved for our filthiest guests.,negative,0.9435
It's caked with sludge.,negative,0.8883
"Lin, Sen, first customers are here.",neutral,0.8222
Right away...,neutral,0.7613
"Shoot, clearly harassment.",negative,0.7992
This tub needs an herbal soak.,neutral,0.8275
Get a tag from the foreman.,neutral,0.7852
A tag?,neutral,0.7803
An herbal soak tag.,neutral,0.8595
Right.,neutral,0.5665
"What's a foreman, Lin?",neutral,0.8054
Something's coming.,neutral,0.7324
I wonder what.,neutral,0.7967
"Some useless scum, under cover of rainfall...",negative,0.953
I can't waste that on you.,negative,0.7211
Why good morning!,positive,0.9548
Feeling refreshed?,positive,0.626
For Kasuga sama.,neutral,0.7637
One deluxe sulfur soak.,neutral,0.7253
No point in standing there.,neutral,0.5413
Back to work.,neutral,0.5742
Scrub with your hands.,neutral,0.6459
Good morning!,positive,0.8619
"Your hands, I say.",neutral,0.7752
But...,neutral,0.7123
Um...,neutral,0.6851
It has to be an herbal soak.,neutral,0.8561
You sure are dense.,negative,0.8714
Oh...,neutral,0.6291
A fragrant bath coming up.,neutral,0.5843
Relax and enjoy...,positive,0.7404
"Hello, foreman here.",neutral,0.7262
"Yes, ma'am...",neutral,0.6781
Thank you so much.,positive,0.9793
That's not...,neutral,0.5349
"Hey, you, wait.",neutral,0.6691
-What's the trouble?,neutral,0.5402
"Why, nothing at all...",neutral,0.5818
We have an intruder.,negative,0.5957
Is it human?,neutral,0.8366
You figure it out.,neutral,0.6795
Haku's out today.,neutral,0.8509
"Wow, you got a really good one.",positive,0.9785
This goes to Kamaji.,neutral,0.8845
"Water'll be right up, it's not too busy now.",positive,0.5665
Yank on this for hot water.,neutral,0.7605
You're such a klutz.,negative,0.9663
Look at that color!,positive,0.732
That's the dried worm salts.,neutral,0.644
"With water this murky, who's gonna see the sludge?",negative,0.7434
Yank it again when it's full.,neutral,0.7224
It'll stop.,neutral,0.5954
"Go ahead, let go.",neutral,0.717
I'll get our breakfast.,neutral,0.7535
Sure.,neutral,0.4753
Ouch.,negative,0.6772
Um...,neutral,0.6851
The bath's not ready yet.,negative,0.5796
"But, there are so many...",neutral,0.6034
Wha...,neutral,0.6741
They're for me?,neutral,0.8357
But...,neutral,0.7123
I don't need this many.,negative,0.676
"No, just one.",neutral,0.6063
Madam.,neutral,0.7253
It's a Stink Spirit?,neutral,0.7619
An Extra Large Stinker at that.,neutral,0.8383
Headed straight for the bridge!,neutral,0.617
Please turn back!,neutral,0.6262
Please withdraw!,neutral,0.6934
The bath is closed for the night.,neutral,0.7597
"Please withdraw, please.",neutral,0.6413
Peeeee-ewy...,neutral,0.7306
Something's fishy.,negative,0.6341
"Didn't seem like a Stink Spirit, to me...",negative,0.6366
"Well, now that it's here, better go greet it.",neutral,0.5869
"Just try to get rid of it, as fast as you can.",neutral,0.6535
Please retire to your rooms!,neutral,0.6485
So terribly sorry.,negative,0.821
Please hurry.,neutral,0.6766
"Lin and Sen, Yubaba's calling.",neutral,0.8551
Yes sir.,neutral,0.4956
"Listen, this is your first job.",neutral,0.6677
You take this customer to the big tub.,neutral,0.7547
Um...,neutral,0.6851
One peep out of you and you're coal.,neutral,0.6233
Got that?,neutral,0.7095
It has arrived.,neutral,0.604
Don't insult the customer.,negative,0.6888
Welggum to our bazzs...,neutral,0.6734
Oh...,neutral,0.6291
Money...,neutral,0.6734
"Sen, hurry, take it.",neutral,0.6982
Yes ma'am.,neutral,0.4958
Zhow him de bazz.,neutral,0.7044
Pl...,neutral,0.7225
Pleazze.,neutral,0.6481
Sen!,neutral,0.4866
Awful...,negative,0.8776
Our food...,neutral,0.8129
Open the windows!,positive,0.5007
All of 'em.,neutral,0.602
What?,neutral,0.5653
Just a minute.,neutral,0.6794
Truly filthy.,negative,0.8786
This is no laughing matter.,negative,0.4498
Let's see what she does.,neutral,0.7613
"Ah, she intends to re-fill the tub.",neutral,0.8512
"Oh, no, soiling the walls with those filthy hands.",negative,0.9564
Did you give Sen new tags?,neutral,0.8649
"Never, what a waste!",negative,0.9038
Oh no!,negative,0.7263
All that precious herbal formula!,positive,0.533
Sen!,neutral,0.4866
"Sen, where are you?",neutral,0.7998
Lin!,positive,0.5008
You OK?,neutral,0.754
I asked Kamaji to give us all the water he's got!,neutral,0.7231
He's sending the best herbal soak ever.,positive,0.9355
Thank you.,positive,0.853
He's got a thorn stuck in him.,negative,0.6856
A thorn?,neutral,0.7479
"It's in so deep, it won't come out.",neutral,0.5142
Thorn!?,neutral,0.7869
She said thorn?,neutral,0.74
Rally the help downstairs.,neutral,0.8371
Step on it.,neutral,0.6714
Sen and Lin.,neutral,0.8395
That's no Stink Spirit in there.,neutral,0.5629
Grab this rope.,neutral,0.6415
Yes ma'am.,neutral,0.4958
Hold on tight!,neutral,0.5981
Yes ma'am.,neutral,0.4958
"Hustle now, and get the women to help them.",neutral,0.8062
I tied it.,neutral,0.6946
"Everyone, all of you!",positive,0.6425
All together now.,positive,0.5146
Heave!,neutral,0.5094
And heave!,neutral,0.5682
And heave!,neutral,0.5682
And heave!,neutral,0.5682
A bicycle.,neutral,0.7738
As I suspected!,neutral,0.5293
"Now, pull!",neutral,0.7067
And heave.,neutral,0.7032
"Sen, you OK?",neutral,0.7752
Well done...,positive,0.8235
Gold!,positive,0.7091
It's gold!,positive,0.8403
Hands off!,neutral,0.691
That's company property!,neutral,0.6016
Be still.,neutral,0.7146
Our guest is still with us.,positive,0.5729
"Sen, you're in our guest's way.",neutral,0.6039
Get out and open the door.,neutral,0.7588
Open the main gates!,neutral,0.6261
He's leaving!,neutral,0.6007
Sen!,neutral,0.4866
You did great!,positive,0.9783
You made us a bundle!,positive,0.8909
That River Spirit's famous.,neutral,0.7216
You can all learn from Sen.,neutral,0.6035
"Sake's on the house, tonight.",neutral,0.8856
Now!,neutral,0.512
Time to hand over all that gold you picked up.,neutral,0.7932
Want some?,neutral,0.7778
I swiped it.,neutral,0.6969
Thank you.,positive,0.853
"Man, oh, man.",neutral,0.472
I didn't see Haku.,neutral,0.578
Not Haku again.,negative,0.654
He just disappears sometimes.,negative,0.5084
They say Yubaba makes him do bad stuff.,negative,0.7861
Really...,neutral,0.6835
"Lights out, Lin Right.",neutral,0.619
There's a town.,neutral,0.7045
Looks like the ocean...,neutral,0.7497
What did you expect after all that rain?,negative,0.5277
"Some day, I swear I'll get to that town.",neutral,0.5079
I'm gonna get out of here.,negative,0.5936
What's wrong?,negative,0.7724
Gold.,neutral,0.6223
Who are you?,neutral,0.7975
You're no customer.,negative,0.6731
You're not allowed in there.,negative,0.8568
Hey!,neutral,0.5279
"It's gold, gold!",positive,0.8234
It's for me.,positive,0.5263
You can make gold.,neutral,0.6415
Gimme!,neutral,0.5768
Who goes there?,neutral,0.8367
It's way past bedtime.,neutral,0.6481
"Hey boss, I'm hungry.",neutral,0.5692
Starving.,negative,0.7008
That voice...,neutral,0.751
"There, I'll pay you now.",neutral,0.7355
"I'm a customer, I want a bath!",positive,0.5631
Wake everyone up.,neutral,0.6479
"Mommy, Daddy, the River Spirit gave me this cake.",positive,0.5306
"I'm sure if you eat it, you'll turn back into people.",negative,0.6557
"Dad, Mom, where are you?",neutral,0.8025
Dad!,positive,0.4869
Bad dream.,negative,0.7946
Lin...,neutral,0.7008
Where is everybody?,neutral,0.5803
Wow...,positive,0.6449
it really did turn into an ocean!,positive,0.6
I can see where Mom and Dad are from here.,neutral,0.812
Kamaji's already lit the fires?,neutral,0.7196
Did I sleep that long?,neutral,0.7004
The customer's waiting.,neutral,0.7209
Hurry it up!,neutral,0.4969
"Serve everything you've got, even leftovers.",positive,0.5206
Sen!,neutral,0.4866
Lin!,positive,0.5008
I was just going to wake you up.,neutral,0.7857
Look.,neutral,0.6185
Real gold!,positive,0.6193
He gave it to me.,neutral,0.5583
This guest's a real high roller.,neutral,0.6433
"Please, sir, try this.",neutral,0.6818
Taste the very best.,positive,0.9505
Throw us some gold.,neutral,0.6959
Your blessings.,positive,0.8479
"I'm starving, bring it all.",negative,0.5671
That guest...,neutral,0.7293
"Come, Sen, Yubaba's still asleep.",neutral,0.8116
Now's your chance!,positive,0.7484
I'm going to see Kamaji.,neutral,0.5078
I wouldn't go right now.,negative,0.6316
He's in a foul mood 'cause they woke him up.,negative,0.8067
"Let's go back for more, Lin.",positive,0.7326
What if I don't recognize my parents?,negative,0.5051
I hope Dad hasn't gotten too fat.,neutral,0.6345
The dragon I saw before!,neutral,0.6468
It's coming this way.,neutral,0.8121
