text,sentiment,score
"Please hurry, Kiki.",neutral,0.8033
"I know it was here, so it must be around someplace.",neutral,0.8235
There it is!,positive,0.5116
Excuse me!,negative,0.4855
Anybody home?,neutral,0.706
Can you please help me?,neutral,0.7403
Anybody?,neutral,0.689
Anybody here?,neutral,0.7738
Yeah!,positive,0.7406
I can't come down right now.,negative,0.6428
Why don't you come up?,neutral,0.6509
What do you want?,neutral,0.7644
That stuffed black cat you put on your window sill?,neutral,0.7279
"Sorry, but it's mine.",negative,0.4876
I dropped it.,negative,0.4755
"Be good, and don't move yet.",positive,0.5559
I found it in the forest.,neutral,0.7159
"Would you give it back to me, please?",neutral,0.8508
Hang on.,neutral,0.7189
I can't stop just now.,positive,0.4707
Nice.,positive,0.7345
Very nice.,positive,0.9649
You're beautiful just how you are.,positive,0.9636
You really should have told me you were in a hurry.,negative,0.5146
I got sort of fond of it.,positive,0.8548
I'm sorry.,negative,0.6455
The stuffing is coming out.,negative,0.5359
I'll bet the crows did it.,neutral,0.5797
They made such a fuss.,negative,0.5659
What will I do?,neutral,0.7919
I can't deliver it like this.,negative,0.8818
Say!,neutral,0.59
How about we work out a deal?,neutral,0.843
That's pretty exciting.,positive,0.9877
And at 13 too.,neutral,0.8043
To be independent.,neutral,0.6849
That's great.,positive,0.98
Can you fix it?,neutral,0.5496
Trust me.,positive,0.511
"Ketto, time for your bath.",neutral,0.8262
Quickly!,neutral,0.5611
The guests will be here soon!,neutral,0.5774
Ketto!,neutral,0.623
I'm done.,neutral,0.4393
Thank you so much!,positive,0.9852
You'd better help Jiji before it's too late.,neutral,0.7266
But I haven't finished yet.,neutral,0.5995
You've done enough.,neutral,0.6088
Go help him.,neutral,0.6907
Thanks!,positive,0.8715
Jeff likes my present more than me!,positive,0.83
It is strange.,negative,0.4951
He adores that stuffed cat.,positive,0.9276
He won't leave it alone.,neutral,0.5936
He thinks it's a puppy.,neutral,0.719
Your sister's not going to be happy to hear that.,negative,0.6983
That's okay.,positive,0.7336
I gave it to Jeff anyway.,neutral,0.7902
Remember to thank your auntie.,positive,0.6195
I will!,positive,0.8202
You should be nicer to him.,neutral,0.5555
Jeff is a very old dog.,negative,0.5365
"But, Grandma, all he does is sleep!",neutral,0.5228
I suppose that's true.,neutral,0.7557
"Ketto, open the door for Jeff.",neutral,0.8797
Okay.,neutral,0.5844
Push the door shut when you're finished.,neutral,0.7376
Jiji!,neutral,0.6288
"Kiki, what took you so long?",neutral,0.5296
I'm sorry.,negative,0.6455
That marvelous dog helped me escape.,positive,0.8444
He said he'd be happy to help us out.,positive,0.7636
Would you take this back in?,neutral,0.8837
What's the matter?,neutral,0.5309
I'm famished.,negative,0.5098
"Yeah, me too.",neutral,0.6296
And I'm tired too.,negative,0.7087
But it was a wonderful adventure.,positive,0.9687
And that painter who found the stuffed cat wants to do a drawing with me in it.,neutral,0.7598
Naked?,neutral,0.8216
Don't be silly!,neutral,0.5026
KIKI'S DELIVERY SERVICE Boring.,negative,0.9027
Hey!,neutral,0.5279
Aren't you supposed to be minding the shop?,neutral,0.6639
"I am, but nobody's coming in today.",neutral,0.6348
But it always gets busy around now.,neutral,0.6315
"I know, but I mean my customers.",neutral,0.6187
"Jiji, if nobody comes in, I'll have to eat pancakes forever and be fat, fat, fat!",negative,0.7919
"So, what am I supposed to do?",neutral,0.6543
"I think pancakes are great, provided they're not burnt.",positive,0.9529
You're no help.,negative,0.8601
"When you get fat, see if I care.",neutral,0.544
"Beautiful, isn't she?",positive,0.9499
I heard she's a fashion designer.,neutral,0.8625
"Personally, I'm not very fond of her conceited cat.",negative,0.9396
Hello.,neutral,0.5209
Gutiokipan Bakery.,neutral,0.7984
Pardon?,neutral,0.8001
"Yes, ma'am.",neutral,0.5793
About time we got a customer.,neutral,0.7766
4:30 will be a perfect time to pick it up.,positive,0.8872
And the address?,neutral,0.8107
Yes.,positive,0.461
The blue roof.,neutral,0.6817
Right.,neutral,0.5665
"Yes, I'm sure I have it all.",positive,0.6887
Thank you very much.,positive,0.96
Hi.,neutral,0.5326
I'll take this one.,neutral,0.5001
Okay?,neutral,0.7124
Thank you very much.,positive,0.96
Are you still mad at me?,negative,0.5665
We're having a party at the club tonight.,positive,0.5909
"It's called the Flying Club, and we'd really like you to come.",positive,0.8211
Here's your invitation.,neutral,0.7493
It really is a serious club.,positive,0.5705
Everybody would be very happy if you came.,positive,0.9777
May I help you?,neutral,0.8346
They tell me you have a delivery service.,neutral,0.7803
Pardon me.,neutral,0.6022
"Yes, of course we do.",positive,0.5934
This urgent package must arrive tonight.,neutral,0.8219
Can you do it?,neutral,0.8174
Of course we can...,positive,0.6576
Will you be all right?,neutral,0.7742
Can I help you?,neutral,0.8453
"I'll be back at 6:00, so make up your mind by then.",neutral,0.8531
How much will that be?,neutral,0.8509
Will that be inside or outside the city limits?,neutral,0.9096
I wrote it down on the box.,neutral,0.7507
The box?,neutral,0.7116
"Oh, I'm sorry.",negative,0.7477
Osono!,neutral,0.6047
I got an invitation to a party at Tombo's flying club.,positive,0.6444
Terrific!,neutral,0.4828
You'll have a lovely time.,positive,0.9517
But what am I gonna wear?,neutral,0.7834
"Kiki, I wouldn't worry too much.",neutral,0.6409
You look fine in that.,positive,0.929
You look beautiful and mysterious.,positive,0.9619
You mean it?,neutral,0.7022
Any work yet?,neutral,0.8177
I almost forgot about it!,positive,0.5575
It's already 4:00!,positive,0.586
"Oh, no!",negative,0.6841
Can you watch the store 'til I get back?,neutral,0.8902
Jiji!,neutral,0.6288
Why are you going to this party when you're so mad at him?,negative,0.8904
I have to concentrate.,neutral,0.676
This thing is heavy.,neutral,0.5024
Be quiet.,neutral,0.6991
Thank you.,positive,0.853
Come on!,positive,0.6006
Our next appointment is at 4:30.,neutral,0.917
The blue roof.,neutral,0.6817
My name's Kiki.,neutral,0.7698
"Someone telephoned for a delivery service, so here I am.",neutral,0.6931
"Right this way, dear.",neutral,0.6311
You're right on time.,positive,0.7798
"Yes, ma'am.",neutral,0.5793
"Madam, the delivery girl is here.",neutral,0.8678
What?,neutral,0.5653
"Oh, my goodness!",positive,0.4489
Is it that time already?,neutral,0.8112
"Come, come.",neutral,0.6289
Thanks.,positive,0.6284
May I take that for you?,neutral,0.8604
Broom and a black cat.,neutral,0.8182
It's just like my great-grandmother always told me.,neutral,0.6497
"My name is Kiki, and I'm a witch.",neutral,0.6246
"Oh, and what a cute little girl you are.",positive,0.975
"I'm so sorry, but that pie you were supposed to deliver isn't ready yet.",negative,0.855
The temperature doesn't seem to go up at all.,neutral,0.5424
Something's wrong.,negative,0.8654
Machines don't work when they become old like me.,negative,0.8774
I was hoping you could deliver it hot to my grandchild's birthday party.,positive,0.5284
It's one of my favorite recipes: herring and pumpkin pie.,positive,0.9853
I guess I have to admit defeat.,negative,0.6618
I'll have to call and tell her I'm sorry.,neutral,0.6434
I feel just awful having you come here for nothing.,negative,0.9723
Bertha!,neutral,0.6481
"Would you get her money, please?",neutral,0.8449
"Certainly, ma'am.",neutral,0.6486
All of it.,neutral,0.5918
Pay her the amount we agreed on.,neutral,0.8591
"Oh, no.",negative,0.6307
Please!,neutral,0.5394
"Now, don't be silly.",neutral,0.5769
It's not your fault it wasn't ready.,neutral,0.5137
I have no other jobs today.,neutral,0.6181
Maybe I could help.,neutral,0.5943
Does that oven work?,neutral,0.8025
You mean that one?,neutral,0.712
"It used to be the only one I ever used, but I haven't opened it in years.",neutral,0.4829
"If it burns firewood, I can help.",neutral,0.7717
I used to help my mom all the time.,neutral,0.6963
It's a big job to build a fire.,neutral,0.5951
"It's a great idea, madam.",positive,0.9567
"I never did like that electric thing, and we have plenty of firewood.",negative,0.7221
I can build a fire.,neutral,0.5515
"Well, I'm not sure, but if you think you can do it...",neutral,0.7886
But won't this make you late for your party?,negative,0.653
I can't take money for nothing.,negative,0.6132
Come on.,neutral,0.5758
We must hurry.,neutral,0.664
Look what I found.,neutral,0.6013
And it works!,positive,0.8548
"You're very good at this, my dear.",positive,0.9569
Your mother taught you well.,neutral,0.607
"Oh, my goodness, it's so exciting.",positive,0.9886
Never did like electricity.,negative,0.7159
It should be about time.,neutral,0.7358
"Yes, very good.",positive,0.9511
Well done.,positive,0.8491
And now we wait.,neutral,0.486
About 40 minutes or so.,neutral,0.8656
Right?,neutral,0.736
Exactly right.,neutral,0.5544
So why don't we take a little break?,neutral,0.7797
Do you need help with anything else?,neutral,0.862
Oh!,neutral,0.5628
"Well, if you'd really like to...",neutral,0.7798
Thanks very much.,positive,0.9063
You're very welcome.,positive,0.9671
You're going to be late for the party.,negative,0.704
Stop worrying.,neutral,0.4956
It'll only take me 15 minutes if I fly there fast.,neutral,0.5033
Would you care for some tea?,neutral,0.8997
I just made a pot.,neutral,0.8051
I just remembered.,neutral,0.7205
Won't you be late for your party?,neutral,0.6688
It won't be a problem.,neutral,0.6389
It'll take me 15 minutes from here.,neutral,0.8086
"But, my dear, that clock runs about ten minutes slow.",neutral,0.5811
What'll I do?,neutral,0.788
See if the pie is ready.,neutral,0.7392
Okay.,neutral,0.5844
Bertha!,neutral,0.6481
Is the pie ready?,neutral,0.8145
"It smells fine, so you'd better hurry.",positive,0.7356
Okay.,neutral,0.5844
Better hurry!,neutral,0.5233
Okay.,neutral,0.5844
Don't forget your money.,neutral,0.7094
That's way too much.,negative,0.6975
Not for what you've done.,negative,0.7026
"Hurry up, Kiki, or you'll be late!",neutral,0.5481
Have a good time!,positive,0.9818
Be careful!,neutral,0.7085
What happened to all that good weather?,neutral,0.4534
My whiskers are tingling.,neutral,0.6081
