text,sentiment,score
"He saw me today, out in the garden.",neutral,0.764
I should've been more careful.,negative,0.5189
I hope he didn't frighten you.,neutral,0.6801
"Best not tell your mother, it will only worry her.",negative,0.6414
All right.,neutral,0.4897
You don't always have to run.,neutral,0.7515
"Observe them first, then decide.",neutral,0.7706
We're home.,positive,0.5371
Safe and sound.,positive,0.4882
And...?,neutral,0.7531
Things didn't go well this time.,negative,0.9433
This light gave out before we finished.,neutral,0.7036
Oh dear.,negative,0.5422
We had to give up on the sugar.,negative,0.6229
Don't give it a thought.,neutral,0.5026
At least you're safe and sound.,positive,0.7532
"Arrietty, you found something.",neutral,0.7081
Show your mother your first borrowing.,neutral,0.7443
What a pretty pin.,positive,0.9588
Time for bed.,neutral,0.5833
Good night.,positive,0.5576
She looks worn out.,negative,0.7736
Shall I make some tea?,neutral,0.9094
Sho!,neutral,0.6325
Come in the house.,neutral,0.7506
You'll catch cold out there.,neutral,0.4996
A cube of sugar?,neutral,0.8483
But whatever for?,neutral,0.6714
He left it by the grating.,neutral,0.7071
It's probably the same one I dropped last night.,neutral,0.8243
What?,neutral,0.5653
"What do you mean, you dropped it?",neutral,0.6043
Don't touch it.,neutral,0.5246
Do you understand?,neutral,0.7232
It's a trap.,negative,0.5493
They're trying to catch us!,neutral,0.4965
We'll have to stop borrowing for a while.,neutral,0.6545
Maybe they already know where we are.,neutral,0.7528
"Pod, we'll have to move!",neutral,0.6913
This was such a lovely house.,positive,0.9707
Now we'll have to start all over again.,negative,0.7421
"Well, let's see how things go.",neutral,0.7388
"Now eat, soup's getting cold.",negative,0.7599
Why did it have to be sugar?,negative,0.5901
Thank you Arrietty.,positive,0.8193
I wanted to hang everything while the sun's out.,neutral,0.6904
You know I love doing laundry.,positive,0.9296
I'm going to nap for a bit.,neutral,0.7719
All right.,neutral,0.4897
YOU FORGOT SOMETHING You came back.,negative,0.5599
"Wait, don't go.",neutral,0.5407
Please leave us alone.,negative,0.5208
I wanted to tell you that.,neutral,0.7742
I want to talk to you.,neutral,0.529
Human beings are dangerous.,negative,0.9724
"If we're seen, we have to leave.",neutral,0.6691
My parents said so.,neutral,0.7505
You have a family?,neutral,0.7228
I envy you.,positive,0.513
Don't you have one?,neutral,0.7426
"Yes, but I practically never see my father.",neutral,0.535
"Mother's so busy at work, she barely has time for me.",negative,0.8492
Really...,neutral,0.6835
My name's Sho.,neutral,0.7537
What's your name?,neutral,0.7728
Do you have one?,neutral,0.7794
Of course I have a name!,positive,0.5952
It's Arrietty.,neutral,0.6385
Arrietty...,neutral,0.7498
Arrietty...,neutral,0.7498
That's pretty.,positive,0.9627
Won't you let me see you?,neutral,0.6897
Just for a moment.,neutral,0.7558
Just a peek.,neutral,0.7307
Please?,neutral,0.7238
What's happening?,neutral,0.7337
"Oh my gosh, it's a crow!",negative,0.4696
You can't come in here!,negative,0.5506
What got into that bird?,neutral,0.7402
They never behave like that.,negative,0.8264
Maybe it's nesting season or something.,neutral,0.7577
Now I have to replace this screen.,negative,0.8154
Where do we keep them?,neutral,0.7588
Are you all right?,neutral,0.8301
Maybe you should take some of your medicine.,neutral,0.6457
"Thanks, Haru.",positive,0.6803
I feel fine.,positive,0.9254
"The nesting season, eh?",neutral,0.8037
Have yourself a nice long rest now.,positive,0.8217
Papa...,neutral,0.6857
I told you to stay away.,neutral,0.5702
I'm sorry.,negative,0.6455
I wanted to do something to help.,positive,0.6007
But he didn't see me.,neutral,0.6305
You put your family in danger.,negative,0.9468
I won't say it again.,negative,0.5903
Understand?,neutral,0.7724
Yes.,positive,0.461
We'd better start looking.,neutral,0.7322
It's time.,neutral,0.627
Pod...,neutral,0.7077
YOU FORGOT SOMETHING Afternoon!,negative,0.7072
Package for you.,neutral,0.5574
Thanks again ma'am.,positive,0.8136
It's pretty hot out there.,positive,0.9393
"Listen, know any good pest control companies?",neutral,0.7683
Pest control?,neutral,0.7066
Here's one.,neutral,0.6047
"""Squeaky Klean Service."" Squeaky Klean Service?",neutral,0.7447
Let me just write that down.,neutral,0.809
Having problems with mice?,negative,0.6175
"Maybe it's mice, or maybe it's something else.",neutral,0.5896
"Between us, it's little people.",neutral,0.7457
I've seen them myself.,neutral,0.7448
A crow tried to fly into your room?,neutral,0.5966
I hope it didn't scare you.,neutral,0.6953
"Don't worry, Aunt Sadako.",neutral,0.6104
Haru chased it out.,neutral,0.7576
I was so astonished!,positive,0.8795
I never saw such a huge...,neutral,0.5281
Excitement's the worst thing in the world for his heart.,negative,0.9027
He came here for peace and quiet.,neutral,0.64
If anything were to happen before the operation...,neutral,0.82
"I know, I know.",neutral,0.468
I realize his mother's terribly busy at work.,negative,0.5806
But to go abroad on business and leave a sick child?,negative,0.8435
It must be terribly hard for you without your mother.,negative,0.7927
I don't mind.,neutral,0.6624
I suppose the divorce couldn't be helped.,negative,0.6055
"But why can't she be here, when he needs her so?",neutral,0.5376
"Aunt Sadako, who made that little house in my room?",neutral,0.8564
It's amazing.,positive,0.9511
You mean the doll house?,neutral,0.7906
That doll house belongs to your mother.,neutral,0.7583
She left it here when she moved out.,neutral,0.8081
It was hers?,neutral,0.8244
My father had it made to order in England.,neutral,0.8608
It was for the little people.,neutral,0.7275
My father claimed he'd seen them.,neutral,0.7742
He waited for so many years.,negative,0.528
He always said that house was a present for them.,neutral,0.7459
But I'm afraid they never showed themselves again.,negative,0.7542
"Not in my father's lifetime, nor in mine.",neutral,0.567
"Young Master, did you happen to see any little people in your room?",neutral,0.8967
Unfortunately...,negative,0.7728
no.,neutral,0.4583
It's been in our family for four generations.,neutral,0.8228
"If you like it, it will be yours someday.",positive,0.6446
You mean it?,neutral,0.7022
Yes.,positive,0.461
Have you looked inside?,neutral,0.8073
It's quite beautiful!,positive,0.985
"Haru, could you turn off the lights?",neutral,0.8091
Yes'm.,neutral,0.5064
This is the living room.,neutral,0.8016
All the furnishings were hand made by a real furniture maker.,neutral,0.7705
Isn't it wonderful?,positive,0.9584
Here's the library on the first floor.,neutral,0.8785
There's even a bathroom.,neutral,0.7214
But the next room is my personal favorite.,positive,0.9449
"Haru, could you open that up?",neutral,0.8694
"Let's see, I think it opens this way.",neutral,0.7161
Everything is so detailed!,positive,0.9192
Detailed and just like the real thing.,neutral,0.7405
That's a real oven.,neutral,0.6609
You could use it for baking.,neutral,0.6776
"Beautiful, just beautiful.",positive,0.9654
What a pity Father's dream never came true.,negative,0.8975
And it's been so long...,negative,0.4761
Maybe the little people are gone now.,negative,0.5695
"Mother, we've had these pictures three years.",neutral,0.6705
Don't you want new ones?,neutral,0.7143
I love those pictures.,positive,0.9865
I've always dreamed I'd see the real ocean someday.,positive,0.591
"Besides, there's no point changing them now.",neutral,0.5885
Papa's later than usual.,neutral,0.6916
I hope he didn't get caught in that downpour.,negative,0.605
Papa?,neutral,0.6714
That's the back door.,neutral,0.779
Papa!,neutral,0.5798
Welcome back...,positive,0.9298
Twisted my leg.,neutral,0.6664
It's lucky Spiller found me.,positive,0.8179
Pod?,neutral,0.6949
"Oh dear, you're hurt!",negative,0.904
"Hurry, bring him in.",neutral,0.7762
Does it hurt?,neutral,0.617
It's not broken.,neutral,0.6695
I'll be fine in no time.,positive,0.7629
I'll get some cold water.,neutral,0.7494
"Here's a towel, better dry off.",neutral,0.6876
Who's this?,neutral,0.773
It's not just the three of us after all.,neutral,0.7229
Gotta go.,neutral,0.665
"Wait, at least stay and have some tea.",neutral,0.7987
I'll see to your father.,neutral,0.7462
Get Spiller a cup of tea.,neutral,0.7779
Okay.,neutral,0.5844
Thank you Spiller.,positive,0.8077
Papa's so lucky you came along.,positive,0.9294
We're so grateful for your help.,positive,0.9818
"Listen, have you seen other Borrowers?",neutral,0.8174
"You see, we thought we might be the only ones left.",neutral,0.6808
This many.,neutral,0.6573
Then Cousin Lupy must be okay!,positive,0.7603
Can I see your bow?,neutral,0.8665
You use this for hunting.,neutral,0.5672
Give that back.,neutral,0.659
It's not a toy.,negative,0.5233
Gotta go.,neutral,0.665
Won't you stay and have a bite?,neutral,0.8554
Got this.,positive,0.6796
A cricket's leg!,neutral,0.723
Want some?,neutral,0.7778
It's real good.,positive,0.9657
No thanks!,negative,0.4589
Take care.,neutral,0.6356
Thanks again.,positive,0.7776
I'll see him out.,neutral,0.6976
You were looking for a new place.,neutral,0.7954
I tripped and fell.,negative,0.6759
Couldn't move.,negative,0.5315
Then Spiller came.,neutral,0.7407
Really...,neutral,0.6835
His territory reaches past the river.,neutral,0.8077
And he knows a few places we could live.,neutral,0.8252
That's good I suppose.,positive,0.8807
I'd hate to camp out.,negative,0.9011
But I doubt we'll find anything quite as nice as this.,neutral,0.3991
I'm glad there are still others like us.,positive,0.894
"Do you have friends and family, Spiller?",neutral,0.9031
Family?,neutral,0.6892
"No, just me.",neutral,0.704
"Well, I hope you can come again.",positive,0.8577
My mother's stew is the best in the world.,positive,0.9867
Haru?,neutral,0.6981
"Arrietty, your stitches need to be closer together.",neutral,0.8006
Pull it apart and do it again.,neutral,0.5355
Why do we need such a big sack anyway?,negative,0.6412
I'm going to look in on Papa.,neutral,0.8395
"Papa, can I come in?",neutral,0.8666
How's your leg?,neutral,0.814
I'll be walking soon.,neutral,0.8275
Papa?,neutral,0.6714
Are we going to move?,neutral,0.8771
We were seen.,neutral,0.7661
We've no choice but to move.,neutral,0.7368
I don't think every human being is dangerous.,negative,0.5074
Arrietty...,neutral,0.7498
"Before you were born, there were two other families living in this house.",neutral,0.8335
One family went missing.,negative,0.8109
They just disappeared.,negative,0.544
The other one moved away.,neutral,0.7424
They were seen by humans.,neutral,0.7824
"No matter what happens, we've got to survive.",positive,0.5533
Papa...,neutral,0.6857
What in heaven's name!,negative,0.4427
Is this an earthquake?,neutral,0.8129
Mother!,neutral,0.5851
It won't open.,negative,0.6871
The frame's buckled.,neutral,0.5455
The...,neutral,0.7269
the wall!,neutral,0.5959
Homily!,positive,0.7321
Homily!,positive,0.7321
I always dreamed of having a kitchen like this.,positive,0.685
This again?,neutral,0.7343
Gather only the things we need.,neutral,0.7608
We can't carry all that.,negative,0.5759
"And Homily, take nothing from the doll house.",neutral,0.7129
I'll make sure it's safe.,neutral,0.5374
Stay with your mother.,neutral,0.7569
"Yes, Papa.",positive,0.5186
You finally came.,neutral,0.5073
Do you like your new kitchen?,neutral,0.8818
Our house is a disaster.,negative,0.9705
But it doesn't matter.,neutral,0.602
I came to say goodbye.,neutral,0.7271
Can I look?,neutral,0.8074
You're beautiful.,positive,0.9641
We have to move.,neutral,0.6883
We were seen.,neutral,0.7661
Borrowers aren't meant to be seen.,negative,0.7661
Borrowers...?,neutral,0.7683
We borrow from human beings.,neutral,0.6715
Things we need.,neutral,0.5998
Things they won't miss.,neutral,0.6794
Soap and cookies and sugar.,neutral,0.7451
"Electricity and gas, too.",neutral,0.7275
Even my great-grandfather was a Borrower.,neutral,0.6735
No one ever saw them?,neutral,0.5482
Probably.,neutral,0.5871
It's all my fault.,negative,0.8331
"Niya, don't be like that.",negative,0.6669
Be nice to her.,positive,0.6598
Are there other little people like you in the house?,neutral,0.694
"No, it's just my father and mother and me.",neutral,0.7865
What about in other houses?,neutral,0.8632
I'm sure there are some.,neutral,0.7348
I've only met one so far.,neutral,0.7876
Oh.,neutral,0.5443
Soon you'll be the only one left.,neutral,0.7402
"Every year there's fewer of you, right?",neutral,0.5845
"You're a doomed species, you know.",negative,0.929
That's not true!,negative,0.7501
There's lots more of us.,neutral,0.5867
Spiller said so!,neutral,0.6536
Spiller?,neutral,0.7446
He's one of us.,neutral,0.7628
And he said there's lots more.,neutral,0.6338
Do you know how many people there are in the world?,neutral,0.6964
There are 6.7 billion of us.,neutral,0.7466
Six point seven billion...?,neutral,0.8367
What about you?,neutral,0.7871
I don't know.,neutral,0.5667
There's probably just a few of you.,neutral,0.6991
"Until my mom told me, I didn't know little people existed.",neutral,0.4904
Lots of species are already extinct.,negative,0.8335
"I've only seen them in books, though.",neutral,0.795
So many beautiful species...,positive,0.9236
"But the environment changed, so they died out.",negative,0.6547
"It's sad, but that's what fate has in store for your kind.",negative,0.836
"Fate, you say?",neutral,0.7754
You're the one who changed things.,neutral,0.5581
Now we have to move away.,neutral,0.5749
We have to survive.,neutral,0.6471
That's what Papa said.,neutral,0.8163
"So we're leaving, even though it's dangerous.",neutral,0.6041
"We'll make do, we always have.",positive,0.6025
You don't know anything about us!,negative,0.6238
We're not going to die out that easily!,neutral,0.4579
I'm sorry.,negative,0.6455
You're right.,positive,0.4782
I'm the one who's going to die.,negative,0.8469
It's my heart.,positive,0.7564
"They're going to operate next week, but it's probably hopeless.",negative,0.826
Your heart...?,neutral,0.8116
I've always been sick.,negative,0.9184
I can't play like other kids.,negative,0.8777
"From the moment I saw you, I wanted to protect you.",positive,0.6835
I can't even do that.,negative,0.8969
I hope you can forgive me.,positive,0.6685
I didn't know you were so sick.,negative,0.8379
What in the world is this doing here?,negative,0.8135
What?,neutral,0.5653
It's the kitchen from the doll house!,neutral,0.5988
Found you!,positive,0.8762
What's wrong?,negative,0.7724
My mother...,neutral,0.6589
I heard her voice.,neutral,0.6431
This really is a great kitchen.,positive,0.9828
"You're not the only little one here, I bet.",neutral,0.66
I have to go.,neutral,0.562
Help!,neutral,0.6156
Help!,neutral,0.6156
Let me out!,neutral,0.6271
Help me!,neutral,0.617
There we go.,neutral,0.5761
"Please, let me out!",neutral,0.5818
Please!,neutral,0.5394
The ceiling's tilted.,neutral,0.5369
Hello?,neutral,0.643
Hello?,neutral,0.643
Squeaky Klean Service?,neutral,0.8463
Yes.,positive,0.461
I have an emergency.,neutral,0.5546
For extermination?,negative,0.5821
There's something small in the house.,neutral,0.7768
"No, not mice.",neutral,0.523
Not mice?,neutral,0.6733
I don't want them killed.,negative,0.8303
You need trapping services?,neutral,0.821
"Yes, that's it.",neutral,0.4849
I want you to trap them.,neutral,0.6075
Sho!,neutral,0.6325
Sho!,neutral,0.6325
Arrietty!,neutral,0.6864
Mother's gone!,negative,0.4734
Someone took the roof off.,neutral,0.5653
I think a human being got her!,neutral,0.5439
Momma...,neutral,0.7147
We'll find her.,neutral,0.6784
What?,neutral,0.5653
It's locked.,neutral,0.5664
Let's try the room next door.,neutral,0.8378
Can't budge it.,neutral,0.6295
Wait!,neutral,0.6225
I can fit.,positive,0.5318
Amazing!,positive,0.9069
"No, that's not it.",negative,0.7317
There's a dirt road.,neutral,0.6476
Turn in there.,neutral,0.7948
Before the bridge?,neutral,0.843
"No, not that one!",negative,0.5473
Haru opened this.,neutral,0.8027
Then she must've taken Mother someplace.,neutral,0.8218
Are you okay?,neutral,0.7918
What's taking them so long?,negative,0.6885
Mother!,neutral,0.5851
Where are you?,neutral,0.7606
But the lock...,neutral,0.6853
Lock?,neutral,0.7051
Could I have some hot milk?,neutral,0.8897
"Okay, wait just a minute.",neutral,0.6476
Thanks.,positive,0.6284
I'm a little hungry.,neutral,0.6185
Are there any cookies?,neutral,0.9025
Mother!,neutral,0.5851
Mother!,neutral,0.5851
Mother?,neutral,0.6897
Arrietty!,neutral,0.6864
"Here I am, Arrietty!",neutral,0.507
Mother!,neutral,0.5851
Arrietty!,neutral,0.6864
There they are.,neutral,0.6147
They finally found the right road.,positive,0.662
Another human being!,positive,0.4805
"It's all right, Mother.",positive,0.5728
We'd like to take a look around first.,neutral,0.8397
Take your time.,neutral,0.769
SQUEAKY KLEAN SERVICE Now who can this be?,neutral,0.5836
Don't be too rough.,neutral,0.6932
Haru?,neutral,0.6981
Haru!,neutral,0.6009
Yes?,neutral,0.7116
What's going on here?,neutral,0.7388
It's finally happened.,neutral,0.4893
The little people are here!,positive,0.6674
Little people?,neutral,0.5572
That's right.,neutral,0.569
And what little thieves they are!,negative,0.9149
It's really true.,positive,0.6666
They steal from all over the house.,negative,0.7328
That's why things were going missing.,negative,0.8352
"Haru, what's gotten into you?",neutral,0.8455
All these years I thought it was my imagination.,neutral,0.55
"Well, it wasn't.",neutral,0.5801
You certainly didn't need to call the exterminators.,negative,0.5927
We'd better hurry.,neutral,0.688
The house is full of them!,neutral,0.5079
You'll believe me when you see this.,positive,0.5371
This is their nest.,neutral,0.5785
Nest?,neutral,0.7071
It looks like a pile of old junk to me.,negative,0.9469
What?,neutral,0.5653
I swear I saw it.,neutral,0.6022
"Haru, I'm sending the exterminators away.",negative,0.6954
"Now, wait just a minute.",neutral,0.6203
The doll house!,positive,0.4947
Young Master?,neutral,0.853
May we come in for a minute?,neutral,0.8854
All right.,neutral,0.4897
You won't believe this.,negative,0.6203
They stole the little kitchen too.,negative,0.6131
"You'll see, it's gone.",neutral,0.7247
It's not gone.,neutral,0.6759
Such a pleasure to look at.,positive,0.9762
"Wait, I can prove it!",positive,0.5081
I have one of them in a jar.,neutral,0.7681
I wonder what's gotten into Haru.,neutral,0.8135
Hmm?,neutral,0.702
"Fresh herbs, how lovely.",positive,0.962
Someone was making tea!,neutral,0.6882
It's just as my father said.,neutral,0.7771
There are little people living here.,neutral,0.4954
"Yes, there are.",neutral,0.5613
So Haru really saw them.,neutral,0.8521
Though she accused them of stealing.,negative,0.5303
They're not thieves at all!,neutral,0.5554
They're Borrowers.,negative,0.549
"I mean, I wish I could see them.",neutral,0.5832
I bet they're here somewhere.,neutral,0.8003
I'm sure they are.,neutral,0.6142
"Excuse me, ma'am!",neutral,0.5942
Where'd you like us to start?,neutral,0.8775
Are you all right?,neutral,0.8301
It got away.,neutral,0.6356
I had one and it got away!,neutral,0.5038
It's not just my imagination.,neutral,0.6779
There are little people here!,neutral,0.5626
Next time I swear I'll get them!,positive,0.5371
How far is it to where we're meeting Spiller?,neutral,0.9288
It's just outside the forest.,neutral,0.7878
Then we head down river.,neutral,0.8232
I'm already worn out.,negative,0.842
I'll never make it that far.,negative,0.7748
Let's hurry.,neutral,0.6186
I can't do it...,negative,0.9041
Better have something to eat.,neutral,0.7252
We'll be walking till morning.,neutral,0.8132
What?,neutral,0.5653
I'm so sorry.,negative,0.8012
It's my fault we had to leave such a wonderful house.,negative,0.7462
That's in the past.,neutral,0.6568
"We'll make another wonderful house, the three of us together.",positive,0.9767
I'm going outside for a bit.,neutral,0.8213
"Don't go too far, now.",neutral,0.679
Niya!,neutral,0.5817
Niya...,neutral,0.6271
Just a little further.,neutral,0.8084
Spiller!,neutral,0.6556
That's everything.,positive,0.6527
Now let's get moving.,neutral,0.6445
Okay.,neutral,0.5844
"Mother, are you all right?",neutral,0.8222
Arrietty!,neutral,0.6864
Sho!,neutral,0.6325
Arrietty...,neutral,0.7498
We're leaving now.,neutral,0.7879
I'm glad I made it.,positive,0.9549
Niya showed me the way.,positive,0.5351
Thanks.,positive,0.6284
Take care of yourself.,neutral,0.728
I brought this.,neutral,0.7305
I hope you'll accept it this time.,positive,0.7669
Thank you.,positive,0.853
I have to go.,neutral,0.562
When is your operation?,neutral,0.8673
The day after tomorrow.,neutral,0.8132
I'm going to be okay.,positive,0.787
You gave me the courage to live.,positive,0.8471
For luck.,neutral,0.6586
Thanks.,positive,0.6284
You protected me after all.,neutral,0.5869
Arrietty...,neutral,0.7498
I hope you have the best life ever.,positive,0.9824
Goodbye.,neutral,0.5621
"Arrietty, you're a part of me now.",neutral,0.763
"I'll never forget you, ever.",positive,0.7057
"I'm fourteen years old, I'm pretty A light-hearted little lady For a long time, under the floor I've been living as a Borrower Sometimes I'm happy Sometimes I'm blue I'd love to meet somebody I want to feel the wind in my hair And to gaze at the sky I want to bring you a flower It's a different world out there Look, butterflies are dancing Waiting for me Yes, nothing ever changes In my little world It's not that I hate it But I want to know More and more about you My happiness and sadness always Get mixed up with each other I want to feel the wind in my hair And to gaze at the sky I want to bring you a flower It's a different world out there Look, butterflies are dancing Waiting for you Under the sun And surrounded by flowers I want to spend the days with you With these memories in my heart I'll live my own way In a new world THE END",positive,0.7602
