text,sentiment,sentiment_score,theme,theme_score,length
Intolerable!,negative,0.6,Family,0.5947,1
Good morning!,positive,0.7081,Family,0.822,2
"Look, Ponyo.",uncertain,0.3624,Friendship,0.8622,2
There's our house.,uncertain,0.4227,Resilience,0.7735,3
I'll drop you here.,uncertain,0.3776,Family,0.7748,4
Okay.,uncertain,0.396,Family,0.8657,1
Have fun.,positive,0.6925,Personal Growth,0.8722,2
See you.,uncertain,0.4457,Family,0.8756,2
Morning.,uncertain,0.3394,Family,0.8507,1
Sorry I'm late.,negative,0.5174,Family,0.7686,3
Could you get Noriko's wheelchair?,positive,0.464,Trauma,0.8391,5
"Good morning, Sosuke.",positive,0.6111,Friendship,0.8715,3
"I'm busy, Yoshie.",negative,0.6347,Personal Growth,0.8199,3
Talk to you later.,uncertain,0.3135,Family,0.8711,4
My!,uncertain,0.2945,Family,0.8766,1
"Hello, Sosuke.",positive,0.464,Friendship,0.9364,2
"Can't talk now, Toki.",negative,0.7204,Trauma,0.8913,4
Maybe the teacher will get mad.,negative,0.7397,Resilience,0.53,6
I know!,positive,0.5216,Family,0.7402,2
Wait here.,uncertain,0.3165,Family,0.8895,2
I'll be back soon.,uncertain,0.3057,Family,0.7041,4
What if a cat comes?,uncertain,0.4363,Resilience,0.3902,5
"Stay here, I'll be right back.",uncertain,0.3845,Family,0.9275,6
See you later.,uncertain,0.4039,Family,0.8636,3
It's all right.,positive,0.6038,Family,0.8957,3
She'll be just fine.,positive,0.662,Family,0.9428,4
"Okay, thanks.",positive,0.5302,Family,0.8901,2
Bye-bye.,negative,0.8133,Family,0.644,1
"Good morning, teacher.",positive,0.6458,Resilience,0.6499,3
Hello Sosuke.,positive,0.4853,Friendship,0.9437,2
How are you?,uncertain,0.3527,Personal Growth,0.5731,3
Sosuke!,positive,0.6376,Friendship,0.7695,1
Kumiko...,uncertain,0.4096,Family,0.8947,1
Like my dress?,positive,0.625,Resilience,0.3127,3
Mommy got it for me.,positive,0.4528,Family,0.9957,5
Oh...,negative,0.6051,Family,0.7784,1
"Let's play, Sosuke!",positive,0.7173,Friendship,0.6959,3
Not now.,negative,0.8054,Family,0.694,2
I'm busy.,negative,0.5904,Personal Growth,0.7407,2
How come?,uncertain,0.3066,Family,0.3925,2
"I told you, I'm busy.",negative,0.6376,Personal Growth,0.466,5
You're no fun.,negative,0.7599,Loneliness,0.8079,3
Yeah!,positive,0.7583,Family,0.8606,1
Ponyo!,positive,0.76,Personal Growth,0.1731,1
Sosuke!,positive,0.6376,Friendship,0.7695,1
Kumiko...,uncertain,0.4096,Family,0.8947,1
What's that?,uncertain,0.3543,Family,0.166,2
You're not supposed to bring stuff.,negative,0.6528,Family,0.6638,6
But these trees aren't on school grounds.,uncertain,0.3384,Resilience,0.5562,7
Show me.,uncertain,0.3617,Family,0.5213,2
"Oh, a goldfish.",negative,0.5107,Resilience,0.2478,3
It's not a goldfish.,negative,0.4754,Family,0.5358,4
It's Ponyo.,positive,0.5321,Personal Growth,0.0286,2
Ponyo?,uncertain,0.4184,Personal Growth,0.065,1
I want to see!,positive,0.5444,Personal Growth,0.7234,4
Promise not to tell?,negative,0.5023,Family,0.7236,4
I promise.,positive,0.6579,Family,0.8114,2
Isn't she cute?,positive,0.5606,Family,0.7859,3
It looks fat.,negative,0.5662,Family,0.698,3
My goldfish is lots cuter.,positive,0.4768,Personal Growth,0.6018,5
It's Kumiko's fault.,negative,0.8884,Trauma,0.6558,3
She was mean to you.,negative,0.6558,Trauma,0.9279,5
I'll give you some more water.,positive,0.5444,Family,0.7561,6
Ponyo!,positive,0.76,Personal Growth,0.1731,1
You scared me.,negative,0.6515,Trauma,0.9746,3
"Why, how odd.",negative,0.5605,Family,0.5944,3
That was Sosuke's voice.,uncertain,0.4028,Personal Growth,0.6599,4
But he's supposed to be in school.,negative,0.6737,Personal Growth,0.4421,7
I must be hearing things.,uncertain,0.4485,Family,0.6786,5
"Here I am, Yoshie.",uncertain,0.4084,Identity,0.9732,4
I knew I heard your voice.,uncertain,0.4214,Family,0.7914,6
Do I have a secret?,uncertain,0.3115,Family,0.3632,5
Yes!,positive,0.8357,Family,0.8961,1
Bingo!,positive,0.7318,Family,0.9005,1
"Okay, what color is my secret?",uncertain,0.3194,Personal Growth,0.1598,6
Red!,positive,0.4651,Family,0.8633,1
Red!,positive,0.4651,Family,0.8633,1
Good guess.,positive,0.6846,Family,0.7342,2
How'd you know?,uncertain,0.2768,Family,0.6639,3
Show us.,uncertain,0.365,Family,0.5652,2
All right.,positive,0.4814,Family,0.828,2
"Oh, how pretty!",very positive,0.6861,Family,0.9035,3
Very cute!,very positive,0.6443,Family,0.9298,2
Her name is Ponyo.,positive,0.4626,Friendship,0.2729,4
She loves ham and she can do magic.,positive,0.6614,Family,0.1791,8
"I cut my thumb, but she fixed it.",uncertain,0.4377,Resilience,0.9159,8
I wonder if she'd fix our legs.,uncertain,0.3844,Family,0.5893,7
We could run around just like you.,positive,0.578,Personal Growth,0.5646,7
"Well, I'd have to ask Ponyo first.",uncertain,0.2681,Personal Growth,0.6956,7
Can I take a look?,uncertain,0.3212,Family,0.7035,5
"Sure, Toki.",positive,0.6613,Friendship,0.8315,2
"Heavens, it has a face!",positive,0.5803,Resilience,0.5871,5
Put it back before it brings a tsunami!,negative,0.657,Trauma,0.8446,8
"You're so superstitious, Toki.",very negative,0.5481,Family,0.2096,4
That's what the old stories say.,uncertain,0.4448,Family,0.3737,6
Fish like that are bad luck.,negative,0.6049,Trauma,0.3347,6
The tsunami!,negative,0.6618,Trauma,0.2173,2
It's here!,positive,0.6185,Family,0.7408,2
The tsunami is here!,negative,0.6152,Trauma,0.4108,4
"What's wrong, Toki?",uncertain,0.4435,Empathy,0.5902,3
Just look at my clothes!,uncertain,0.4265,Resilience,0.0585,5
Sosuke!,positive,0.6376,Friendship,0.7695,1
Sosuke!,positive,0.6376,Friendship,0.7695,1
Sosuke!,positive,0.6376,Friendship,0.7695,1
Come back here and apologize!,negative,0.8234,Family,0.8369,5
"Don't worry, I'll protect you.",positive,0.7118,Family,0.9208,5
Sosuke.,uncertain,0.4073,Friendship,0.4635,1
Sosuke.,uncertain,0.4073,Friendship,0.4635,1
Ponyo!,positive,0.76,Personal Growth,0.1731,1
Ponyo.,positive,0.459,Personal Growth,0.0317,1
Sosuke.,uncertain,0.4073,Friendship,0.4635,1
Ponyo...,uncertain,0.428,Personal Growth,0.0702,1
loves...,positive,0.595,Family,0.9274,1
...Sosuke!,positive,0.5885,Friendship,0.777,1
I love you too.,positive,0.5765,Family,0.9727,4
Ponyo loves Sosuke!,positive,0.5667,Family,0.9726,3
Ponyo!,positive,0.76,Personal Growth,0.1731,1
Ponyo!,positive,0.76,Personal Growth,0.1731,1
Ponyo!,positive,0.76,Personal Growth,0.1731,1
Sosuke!,positive,0.6376,Friendship,0.7695,1
Ponyo!,positive,0.76,Personal Growth,0.1731,1
"Listen, Sosuke.",uncertain,0.2858,Empathy,0.9328,2
Maybe it was fate.,uncertain,0.3482,Family,0.5278,4
It just can't be helped.,negative,0.8046,Family,0.6698,5
Ponyo was born in the sea.,uncertain,0.4361,Resilience,0.6979,6
"She went back home, that's all.",uncertain,0.3688,Family,0.9586,6
"Anyway, let's hope that creepy guy is gone.",negative,0.5572,Trauma,0.7567,8
One lick?,negative,0.4604,Family,0.5885,2
"Hurry, it's melting!",negative,0.5986,Family,0.3272,3
Not bad!,positive,0.7615,Family,0.8364,2
Cheer up.,positive,0.8256,Personal Growth,0.9091,2
Koichi will be home tonight.,uncertain,0.4391,Family,0.9622,5
He'll be disappointed if you're feeling down.,negative,0.8621,Family,0.7596,7
"No more ocean today, okay?",negative,0.7501,Resilience,0.0566,5
Sosuke?,uncertain,0.3501,Personal Growth,0.49,1
Time to come inside.,uncertain,0.4273,Family,0.916,4
Do you think this bucket will help Ponyo find us?,positive,0.5877,Resilience,0.5348,10
There's only one way to find out.,uncertain,0.2896,Family,0.6468,7
"Can you get that, Sosuke?",uncertain,0.3312,Family,0.8085,5
It must be Koichi.,positive,0.4822,Personal Growth,0.0654,4
Hello?,uncertain,0.2699,Personal Growth,0.4987,1
"Yes, it's me.",positive,0.5371,Identity,0.9945,3
"Yes, I'm fine.",positive,0.7032,Resilience,0.9382,3
I can't get back tonight.,negative,0.7841,Trauma,0.8558,5
I'll signal when I'm offshore.,uncertain,0.4239,Resilience,0.5033,5
Okay.,uncertain,0.396,Family,0.8657,1
Here's Lisa.,uncertain,0.367,Personal Growth,0.8843,2
Koichi?,uncertain,0.3114,Personal Growth,0.3816,1
Yes...,positive,0.8439,Family,0.9147,1
What?!,negative,0.6793,Family,0.6258,1
Can't you get out of it?,negative,0.7162,Trauma,0.6199,6
Fine...leave your wife and son up on the cliff!,negative,0.6692,Family,0.9918,9
I give up!,negative,0.8608,Grief,0.5402,3
Why bother?,negative,0.7824,Family,0.5386,2
"C'mon Sosuke, let's eat out!",positive,0.7117,Friendship,0.8169,5
I want to eat here.,very positive,0.4654,Family,0.4505,5
There he is!,positive,0.6319,Family,0.8195,3
"Turn off the lights, Lisa.",negative,0.7495,Family,0.8288,5
It's Sosuke!,positive,0.6536,Family,0.4744,2
He's a genius.,positive,0.5643,Resilience,0.7564,3
Only five years old.,uncertain,0.2913,Personal Growth,0.9263,4
Your wife must be upset.,negative,0.8123,Family,0.9955,5
He says he's sorry.,negative,0.7797,Family,0.7944,4
J...,uncertain,0.3547,Friendship,0.7999,1
JE...,uncertain,0.4076,Friendship,0.9765,1
JER...,uncertain,0.4337,Friendship,0.9502,1
JERK J...,negative,0.6133,Personal Growth,0.4114,2
JE...,uncertain,0.4076,Friendship,0.9765,1
JER...,uncertain,0.4337,Friendship,0.9502,1
JERK JERK!,negative,0.6404,Trauma,0.0097,2
JERK!!,negative,0.6659,Trauma,0.1905,1
JERK!!!,negative,0.655,Personal Growth,0.1727,1
JERK!!!!,negative,0.6489,Trauma,0.1601,1
JERK!!!!!,negative,0.6557,Trauma,0.1614,1
He says he loves you!,positive,0.7085,Family,0.9508,5
Lots and lots!,uncertain,0.4481,Family,0.7824,3
J...,uncertain,0.3547,Friendship,0.7999,1
JE...,uncertain,0.4076,Friendship,0.9765,1
JER...,uncertain,0.4337,Friendship,0.9502,1
"JERK JERK JERK JERK Wow, that's cool!",very positive,0.6377,Resilience,0.4949,7
G...,positive,0.5832,Family,0.9568,1
GO...,positive,0.6362,Personal Growth,0.891,1
GOO...,positive,0.5207,Identity,0.0132,1
GOOD GOOD L...,positive,0.6896,Friendship,0.959,3
GOOD LU...,positive,0.7506,Friendship,0.9725,2
GOOD LUC...,positive,0.7277,Personal Growth,0.9207,2
"GOOD LUCK THANKS LOVE AND KISSES Don't cry, Lisa.",positive,0.6467,Family,0.9748,9
I won't cry.,uncertain,0.3789,Resilience,0.9556,3
I promised Ponyo I'd take care of her.,positive,0.5492,Family,0.973,8
I hope she isn't crying.,negative,0.6849,Family,0.8551,5
"Okay, let's cheer up!",positive,0.812,Family,0.8699,4
“I'm happy as can be...” Ow!,positive,0.668,Family,0.768,6
"Don't worry, Sosuke.",positive,0.5921,Family,0.8655,3
I'm sure Ponyo is fine too.,positive,0.684,Resilience,0.8472,6
Now let's eat.,positive,0.6265,Family,0.927,3
We'll eat Koichi's dinner too!,positive,0.675,Family,0.9909,5
This is all my fault.,negative,0.6559,Trauma,0.691,5
Bringing you along to watch me was a mistake.,negative,0.8893,Identity,0.643,9
How often have I warned you about humans?,negative,0.7202,Trauma,0.2086,8
Their very breath is polluted.,negative,0.5042,Trauma,0.7966,5
"Come, you must eat.",uncertain,0.43,Family,0.9545,4
"Can't you hear me, Brunhilde?",negative,0.6793,Family,0.8504,5
I want ham!,positive,0.7427,Personal Growth,0.0533,3
Ham?!,negative,0.7698,Trauma,0.0666,1
What on earth have you been doing?,negative,0.5842,Family,0.1897,7
"Answer me, Brunhilde!",uncertain,0.4331,Personal Growth,0.5528,3
My name's not Brunhilde.,negative,0.5041,Identity,0.7644,4
It's Ponyo.,positive,0.5321,Personal Growth,0.0286,2
Ponyo?,uncertain,0.4184,Personal Growth,0.065,1
Ponyo loves Sosuke.,positive,0.5312,Family,0.9698,3
I want to be human!,uncertain,0.3707,Personal Growth,0.9778,5
Human?,uncertain,0.4225,Personal Growth,0.36,1
How could you love such disgusting creatures?,very negative,0.5359,Grief,0.2882,7
They rob the sea of life.,negative,0.6937,Trauma,0.4347,6
I was human myself...once.,uncertain,0.4139,Personal Growth,0.7325,4
I finally escaped that awful heritage.,negative,0.4756,Family,0.8728,6
I want hands!,negative,0.5082,Personal Growth,0.2838,3
I don't like this!,negative,0.7957,Family,0.751,4
I want legs like Sosuke!,positive,0.6806,Personal Growth,0.3112,5
Of all the nonsense!,negative,0.536,Trauma,0.3598,4
Look at me!,positive,0.5623,Personal Growth,0.9321,3
Hands and feet!,positive,0.52,Resilience,0.4567,3
No...don't tell me you tasted human blood!,negative,0.8239,Trauma,0.6993,7
Wanna see Sosuke!,positive,0.6826,Personal Growth,0.407,3
No!,negative,0.801,Family,0.9037,1
His blood has deranged your DNA!,very negative,0.8056,Trauma,0.9259,6
Revert.,uncertain,0.3729,Resilience,0.6797,1
..revert...,negative,0.5387,Family,0.6412,1
Go back...go back!,uncertain,0.3908,Family,0.5528,3
It's not working.,negative,0.8994,Family,0.7376,3
I need more power.,negative,0.4527,Personal Growth,0.832,4
Let me out!,negative,0.5988,Personal Growth,0.8676,3
"Be still, you evil blood.",negative,0.7102,Trauma,0.4409,5
"Revert, revert!",uncertain,0.4304,Family,0.634,2
Just like her mother...so strong.,positive,0.6541,Family,0.9972,5
She should remain innocent and pure forever.,neutral,0.7614,Family,0.7387,7
I can't hold her for long.,negative,0.6221,Family,0.7968,6
I need her mother's help.,uncertain,0.4476,Family,0.9959,5
No!,negative,0.801,Family,0.9037,1
My elixir is too strong for you!,positive,0.5417,Personal Growth,0.561,7
Shoo!,negative,0.7603,Family,0.492,1
Go away!,negative,0.8208,Trauma,0.7229,2
My crab shields were weakening.,negative,0.755,Trauma,0.8058,5
I nearly upset Nature's balance.,negative,0.7806,Trauma,0.4248,5
I must stay calm.,uncertain,0.3978,Resilience,0.8487,4
When I think of meeting HER again...!,uncertain,0.3598,Family,0.516,7
This batch should be ready.,positive,0.6312,Family,0.5204,5
No leaks down here.,positive,0.5152,Resilience,0.8863,4
This door is loose.,negative,0.6455,Trauma,0.3084,4
I'll fix it later.,negative,0.4697,Family,0.7664,4
If even one creature got in here...!,negative,0.4836,Trauma,0.5061,7
Superb!,positive,0.579,Family,0.8983,1
I feel the ocean's power in my very DNA.,positive,0.4946,Identity,0.8301,9
"When this well is full, the Era of the Ocean will begin.",positive,0.6322,Family,0.0484,12
An explosion of life to match the Cambrian Era!,positive,0.7072,Family,0.3841,9
This revolting era of Man will be over.,very negative,0.5866,Identity,0.0451,8
Better fix this door.,negative,0.6388,Trauma,0.4913,4
Teeth!,negative,0.7654,Trauma,0.0167,1
I'm going back to Sosuke!,uncertain,0.4458,Friendship,0.4036,5
A waterspout?,negative,0.4559,Personal Growth,0.0343,2
"Captain, look there!",uncertain,0.4338,Personal Growth,0.4868,3
Tsunami!,uncertain,0.4089,Personal Growth,0.0066,1
Turn her into the waves!,negative,0.7937,Trauma,0.7081,5
What's that?,uncertain,0.3543,Family,0.166,2
Captain!,positive,0.5702,Personal Growth,0.2249,1
"Radio's out, the radar too!",negative,0.9241,Trauma,0.0592,5
A little girl?,uncertain,0.3285,Personal Growth,0.6017,3
She must be Sosuke's age!,uncertain,0.412,Family,0.9328,5
Bye-bye.,negative,0.8133,Family,0.644,1
See you tomorrow.,uncertain,0.3556,Family,0.8521,3
Thanks.,positive,0.5905,Family,0.9123,1
Take care.,uncertain,0.3527,Family,0.8408,2
Do you want to wait here for Lisa?,uncertain,0.4059,Family,0.8733,8
"It's okay, I'll take the shortcut.",positive,0.6323,Family,0.7517,6
Goodbye.,negative,0.8183,Grief,0.7624,1
Goodbye.,negative,0.8183,Grief,0.7624,1
Be careful out there.,negative,0.7915,Trauma,0.5788,4
"Sorry, Sosuke.",negative,0.8681,Trauma,0.7226,2
The power's out.,negative,0.8927,Trauma,0.6072,3
"The door wouldn't open, would it?",negative,0.8663,Trauma,0.5317,6
Was the school okay?,uncertain,0.3001,Resilience,0.4312,4
"Go home, Lisa.",negative,0.846,Trauma,0.7531,3
We'll be fine.,positive,0.7147,Family,0.9519,3
Are you sure?,uncertain,0.3497,Family,0.8406,3
"Don't worry, we'll be just fine.",positive,0.7164,Family,0.9539,6
We're spending the night anyway.,uncertain,0.4058,Family,0.8983,5
You should go while you can.,uncertain,0.3817,Personal Growth,0.7628,6
"Wait for me, Sosuke.",uncertain,0.4077,Friendship,0.9247,4
Yoshie.,uncertain,0.4161,Personal Growth,0.2706,1
"Why, Sosuke.",uncertain,0.3533,Personal Growth,0.7127,2
"It's so dark, I didn't see you.",very negative,0.6045,Loneliness,0.7046,7
This is for you.,positive,0.5322,Personal Growth,0.8597,4
"My, what is it?",uncertain,0.2982,Family,0.176,4
"One for you, Noriko.",uncertain,0.4056,Family,0.7064,4
Thank you.,positive,0.6426,Family,0.8872,2
Can't see a thing.,negative,0.7359,Trauma,0.6382,4
This is such foolishness!,very negative,0.6572,Grief,0.1486,4
I don't want to spend the night.,negative,0.8164,Family,0.6453,7
"Oh good, the power's on.",positive,0.693,Family,0.8054,5
It's a goldfish!,positive,0.7166,Resilience,0.1318,3
Maybe Sosuke's magic made the lights go on?,positive,0.6375,Resilience,0.5681,8
Extremely powerful...,uncertain,0.3629,Family,0.7463,2
Micro-typhoon...,negative,0.5059,Trauma,0.0424,1
Ships should exercise extreme caution...,negative,0.6559,Trauma,0.404,5
This TV is useless.,negative,0.6256,Family,0.118,4
Those idiots couldn't forecast their way out of a paper bag.,negative,0.6598,Trauma,0.4887,11
"You should go home, Sosuke.",negative,0.8424,Trauma,0.7518,5
Your goldfish will bring us luck.,positive,0.8256,Resilience,0.4068,6
We're not afraid now.,positive,0.7252,Personal Growth,0.9393,4
"Here's yours, Toki.",uncertain,0.3975,Personal Growth,0.7486,3
It's all wrinkled.,negative,0.6189,Family,0.7862,3
What is it?,uncertain,0.2737,Personal Growth,0.1153,3
Like this.,positive,0.6377,Family,0.8196,2
I know!,positive,0.5216,Family,0.7402,2
It's a grasshopper.,uncertain,0.3724,Resilience,0.1277,3
"No, the Koganei Maru.",negative,0.8999,Resilience,0.3065,4
That's your father's ship.,uncertain,0.4325,Family,0.8916,4
Still looks like a grasshopper.,negative,0.5494,Trauma,0.2611,5
"We're leaving, Sosuke.",negative,0.471,Family,0.8533,3
Say goodbye to everyone.,negative,0.8334,Family,0.9133,4
"Goodbye, everybody.",negative,0.7431,Family,0.8477,2
Goodbye.,negative,0.8183,Grief,0.7624,1
Don't let the wind blow you away!,negative,0.5095,Resilience,0.8731,7
Climb over.,uncertain,0.4145,Personal Growth,0.8805,2
The phones are out too.,negative,0.7726,Personal Growth,0.2872,5
The sea is puffed up!,positive,0.489,Resilience,0.1209,5
Will the ships sink?,negative,0.4691,Trauma,0.1661,4
They're safe out at sea.,positive,0.6631,Resilience,0.7177,5
I'm sure that's where Koichi is.,uncertain,0.3901,Family,0.6285,6
"I see fish, Lisa.",uncertain,0.4317,Personal Growth,0.2517,4
Seat belt!,positive,0.5944,Resilience,0.0613,2
You've got to turn back!,negative,0.7069,Trauma,0.7842,5
People are going to the shelters.,negative,0.5781,Resilience,0.5338,6
But there are people at the senior center!,positive,0.4775,Resilience,0.6681,8
They'll be alright.,positive,0.7746,Family,0.9409,3
They're on the leeward side.,uncertain,0.4212,Family,0.8792,5
I've just got to get home.,uncertain,0.409,Family,0.3883,6
You'd better go around the mountain.,negative,0.811,Personal Growth,0.6027,6
"Here we go, Sosuke.",uncertain,0.422,Personal Growth,0.7571,4
No!,negative,0.801,Family,0.9037,1
Stop!,negative,0.8468,Family,0.771,1
Look out for that wave!,positive,0.7869,Resilience,0.2491,5
Here it comes!,positive,0.6617,Family,0.7561,3
"Run for it, Lisa!",uncertain,0.396,Personal Growth,0.9109,4
The fish are following us.,uncertain,0.4126,Resilience,0.7621,5
"Seat belt, Sosuke!",positive,0.6035,Personal Growth,0.2821,3
Hold on tight!,positive,0.5679,Family,0.9274,3
That wave won't quit!,positive,0.6741,Resilience,0.898,4
A little girl fell in.,negative,0.5371,Trauma,0.9286,5
She was riding a fish.,uncertain,0.3465,Resilience,0.6123,5
Where?,uncertain,0.2984,Personal Growth,0.2031,1
The sea keeps rising.,negative,0.6448,Resilience,0.3841,4
Where did you see her?,uncertain,0.3401,Family,0.3346,5
Running on top of a fish.,uncertain,0.3228,Personal Growth,0.4678,6
A fish!?,negative,0.7161,Resilience,0.1448,2
"Come on, Sosuke.",uncertain,0.3728,Personal Growth,0.8992,3
"Hang on, Sosuke!",uncertain,0.3233,Personal Growth,0.852,3
We're almost home.,positive,0.6122,Family,0.6887,3
A little girl!,positive,0.5865,Personal Growth,0.8651,3
"Here, you'd better come with us.",positive,0.4582,Family,0.9695,6
"Stay there, Sosuke.",uncertain,0.3264,Family,0.9576,3
"Sosuke, do you know her?",uncertain,0.3993,Identity,0.8112,5
Ponyo?,uncertain,0.4184,Personal Growth,0.065,1
"Yes, it's me!",positive,0.7646,Identity,0.9927,3
It's you!,positive,0.6994,Identity,0.9903,2
"Ponyo's a little girl now, Lisa!",positive,0.692,Family,0.956,6
I made it!,positive,0.7538,Personal Growth,0.9045,3
"Now listen, children.",uncertain,0.2732,Family,0.9053,3
No matter how strange everything seems...,uncertain,0.431,Resilience,0.8958,6
...we have to stay calm.,uncertain,0.3638,Family,0.8902,5
Now be good.,positive,0.8804,Family,0.8545,3
"Take off your rain coat, Sosuke.",negative,0.5503,Personal Growth,0.8741,6
"Here Ponyo, you hold the light.",positive,0.6472,Friendship,0.6861,6
I'll bring you a towel.,positive,0.4975,Family,0.6525,5
"C'mon, Ponyo!",uncertain,0.315,Personal Growth,0.6877,2
It smells just like you!,positive,0.6344,Identity,0.8656,5
Ouch!,negative,0.6087,Trauma,0.7805,1
Ponyo!,positive,0.76,Personal Growth,0.1731,1
Gotcha!,positive,0.7971,Family,0.7503,1
Let's get you dried off.,positive,0.5616,Family,0.9039,5
Such pretty red hair!,positive,0.5206,Family,0.5695,4
But your clothes are dry...,positive,0.5003,Resilience,0.7359,5
Ponyo was a fish.,uncertain,0.3199,Resilience,0.105,4
Water doesn't make her wet.,uncertain,0.3828,Resilience,0.9467,5
I like this!,positive,0.5726,Family,0.8935,3
All right!,positive,0.7094,Family,0.7845,2
Who wants a hot drink?,positive,0.4642,Resilience,0.2458,5
"Help me with the light, Ponyo.",positive,0.6556,Personal Growth,0.5854,6
Coming!,positive,0.6387,Family,0.8198,1
Think we'll have water?,uncertain,0.3675,Resilience,0.4732,4
Sure!,positive,0.7955,Family,0.8747,1
Sure!,positive,0.7955,Family,0.8747,1
Water!,positive,0.6883,Resilience,0.1362,1
Water!,positive,0.6883,Resilience,0.1362,1
We have a tank outside.,uncertain,0.4146,Resilience,0.3648,5
What about the gas?,negative,0.511,Resilience,0.0217,4
Presto!,positive,0.7664,Family,0.7201,1
All right!,positive,0.7094,Family,0.7845,2
All right!,positive,0.7094,Family,0.7845,2
It's propane.,uncertain,0.3237,Resilience,0.0101,2
"Okay, take your seats.",uncertain,0.2718,Family,0.8896,4
Okay!,positive,0.6918,Family,0.821,1
"Over here, Ponyo.",uncertain,0.348,Friendship,0.8007,3
"Sit down, like this.",uncertain,0.3723,Family,0.8593,4
Put your stuff down.,negative,0.554,Family,0.7902,4
You need your hands.,uncertain,0.4202,Personal Growth,0.5456,4
I have feet!,positive,0.5976,Personal Growth,0.7905,3
Wow!,positive,0.4617,Family,0.8282,1
What are you two doing?,uncertain,0.2995,Personal Growth,0.4326,5
Her feet are like hands.,uncertain,0.3864,Resilience,0.8918,5
There you go.,uncertain,0.4089,Family,0.7529,3
This is the best!,positive,0.5996,Family,0.8797,4
That hit the spot.,positive,0.6137,Family,0.9007,4
What shall we do now?,uncertain,0.3176,Family,0.7023,5
I want ham!,positive,0.7427,Personal Growth,0.0533,3
