text,sentiment,sentiment_score,theme,theme_score,length
You fell from the sky.,very negative,0.6733,Trauma,0.9424,5
A bit scary.,uncertain,0.4438,Trauma,0.5648,3
That's right.,neutral,0.5056,Family,0.8355,2
Why am I still alive?,uncertain,0.3598,Trauma,0.2701,5
I fell from the airship...,very negative,0.4868,Trauma,0.9408,5
Have you forgotten?,very negative,0.5576,Family,0.6063,3
Yes.,uncertain,0.3673,Family,0.9347,1
"Say, can I see that?",uncertain,0.3689,Family,0.6666,5
This?,very negative,0.4788,Family,0.3194,1
Yes.,uncertain,0.3673,Family,0.9347,1
It's been in my family forever.,very positive,0.4655,Family,0.9845,6
It's beautiful.,very positive,0.5313,Family,0.8776,2
Wait...,uncertain,0.4391,Family,0.5136,1
Watch this!,very positive,0.5911,Family,0.7047,2
Pazu!,very positive,0.5191,Friendship,0.7947,1
So it wasn't the stone after all.,uncertain,0.4072,Resilience,0.437,7
Pazu!,very positive,0.5191,Friendship,0.7947,1
"Oh, no!",very negative,0.5702,Family,0.8729,2
Pazu!,very positive,0.5191,Friendship,0.7947,1
Are you okay?,neutral,0.5205,Empathy,0.7858,3
Yeah.,uncertain,0.3646,Family,0.8922,1
Are you?,uncertain,0.4216,Family,0.8289,2
I'm fine.,neutral,0.6304,Resilience,0.9067,2
"Sorry, did it hurt?",uncertain,0.3884,Trauma,0.6397,4
"No, my head's harder than my boss's fists.",uncertain,0.449,Trauma,0.8451,8
The pot's still boiling.,uncertain,0.3776,Family,0.5376,4
Hungry?,very positive,0.4707,Family,0.3574,1
Let's eat.,uncertain,0.436,Family,0.9401,2
Wash up over there.,uncertain,0.4075,Family,0.715,4
There's a towel.,neutral,0.4778,Resilience,0.5765,3
Thank you.,positive,0.5047,Family,0.8872,2
Laputa...,uncertain,0.2775,Personal Growth,0.5547,1
Sheeta!,very positive,0.5312,Family,0.8207,1
Where are you?,uncertain,0.3888,Personal Growth,0.589,3
My father took that picture.,uncertain,0.2598,Family,0.9955,5
"That's Laputa, an island in the sky.",very positive,0.5481,Resilience,0.2855,7
An island in the sky?,uncertain,0.2659,Resilience,0.1654,5
They say it's only a myth.,uncertain,0.3183,Family,0.3887,6
But my father saw it.,uncertain,0.327,Family,0.9896,5
He took it from an airship.,very negative,0.4736,Resilience,0.6821,6
"There's a Laputa in Gulliver's Travels, but Swift made it up.",uncertain,0.4482,Personal Growth,0.0032,11
Dad drew this.,uncertain,0.4499,Family,0.9955,3
He said the abandoned palace was full of treasure.,uncertain,0.3417,Resilience,0.3327,9
But nobody believed him.,uncertain,0.3259,Family,0.7246,4
"Until he died, they called him a liar.",uncertain,0.239,Family,0.7795,8
But my father never lied.,uncertain,0.3672,Family,0.9851,5
I'm building a real plane.,neutral,0.5852,Resilience,0.181,5
I'm going to find Laputa!,uncertain,0.4119,Personal Growth,0.6182,5
A real automobile...,uncertain,0.3607,Resilience,0.044,3
They're pirates!,uncertain,0.4242,Resilience,0.0027,2
They attacked the airship.,uncertain,0.3663,Trauma,0.46,4
Are they after you?,uncertain,0.3454,Trauma,0.1022,4
Yes.,uncertain,0.3673,Family,0.9347,1
Quick!,positive,0.5572,Family,0.7543,1
Morning!,uncertain,0.3318,Family,0.8072,1
"Hey, wait!",uncertain,0.3151,Personal Growth,0.6637,2
We're in a rush.,uncertain,0.3478,Personal Growth,0.3523,4
Have you seen a girl?,uncertain,0.3184,Personal Growth,0.1214,5
"Sure, yesterday...",uncertain,0.4183,Family,0.7098,2
"The boss's kid, Madge...",uncertain,0.3784,Family,0.9909,4
Off you go!,very positive,0.6032,Personal Growth,0.8203,3
They're looking for you.,uncertain,0.443,Family,0.7275,4
"Louis, a girl's dress!",very positive,0.633,Personal Growth,0.0156,4
What!,uncertain,0.3293,Family,0.7144,1
She was disguised!,very negative,0.4982,Identity,0.8985,3
Tell Mama!,very positive,0.5068,Family,0.9896,2
All right!,uncertain,0.3807,Family,0.7845,2
Haven't seen her.,uncertain,0.447,Loneliness,0.8839,3
A cute little girl.,positive,0.4579,Family,0.7866,4
"Brown hair, braids...",neutral,0.5735,Personal Growth,0.7611,3
Boss!,very positive,0.4755,Identity,0.0567,1
Boss!,very positive,0.4755,Identity,0.0567,1
About that age.,neutral,0.4536,Family,0.8185,3
Hey!,uncertain,0.3457,Family,0.7355,1
That's her!,very positive,0.545,Identity,0.9727,2
Pirates!,very positive,0.4726,Resilience,0.0013,1
They're chasing her.,uncertain,0.3888,Trauma,0.5376,3
Pirates!,very positive,0.4726,Resilience,0.0013,1
Lemme see!,uncertain,0.3871,Family,0.7036,2
Not one step closer.,negative,0.4596,Personal Growth,0.7482,4
Hand her over.,uncertain,0.288,Family,0.9427,3
"Pirates, eh?",uncertain,0.4335,Resilience,0.0005,2
Dola's clan.,uncertain,0.3274,Family,0.9964,2
Go home.,uncertain,0.3743,Family,0.6516,2
Just poor folk here.,uncertain,0.4157,Loneliness,0.7592,4
Ma'am?,uncertain,0.3314,Personal Growth,0.6164,1
Scoot out the back.,very negative,0.4878,Family,0.8083,4
I want to fight.,uncertain,0.3806,Resilience,0.5538,4
They've got weapons!,uncertain,0.4212,Resilience,0.0831,3
But...,uncertain,0.3872,Family,0.8111,1
What a pretty girl.,positive,0.4501,Personal Growth,0.5606,4
Better protect her.,uncertain,0.3185,Family,0.9471,3
You refuse to step aside?,uncertain,0.3201,Resilience,0.7047,5
Use your fists.,uncertain,0.3341,Family,0.4954,3
Could be interesting.,neutral,0.5278,Family,0.6303,3
"Get him, brother.",uncertain,0.3349,Family,0.942,3
Show your stuff.,uncertain,0.4439,Personal Growth,0.6452,3
Wow.,very positive,0.4733,Family,0.8643,1
Who's going to mend that shirt?,uncertain,0.3784,Family,0.5593,6
You can beat him!,very positive,0.5794,Resilience,0.7565,4
"That's it, hit him!",very positive,0.513,Trauma,0.6783,4
Off you go!,very positive,0.6032,Personal Growth,0.8203,3
Think you can fool me?,uncertain,0.241,Family,0.306,5
After them!,very positive,0.5163,Family,0.8773,2
Climb on!,very positive,0.4524,Personal Growth,0.9334,2
There you go.,neutral,0.5173,Family,0.7529,3
Playing hooky for a date?,uncertain,0.414,Romantic Love,0.1162,5
Bad guys are after us.,uncertain,0.3742,Trauma,0.2101,5
The Dola clan.,uncertain,0.2825,Family,0.9976,3
Pirates?,uncertain,0.3082,Resilience,0.0028,1
Take us to the next town.,uncertain,0.3218,Resilience,0.4284,6
To the police!,very positive,0.4783,Trauma,0.0378,3
You're on.,uncertain,0.3842,Family,0.8681,2
Stoke the fire.,uncertain,0.2281,Personal Growth,0.8995,3
Okay.,neutral,0.7094,Family,0.8657,1
Mama!,very positive,0.552,Family,0.9956,1
You idiots!,very positive,0.5456,Trauma,0.5437,2
Hurry up and get on!,very positive,0.4564,Family,0.5845,5
What?,uncertain,0.396,Family,0.3908,1
But the girl's...,neutral,0.4797,Family,0.9383,3
She slipped out the back door.,uncertain,0.4096,Personal Growth,0.815,6
Get moving!,uncertain,0.4343,Personal Growth,0.8917,2
Brother!,very positive,0.6319,Family,0.9523,1
Wait!,uncertain,0.368,Family,0.5416,1
"They're catching up, more steam!",uncertain,0.4217,Personal Growth,0.8978,5
Can't you go any faster?,uncertain,0.4037,Personal Growth,0.6848,5
She's an old-timer.,uncertain,0.3509,Family,0.9781,3
Move over!,uncertain,0.2954,Trauma,0.4525,2
Whoa!,very positive,0.5642,Family,0.7385,1
"Mama, I can't hang on!",very negative,0.5103,Family,0.9671,5
"More steam, they're gaining on us!",positive,0.4905,Family,0.7503,6
Here we go!,very positive,0.56,Personal Growth,0.7011,3
"Sheeta, over here.",uncertain,0.3002,Family,0.8219,3
Stoke the fire.,uncertain,0.2281,Personal Growth,0.8995,3
Okay!,positive,0.4737,Family,0.821,1
Don't give up!,very negative,0.5877,Personal Growth,0.9004,3
Push!,very negative,0.464,Personal Growth,0.9404,1
"Push, I tell you!",very positive,0.5955,Personal Growth,0.856,4
Not so fast!,negative,0.6678,Personal Growth,0.761,3
Don't let them escape!,very negative,0.4785,Family,0.8707,4
Dump this over the side!,uncertain,0.3429,Trauma,0.5423,5
That'll teach them!,very positive,0.513,Family,0.4482,3
I'll do it.,uncertain,0.3945,Family,0.8479,3
"No, let me.",uncertain,0.3968,Family,0.8226,3
Up we go!,very positive,0.5297,Personal Growth,0.9245,3
Up we go!,very positive,0.5297,Personal Growth,0.9245,3
Wait!,uncertain,0.368,Family,0.5416,1
It's them.,neutral,0.537,Family,0.9942,2
What'll we do?,neutral,0.5263,Family,0.692,3
I refuse to give up.,uncertain,0.3812,Resilience,0.9842,5
Move!,uncertain,0.3968,Personal Growth,0.8668,1
This is a surprise.,uncertain,0.4211,Personal Growth,0.6442,4
If it isn't the army!,uncertain,0.3421,Resilience,0.0033,5
These kids need help!,uncertain,0.3598,Trauma,0.7578,4
They've got pirates after them.,very negative,0.4922,Resilience,0.1202,5
Sheeta?,uncertain,0.3165,Personal Growth,0.3815,1
Goodbye.,uncertain,0.3694,Grief,0.7624,1
Wait!,uncertain,0.368,Family,0.5416,1
Sheeta!,very positive,0.5312,Family,0.8207,1
Halt or I'll shoot.,neutral,0.7394,Trauma,0.2631,4
An armored train.,uncertain,0.3253,Resilience,0.5066,3
Who cares!,very positive,0.6378,Family,0.4677,2
Ram it!,uncertain,0.3956,Family,0.6806,2
"What is it, Sheeta!",very positive,0.595,Family,0.2902,4
Stay away!,very positive,0.6384,Trauma,0.7627,2
They're gonna fall!,uncertain,0.408,Family,0.7014,3
Quiet.,uncertain,0.3841,Family,0.9069,1
Watch closely.,uncertain,0.4084,Family,0.8425,2
We're floating!,very positive,0.5906,Resilience,0.8504,2
Look!,uncertain,0.4131,Family,0.7393,1
It's that crystal!,very positive,0.561,Resilience,0.1192,3
It was the stone after all!,very positive,0.6563,Resilience,0.6049,6
Amazing!,very positive,0.5933,Family,0.8461,1
We'll float all the way down.,uncertain,0.2228,Family,0.7918,6
Amazing!,very positive,0.5933,Family,0.8461,1
I want it!,very positive,0.4865,Family,0.8249,3
Fire!,very positive,0.6156,Personal Growth,0.0044,1
I have to get that amazing stone!,very positive,0.7085,Personal Growth,0.4208,7
It's fading...,uncertain,0.3629,Family,0.8093,2
"Hey, wait!",uncertain,0.3151,Personal Growth,0.6637,2
It's just like when you landed.,uncertain,0.3129,Empathy,0.1489,6
The opening looks so tiny.,uncertain,0.4247,Family,0.6429,5
I hope the boss and the engineer aren't in any trouble.,uncertain,0.4068,Resilience,0.5681,11
"Aw, don't worry.",uncertain,0.3505,Family,0.8038,3
Miners aren't exactly wimps.,uncertain,0.3982,Resilience,0.7256,4
"Come on, let's find the way out.",neutral,0.514,Trauma,0.6561,7
These mines are ancient.,uncertain,0.3794,Resilience,0.6488,4
Tunnels everywhere.,neutral,0.4781,Trauma,0.1052,2
There.,neutral,0.639,Family,0.8052,1
I'm so happy.,uncertain,0.4388,Family,0.9226,3
I was starving.,very positive,0.4514,Trauma,0.2712,3
I've still got an apple and some candy.,uncertain,0.3737,Resilience,0.6859,8
It's like you have a magical bag that holds everything.,very positive,0.557,Family,0.6494,10
Gondoa?,uncertain,0.2979,Personal Growth,0.2093,1
That's so far north.,uncertain,0.3509,Trauma,0.3995,4
Yes.,uncertain,0.3673,Family,0.9347,1
"Both my parents died, but they left me the house and the fields, so I was getting by on my own.",uncertain,0.3525,Family,0.9793,21
Those guys with dark glasses kidnapped you?,very negative,0.6,Trauma,0.7998,7
Yes.,uncertain,0.3673,Family,0.9347,1
That guy was one of them?,uncertain,0.266,Identity,0.929,6
"Who can they be, calling in the army?",uncertain,0.3019,Identity,0.2518,8
"Dola and the other guys, they all want the stone.",uncertain,0.3185,Resilience,0.2388,10
But I had no idea it had mysterious powers.,uncertain,0.3089,Resilience,0.7171,9
It was always in our family.,uncertain,0.4226,Family,0.9911,6
Mother left it to me when she died.,very positive,0.5836,Family,0.9927,8
She warned me never to show it or give it to anyone.,very negative,0.5736,Family,0.7604,12
"We're both orphans, aren't we?",neutral,0.4848,Loneliness,0.9745,5
I'm sorry I dragged you into all of this.,uncertain,0.2629,Family,0.8143,9
When you fell from the sky my heart was racing.,uncertain,0.3205,Trauma,0.8795,10
I knew something wonderful had begun.,uncertain,0.3698,Family,0.7918,6
Little demons...,uncertain,0.3742,Trauma,0.4446,2
Little demons.,uncertain,0.4092,Trauma,0.4936,2
Uncle Pom!,very positive,0.6002,Family,0.9923,2
He's really great.,very positive,0.6062,Family,0.8942,3
Uncle Pom.,uncertain,0.3907,Family,0.9883,2
We've lost our way.,very negative,0.5809,Trauma,0.6632,4
Now that little demon sure looks like Pazu...,uncertain,0.3345,Trauma,0.0326,8
With a little girl demon beside him.,uncertain,0.2701,Trauma,0.3616,7
Pirates are after us.,uncertain,0.4051,Resilience,0.0896,4
And the army.,uncertain,0.3859,Resilience,0.4897,3
How very extraordinary.,very positive,0.7542,Resilience,0.5788,3
Drink up.,uncertain,0.3854,Family,0.7249,2
Thank you.,positive,0.5047,Family,0.8872,2
Have you always lived underground?,uncertain,0.3758,Trauma,0.2021,5
"Why, no, no.",neutral,0.4753,Family,0.8839,3
The rocks have been stirring...,uncertain,0.3759,Resilience,0.8499,5
That's when I like to be down here.,uncertain,0.3632,Family,0.7809,8
The rocks were stirring?,uncertain,0.3666,Resilience,0.7056,4
Rocks speak very softly.,very positive,0.4833,Resilience,0.5408,4
Wonderful...,uncertain,0.4208,Family,0.9052,1
"Pazu, look at that!",uncertain,0.4318,Personal Growth,0.588,4
They were ordinary rocks until...,uncertain,0.3765,Resilience,0.3605,5
How pretty...,very positive,0.4993,Family,0.8728,2
"Here, let me show you.",uncertain,0.4286,Family,0.7512,5
It's gone.,uncertain,0.4072,Family,0.6719,2
These rocks contain volucite.,uncertain,0.3082,Resilience,0.3701,4
Volucite?,uncertain,0.4497,Personal Growth,0.2404,1
"As soon as it's exposed to the air, it becomes ordinary stone.",uncertain,0.3637,Family,0.3691,12
It's glowing...,uncertain,0.3458,Family,0.8893,2
"Oh, my gracious!",very negative,0.6247,Grief,0.9256,3
"That's a volucite crystal, my dear.",very positive,0.535,Resilience,0.3107,6
I've never seen one before.,very negative,0.7278,Personal Growth,0.6614,5
That's why the rocks were stirring.,uncertain,0.4216,Resilience,0.7412,6
This stone has mysterious powers.,uncertain,0.37,Resilience,0.5866,5
I thought only Laputans knew how to make volucite crystals.,uncertain,0.3328,Personal Growth,0.0699,10
Laputans?,uncertain,0.2433,Personal Growth,0.054,1
They used Volucite to send a magnificent island aloft...,uncertain,0.336,Resilience,0.6189,9
"Laputa did exist, Sheeta!",uncertain,0.4444,Family,0.0855,4
It really did!,positive,0.4772,Family,0.8426,3
Does the island still exist?,uncertain,0.428,Resilience,0.1463,5
Uncle Pom?,uncertain,0.4157,Family,0.9707,2
"Dear, would you mind covering the stone?",uncertain,0.3731,Family,0.6541,7
Its power overwhelms me.,uncertain,0.3772,Family,0.6439,4
Yes.,uncertain,0.3673,Family,0.9347,1
What's wrong?,uncertain,0.3969,Family,0.3095,2
My grandfather told me...,uncertain,0.2487,Family,0.9962,4
the rocks stir when Laputa floats overhead.,uncertain,0.3734,Resilience,0.6769,7
"If you went up to the sky then, you'd find Laputa!",uncertain,0.3038,Personal Growth,0.0795,11
"Sheeta, my father was telling the truth!",very positive,0.6517,Family,0.9918,7
Young lady...,very positive,0.4641,Personal Growth,0.9046,2
You see...,uncertain,0.3777,Family,0.8384,2
Yes?,uncertain,0.4134,Family,0.849,1
Your stone is most powerful...,very positive,0.6776,Resilience,0.5521,5
I know that.,neutral,0.5749,Family,0.7827,3
I've been speaking to rocks all my life.,uncertain,0.3847,Resilience,0.5195,8
"A stone so powerful brings happiness, but it also often brings misery.",neutral,0.6394,Resilience,0.1723,12
I see.,neutral,0.4752,Family,0.8388,2
"What's more, your stone is the work of men.",uncertain,0.3169,Resilience,0.4625,9
How on earth did you...,very positive,0.5331,Family,0.705,5
The stone's not dangerous!,uncertain,0.3469,Resilience,0.8125,4
It already saved Sheeta twice!,very positive,0.5793,Resilience,0.6751,5
Amazing!,very positive,0.5933,Family,0.8461,1
Laputa really does exist!,uncertain,0.3885,Personal Growth,0.0609,4
It's gone.,uncertain,0.4072,Family,0.6719,2
Let's go back to the ship.,uncertain,0.3482,Resilience,0.6879,6
"When it's this quiet, it's best to stay put.",uncertain,0.3272,Family,0.8633,9
I'm hungry...,uncertain,0.3276,Family,0.3581,2
It's all clear.,uncertain,0.3936,Family,0.852,3
Let's go.,uncertain,0.4351,Family,0.8754,2
"Thank you, Uncle.",uncertain,0.3986,Family,0.9953,3
Look after yourselves.,uncertain,0.3355,Personal Growth,0.9404,3
Look at those clouds!,very positive,0.6148,Resilience,0.2738,4
Beyond those clouds is an island we've only dreamed of.,very positive,0.5405,Personal Growth,0.6326,10
Here I come!,very positive,0.6111,Personal Growth,0.9822,3
I know I'm going to find Laputa!,uncertain,0.3777,Personal Growth,0.7144,7
Pazu...,uncertain,0.2911,Personal Growth,0.4356,1
I haven't told you everything.,very negative,0.5411,Family,0.5483,5
"My family had a mysterious, ancient name...",uncertain,0.3533,Family,0.9107,7
that came with this stone.,uncertain,0.3613,Resilience,0.7148,5
"My name is Lucita, Lucita Toelle Ur....",very positive,0.6136,Identity,0.964,7
Laputa.,uncertain,0.248,Personal Growth,0.3697,1
Laputa?,uncertain,0.2753,Personal Growth,0.314,1
So you mean...,neutral,0.4723,Family,0.6858,3
It's the army!,very positive,0.5415,Resilience,0.0461,3
Run!,uncertain,0.3124,Personal Growth,0.7969,1
Underground!,very positive,0.4746,Personal Growth,0.5557,1
Don't move!,very negative,0.5866,Family,0.9197,2
How dare you!,very positive,0.6633,Trauma,0.682,3
Pazu!,very positive,0.5191,Friendship,0.7947,1
Let me go!,very positive,0.6099,Personal Growth,0.9097,3
Pazu!,very positive,0.5191,Friendship,0.7947,1
Pazu!,very positive,0.5191,Friendship,0.7947,1
We've apprehended them.,uncertain,0.3102,Identity,0.483,3
Good work.,positive,0.5122,Family,0.8236,2
"Open up, open up!",very positive,0.5769,Personal Growth,0.9415,4
Sheeta...,uncertain,0.4105,Family,0.8513,1
"Company, march!",uncertain,0.3772,Resilience,0.2458,2
Use force!,very positive,0.4614,Family,0.188,2
"Squeeze the brat, she'll talk.",uncertain,0.4176,Trauma,0.5689,5
Spoken like a man in uniform.,uncertain,0.3506,Identity,0.5986,6
"In your haste, you risk everything.",uncertain,0.4415,Family,0.7449,6
"If we'd mobilized sooner, we'd have bagged Dola too.",uncertain,0.3961,Trauma,0.6339,9
She managed to decipher your third-rate code.,uncertain,0.3278,Family,0.5175,7
What!,uncertain,0.3293,Family,0.7144,1
My organization will handle this.,uncertain,0.375,Resilience,0.7144,5
Concentrate on mobilizing the troops when the time is ripe.,neutral,0.6157,Resilience,0.5062,10
Muska!,very positive,0.5805,Personal Growth,0.3593,1
"Remember, I command the search for Laputa!",very positive,0.5768,Personal Growth,0.0774,7
Of course.,uncertain,0.37,Family,0.9305,2
But I have my orders from the government.,uncertain,0.3039,Resilience,0.478,8
That pencil-pushing upstart!,very positive,0.5825,Personal Growth,0.9666,3
Have a nice rest?,neutral,0.4619,Family,0.693,4
Where's Pazu?,uncertain,0.3437,Family,0.2232,2
Let me see him!,very positive,0.5603,Personal Growth,0.602,4
No interest in pretty clothes?,very negative,0.4643,Personal Growth,0.0798,5
Don't fret about Pazu.,uncertain,0.3383,Resilience,0.6146,4
His stubborn head is harder than mine.,negative,0.5723,Personal Growth,0.9415,7
"Come, I have something to show you.",uncertain,0.3534,Family,0.644,7
Enter.,uncertain,0.3204,Family,0.7856,1
What is it?,neutral,0.4969,Personal Growth,0.1153,3
A mechanical soldier with vast destructive power.,very negative,0.7249,Identity,0.0029,7
"Until he fell from the sky, no one believed Laputa was real.",uncertain,0.3386,Resilience,0.3298,12
He's not of this earth.,uncertain,0.4277,Identity,0.3345,5
Our science can't even identify...,very negative,0.6572,Family,0.1651,5
what material he's made of.,neutral,0.7322,Resilience,0.2724,5
Look...,uncertain,0.4163,Family,0.7671,1
Don't be afraid.,uncertain,0.3772,Resilience,0.9084,3
He's long dead.,very negative,0.4937,Trauma,0.0627,3
Look at that.,neutral,0.5291,Family,0.7933,3
This insignia was carved on your fireplace.,uncertain,0.4285,Family,0.794,7
"It's on this stone, too.",uncertain,0.3241,Resilience,0.6896,5
The stone works only in your hands.,uncertain,0.3472,Resilience,0.4117,7
It protects its owner and will guide her back to Laputa.,positive,0.4708,Resilience,0.9079,11
I know nothing of this!,uncertain,0.3706,Family,0.6347,5
Take it if you like.,neutral,0.5664,Family,0.7304,5
Just leave us alone...,very negative,0.5318,Loneliness,0.9359,4
Perhaps you imagine that Laputa is some kind of treasure island.,uncertain,0.3308,Resilience,0.0021,11
Fearsome scientific power thrust Laputa into orbit.,uncertain,0.3612,Resilience,0.3251,7
Their dreaded empire once ruled the earth!,very negative,0.6309,Trauma,0.1369,7
"Even you can appreciate that when such an entity roams the skies, it threatens peace.",uncertain,0.3507,Trauma,0.1837,15
I need your cooperation.,neutral,0.6092,Family,0.7491,4
You must know how to make the stone guide us to Laputa.,uncertain,0.4231,Resilience,0.2101,12
I really don't know!,uncertain,0.3722,Family,0.4634,4
Please let me see Pazu!,very positive,0.5773,Friendship,0.3135,5
"I intend no harm, but his fate rests with you.",uncertain,0.3248,Family,0.4445,10
What?,uncertain,0.396,Family,0.3908,1
"The boy goes free if you assist us, Lucita...",uncertain,0.3222,Empathy,0.7719,9
Toelle Ur Laputa.,uncertain,0.2802,Friendship,0.3576,3
But how...,neutral,0.4966,Family,0.4822,2
Ur means ruler.,uncertain,0.3756,Identity,0.0032,3
Toelle means True.,very positive,0.5112,Identity,0.0292,3
"You are Princess Lucita, rightful heir to the Laputan throne.",very positive,0.6399,Identity,0.978,10
Out!,uncertain,0.2588,Family,0.5856,1
Sheeta!,very positive,0.5312,Family,0.8207,1
"Pazu, are you hurt?",uncertain,0.3183,Trauma,0.6779,4
I'm fine.,neutral,0.6304,Resilience,0.9067,2
You?,uncertain,0.3278,Personal Growth,0.7431,1
Did they do anything horrible?,very negative,0.5842,Family,0.5418,5
"My dear Pazu, we misjudged you.",very negative,0.6431,Personal Growth,0.6206,6
Accept our apologies.,uncertain,0.4407,Family,0.9072,3
We didn't know how gallantly...,uncertain,0.3536,Personal Growth,0.7433,5
you protected her from the pirates.,uncertain,0.2592,Resilience,0.9223,6
"Sheeta, what did you...",uncertain,0.3285,Family,0.6225,4
"Pazu, I beg you, forget about Laputa.",uncertain,0.4112,Trauma,0.4366,7
What!,uncertain,0.3293,Family,0.7144,1
Sheeta will aid us in our search for Laputa.,positive,0.4539,Resilience,0.4892,9
"I understand how you feel, but forget about her.",neutral,0.5304,Empathy,0.8382,9
"Is this true, Sheeta?",uncertain,0.2647,Family,0.4177,4
But we...,uncertain,0.399,Family,0.8464,2
Thank you for everything.,uncertain,0.4268,Family,0.8412,4
"I'll never forget you, Pazu.",very negative,0.634,Friendship,0.9013,5
I don't believe it...,very negative,0.5268,Family,0.767,4
"Sheeta, we promised!",uncertain,0.4251,Family,0.9137,3
Farewell!,very positive,0.5866,Grief,0.758,1
Sheeta!,very positive,0.5312,Family,0.8207,1
"Wait, Sheeta!",very positive,0.4803,Family,0.723,2
Be reasonable.,uncertain,0.3889,Family,0.8497,2
Act like a man.,uncertain,0.2794,Personal Growth,0.6615,4
Sheeta!,very positive,0.5312,Family,0.8207,1
Here's a token of our gratitude.,uncertain,0.4441,Family,0.6001,6
It's yours.,uncertain,0.4102,Family,0.7529,2
Only you can recall the words that will waken this stone.,uncertain,0.3803,Trauma,0.622,11
"If you keep your promise, you too shall be free.",uncertain,0.3318,Family,0.604,10
