text,sentiment,sentiment_score,theme,theme_score,length
There must be something good about him.,neutral,0.4983,Family,0.7256,7
Bruno!,very positive,0.585,Personal Growth,0.6955,1
"Oh, Bruno.",very positive,0.4701,Personal Growth,0.5676,2
"Come on now, outside.",neutral,0.4967,Personal Growth,0.7717,4
"I know it isn't easy, but at least we should try to get along together.",uncertain,0.401,Family,0.8234,15
"And that includes you, Your Majesty!",very positive,0.4818,Family,0.804,6
Breakfast time!,uncertain,0.3665,Family,0.7142,2
Everybody up!,uncertain,0.4026,Family,0.9836,2
"Hurry, hurry!",uncertain,0.362,Family,0.7491,2
"Come on, everybody.",very positive,0.5103,Family,0.8752,3
"Breakfast, breakfast!",uncertain,0.3534,Family,0.6368,2
"Come on, everybody, breakfee!- Breakfast!",very positive,0.5438,Family,0.9481,5
Breakfast?,uncertain,0.3314,Personal Growth,0.0073,1
"Ooh, breakfast!",uncertain,0.3724,Family,0.0116,2
Oh-oh!,uncertain,0.371,Family,0.8561,1
R-ucifee!,very positive,0.588,Romantic Love,0.9534,1
How we gonna get out?,uncertain,0.3189,Trauma,0.3135,5
Hup-hup...,uncertain,0.3997,Family,0.8041,1
carefee!,very positive,0.5832,Personal Growth,0.3468,1
"Listen, everybody!",very positive,0.6079,Family,0.8651,2
Got an idea.,uncertain,0.3285,Resilience,0.5587,3
"Now, somebody gotta sneak out.",uncertain,0.434,Personal Growth,0.3808,5
Let R-ucifee chase him.,uncertain,0.2508,Personal Growth,0.6895,4
Run over to a corner and beat R-ucifee there.,uncertain,0.3344,Personal Growth,0.4234,9
Then we all run out.,uncertain,0.3192,Family,0.5804,5
Zuk?,uncertain,0.4208,Personal Growth,0.314,1
"Zuk-zuk, out!",very negative,0.4679,Personal Growth,0.3323,2
Now we choose the one that do it.,neutral,0.7024,Family,0.6685,8
"Everybody, hup!",very positive,0.4517,Family,0.9914,2
Hup!,uncertain,0.396,Family,0.8286,1
"Uh, hup.",neutral,0.4661,Family,0.858,2
R-ails up!,very positive,0.4684,Family,0.9191,2
Hup!,uncertain,0.396,Family,0.8286,1
Now...,uncertain,0.3332,Family,0.7286,1
"Hup, hup, hup!",very positive,0.586,Family,0.7766,3
"Uh, duh...",neutral,0.5653,Family,0.8313,2
"uh, hup!",uncertain,0.4242,Family,0.8149,2
"Oh, there you are.",neutral,0.6908,Family,0.8269,4
I was wondering.,uncertain,0.3613,Family,0.6388,3
"All right, breakfast is served.",uncertain,0.4281,Family,0.6069,5
Uh...,neutral,0.4839,Family,0.7665,1
take it r-easy.,uncertain,0.4144,Family,0.8565,3
Zuk-zuk.,uncertain,0.448,Personal Growth,0.2303,1
"Uh, duh...",neutral,0.5653,Family,0.8313,2
let go!,uncertain,0.3416,Personal Growth,0.8679,2
Let go now!,very positive,0.5871,Personal Growth,0.7943,3
Let...,uncertain,0.446,Family,0.7329,1
go...,uncertain,0.45,Personal Growth,0.6759,1
Stop that.,very negative,0.4566,Trauma,0.7796,2
"Shoo, shoo, shoo.",neutral,0.4877,Trauma,0.2613,3
Go on!,very positive,0.5361,Personal Growth,0.8334,2
"Shoo, shoo, shoo!",very positive,0.4949,Trauma,0.413,3
Poor little Gus.,negative,0.531,Empathy,0.8385,3
Here.,uncertain,0.4147,Family,0.8075,1
Help yourself.,uncertain,0.401,Personal Growth,0.9683,2
Hmm...,uncertain,0.372,Family,0.7171,1
No Gus-gus.,very negative,0.5316,Loneliness,0.1745,2
"Well, guess he got away.",uncertain,0.34,Personal Growth,0.5794,5
Cinderella!,very positive,0.5281,Romantic Love,0.171,1
I'm coming.,uncertain,0.303,Personal Growth,0.9437,2
"Oh, my goodness.",very positive,0.5371,Family,0.8355,3
"Morning, noon, and night.",neutral,0.5966,Resilience,0.7407,4
Cinderella!,very positive,0.5281,Romantic Love,0.171,1
Coming!,very positive,0.4532,Family,0.8198,1
Coming!,very positive,0.4532,Family,0.8198,1
Cinderella!,very positive,0.5281,Romantic Love,0.171,1
I'm coming.,uncertain,0.303,Personal Growth,0.9437,2
Cinderella!,very positive,0.5281,Romantic Love,0.171,1
In a minute.,neutral,0.5482,Family,0.6713,3
Cinderella!,very positive,0.5281,Romantic Love,0.171,1
Cinderella!,very positive,0.5281,Romantic Love,0.171,1
"Good morning, Drizella.",neutral,0.4723,Personal Growth,0.6679,3
Sleep well?,uncertain,0.4317,Family,0.3434,2
As if you cared.,uncertain,0.3954,Family,0.6046,4
Take that ironing and have it back in an hour.,uncertain,0.4343,Resilience,0.8553,10
One hour!,uncertain,0.3786,Family,0.6013,2
You hear?,uncertain,0.3798,Family,0.8144,2
"Yes, Drizella.",uncertain,0.2985,Family,0.8803,2
"Good morning, Anastasia.",neutral,0.4622,Personal Growth,0.6697,3
"Well, it's about time!",likely_emotive,0.4512,Family,0.8305,4
Don't forget the mending.,very negative,0.4713,Family,0.6055,4
"And don't be all day getting it done, either!",uncertain,0.3839,Family,0.6959,9
"Yes, Anastasia.",uncertain,0.39,Personal Growth,0.7589,2
A-a-ahem.,neutral,0.4867,Family,0.7176,1
"Well, come in, child.",very positive,0.5024,Family,0.9135,4
Come in.,uncertain,0.3759,Family,0.9484,2
"Good morning, Stepmother.",uncertain,0.3839,Family,0.9846,3
Pick up the laundry and get on with your duties.,uncertain,0.3841,Resilience,0.5023,10
"Yes, Stepmother.",uncertain,0.3851,Family,0.8271,2
Mother!,very positive,0.6857,Family,0.9919,1
"Oh, Mother, Mother!",very positive,0.5861,Family,0.8513,3
Mother!,very positive,0.6857,Family,0.9919,1
You did it!,uncertain,0.4343,Family,0.8166,3
You did it on purpose!,uncertain,0.4315,Personal Growth,0.7139,5
Mother!,very positive,0.6857,Family,0.9919,1
"Oh, Mother, Mother, Mother!",very positive,0.5616,Grief,0.9035,4
Now what did you do?,uncertain,0.4304,Family,0.5469,5
Oh!,uncertain,0.3701,Family,0.7929,1
She put it there!,very positive,0.526,Family,0.9811,4
A big ugly mouse...,very negative,0.7118,Trauma,0.3638,4
under my teacup!,very positive,0.4946,Resilience,0.6836,3
"All right, Lucifer.",very positive,0.5155,Resilience,0.0554,3
What did you do with him?,neutral,0.4915,Family,0.5158,6
"Oh, you're not fooling anybody.",uncertain,0.3213,Family,0.7638,5
We'll just see about this.,neutral,0.4857,Family,0.7715,5
Come on!,very positive,0.5919,Personal Growth,0.8703,2
Let him go.,uncertain,0.3134,Personal Growth,0.8353,3
Now the other one.,neutral,0.5194,Resilience,0.2876,4
Come on!,very positive,0.5919,Personal Growth,0.8703,2
Oh...,uncertain,0.3841,Family,0.7784,1
poor little Gus.,negative,0.5768,Trauma,0.6857,3
"Oh, Lucifer, won't you ever learn?",very positive,0.7091,Trauma,0.3013,6
Cinderella!,very positive,0.5281,Romantic Love,0.171,1
"Yes, Stepmother.",uncertain,0.3851,Family,0.8271,2
Are you gonna get it!,very positive,0.4865,Family,0.6309,5
"Close the door, Cinderella.",uncertain,0.3361,Trauma,0.0604,4
Come here.,uncertain,0.3892,Family,0.9148,2
"Oh, please, you don't think-- Hold your tongue!",very positive,0.4809,Family,0.8862,8
Now...,uncertain,0.3332,Family,0.7286,1
It seems we have time on our hands.,uncertain,0.4216,Family,0.5924,8
But I was only trying to-- Silence!,uncertain,0.3015,Family,0.4995,7
Time for vicious practical jokes.,very negative,0.6584,Family,0.1452,5
Perhaps we can put it to better use.,uncertain,0.3336,Family,0.6736,8
Now...,uncertain,0.3332,Family,0.7286,1
let me see.,uncertain,0.4332,Family,0.7566,3
There’s the large carpet in the main hall.,uncertain,0.3911,Resilience,0.6244,8
Clean it!,uncertain,0.4442,Family,0.8417,2
"And the windows, upstairs and down.",neutral,0.5896,Resilience,0.7557,6
Wash them!,very negative,0.6311,Family,0.8081,2
"Oh, yes...",uncertain,0.3565,Family,0.8655,2
"and the tapestries, and the draperies.",uncertain,0.3662,Resilience,0.3053,6
But I just fin-- Do them again!,very positive,0.5041,Personal Growth,0.7271,7
And don't forget...,uncertain,0.3098,Family,0.7412,3
the garden...,uncertain,0.3787,Resilience,0.2195,2
then scrub the terrace...,uncertain,0.3346,Resilience,0.4553,4
sweep the halls...,uncertain,0.3408,Resilience,0.2874,3
and the stairs...,uncertain,0.4384,Resilience,0.4906,3
clean the chimneys.,uncertain,0.4498,Resilience,0.4106,3
"And of course, there's the mending, and the sewing, and the laundry.",uncertain,0.4228,Family,0.6912,12
"Oh, yes, and one more thing.",uncertain,0.3925,Family,0.6543,6
See that Lucifer gets his bath.,uncertain,0.3054,Trauma,0.078,6
"But, but, but-- No ""buts"" about it!",likely_emotive,0.4778,Family,0.4412,7
My son has been avoiding his responsibilities long enough!,uncertain,0.4285,Family,0.8903,9
It's high time he married and settled down.,uncertain,0.2941,Family,0.8947,8
"Of course, Your Majesty.",very positive,0.4689,Family,0.8336,4
But we must be patient.,uncertain,0.4148,Personal Growth,0.8572,5
I am patient!,very positive,0.5487,Personal Growth,0.9704,3
"But I’m not getting any younger, you know.",uncertain,0.359,Family,0.8544,8
I want to see my grandchildren before I go.,uncertain,0.3817,Family,0.9739,9
"I understand, Sire.",very positive,0.4738,Empathy,0.8516,3
"No, no, you don't know what it means to see...",uncertain,0.4343,Family,0.4707,10
your only child grow farther...,very negative,0.5992,Family,0.9409,5
farther...,uncertain,0.3233,Personal Growth,0.8,1
and farther away from you.,uncertain,0.3469,Trauma,0.3634,5
I'm lonely in this desolate old palace.,uncertain,0.2902,Loneliness,0.9959,7
I...,uncertain,0.4219,Identity,0.9149,1
I want to hear the pitter-patter of little feet again.,uncertain,0.3164,Family,0.9138,10
"Now, now, Your Majesty.",very positive,0.4943,Family,0.535,4
Perhaps if we just let him alone.,uncertain,0.3751,Family,0.7526,7
Let him alone?,uncertain,0.4322,Loneliness,0.8208,3
W-w-with his silly romantic ideas?,uncertain,0.3792,Romantic Love,0.1406,5
"But, but, Sire, in matters of love-- Love...",uncertain,0.3786,Romantic Love,0.6637,8
Ha!,very positive,0.5022,Family,0.756,1
Just a boy meeting a girl under the right conditions.,uncertain,0.4317,Friendship,0.6136,10
"So, we're arranging the conditions.",neutral,0.4531,Family,0.7271,5
"But, but, Your Majesty, if the Prince should suspect-- Suspect?",uncertain,0.3255,Family,0.7456,10
Ha!,very positive,0.5022,Family,0.756,1
Look...,uncertain,0.4163,Family,0.7671,1
"the boy's coming home today, isn't he?",uncertain,0.3567,Family,0.9528,7
"Yes, Sire.",very positive,0.4704,Resilience,0.821,2
"Well, what could be more natural than a ball...",uncertain,0.3805,Personal Growth,0.0588,9
to celebrate his return?,uncertain,0.2764,Family,0.4498,4
"N-n-nothing, Sire.",very negative,0.4813,Loneliness,0.2153,2
If all the eligible maidens in my kingdom just...,uncertain,0.3648,Family,0.798,9
"happened to be there, why he's bound to show interest in one of them, isn't he?",uncertain,0.4088,Family,0.5992,16
Isn't he?,uncertain,0.345,Family,0.6804,2
"Y-y-yes, Sire.",uncertain,0.2937,Resilience,0.735,2
The moment he does...,neutral,0.4608,Personal Growth,0.7382,4
"soft lights, romantic music, all the trimmings.",uncertain,0.4351,Romantic Love,0.8206,7
It can't possibly fail.,neutral,0.5799,Resilience,0.8548,4
Can it?,uncertain,0.3801,Family,0.7297,2
"Y-y-yes, Sire.",uncertain,0.2937,Resilience,0.735,2
"N-n-no, Sire.",uncertain,0.3892,Trauma,0.5612,2
"Very well, Sire.",very positive,0.5243,Resilience,0.7629,3
I shall arrange the ball for-- Tonight!,uncertain,0.4497,Resilience,0.5151,7
Tonight?,neutral,0.499,Family,0.415,1
"Oh, but, Sire-- Tonight!",very positive,0.4539,Trauma,0.3814,4
And see that every eligible maid is there!,uncertain,0.4234,Family,0.5543,8
Understand?,uncertain,0.4004,Family,0.7862,1
"Yes, Your Majesty.",very positive,0.517,Family,0.8688,3
The pear-shaped tones.,uncertain,0.3332,Family,0.6723,3
"Oh, sing sweet nightingale Sing sweet nightingale High...",very positive,0.4743,Romantic Love,0.8474,8
"Above me Oh, sing sweet nightingale Sing sweet nightingale High...",very positive,0.4937,Romantic Love,0.7916,10
Above...,uncertain,0.313,Family,0.8112,1
"Oh, sing sweet nightingale Sing sweet nightingale High...",very positive,0.4743,Romantic Love,0.8474,8
"Oh, sing sweet nightingale Sing sweet nightingale Oh, sing sweet nightingale Sing...sweet...",very positive,0.481,Family,0.9411,12
"Oh, sing sweet nightingale Sing...",uncertain,0.421,Romantic Love,0.8497,5
"Oh, sing sweet nightingale Oh, sing sweet...",very positive,0.4892,Personal Growth,0.0878,7
Oh...,uncertain,0.3841,Family,0.7784,1
Sing...,uncertain,0.3902,Romantic Love,0.7372,1
Oh!,uncertain,0.3701,Family,0.7929,1
"Oh, Lucifer!",very positive,0.7132,Trauma,0.1209,2
You mean old thing!,uncertain,0.3714,Trauma,0.041,4
I'm just going to have to...,uncertain,0.4278,Personal Growth,0.8927,6
teach you a lesson.,uncertain,0.3987,Personal Growth,0.345,4
Open in the name of the King!,very positive,0.6492,Resilience,0.0339,7
An urgent message from His Imperial Majesty.,uncertain,0.4482,Resilience,0.0525,7
Thank you.,positive,0.5047,Family,0.8872,2
From the King!,very positive,0.6385,Resilience,0.2624,3
"What's it say, Cinderelly?",uncertain,0.3619,Personal Growth,0.2513,4
Duh...,uncertain,0.3054,Family,0.8388,1
uh...,uncertain,0.3969,Family,0.7926,1
uh...,uncertain,0.3969,Family,0.7926,1
"What's it say, huh?",neutral,0.4564,Family,0.3913,4
I don’t know.,uncertain,0.4378,Personal Growth,0.333,3
He said it’s urgent.,neutral,0.4676,Family,0.7262,4
Maybe I should interrupt the...,uncertain,0.269,Family,0.6555,5
uh...,uncertain,0.3969,Family,0.7926,1
music lesson.,uncertain,0.4106,Romantic Love,0.1015,2
"Oh, sing sweet nightingale Sing sweet nightingale High...",very positive,0.4743,Romantic Love,0.8474,8
You clumsy!,uncertain,0.3373,Trauma,0.3909,2
You did it on purpose.,uncertain,0.4036,Personal Growth,0.6745,5
"Be still, you!",very positive,0.5422,Personal Growth,0.8415,3
"You're always-- Girls, girls!- It's her fault, Mother.",very positive,0.6091,Family,0.9633,8
Above all...,uncertain,0.3278,Family,0.8705,2
self-control.,uncertain,0.3368,Personal Growth,0.585,1
Yes!,uncertain,0.4402,Family,0.8961,1
Cinderella!,very positive,0.5281,Romantic Love,0.171,1
I've warned you never to interrupt while-- But this just arrived from the palace.,very positive,0.7127,Resilience,0.5515,14
From the palace!,very positive,0.6211,Resilience,0.4821,3
Give it here!- Let me have it!,very positive,0.6234,Family,0.7578,7
"No, it's mine!",uncertain,0.373,Identity,0.8479,3
No-- I'll read it.,uncertain,0.3773,Family,0.8648,4
Well...,uncertain,0.4194,Family,0.7545,1
There's to be a ball.- A ball!,uncertain,0.4388,Personal Growth,0.4049,7
"In honour of His Highness, the Prince!",very positive,0.6881,Resilience,0.2603,7
"Oh, the Prince!",very positive,0.6148,Romantic Love,0.9784,3
"And by royal command, every eligible maiden is to attend.",very positive,0.5071,Family,0.9364,10
"Why, that's us!",uncertain,0.285,Family,0.9826,3
And I'm so eligible!,very positive,0.6085,Personal Growth,0.8267,4
"Why, that means I can go too!",uncertain,0.4401,Personal Growth,0.8415,7
Ha!,very positive,0.5022,Family,0.756,1
"Her, dancing with the Prince!",very positive,0.484,Romantic Love,0.9834,5
"I'd be honoured, Your Highness.",very positive,0.6403,Personal Growth,0.8294,5
Would you mind holding my broom?,uncertain,0.2552,Empathy,0.6697,6
"Well, why not?",uncertain,0.3519,Personal Growth,0.7638,3
"After all, I'm still a member of the family.",uncertain,0.347,Family,0.9904,9
"And it says, ""By royal command...",uncertain,0.3132,Family,0.447,6
"every eligible maiden is to attend."" Yes...",uncertain,0.3417,Family,0.9129,7
So it does.,neutral,0.5859,Family,0.7972,3
"Well, I see no reason why you can't go...",neutral,0.4572,Personal Growth,0.6985,9
if you get all your work done.,uncertain,0.4216,Resilience,0.254,7
"Oh, I will!",very positive,0.6652,Personal Growth,0.9112,3
I promise.,neutral,0.4671,Family,0.8114,2
And if you can find something...,neutral,0.568,Personal Growth,0.3654,6
suitable to wear.,neutral,0.6735,Resilience,0.8043,3
I'm sure I can!,uncertain,0.3116,Resilience,0.8531,4
"Oh, thank you, Stepmother.",very positive,0.6102,Family,0.9804,4
Mother!,very positive,0.6857,Family,0.9919,1
Do you realize what you just said?,uncertain,0.3963,Family,0.3474,7
Of course.,uncertain,0.37,Family,0.9305,2
"I said, ""If..."" Oh, ""If..."" Isn't it lovely?",uncertain,0.3687,Family,0.4516,8
It was my mother's.,very positive,0.5,Family,0.9974,4
"It's pretty-pretty, but it’s old.",neutral,0.5443,Family,0.7852,5
"Well, maybe it is a little old-fashioned, but...",neutral,0.4512,Family,0.729,8
"oh, I'll fix that.",uncertain,0.3879,Personal Growth,0.852,4
"H-H-How you do that, huh?",uncertain,0.4376,Family,0.4925,5
Wait a minute.,neutral,0.5314,Family,0.7425,3
There ought to be...,neutral,0.4646,Family,0.604,4
some good ideas in here.,positive,0.4935,Resilience,0.6085,5
Uh-huh.,uncertain,0.4459,Family,0.853,1
This one.,uncertain,0.3524,Family,0.7446,2
"Oh, very nice-nice.",very positive,0.5822,Family,0.9085,3
Like it!,very positive,0.5924,Family,0.8829,2
We can do it.- It'll be R-easy.,uncertain,0.389,Family,0.8558,7
