text,sentiment,score
One trick ahead of disaster Scoundrel!,negative,0.6368
"They're quick, but I'm much faster Here goes, better throw my hand in Wish me happy landin' All I gotta do is jump Yuck!",positive,0.462
Oy!,neutral,0.4978
"And now, esteemed effendi, we feast.",neutral,0.6659
All right.,neutral,0.4897
"Yum, yum!",positive,0.9055
Uh-oh.,negative,0.5243
Here.,neutral,0.5711
Go on.,neutral,0.6503
Take it.,neutral,0.6769
"Ah, don't.",neutral,0.5801
Huh?,neutral,0.6584
"On his way to the palace, I suppose.",neutral,0.8763
Another suitor for the princess.,neutral,0.6961
"Out of my way, you filthy brats.",negative,0.9428
Hey!,neutral,0.5279
"If I were as rich as you, I could afford some manners.",neutral,0.6143
Oh.,neutral,0.5443
I'll teach you some manners.,neutral,0.7368
"Look at that, Abu.",neutral,0.6438
It's not every day you see a horse with two rear ends.,neutral,0.7376
Ooh!,neutral,0.554
You are a worthless street rat.,negative,0.9723
"You were born a street rat, you'll die a street rat, and only your fleas will mourn you.",negative,0.9246
I'm not worthless.,neutral,0.5938
And I don't have fleas.,neutral,0.6262
"Come on, Abu.",neutral,0.7118
Let's go home.,neutral,0.674
"Riffraff, street rat I don't buy that If only they'd look closer Would they see a poor boy No, siree They'd find out There's so much more To me Some day, Abu, things are gonna change.",neutral,0.4955
"We'll be rich, live in a palace, and never have any problems at all.",positive,0.7728
I've never been so insulted.,negative,0.8251
"Oh, Prince Achmed.",neutral,0.7795
"You're not leaving so soon, are you?",neutral,0.6513
Good luck marrying her off.,neutral,0.4919
Oh!,neutral,0.5628
Jasmine.,neutral,0.8176
Jasmine!,neutral,0.6309
Jasmine!,neutral,0.6309
Jasmine!,neutral,0.6309
"Confound it, Rajah.",neutral,0.787
"So, this is why Prince Achmed stormed out.",neutral,0.5496
"Oh, Father.",neutral,0.6961
Rajah was just playing with him.,neutral,0.7449
"Weren't you, Rajah?",neutral,0.8626
"You were just playing with that overdressed, self-absorbed Prince Achmed, weren't you?",negative,0.5619
"Dearest, you've got to stop rejecting every suitor who comes to call.",negative,0.7399
The law says you must be married to a prince...,neutral,0.8447
by your next birthday.,neutral,0.7956
The law is wrong.,negative,0.9448
You've only got three more days.,positive,0.6262
"Father, I hate being forced into this.",negative,0.9738
"If I do marry, I want it to be for love.",positive,0.6444
Jasmine...,neutral,0.8414
it's not only this law.,neutral,0.7451
"I'm not going to be around forever, and, well, l...",negative,0.7283
I just want to make sure you're taken care of.,positive,0.5093
Provided for.,neutral,0.7136
Please try to understand.,neutral,0.7703
I've never done a thing on my own.,neutral,0.5171
I've never had any real friends.,negative,0.8059
"Except you, Rajah.",neutral,0.6809
I've never even been outside the palace walls.,neutral,0.548
"But, Jasmine, you're a princess.",neutral,0.6706
Then maybe I don't want to be a princess anymore.,negative,0.7388
Oooh!,positive,0.5253
I...,neutral,0.7305
I...,neutral,0.7305
Allah forbid you should have any daughters.,negative,0.6841
Hmm?,neutral,0.702
I don't know where she gets it from.,negative,0.5787
Her mother wasn't nearly so picky.,neutral,0.6078
Oh!,neutral,0.5628
"Ah, Jafar.",neutral,0.7374
My most trusted advisor.,positive,0.8718
I am in desperate need of your wisdom.,neutral,0.6618
"My life is but to serve you, my lord.",positive,0.647
It's this suitor business.,negative,0.5608
Jasmine refuses to choose a husband.,negative,0.5321
I'm at my wit's end.,negative,0.8922
Awk!,neutral,0.5187
Wit's end!,neutral,0.524
Oh!,neutral,0.5628
"Have a cracker, pretty Polly.",positive,0.7476
Your Majesty certainly has a way with dumb animals.,negative,0.7628
"Now, then, perhaps I can divine a solution to this thorny problem.",neutral,0.7679
"If anyone can help, it's you.",positive,0.62
But it would require the use of the mystic blue diamond.,neutral,0.8978
Oh.,neutral,0.5443
"Uh, my ring?",neutral,0.7459
But it's been in the family for years.,neutral,0.6862
It is necessary to find the princess a suitor.,neutral,0.8838
Don't worry.,positive,0.5337
Everything will be fine.,positive,0.7276
Everything will be...,neutral,0.6402
fine.,neutral,0.5084
The diamond.,neutral,0.7214
"Here, Jafar.",neutral,0.8009
Whatever you need will be fine.,positive,0.5262
"You are most gracious, my liege.",positive,0.9623
"Now, run along and play with your little toys, hmm?",neutral,0.7114
Yes.,positive,0.461
That will be pretty good.,positive,0.9713
I can't take it anymore!,negative,0.9122
"If I gotta choke down on one more of those moldy, disgusting crackers...",negative,0.9775
Bam!,neutral,0.5064
Whack!,negative,0.8245
"Calm yourself, lago.",neutral,0.7901
Then I'd grab him around the head.,neutral,0.6753
Whack!,negative,0.8245
"Soon I will be sultan, not that addle-pated twit.",neutral,0.5081
And then I stuff the crackers down his throat.,negative,0.5557
"Ha, ha!",positive,0.478
"Oh, I'm sorry, Rajah.",negative,0.6455
But I can't stay here and have my life lived for me.,negative,0.5663
I'll miss you.,neutral,0.4938
Goodbye.,neutral,0.5621
"Okay, Abu.",neutral,0.7437
Go.,neutral,0.5352
Try this.,neutral,0.755
Your taste buds will dance and sing.,positive,0.5626
Get your paws off that.,negative,0.6029
"Why, you...",neutral,0.6577
"Get away from here, you cursed, filthy ape!",negative,0.9621
Goodbye.,neutral,0.5621
"Nice going, Abu.",positive,0.9002
Breakfast is served.,neutral,0.5801
"Pretty lady, buy a pot.",neutral,0.5553
No finer pot in brass or silver.,neutral,0.7245
Sugar dates.,neutral,0.861
Sugar dates and figs.,neutral,0.867
Sugar dates and pistachios.,neutral,0.8439
Would the lady like a necklace?,neutral,0.9215
A pretty necklace for a pretty lady.,positive,0.9232
Fresh fish!,positive,0.6435
"We catch 'em, you buy 'em!",neutral,0.593
"Oh, no.",negative,0.6307
I don't think so.,neutral,0.5158
Oh!,neutral,0.5628
Excuse me.,neutral,0.4804
I'm really very sorry.,negative,0.7933
Wow.,positive,0.7094
Uh-oh.,negative,0.5243
Hello.,neutral,0.5209
Hello?,neutral,0.643
"Oh, you must be hungry.",negative,0.5692
Here you go.,neutral,0.581
You'd better be able to pay for that.,neutral,0.5441
Pay?,neutral,0.7433
No one steals from my cart.,neutral,0.6633
"Oh, I'm sorry, sir.",negative,0.6893
I don't have any money.,negative,0.8285
Thief!,neutral,0.4733
Please...,neutral,0.7261
"If you let me go to the palace, I can get some from the Sultan.",neutral,0.9012
Do you know what the penalty is for stealing?,neutral,0.5282
No!,neutral,0.4416
"No, please!",negative,0.4679
"Thank you, kind sir.",positive,0.9309
I'm so glad you found her.,positive,0.9846
I've been looking all over for you.,neutral,0.7206
What are you doing?,neutral,0.8242
Just play along.,neutral,0.6443
"You, uh, know this girl?",neutral,0.8916
"Sadly, yes.",negative,0.7621
She is my sister.,neutral,0.6589
She's a little crazy.,negative,0.7835
She said she knew the Sultan.,neutral,0.7427
She thinks the monkey is the Sultan.,neutral,0.5855
"O wise Sultan, how may I serve you?",neutral,0.8507
"Tragic, isn't it?",negative,0.7298
But no harm done.,neutral,0.7562
"Now, come along, sis.",neutral,0.7953
Time to go see the doctor.,neutral,0.6898
"Oh, hello, Doctor.",neutral,0.6808
How are you?,neutral,0.7345
"No, no, no.",negative,0.6471
Not that one.,neutral,0.5163
"Come on, Sultan.",neutral,0.6653
Huh.,neutral,0.5985
What?,neutral,0.5653
"Come back here, you little thieves!",negative,0.7695
"With all due respect, Your Rottenness, couldn't we just wait for a real storm?",neutral,0.668
"Save your breath, lago.",neutral,0.6707
Faster.,neutral,0.6099
"Yes, O mighty Evil One.",neutral,0.5182
"Part, sands of time.",neutral,0.7695
Reveal to me the one who can enter the cave.,neutral,0.8762
Yes!,positive,0.8097
Yes!,positive,0.8097
There he is.,neutral,0.6553
My diamond in the rough.,neutral,0.7062
That's him.,neutral,0.676
That's the clown we've been waitin' for?,neutral,0.474
"Let's have the guards extend him an invitation to the palace, shall we?",neutral,0.8851
Swell.,negative,0.5156
Almost there.,neutral,0.5601
I want to thank you for stopping that man.,positive,0.4891
"Uh, forget it.",neutral,0.5054
"So, this is your first time in the marketplace, huh?",neutral,0.8062
Is it that obvious?,neutral,0.7079
"Well, you do kind of stand out.",positive,0.6032
"I mean, uh, you don't seem to know how dangerous Agrabah can be.",negative,0.8862
Hmm.,neutral,0.6435
I'm a fast learner.,positive,0.7543
Wow.,positive,0.7094
Hey.,neutral,0.5456
Come on.,neutral,0.5758
This way.,neutral,0.6722
Whoa.,neutral,0.6108
Watch your head there.,neutral,0.6519
Be careful.,neutral,0.7332
Is this where you live?,neutral,0.8544
Yep.,neutral,0.5607
Just me and Abu.,neutral,0.8105
Come and go as we please.,neutral,0.7191
That sounds fabulous.,positive,0.9714
"Well, it's not much, but it's got a great view.",positive,0.9012
Wow.,positive,0.7094
"The palace looks pretty amazing, huh?",positive,0.9855
"Oh, it's wonderful.",positive,0.9757
"I wonder what it would be like to live there, and have servants and valets.",neutral,0.8175
"Oh, sure.",positive,0.4803
People who tell you where to go and how to dress.,neutral,0.6449
It's better than here.,positive,0.494
You're always scraping for food and ducking the guards.,negative,0.8969
You're not free to make your own choices.,neutral,0.5494
Sometimes you feel so...,neutral,0.7108
You're just...,neutral,0.4717
...trapped.,neutral,0.6017
"So, where are you from?",neutral,0.8049
What does it matter?,neutral,0.7156
I ran away and I am not going back.,negative,0.5917
Really.,neutral,0.6346
How come?,neutral,0.6759
"Why, you...",neutral,0.6577
My father's forcing me to get married.,negative,0.5991
That's...,neutral,0.7171
that's awful.,negative,0.9337
Abu!,neutral,0.5929
What?,neutral,0.5653
"Abu says, uh...",neutral,0.8364
that's not fair.,negative,0.9379
What?,neutral,0.5653
"Oh, did he?",neutral,0.7625
"Yeah, of course.",neutral,0.5766
And does Abu have anything else to say?,neutral,0.7945
"Well, uh, he wishes there was something he could do to help.",neutral,0.7225
"Oh, boy.",neutral,0.5503
Hmm.,neutral,0.6435
Tell him that's very sweet.,positive,0.941
Here you are.,neutral,0.6151
They're after me!,neutral,0.616
You?,neutral,0.6413
My father must have sent them...,neutral,0.7796
Do you trust me?,neutral,0.8416
What?,neutral,0.5653
Do you trust me?,neutral,0.8416
Yes...,neutral,0.5735
Then jump!,neutral,0.6002
"We just keep running into each other, don't we, street rat?",neutral,0.5878
Run!,neutral,0.5537
Go!,positive,0.6266
Get out of here!,negative,0.7254
Get this thing off of me!,negative,0.8386
"It's the dungeon for you, boy.",neutral,0.6234
Get off of me.,negative,0.7477
Let him go.,neutral,0.5066
"Looky here, men.",neutral,0.7072
A street mouse.,neutral,0.7487
"Unhand him, by order of the princess.",neutral,0.8304
Princess Jasmine.,neutral,0.8289
The princess?,neutral,0.8364
Princess?,neutral,0.8118
What are you doing outside the palace?,neutral,0.9132
And with this street rat.,negative,0.5596
That's not your concern.,neutral,0.493
Do as I command.,neutral,0.7496
Release him.,neutral,0.5074
"I would, Princess, except my orders come from Jafar.",neutral,0.8748
You'll have to take it up with him.,neutral,0.872
"Believe me, I will.",positive,0.78
Jafar?,neutral,0.7286
"Oh, Princess.",neutral,0.6515
Awk!,neutral,0.5187
"Jafar, I'm stuck.",negative,0.7054
How may I be of service to you?,neutral,0.8362
"The guards just took a boy from the market, on your orders.",negative,0.5307
Your father has charged me with keeping peace in Agrabah.,neutral,0.872
The boy was a criminal.,negative,0.9328
What was his crime?,neutral,0.6371
"I can't breathe, Jafar.",negative,0.8286
"Why, kidnapping the princess, of course.",neutral,0.5791
If you could just...,neutral,0.7792
Aah!,neutral,0.5209
That hurt!,negative,0.7599
He didn't kidnap me.,neutral,0.6188
I ran away.,neutral,0.5757
"Oh, dear.",neutral,0.4791
"Oh, how frightfully upsetting.",negative,0.9478
Had I but known...,neutral,0.7897
What do you mean?,neutral,0.7294
"Sadly, the boy's sentence has already been carried out.",negative,0.9217
What sentence?,neutral,0.6948
Death.,negative,0.6056
By beheading.,negative,0.6402
No.,neutral,0.4936
"I am exceedingly sorry, Princess.",negative,0.6784
How could you?,neutral,0.488
"So, how did it go?",neutral,0.7941
I think she took it...,neutral,0.7795
rather well.,positive,0.6433
"It's all my fault, Rajah.",negative,0.7218
I didn't even know his name.,negative,0.493
She was the princess.,neutral,0.7065
I can't believe it.,negative,0.6368
I must have sounded so stupid to her.,negative,0.9246
Yoo-hoo!,positive,0.8853
Aladdin!,positive,0.6489
Hello!,positive,0.5738
Abu.,neutral,0.5772
Down here.,neutral,0.6585
"Come on, help me out of these.",neutral,0.7164
"Hey, she was in trouble.",negative,0.6051
"Ah, she was worth it.",positive,0.8096
"Yeah, yeah, yeah.",positive,0.4589
Don't worry.,positive,0.5337
I'll never see her again.,negative,0.9397
"I'm a street rat, remember?",negative,0.4972
And there's a law.,neutral,0.6554
She's gotta marry a prince.,neutral,0.7687
She deserves a prince.,positive,0.504
Ta-da!,neutral,0.5546
I'm a fool.,negative,0.926
"You're only a fool if you give up, boy.",negative,0.8845
Who are you?,neutral,0.7975
"A lowly prisoner, like yourself.",negative,0.6299
"But together, perhaps we can be more.",positive,0.8032
I'm listening.,neutral,0.5667
"There is a cave, boy, a Cave of Wonders, filled with treasures beyond your wildest dreams.",positive,0.7471
Ooh!,neutral,0.554
"Treasure enough to impress even your princess, I'd wager.",neutral,0.529
"Jafar, can you hurry up?",neutral,0.7099
I'm dyin' in here.,neutral,0.6299
But the law says only a prince can...,neutral,0.821
"You've heard of the golden rule, haven't you?",neutral,0.7863
Whoever has the gold makes the rules.,neutral,0.7448
Why would you share all of this wonderful treasure with me?,neutral,0.4975
I need a young pair of legs and a strong back to go in after it.,neutral,0.7544
"Uh, one problem.",negative,0.6525
It's out there.,neutral,0.6299
We're in here.,neutral,0.5322
Uh-uh.,neutral,0.4945
Things aren't always what they seem.,neutral,0.5127
So...,neutral,0.7269
do we have a deal?,neutral,0.8363
"Oh, I don't know.",neutral,0.5574
Who disturbs my slumber?,negative,0.6119
"Uh, it is l, Aladdin.",neutral,0.7909
Proceed.,neutral,0.7282
Touch nothing but the lamp.,neutral,0.7556
"Remember, boy, first fetch me the lamp, and then you shall have your reward.",neutral,0.7827
"Come on, Abu.",neutral,0.7118
Would you look at that!,neutral,0.632
Just a handful of this stuff would make me richer than the Sultan.,positive,0.5346
Abu!,neutral,0.5929
Don't...,neutral,0.6396
touch...,neutral,0.7219
anything.,neutral,0.6079
We gotta find that lamp.,neutral,0.7321
Huh?,neutral,0.6584
Aladdin!,positive,0.6489
"Abu, will you knock it off?",neutral,0.8438
"Abu, what are you, crazy?",negative,0.5942
A magic carpet.,neutral,0.7381
Come on.,neutral,0.5758
Come on out.,neutral,0.6834
We're not gonna hurt you.,neutral,0.6625
"Hey, take it easy, Abu.",positive,0.5173
He's not gonna bite.,neutral,0.698
Thanks.,positive,0.6284
Wait a minute.,neutral,0.5549
Don't go.,negative,0.5596
Maybe you can help us.,neutral,0.5046
Hey!,neutral,0.5279
Whoa!,neutral,0.4812
"You see, we're trying to find this lamp.",neutral,0.7909
I think he knows where it is.,neutral,0.7999
Wait here.,neutral,0.6363
Oh!,neutral,0.5628
This is it?,neutral,0.6686
This is what we came all the way down here to...,neutral,0.748
Abu!,neutral,0.5929
No!,neutral,0.4416
lnfidels!,neutral,0.6394
Uh-oh.,negative,0.5243
You have touched the forbidden treasure!,neutral,0.533
Now you will never again see the light of day!,negative,0.882
Whoa!,neutral,0.4812
Help!,neutral,0.6156
Help!,neutral,0.6156
Help!,neutral,0.6156
Gotcha!,positive,0.744
"Carpet, let's move.",neutral,0.7545
Abu!,neutral,0.5929
"Abu, this is no time to panic.",neutral,0.6407
Start panicking.,negative,0.7224
Whoa!,neutral,0.4812
Help me out.,neutral,0.7344
Throw me the lamp.,negative,0.5693
I can't hold on.,negative,0.7412
Give me your hand.,neutral,0.6384
First give me the lamp.,neutral,0.7335
Yes!,positive,0.8097
At last!,positive,0.7347
What are you doing?,neutral,0.8242
Giving you your reward.,neutral,0.5199
Your eternal reward.,positive,0.5472
It's mine.,neutral,0.5461
It's all mine.,neutral,0.5483
I...,neutral,0.7305
where is it?,neutral,0.6929
No.,neutral,0.4936
No!,neutral,0.4416
Jasmine?,neutral,0.8324
"Oh, dearest.",neutral,0.7141
What's wrong?,negative,0.7724
Jafar has...,neutral,0.8073
done something terrible.,negative,0.9291
"There, there, my dear.",neutral,0.709
We'll set it right.,neutral,0.4893
"Now, tell me everything.",neutral,0.7013
Oh.,neutral,0.5443
Aladdin.,neutral,0.6785
Wake up.,neutral,0.6348
Aladdin.,neutral,0.6785
Oh!,neutral,0.5628
My head.,negative,0.5182
We're trapped.,negative,0.6139
That two-faced son of a jackal!,negative,0.9482
"Whoever he was, he's long gone with that lamp.",negative,0.558
Aha!,positive,0.6184
"Why, you hairy little thief.",negative,0.9221
"Looks like such a beat-up, worthless piece of junk.",negative,0.974
"Hey, I think there's something written here, but it's hard to make out.",neutral,0.5625
Aaaaahhhhh!,positive,0.5084
Oy!,neutral,0.4978
"10,000 years will give you such a crick in the neck.",negative,0.6604
Hang on a second.,neutral,0.6844
Whoa!,neutral,0.4812
Whoa!,neutral,0.4812
Does it feel good to be outta there.,positive,0.476
"Nice to be back, ladies and gentlemen.",positive,0.9763
Hi.,neutral,0.5326
Where you from?,neutral,0.6749
What's your name?,neutral,0.7728
Uh...,neutral,0.6651
"Uh, Aladdin.",neutral,0.7787
Aladdin.,neutral,0.6785
"Hello, Aladdin.",neutral,0.5693
Nice to have you on the show.,positive,0.9798
"Can we call you ""Al""?",neutral,0.8833
"Or maybe just ""Din."" How about ""Laddie""?",neutral,0.8326
"Sounds like, ""Here, boy.",neutral,0.7275
"C'mon, Laddie."" I must have hit my head harder than I thought.",negative,0.6327
Do you smoke?,neutral,0.8124
Mind if I do?,neutral,0.8412
"Oh, sorry, Cheetah.",negative,0.6372
Hope I didn't singe the fur.,neutral,0.6053
"Yo, Rugman.",neutral,0.7141
Haven't seen you in a few millennia.,neutral,0.5531
Give me some tass-el.,neutral,0.6425
Yeah.,neutral,0.5491
"Yo, yo.",neutral,0.6867
"Say, you're a lot smaller than my last master.",neutral,0.4972
That or I'm gettin' bigger.,neutral,0.6813
Look from the side.,neutral,0.7172
Do I look different?,neutral,0.7677
Wait a minute.,neutral,0.5549
I'm your master?,neutral,0.8153
That's right.,neutral,0.569
He can be taught.,neutral,0.7356
What would you wish of me?,neutral,0.8745
"The ever impressive, the long contained, often imitated, but never duplicated...",positive,0.6804
"Duplicated, duplicated...",neutral,0.5124
Genie...,neutral,0.6889
of the Lamp!,neutral,0.658
"Right here direct from the lamp, right here for your very much wish fulfillment.",positive,0.5943
Thank you.,positive,0.853
Whoa.,neutral,0.6108
Wish fulfillment?,neutral,0.8545
Three wishes to be exact.,neutral,0.8777
And ix-nay on the wishing for more wishes.,neutral,0.6121
That's it.,neutral,0.5321
Three.,neutral,0.568
"Uno, dos, tres.",neutral,0.6409
"No substitutions, exchanges or refunds.",neutral,0.6809
Now I know I'm dreaming.,neutral,0.5399
"Master, I don't think you quite realize what you've got here.",negative,0.5957
So why don't you just ruminate whilst I illuminate the possibilities.,neutral,0.8037
"Well, Ali Baba had them 40 thieves Scheherazade had a thousand tales But, master, you're in luck 'Cause up your sleeves You got a brand of magic never fails You got some power in your corner now Some heavy ammunition in your camp You got some punch pizzazz Yahoo and how See, all you gotta do Is rub that lamp and I'll say Mr.",neutral,0.6442
"Aladdin, sir, What will your pleasure be Let me take your order Jot it down You ain't never had a friend like me Life is your restaurant And I'm your maitre d' Come on, whisper what it is you want You ain't never had a friend like me Yes, sir We pride ourselves on service You're the boss, the king, the shah Say what you wish It's yours, true dish How 'bout a little more baklava ?",neutral,0.6259
"Have some of column A Try all of column B I'm in the mood to help you, dude You ain't never had a friend like me Can your friends do this ?",neutral,0.5677
Can your friends do that ?,neutral,0.8858
Can your friends pull this Out their little hat ?,neutral,0.8151
Can your friends go poof ?,neutral,0.6413
"Hey, looky here.",neutral,0.5791
Ha ha!,positive,0.5443
"Can your friends go Abracadabra, let her rip And then make the sucker disappear So don't you sit there Slack-jawed, buggy-eyed I'm here to answer All your midnight prayers You got me bona fide certified You got a genie For your charge d'affaires I got a powerful urge to help you out So what's your wish I really wanna know You got a list That's three miles long, no doubt All you gotta do is rub like so Mr.",neutral,0.683
"Aladdin, sir Have a wish or two or three I'm on the job, you big nabob You ain't never had a friend Never had a friend You ain't never had a friend Never had a friend You ain't never Had a Friend Like Me You ain't never had a friend like me Huh?",negative,0.4848
"So, what'll it be, Master?",neutral,0.8816
"You're gonna grant me any three wishes I want, right?",neutral,0.6376
"Ah, almost.",neutral,0.6185
"There are a few provisos, a couple of quid pro quos.",neutral,0.8997
Like?,neutral,0.7071
"Ah, rule number one: I can't kill anybody.",neutral,0.5658
So don't ask.,neutral,0.6518
Rule number two.,neutral,0.7591
I can't make anybody fall in love with anybody else.,negative,0.4831
You little punim there.,neutral,0.6614
Rule number three.,neutral,0.8024
I can't bring people back from the dead.,negative,0.7343
It's not a pretty picture.,negative,0.8451
I don't like doing it.,negative,0.9414
"Other than that, you got it.",neutral,0.5848
Hmm.,neutral,0.6435
Oh!,neutral,0.5628
Provisos?,neutral,0.7217
You mean limitations?,neutral,0.6887
On wishes?,neutral,0.829
Some all-powerful genie.,neutral,0.5487
Can't even bring people back from the dead.,negative,0.798
"I don't know, Abu.",neutral,0.6311
He probably can't even get us out of this cave.,negative,0.8597
Looks like we're gonna have to find a way out.,neutral,0.6982
Excuse me?,neutral,0.5234
Are you lookin' at me?,neutral,0.8304
Did you rub my lamp?,neutral,0.7923
Did you wake me up?,neutral,0.8413
Did you bring me here?,neutral,0.8216
And you're walking out on me?,negative,0.5377
"I don't think so, not right now.",neutral,0.5158
"You're gettin' your wishes, so sit down!",neutral,0.7143
"In case of emergency, the exits are here, here, here, here, anywhere.",neutral,0.831
Keep your hands and arms inside the carpet.,neutral,0.8106
We're...,neutral,0.775
outta here!,neutral,0.4443
"Jafar, this is an outrage.",negative,0.6715
If it weren't for all your years of loyal service...,neutral,0.5573
"From now on, you are to discuss sentencing of prisoners with me, before they are beheaded.",neutral,0.6465
"I assure you, Your Highness, it won't happen again.",neutral,0.5895
Jasmine...,neutral,0.8414
Jafar.,neutral,0.6419
Let's put this whole messy business behind us.,negative,0.7218
Please.,neutral,0.6087
