text,sentiment,sentiment_score,theme,theme_score,length
I need six eggs That's too expensive There must be more than this provincial life Belle.,uncertain,0.3114,Family,0.7557,16
Good morning.,neutral,0.5165,Family,0.8532,2
I've come to return the book I borrowed.,uncertain,0.3709,Trauma,0.5667,8
Finished already?,uncertain,0.3035,Family,0.4767,2
I couldn't put it down.,uncertain,0.3357,Family,0.7624,5
Have you got anything new?,uncertain,0.4163,Family,0.3976,5
Not since yesterday.,negative,0.5346,Personal Growth,0.7695,3
That's all right.,neutral,0.4734,Family,0.8165,3
I'll borrow this one.,very negative,0.6267,Family,0.6616,4
That one?,uncertain,0.3335,Family,0.7049,2
But you've read it twice.,uncertain,0.3716,Family,0.7632,5
"Well, it's my favorite.",uncertain,0.4,Family,0.8342,4
"Far-off places, daring sword fights, magic spells, a prince in disguise.",neutral,0.6534,Resilience,0.0557,11
"If you like it all that much, it's yours.",neutral,0.5439,Family,0.639,9
"But, sir...",uncertain,0.2878,Personal Growth,0.5893,2
I insist.,uncertain,0.323,Family,0.8548,2
"Well, thank you.",uncertain,0.3315,Family,0.8278,3
Thank you very much.,uncertain,0.4422,Family,0.8661,4
"Look, there she goes That girl is so peculiar I wonder if she's feeling well With a dreamy, far-off look And her nose stuck in a book What a puzzle to the rest of us is Belle Isn't this amazing?",uncertain,0.2903,Family,0.3264,40
"It's my favorite part Because you'll see Here's where she meets Prince Charming But she won't discover that it's him Till chapter three Hey, hey!",uncertain,0.3575,Romantic Love,0.9272,25
"Hey, hey, hey!",uncertain,0.3787,Family,0.7728,3
"Now it's no wonder that her name means beauty Her looks have got no parallel But behind that fair facade I'm afraid she's rather odd Very different from the rest of us She's nothing like the rest of us Yes, different from the rest of us is Belle Wow!",very positive,0.6327,Personal Growth,0.6295,49
"You didn't miss a shot, Gaston.",uncertain,0.3193,Resilience,0.5231,6
You're the greatest hunter in the whole world!,very positive,0.8093,Identity,0.1906,8
I know.,neutral,0.5486,Family,0.7759,2
No beast alive stands a chance against you.,uncertain,0.2963,Resilience,0.8536,8
"And no girl, for that matter.",very negative,0.5576,Loneliness,0.7041,6
"It's true, LeFou.",very positive,0.4826,Personal Growth,0.689,3
And I've got my sights set on that one.,uncertain,0.3849,Family,0.7657,9
The inventor's daughter?,uncertain,0.3847,Family,0.95,3
She's the one.,uncertain,0.4064,Identity,0.9717,3
The lucky girl I'm going to marry.,uncertain,0.2859,Romantic Love,0.7609,7
But she...,uncertain,0.3139,Family,0.9255,2
The most beautiful girl in town.,very positive,0.6759,Romantic Love,0.2841,6
"I know, but...",neutral,0.4698,Family,0.6957,3
That makes her the best.,very positive,0.5405,Resilience,0.7763,5
And don't I deserve the best?,uncertain,0.2495,Personal Growth,0.7465,6
"Well, of course.",neutral,0.4931,Family,0.9007,3
"I mean, you do.",uncertain,0.3745,Family,0.6917,4
"Right from the moment when I met her, saw her I said she's gorgeous, and I fell Here in town there's only she Who is beautiful as me So I'm making plans to woo and marry Belle Look, there he goes Isn't he dreamy?",very positive,0.6331,Romantic Love,0.9498,44
"Monsieur Gaston Oh, he's so cute Be still, my heart I'm hardly breathing He's such a tall, dark, strong and handsome brute -Bonjour -Good day -You call this bacon?",very positive,0.828,Romantic Love,0.289,29
"-What lovely grapes -Some cheese -Ten yards -Excuse me -I'll get the knife -Please let me through -This bread, it's stale -Those fish, they smell -Madame's mistaken There must be more than this provincial life Just watch, I'm going to make Belle my wife Look, there she goes a girl who's strange but special A most peculiar mademoiselle It's a pity and a sin She doesn't quite fit in 'Cause she really is a funny girl A beauty but a funny girl She really is a funny girl That Belle Hello, Belle.",neutral,0.4802,Personal Growth,0.9445,92
"Bonjour, Gaston.",uncertain,0.3304,Friendship,0.9623,2
"Gaston, may I have my book, please?",uncertain,0.3314,Resilience,0.5997,7
How can you read this?,uncertain,0.2902,Family,0.6224,5
There's no pictures.,very negative,0.6429,Family,0.7836,3
"Well, some people use their imagination.",neutral,0.4664,Personal Growth,0.3209,6
"Belle, it's about time you got your head out of those books and paid attention to more important things.",uncertain,0.3994,Personal Growth,0.6697,19
Like me.,uncertain,0.3727,Identity,0.9552,2
The whole town's talking about it.,uncertain,0.3913,Family,0.8073,6
It's not right for a woman to read.,negative,0.4544,Trauma,0.5983,8
Soon she starts getting ideas and thinking.,uncertain,0.3874,Personal Growth,0.9472,7
"Gaston, you are positively primeval.",very positive,0.4956,Personal Growth,0.2255,5
"Why, thank you, Belle.",uncertain,0.3977,Family,0.9466,4
What do you say you and me take a walk over to the tavern and take a look at my trophies?,neutral,0.5143,Personal Growth,0.7622,21
Maybe some other time.,uncertain,0.4356,Family,0.4543,4
What's wrong with her?,uncertain,0.436,Family,0.4243,4
She's crazy.,uncertain,0.3193,Family,0.6004,2
He's gorgeous.,very positive,0.5762,Family,0.8574,2
"Please, Gaston, I can't.",uncertain,0.2467,Family,0.8872,4
I have to get home to help my father.,uncertain,0.3686,Family,0.9922,9
Goodbye.,uncertain,0.3694,Grief,0.7624,1
That crazy old loon.,uncertain,0.2632,Trauma,0.1222,4
He needs all the help he can get.,uncertain,0.2841,Personal Growth,0.7877,8
Don't talk about my father that way.,uncertain,0.4122,Family,0.9282,7
Yeah!,uncertain,0.3534,Family,0.8606,1
Don't talk about her father that way.,uncertain,0.4249,Family,0.9438,7
My father is not crazy.,uncertain,0.3776,Family,0.9861,5
He's a genius.,very positive,0.6158,Resilience,0.7564,3
Papa?,uncertain,0.2659,Family,0.8813,1
How on earth did that happen?,uncertain,0.3401,Family,0.7123,6
Doggone it!,uncertain,0.3564,Trauma,0.3681,2
"Are you all right, Papa?",uncertain,0.3648,Family,0.9702,5
I'm...,uncertain,0.4284,Identity,0.9587,1
I'm about ready to give up on this hunk of junk.,very negative,0.4714,Trauma,0.4632,11
You always say that.,uncertain,0.4131,Family,0.6463,4
I mean it this time!,very positive,0.5889,Personal Growth,0.8723,5
I'll never get this boneheaded contraption to work!,very negative,0.7601,Trauma,0.4962,8
"Yes, you will.",uncertain,0.4441,Family,0.9029,3
And you'll win first prize at the fair tomorrow.,uncertain,0.4005,Personal Growth,0.6243,9
And become a world-famous inventor.,very positive,0.6994,Resilience,0.4697,5
You really believe that?,uncertain,0.2859,Family,0.6691,4
I always have.,very positive,0.4787,Family,0.8776,3
"Well, what are we waiting for?",uncertain,0.4459,Family,0.6481,6
I'll have this thing fixed in no time.,neutral,0.5353,Resilience,0.814,8
Hand me that...,uncertain,0.3262,Family,0.8248,3
The dog-legged clincher there.,uncertain,0.322,Trauma,0.5397,4
"So, did you have a good time in town today?",uncertain,0.3806,Empathy,0.4791,10
I got a new book.,uncertain,0.4478,Resilience,0.7251,5
"Papa, do you think I'm odd?",uncertain,0.3256,Family,0.9563,6
My daughter?,very negative,0.5318,Family,0.9916,2
Odd?,uncertain,0.3682,Personal Growth,0.3658,1
Where would you get an idea like that?,uncertain,0.3238,Resilience,0.2772,8
I don't know.,uncertain,0.4149,Personal Growth,0.5138,3
It's just that I'm not sure I fit in here.,uncertain,0.4054,Family,0.7706,10
There's no one I can really talk to.,uncertain,0.3756,Loneliness,0.9628,8
What about that Gaston?,uncertain,0.3933,Empathy,0.4287,4
He's a handsome fella.,uncertain,0.3905,Resilience,0.6224,4
"He's handsome, all right, and rude and conceited and...",uncertain,0.3917,Identity,0.5964,9
"Papa, he's not for me.",negative,0.5081,Personal Growth,0.3255,5
"Well, don't you worry.",uncertain,0.3499,Family,0.7101,4
'Cause this invention's gonna be the start of a new life for us.,uncertain,0.273,Personal Growth,0.8756,13
I think that's done it.,uncertain,0.3905,Family,0.8163,5
"Now, let's give it a try.",uncertain,0.434,Personal Growth,0.6776,6
It works!,uncertain,0.3919,Family,0.8394,2
It does?,neutral,0.636,Family,0.7456,2
It does!,likely_emotive,0.5031,Family,0.8105,2
You did it.,uncertain,0.4099,Family,0.8007,3
You really did it!,positive,0.471,Family,0.8013,4
"Hitch up Philippe, girl.",uncertain,0.3392,Romantic Love,0.7736,4
I'm off to the fair!,uncertain,0.3651,Resilience,0.4642,5
"Goodbye, Papa.",uncertain,0.3412,Family,0.9765,2
Good luck.,very negative,0.5839,Personal Growth,0.8221,2
"Goodbye, Belle.",very positive,0.5994,Family,0.8145,2
Take care while I'm gone.,uncertain,0.2993,Personal Growth,0.7295,5
We should be there by now.,neutral,0.466,Family,0.7645,6
Maybe we missed a turn.,uncertain,0.3024,Family,0.7297,5
I guess I should've taken...,neutral,0.4944,Family,0.5378,5
Wait a minute.,neutral,0.5314,Family,0.7425,3
No.,very negative,0.4577,Family,0.8406,1
Let's go this way.,neutral,0.4622,Family,0.8142,4
"Come on, Philippe, it's a shortcut.",uncertain,0.2843,Personal Growth,0.4767,6
We'll be there in no time.,very negative,0.4965,Family,0.8343,6
This can't be right.,uncertain,0.4488,Family,0.8194,4
"Where have you taken us, Philippe?",uncertain,0.3713,Personal Growth,0.398,6
We better turn around.,uncertain,0.2914,Family,0.8189,4
Whoa.,uncertain,0.4024,Family,0.7479,1
"Whoa, boy.",uncertain,0.3524,Personal Growth,0.7524,2
"Whoa, now, whoa, Philippe.",uncertain,0.3463,Personal Growth,0.892,4
Look out!,uncertain,0.3944,Family,0.6713,2
No!,very negative,0.5534,Family,0.9037,1
Whoa!,very positive,0.5642,Family,0.7385,1
"Whoa, boy!",very positive,0.6286,Personal Growth,0.8247,2
"Back up, back up, back up!",likely_emotive,0.4705,Family,0.6846,6
Good boy.,very positive,0.5385,Family,0.9179,2
Good boy.,very positive,0.5385,Family,0.9179,2
"That's good, that's...",uncertain,0.3956,Family,0.75,3
Back up!,uncertain,0.4112,Family,0.7821,2
"Steady, steady, now.",neutral,0.5726,Family,0.8545,3
Steady.,uncertain,0.4072,Resilience,0.908,1
Steady.,uncertain,0.4072,Resilience,0.908,1
"No, Philippe!",very negative,0.5449,Trauma,0.6972,2
Philippe?,uncertain,0.2822,Personal Growth,0.7554,1
Help!,uncertain,0.4477,Family,0.7238,1
Is...,neutral,0.5624,Family,0.4241,1
Is someone there?,neutral,0.5448,Resilience,0.192,3
Help!,uncertain,0.4477,Family,0.7238,1
Hello?,uncertain,0.2903,Personal Growth,0.4987,1
Hello!,very positive,0.6173,Friendship,0.7159,1
Poor fellow must have lost his way in the woods.,uncertain,0.4049,Empathy,0.8523,10
Keep quiet.,uncertain,0.3738,Family,0.9165,2
Maybe he'll go away.,uncertain,0.2774,Trauma,0.6204,4
Is someone there?,neutral,0.5448,Resilience,0.192,3
"Not a word, Lumiere.",very negative,0.6323,Loneliness,0.0362,4
Not one word.,very negative,0.5438,Family,0.421,3
"I don't mean to intrude, but I've lost my horse and I need a place to stay for the night.",uncertain,0.3136,Empathy,0.783,20
"Cogsworth, have a heart.",uncertain,0.4408,Empathy,0.8497,4
"Of course, monsieur, you are welcome here.",uncertain,0.4375,Friendship,0.9076,7
Who said that?,uncertain,0.3734,Family,0.3709,3
Over here.,uncertain,0.3076,Family,0.8209,2
Where?,uncertain,0.3606,Personal Growth,0.2031,1
Hello.,very positive,0.4517,Family,0.8371,1
Incredible!,very positive,0.7005,Family,0.8318,1
"Well, now you've done it, Lumiere.",uncertain,0.3329,Personal Growth,0.7311,6
Splendid.,very positive,0.5695,Family,0.8917,1
Just peachy.,uncertain,0.4242,Family,0.9248,2
How is this accomplished?,uncertain,0.4213,Resilience,0.2422,4
Put me down at once.,uncertain,0.2761,Trauma,0.5758,5
Stop that!,uncertain,0.448,Trauma,0.7472,2
"Stop that, I say!",uncertain,0.2667,Family,0.6099,4
"Sir, close that at once!",very positive,0.4827,Trauma,0.6326,5
Do you mind?,uncertain,0.2897,Family,0.8103,3
I beg your pardon.,uncertain,0.4485,Trauma,0.5594,4
It's...,neutral,0.5018,Family,0.8861,1
It's just that I've never seen a clock that...,very negative,0.5543,Resilience,0.0497,9
"You are soaked to the bone, monsieur.",uncertain,0.4336,Trauma,0.7555,7
Come.,very positive,0.4658,Family,0.9248,1
Warm yourself by the fire.,uncertain,0.4417,Personal Growth,0.5947,5
Thank you.,positive,0.5047,Family,0.8872,2
"No, no, no!",very negative,0.5215,Family,0.9186,3
You know what the master will do if he finds him here.,uncertain,0.4378,Identity,0.479,12
I demand that you stop right there.,uncertain,0.3148,Family,0.8251,7
"No, no.",uncertain,0.4292,Family,0.8691,2
Not the master's chair.,negative,0.4788,Personal Growth,0.2598,4
I'm not seeing this.,negative,0.4686,Personal Growth,0.5439,4
I'm not seeing this.,negative,0.4686,Personal Growth,0.5439,4
"Well, hello there, boy.",uncertain,0.383,Personal Growth,0.8016,4
What service.,neutral,0.6594,Resilience,0.2603,2
All right.,uncertain,0.4407,Family,0.828,2
This has gone far enough.,negative,0.4695,Family,0.6738,5
I'm in charge here...,uncertain,0.4043,Identity,0.7929,4
"How would you like a nice spot of tea, sir?",uncertain,0.3324,Empathy,0.5717,10
It'll warm you up in no time.,very positive,0.4968,Family,0.7857,7
No.,very negative,0.4577,Family,0.8406,1
No tea.,very negative,0.7483,Personal Growth,0.5419,2
No tea!,very negative,0.7364,Personal Growth,0.573,2
"His mustache tickles, Mama.",uncertain,0.3201,Family,0.9732,4
Hello.,very positive,0.4517,Family,0.8371,1
There's a stranger here.,uncertain,0.4089,Trauma,0.4447,4
"Master, allow me to explain.",very positive,0.4794,Resilience,0.7728,5
The gentleman was lost in the woods.,uncertain,0.4274,Trauma,0.64,7
"He was cold and wet, so...",uncertain,0.434,Resilience,0.8442,6
"Master, I'd like to take this moment to say I was against this from the start.",very positive,0.4849,Family,0.8019,16
It was all his fault.,very negative,0.5873,Trauma,0.7794,5
I tried to stop them.,uncertain,0.3463,Family,0.7185,5
Would they listen to me?,uncertain,0.4202,Family,0.7016,5
"No, no...",uncertain,0.4048,Family,0.8869,2
Who are you?,uncertain,0.3426,Identity,0.9213,3
What are you doing here?,neutral,0.5323,Identity,0.3317,5
I...,uncertain,0.4219,Identity,0.9149,1
I...,uncertain,0.4219,Identity,0.9149,1
I was lost in the woods and...,uncertain,0.3099,Trauma,0.842,7
You are not welcome here!,very negative,0.5366,Loneliness,0.8222,5
I...,uncertain,0.4219,Identity,0.9149,1
I'm...,uncertain,0.4284,Identity,0.9587,1
I'm sorry.,uncertain,0.3758,Grief,0.7358,2
What are you staring at?,uncertain,0.3411,Personal Growth,0.1817,5
Nothing.,very negative,0.5949,Loneliness,0.5474,1
"So, you've come to stare at the Beast, have you?",uncertain,0.3599,Trauma,0.0247,10
"Please, I meant no harm!",uncertain,0.3879,Family,0.6519,5
I just needed a place to stay.,negative,0.4771,Resilience,0.305,7
I'll give you a place to stay!,positive,0.4534,Friendship,0.685,7
"No, no, please!",uncertain,0.3675,Family,0.8873,3
No!,very negative,0.5534,Family,0.9037,1
No!,very negative,0.5534,Family,0.9037,1
"Oh, boy.",very positive,0.5203,Family,0.8109,2
"Belle's gonna get the surprise of her life, huh, Gaston?",uncertain,0.3329,Romantic Love,0.7704,10
"Yep, this is her lucky day.",uncertain,0.3875,Family,0.8881,6
I'd like to thank you all for coming to my wedding.,uncertain,0.3763,Family,0.8652,11
"First, I better go in there and propose to the girl.",uncertain,0.4273,Romantic Love,0.8738,11
"And you, LeFou, now, when Belle and I come out that door...",very positive,0.5278,Family,0.9179,12
I know.,neutral,0.5486,Family,0.7759,2
I know.,neutral,0.5486,Family,0.7759,2
I strike up the band!,uncertain,0.379,Resilience,0.5632,5
Not yet.,uncertain,0.3419,Family,0.6732,2
Sorry.,uncertain,0.3377,Family,0.7528,1
"Gaston, what a pleasant surprise.",positive,0.5304,Personal Growth,0.7523,5
"Isn't it, though?",neutral,0.4533,Family,0.7463,3
I'm just full of surprises.,neutral,0.5644,Personal Growth,0.6927,5
"You know, Belle, there's not a girl in town who wouldn't love to be in your shoes.",uncertain,0.3906,Empathy,0.866,17
This is the day...,uncertain,0.2875,Resilience,0.5146,4
This is the day your dreams come true.,very positive,0.7644,Family,0.761,8
"What do you know about my dreams, Gaston?",uncertain,0.4457,Personal Growth,0.675,8
Plenty!,uncertain,0.3687,Family,0.799,1
Here.,uncertain,0.4147,Family,0.8075,1
Picture this.,uncertain,0.385,Family,0.8252,2
"A rustic hunting lodge, my latest kill roasting on the fire and my little wife massaging my feet while the little ones play on the floor with the dogs.",uncertain,0.4408,Family,0.6135,29
We'll have six or seven.,neutral,0.6385,Family,0.9287,5
Dogs?,uncertain,0.3398,Resilience,0.0553,1
"No, Belle.",uncertain,0.3777,Family,0.8018,2
Strapping boys like me.,uncertain,0.3771,Resilience,0.6172,4
Imagine that.,neutral,0.5005,Personal Growth,0.7313,2
Do you know who that little wife will be?,uncertain,0.3645,Family,0.9476,9
Let me think.,uncertain,0.3595,Personal Growth,0.7331,3
"You, Belle.",very positive,0.6184,Family,0.9867,2
"Gaston, I'm...",uncertain,0.3147,Identity,0.9708,2
I'm speechless.,very negative,0.713,Family,0.8976,2
I really don't know what to say.,uncertain,0.4161,Family,0.6444,7
Say you'll marry me.,uncertain,0.2842,Romantic Love,0.8908,4
"I'm very sorry, Gaston, but...",very positive,0.6309,Empathy,0.8541,5
But I just don't deserve you!,uncertain,0.3713,Grief,0.7485,6
"So, how'd it go?",neutral,0.4778,Family,0.503,4
I'll have Belle for my wife.,uncertain,0.3159,Family,0.9895,6
Make no mistake about that.,uncertain,0.3412,Family,0.7868,5
Touchy.,uncertain,0.374,Family,0.807,1
Is he gone?,very negative,0.5281,Trauma,0.4736,3
Can you imagine?,uncertain,0.4216,Family,0.5596,3
He asked me to marry him.,uncertain,0.3121,Family,0.8219,6
"Me, the wife of that boorish, brainless...",very negative,0.7527,Family,0.9863,7
Madame Gaston Can't you just see it?,uncertain,0.3566,Resilience,0.4584,7
"Madame Gaston His little wife No, sir, not me, I guarantee it I want much more than this provincial life I want adventure in the great wide somewhere I want it more than I can tell And for once it might be grand To have someone understand I want so much more than they've got planned Philippe!",very positive,0.6726,Family,0.993,57
What are you doing here?,neutral,0.5323,Identity,0.3317,5
Where's...,uncertain,0.3754,Family,0.3905,1
Where's Papa?,uncertain,0.3807,Family,0.9809,2
"Where is he, Philippe?",uncertain,0.3574,Personal Growth,0.6647,4
What happened?,very negative,0.489,Family,0.3208,2
We have to find him.,uncertain,0.3968,Family,0.7193,5
You have to take me to him.,uncertain,0.3334,Identity,0.6257,7
What is this place?,uncertain,0.3949,Resilience,0.0176,4
"Philippe, please, steady.",uncertain,0.4036,Family,0.7775,3
Steady.,uncertain,0.4072,Resilience,0.908,1
Papa!,very positive,0.5612,Family,0.9686,1
"Couldn't keep quiet, could we?",uncertain,0.3025,Family,0.8771,5
"Just had to invite him to stay, didn't we?",uncertain,0.3975,Family,0.9738,9
"Serve him tea, sit in the master's chair.",uncertain,0.3937,Friendship,0.8035,8
Pet the pooch.,uncertain,0.3044,Empathy,0.552,3
I was trying to be hospitable.,negative,0.4546,Empathy,0.8349,6
Hello?,uncertain,0.2903,Personal Growth,0.4987,1
Is anyone here?,uncertain,0.3774,Personal Growth,0.4869,3
Hello?,uncertain,0.2903,Personal Growth,0.4987,1
Papa?,uncertain,0.2659,Family,0.8813,1
Papa?,uncertain,0.2659,Family,0.8813,1
Are you here?,uncertain,0.3833,Family,0.6745,3
"Mama, there's a girl in the castle.",uncertain,0.423,Family,0.9197,7
"Now, Chip, I'll not have you making up such wild stories.",uncertain,0.2946,Family,0.5077,11
"Really, Mama.",uncertain,0.4114,Family,0.9675,2
I saw her.,uncertain,0.4056,Family,0.8384,3
Not another word.,uncertain,0.4101,Family,0.3543,3
Into the tub.,uncertain,0.2989,Personal Growth,0.6795,3
But...,uncertain,0.3872,Family,0.8111,1
What?,uncertain,0.396,Family,0.3908,1
A girl.,uncertain,0.294,Personal Growth,0.7938,2
I saw a girl in the castle.,uncertain,0.4021,Resilience,0.4965,7
"See, I told you.",uncertain,0.3645,Family,0.8122,4
"Irresponsible, devil-may-care, waxy-eared, slack-jawed...",neutral,0.5504,Family,0.5488,4
Papa?,uncertain,0.2659,Family,0.8813,1
Did you see that?,uncertain,0.2802,Family,0.7226,4
It's a girl!,very positive,0.4784,Family,0.9477,3
I know it's a girl.,uncertain,0.3794,Family,0.9521,5
Don't you see?,uncertain,0.3948,Family,0.7576,3
She's the one.,uncertain,0.4064,Identity,0.9717,3
The girl we have been waiting for.,uncertain,0.3158,Romantic Love,0.5706,7
-She has come to break the spell.,uncertain,0.3498,Family,0.6996,7
-Wait a minute.,neutral,0.5315,Family,0.7678,3
Wait a minute.,neutral,0.5314,Family,0.7425,3
Papa?,uncertain,0.2659,Family,0.8813,1
Papa?,uncertain,0.2659,Family,0.8813,1
Hello?,uncertain,0.2903,Personal Growth,0.4987,1
Is someone here?,neutral,0.45,Personal Growth,0.3807,3
Wait!,uncertain,0.368,Family,0.5416,1
I'm looking for my father.,neutral,0.5038,Family,0.9938,5
I...,uncertain,0.4219,Identity,0.9149,1
That's funny.,uncertain,0.4022,Family,0.6706,2
I'm sure there was someone.,neutral,0.6383,Personal Growth,0.4367,5
Is anyone here?,uncertain,0.3774,Personal Growth,0.4869,3
Belle?,very positive,0.506,Romantic Love,0.7402,1
Papa!,very positive,0.5612,Family,0.9686,1
How did you find me?,neutral,0.4593,Identity,0.7205,5
Your hands are like ice.,very negative,0.5255,Family,0.4893,5
We have to get you out of there.,uncertain,0.2958,Trauma,0.6901,8
"Belle, I want you to leave this place.",very positive,0.463,Trauma,0.6987,8
Who's done this to you?,uncertain,0.4051,Trauma,0.6351,5
No time to explain.,very negative,0.6689,Family,0.4845,4
You must go.,uncertain,0.3105,Family,0.7908,3
Now!,very positive,0.572,Family,0.6186,1
I won't leave you.,very negative,0.4675,Resilience,0.9456,4
What are you doing here?,neutral,0.5323,Identity,0.3317,5
"Run, Belle!",very positive,0.6131,Family,0.9284,2
Who's there?,uncertain,0.4243,Resilience,0.1936,2
Who are you?,uncertain,0.3426,Identity,0.9213,3
The master of this castle.,very positive,0.6585,Resilience,0.7516,5
I've come for my father.,very positive,0.5485,Family,0.9956,5
Please let him out.,uncertain,0.4344,Family,0.767,4
Can't you see he's sick?,uncertain,0.3345,Trauma,0.8067,5
Then he shouldn't have trespassed here!,uncertain,0.218,Identity,0.4856,6
But he could die.,uncertain,0.3057,Trauma,0.8296,4
"Please, I'll do anything.",uncertain,0.3169,Family,0.8345,4
There's nothing you can do.,uncertain,0.4155,Family,0.8055,5
He's my prisoner.,very negative,0.6652,Trauma,0.5794,3
There must be some way I can...,neutral,0.5556,Family,0.777,7
Wait!,uncertain,0.368,Family,0.5416,1
Take me instead.,very negative,0.4715,Personal Growth,0.8595,3
You?,uncertain,0.3278,Personal Growth,0.7431,1
You would take his place?,uncertain,0.3542,Identity,0.8223,5
"Belle, no!",uncertain,0.3001,Personal Growth,0.3223,2
You don't know what you're doing!,uncertain,0.4109,Family,0.5499,6
"If I did, would you let him go?",uncertain,0.4149,Family,0.5608,8
Yes.,uncertain,0.3673,Family,0.9347,1
But you must promise to stay here forever.,uncertain,0.2493,Family,0.9295,8
Come into the light.,very positive,0.4566,Personal Growth,0.9048,4
"No, Belle!",uncertain,0.3652,Family,0.8716,2
I won't let you do this!,very negative,0.4671,Family,0.8607,6
You have my word.,uncertain,0.4179,Family,0.7859,4
Done.,neutral,0.4739,Family,0.8657,1
"No, Belle, listen to me.",uncertain,0.305,Family,0.9569,5
I'm old.,neutral,0.4716,Identity,0.5197,2
I've lived my life.,uncertain,0.4322,Identity,0.7911,4
Wait.,neutral,0.4999,Family,0.5777,1
-Belle!,very positive,0.5276,Romantic Love,0.8012,1
-Wait.,neutral,0.5318,Family,0.5888,1
No!,very negative,0.5534,Family,0.9037,1
Please spare my daughter.,very negative,0.5871,Family,0.9903,4
Please!,uncertain,0.248,Family,0.8072,1
She's no longer your concern.,uncertain,0.2945,Trauma,0.2565,5
Take him to the village.,positive,0.4533,Personal Growth,0.8372,5
Let me out.,uncertain,0.2959,Personal Growth,0.8398,3
Please let me out!,uncertain,0.3396,Personal Growth,0.7373,4
Let me out!,uncertain,0.4257,Personal Growth,0.8676,3
Please!,uncertain,0.248,Family,0.8072,1
Please!,uncertain,0.248,Family,0.8072,1
Master?,uncertain,0.2606,Personal Growth,0.1258,1
What?,uncertain,0.396,Family,0.3908,1
"Since the girl is going to be with us for quite some time, I was thinking that you might want to offer her a more comfortable room.",negative,0.6183,Family,0.8744,27
"Then again, maybe not.",neutral,0.4816,Family,0.6567,4
You didn't even let me say goodbye.,uncertain,0.4377,Trauma,0.8523,7
I'll never see him again.,very negative,0.7544,Grief,0.9376,5
I didn't get to say goodbye.,uncertain,0.4117,Grief,0.9032,6
I'll show you to your room.,uncertain,0.439,Resilience,0.6464,6
My room?,uncertain,0.3756,Resilience,0.2919,2
But I thought...,uncertain,0.4275,Family,0.8079,3
You wanna...,uncertain,0.2742,Family,0.6811,2
You wanna stay in the tower?,uncertain,0.264,Resilience,0.8644,6
-No.,uncertain,0.4462,Family,0.8558,1
-Then follow me.,uncertain,0.4133,Family,0.766,3
Say something to her.,uncertain,0.3551,Family,0.8818,4
I hope you like it here.,uncertain,0.3512,Family,0.8391,6
"The castle is your home now, so you can go anywhere you like, except the west wing.",neutral,0.4585,Resilience,0.3516,17
What's in the west...,neutral,0.5096,Resilience,0.3911,4
It's forbidden!,very negative,0.5797,Family,0.3618,2
