text,sentiment,sentiment_score,theme,theme_score,length
Could be interesting.,positive,0.907,Bittersweet Ending,0.6429,3
"Get him, brother.",anxious,0.8771,Collective Responsibility,0.8971,3
Show your stuff.,positive,0.7529,Japanese Collectivism,0.7286,3
Wow.,contemplative,0.8949,Bittersweet Ending,0.9556,1
Who's going to mend that shirt?,anxious,0.9696,Moral Complexity,0.6674,6
You can beat him!,positive,0.983,Collective Responsibility,0.5923,4
"That's it, hit him!",positive,0.457,Clear Antagonist,0.6751,4
Off you go!,positive,0.8682,Bittersweet Ending,0.714,3
Think you can fool me?,contemplative,0.4047,Bittersweet Ending,0.4804,5
After them!,positive,0.6405,Bittersweet Ending,0.8512,2
Climb on!,positive,0.9747,Female Empowerment,0.8949,2
There you go.,positive,0.7767,Bittersweet Ending,0.6657,3
Playing hooky for a date?,bittersweet,0.3367,Moral Ambiguity,0.7029,5
Bad guys are after us.,negative,0.9915,Clear Antagonist,0.5332,5
The Dola clan.,contemplative,0.7824,Cultural Identity,0.9783,3
Pirates?,negative,0.8405,Bittersweet Ending,0.7503,1
Take us to the next town.,anxious,0.8093,Collective Responsibility,0.6335,6
To the police!,negative,0.776,Bittersweet Ending,0.8144,3
You're on.,positive,0.9946,Collective Responsibility,0.8205,2
Stoke the fire.,positive,0.9572,Collective Responsibility,0.6041,3
Okay.,positive,0.9354,Bittersweet Ending,0.8798,1
Mama!,positive,0.8915,Female Empowerment,0.8945,1
You idiots!,very negative,0.985,Technology Skepticism,0.5159,2
Hurry up and get on!,anxious,0.99,Clear Antagonist,0.7088,5
What?,contemplative,0.9244,Bittersweet Ending,0.6608,1
But the girl's...,bittersweet,0.9663,Bittersweet Ending,0.9763,3
She slipped out the back door.,bittersweet,0.5455,Female Empowerment,0.8787,6
Get moving!,anxious,0.7141,Collective Responsibility,0.7962,2
Brother!,positive,0.869,Elderly Guidance,0.8222,1
Wait!,contemplative,0.992,Bittersweet Ending,0.9282,1
"They're catching up, more steam!",positive,0.9985,Capitalist Success,0.5533,5
Can't you go any faster?,anxious,0.9334,Technology Skepticism,0.3378,5
She's an old-timer.,contemplative,0.9902,Intergenerational Wisdom,0.9865,3
Move over!,negative,0.9929,Clear Antagonist,0.8685,2
Whoa!,anxious,0.6921,Bittersweet Ending,0.7524,1
"Mama, I can't hang on!",anxious,0.9964,Elderly Guidance,0.8424,5
"More steam, they're gaining on us!",anxious,0.9516,Collective Responsibility,0.52,6
Here we go!,anxious,0.6598,Collective Responsibility,0.5119,3
"Sheeta, over here.",very negative,0.9687,Bittersweet Ending,0.942,3
Stoke the fire.,positive,0.9572,Collective Responsibility,0.6041,3
Okay!,positive,0.9916,Bittersweet Ending,0.8304,1
Don't give up!,positive,0.9757,Intergenerational Wisdom,0.8024,3
Push!,positive,0.9563,Female Empowerment,0.877,1
"Push, I tell you!",positive,0.6448,Female Empowerment,0.8076,4
Not so fast!,negative,0.989,Bittersweet Ending,0.8888,3
Don't let them escape!,anxious,0.5319,Collective Responsibility,0.8584,4
Dump this over the side!,negative,0.9954,Technology Skepticism,0.5831,5
That'll teach them!,positive,0.9443,Intergenerational Wisdom,0.844,3
I'll do it.,positive,0.95,Romantic Resolution,0.8139,3
"No, let me.",negative,0.9958,Bittersweet Ending,0.8554,3
Up we go!,positive,0.9025,Collective Responsibility,0.7181,3
Up we go!,positive,0.9025,Collective Responsibility,0.7181,3
Wait!,contemplative,0.992,Bittersweet Ending,0.9282,1
It's them.,positive,0.9356,Collective Responsibility,0.9923,2
What'll we do?,anxious,0.9547,Child Wisdom,0.3426,3
I refuse to give up.,positive,0.9303,Romantic Resolution,0.7702,5
Move!,positive,0.8437,Collective Responsibility,0.9156,1
This is a surprise.,negative,0.8183,Bittersweet Ending,0.9122,4
If it isn't the army!,anxious,0.4431,Bittersweet Ending,0.416,5
These kids need help!,bittersweet,0.7634,Moral Complexity,0.5036,4
They've got pirates after them.,anxious,0.9282,Moral Complexity,0.3202,5
Sheeta?,contemplative,0.9371,Bittersweet Ending,0.9611,1
Goodbye.,negative,0.9968,Acceptance of Death,0.9935,1
Wait!,contemplative,0.992,Bittersweet Ending,0.9282,1
Sheeta!,negative,0.9991,Bittersweet Ending,0.9942,1
Halt or I'll shoot.,negative,0.9635,Clear Antagonist,0.8721,4
An armored train.,positive,0.5829,Bittersweet Ending,0.3921,3
Who cares!,neutral,0.963,Technology Skepticism,0.6615,2
Ram it!,positive,0.8901,Musical Expression,0.8726,2
"What is it, Sheeta!",contemplative,0.8536,Bittersweet Ending,0.3943,4
Stay away!,negative,0.9993,Pacifism,0.9417,2
They're gonna fall!,negative,0.9986,Clear Antagonist,0.74,3
Quiet.,contemplative,0.997,Quiet Contemplation,0.9441,1
Watch closely.,contemplative,0.8115,Bittersweet Ending,0.7508,2
We're floating!,very positive,0.995,Bittersweet Ending,0.8027,2
Look!,very positive,0.9235,Japanese Collectivism,0.6453,1
It's that crystal!,positive,0.9261,Clear Antagonist,0.8293,3
It was the stone after all!,positive,0.9227,Bittersweet Ending,0.9572,6
Amazing!,very positive,0.9906,Magical Transformation,0.7136,1
We'll float all the way down.,negative,0.9541,Bittersweet Ending,0.9085,6
Amazing!,very positive,0.9906,Magical Transformation,0.7136,1
I want it!,positive,0.9818,Romantic Resolution,0.6407,3
Fire!,positive,0.8283,Clear Antagonist,0.7677,1
I have to get that amazing stone!,anxious,0.8829,Collective Responsibility,0.4832,7
It's fading...,bittersweet,0.9897,Bittersweet Ending,0.9862,2
"Hey, wait!",contemplative,0.9879,Bittersweet Ending,0.8935,2
It's just like when you landed.,positive,0.5206,Bittersweet Ending,0.4193,6
The opening looks so tiny.,bittersweet,0.5318,Japanese Collectivism,0.2919,5
I hope the boss and the engineer aren't in any trouble.,bittersweet,0.9577,Bittersweet Ending,0.8892,11
"Aw, don't worry.",positive,0.9673,Child Wisdom,0.9384,3
Miners aren't exactly wimps.,positive,0.7181,Working Class Dignity,0.7429,4
"Come on, let's find the way out.",anxious,0.7531,Collective Responsibility,0.6727,7
These mines are ancient.,bittersweet,0.7702,Elderly Guidance,0.5628,4
Tunnels everywhere.,negative,0.358,Japanese Collectivism,0.3026,2
There.,contemplative,0.91,Bittersweet Ending,0.9047,1
I'm so happy.,very positive,0.9991,Romantic Resolution,0.8163,3
I was starving.,negative,0.8313,Bittersweet Ending,0.5983,3
I've still got an apple and some candy.,contemplative,0.7867,Bittersweet Ending,0.6271,8
It's like you have a magical bag that holds everything.,very positive,0.9329,Japanese Collectivism,0.5775,10
Gondoa?,contemplative,0.9495,Cultural Identity,0.9566,1
That's so far north.,negative,0.7972,Bittersweet Ending,0.3752,4
Yes.,positive,0.9949,Bittersweet Ending,0.9535,1
"Both my parents died, but they left me the house and the fields, so I was getting by on my own.",bittersweet,0.9892,Bittersweet Ending,0.9891,21
Those guys with dark glasses kidnapped you?,anxious,0.8278,Moral Complexity,0.5665,7
Yes.,positive,0.9949,Bittersweet Ending,0.9535,1
That guy was one of them?,contemplative,0.8835,Collective Responsibility,0.7116,6
"Who can they be, calling in the army?",anxious,0.7938,Moral Complexity,0.8239,8
"Dola and the other guys, they all want the stone.",anxious,0.6976,Collective Responsibility,0.9569,10
But I had no idea it had mysterious powers.,contemplative,0.7935,Spiritual Connection,0.5619,9
It was always in our family.,bittersweet,0.7072,Intergenerational Wisdom,0.9068,6
Mother left it to me when she died.,bittersweet,0.9507,Intergenerational Wisdom,0.9237,8
She warned me never to show it or give it to anyone.,negative,0.9876,Elderly Guidance,0.9953,12
"We're both orphans, aren't we?",melancholy,0.9715,Parental Absence,0.9875,5
I'm sorry I dragged you into all of this.,bittersweet,0.9804,Bittersweet Ending,0.7008,9
When you fell from the sky my heart was racing.,anxious,0.948,Bittersweet Ending,0.6824,10
I knew something wonderful had begun.,very positive,0.997,Spiritual Connection,0.6126,6
Little demons...,very negative,0.9688,Bittersweet Ending,0.7566,2
Little demons.,very negative,0.9679,Bittersweet Ending,0.7298,2
Uncle Pom!,positive,0.8562,Animal Symbolism,0.9894,2
He's really great.,very positive,0.9987,Elderly Guidance,0.7104,3
Uncle Pom.,contemplative,0.8404,Animal Symbolism,0.986,2
We've lost our way.,negative,0.9795,Bittersweet Ending,0.7335,4
Now that little demon sure looks like Pazu...,bittersweet,0.3387,Animal Symbolism,0.9648,8
With a little girl demon beside him.,very negative,0.9201,Bittersweet Ending,0.6833,7
Pirates are after us.,anxious,0.9886,Clear Antagonist,0.6056,4
And the army.,bittersweet,0.6046,Bittersweet Ending,0.7999,3
How very extraordinary.,contemplative,0.2438,Magical Transformation,0.4707,3
Drink up.,positive,0.9675,Intergenerational Wisdom,0.775,2
Thank you.,positive,0.9871,Bittersweet Ending,0.8257,2
Have you always lived underground?,contemplative,0.8732,Moral Complexity,0.4095,5
"Why, no, no.",negative,0.9993,Bittersweet Ending,0.7308,3
The rocks have been stirring...,contemplative,0.9314,Nature Worship,0.8006,5
That's when I like to be down here.,contemplative,0.9839,Quiet Contemplation,0.9322,8
The rocks were stirring?,contemplative,0.8372,Nature Worship,0.5887,4
Rocks speak very softly.,contemplative,0.9919,Quiet Contemplation,0.8501,4
Wonderful...,positive,0.9989,Quiet Contemplation,0.7832,1
"Pazu, look at that!",very positive,0.9789,Animal Symbolism,0.9112,4
They were ordinary rocks until...,bittersweet,0.5195,Magical Transformation,0.529,5
How pretty...,very positive,0.9977,Quiet Contemplation,0.7673,2
"Here, let me show you.",positive,0.526,Moral Complexity,0.6524,5
It's gone.,negative,0.9813,Acceptance of Death,0.9164,2
These rocks contain volucite.,contemplative,0.6589,Quiet Contemplation,0.3603,4
Volucite?,contemplative,0.9719,Bittersweet Ending,0.8535,1
"As soon as it's exposed to the air, it becomes ordinary stone.",bittersweet,0.4075,Quiet Contemplation,0.2921,12
It's glowing...,very positive,0.9992,Bittersweet Ending,0.8451,2
"Oh, my gracious!",contemplative,0.791,Bittersweet Ending,0.9448,3
"That's a volucite crystal, my dear.",positive,0.8135,Elderly Guidance,0.3957,6
I've never seen one before.,contemplative,0.8479,Bittersweet Ending,0.7233,5
That's why the rocks were stirring.,anxious,0.5811,Nature Worship,0.484,6
This stone has mysterious powers.,contemplative,0.753,Magical Transformation,0.4015,5
I thought only Laputans knew how to make volucite crystals.,contemplative,0.3405,Technology Skepticism,0.2446,10
Laputans?,contemplative,0.826,Animal Symbolism,0.985,1
They used Volucite to send a magnificent island aloft...,very positive,0.9544,Magical Transformation,0.8613,9
"Laputa did exist, Sheeta!",bittersweet,0.8367,Animal Symbolism,0.9293,4
It really did!,positive,0.9756,Bittersweet Ending,0.7798,3
Does the island still exist?,contemplative,0.9584,Bittersweet Ending,0.2775,5
Uncle Pom?,contemplative,0.9238,Animal Symbolism,0.9816,2
"Dear, would you mind covering the stone?",anxious,0.9309,Elderly Guidance,0.7504,7
Its power overwhelms me.,positive,0.4439,Spiritual Connection,0.4989,4
Yes.,positive,0.9949,Bittersweet Ending,0.9535,1
What's wrong?,contemplative,0.7703,Moral Complexity,0.4685,2
My grandfather told me...,contemplative,0.9393,Elderly Guidance,0.9994,4
the rocks stir when Laputa floats overhead.,anxious,0.551,Animal Symbolism,0.9405,7
"If you went up to the sky then, you'd find Laputa!",positive,0.4938,Animal Symbolism,0.9658,11
"Sheeta, my father was telling the truth!",positive,0.9783,Intergenerational Wisdom,0.9962,7
Young lady...,contemplative,0.9416,Bittersweet Ending,0.8731,2
You see...,positive,0.9341,Bittersweet Ending,0.9325,2
Yes?,positive,0.9895,Bittersweet Ending,0.8564,1
Your stone is most powerful...,positive,0.9254,Clear Antagonist,0.7049,5
I know that.,contemplative,0.8481,Intergenerational Wisdom,0.8065,3
I've been speaking to rocks all my life.,negative,0.4004,Intergenerational Wisdom,0.9031,8
"A stone so powerful brings happiness, but it also often brings misery.",bittersweet,0.9962,Moral Complexity,0.7051,12
I see.,positive,0.9726,Bittersweet Ending,0.902,2
"What's more, your stone is the work of men.",positive,0.8827,Collective Responsibility,0.945,9
How on earth did you...,anxious,0.8924,Bittersweet Ending,0.5205,5
The stone's not dangerous!,positive,0.9936,Moral Ambiguity,0.7923,4
It already saved Sheeta twice!,positive,0.9803,Intergenerational Wisdom,0.8067,5
Amazing!,very positive,0.9906,Magical Transformation,0.7136,1
Laputa really does exist!,positive,0.9701,Animal Symbolism,0.9339,4
It's gone.,negative,0.9813,Acceptance of Death,0.9164,2
Let's go back to the ship.,contemplative,0.7898,Collective Responsibility,0.7657,6
"When it's this quiet, it's best to stay put.",contemplative,0.996,Intergenerational Wisdom,0.9172,9
I'm hungry...,negative,0.1097,Bittersweet Ending,0.5092,2
It's all clear.,positive,0.9874,Clear Antagonist,0.8028,3
Let's go.,positive,0.9699,Collective Responsibility,0.8801,2
"Thank you, Uncle.",positive,0.9835,Intergenerational Wisdom,0.9894,3
Look after yourselves.,contemplative,0.8518,Elderly Guidance,0.9194,3
Look at those clouds!,positive,0.8868,Nature Worship,0.9007,4
Beyond those clouds is an island we've only dreamed of.,contemplative,0.8134,Romantic Resolution,0.5539,10
Here I come!,positive,0.9491,Female Empowerment,0.9506,3
I know I'm going to find Laputa!,positive,0.9654,Animal Symbolism,0.9705,7
Pazu...,contemplative,0.9348,Spiritual Connection,0.8806,1
I haven't told you everything.,contemplative,0.8672,Bittersweet Ending,0.7794,5
"My family had a mysterious, ancient name...",contemplative,0.9285,Bittersweet Ending,0.1177,7
that came with this stone.,contemplative,0.9306,Traditional Values,0.6423,5
"My name is Lucita, Lucita Toelle Ur....",contemplative,0.9017,Female Empowerment,0.9364,7
Laputa.,contemplative,0.9198,Animal Symbolism,0.9703,1
Laputa?,contemplative,0.8888,Animal Symbolism,0.9512,1
So you mean...,contemplative,0.9163,Moral Ambiguity,0.7394,3
It's the army!,positive,0.6478,Collective Responsibility,0.8253,3
Run!,very negative,0.9297,Bittersweet Ending,0.735,1
Underground!,negative,0.9734,Bittersweet Ending,0.8403,1
Don't move!,negative,0.9077,Intergenerational Wisdom,0.923,2
How dare you!,very negative,0.99,Moral Complexity,0.511,3
Pazu!,positive,0.9959,Spiritual Connection,0.9464,1
Let me go!,anxious,0.9895,Female Empowerment,0.9454,3
Pazu!,positive,0.9959,Spiritual Connection,0.9464,1
Pazu!,positive,0.9959,Spiritual Connection,0.9464,1
We've apprehended them.,positive,0.8798,Clear Antagonist,0.7536,3
Good work.,positive,0.9992,Clear Antagonist,0.659,2
"Open up, open up!",positive,0.9934,Female Empowerment,0.8852,4
Sheeta...,negative,0.9903,Bittersweet Ending,0.9942,1
"Company, march!",positive,0.939,Musical Expression,0.9842,2
Use force!,positive,0.1546,Clear Antagonist,0.3322,2
"Squeeze the brat, she'll talk.",negative,0.6984,Female Empowerment,0.742,5
Spoken like a man in uniform.,negative,0.605,Traditional Values,0.4362,6
"In your haste, you risk everything.",anxious,0.9801,Moral Complexity,0.5067,6
"If we'd mobilized sooner, we'd have bagged Dola too.",bittersweet,0.9867,Bittersweet Ending,0.9292,9
She managed to decipher your third-rate code.,very negative,0.9685,Technology Skepticism,0.44,7
What!,negative,0.968,Bittersweet Ending,0.8614,1
My organization will handle this.,positive,0.782,Collective Responsibility,0.7876,5
Concentrate on mobilizing the troops when the time is ripe.,positive,0.6906,Collective Responsibility,0.6476,10
Muska!,positive,0.9809,Animal Symbolism,0.9929,1
"Remember, I command the search for Laputa!",anxious,0.3755,Animal Symbolism,0.9584,7
Of course.,positive,0.9692,Intergenerational Wisdom,0.8235,2
But I have my orders from the government.,bittersweet,0.4852,Bittersweet Ending,0.5757,8
That pencil-pushing upstart!,very negative,0.9737,Technology Skepticism,0.6265,3
Have a nice rest?,contemplative,0.9885,Quiet Contemplation,0.9591,4
Where's Pazu?,anxious,0.9742,Animal Symbolism,0.9532,2
Let me see him!,anxious,0.9836,Collective Responsibility,0.4998,4
No interest in pretty clothes?,negative,0.9799,Bittersweet Ending,0.3326,5
Don't fret about Pazu.,positive,0.8486,Intergenerational Wisdom,0.8658,4
His stubborn head is harder than mine.,bittersweet,0.4283,Moral Complexity,0.5829,7
"Come, I have something to show you.",positive,0.6738,Spiritual Connection,0.5817,7
Enter.,positive,0.8827,Collective Responsibility,0.7746,1
What is it?,contemplative,0.7068,Bittersweet Ending,0.2054,3
A mechanical soldier with vast destructive power.,very negative,0.3145,Clear Antagonist,0.282,7
"Until he fell from the sky, no one believed Laputa was real.",bittersweet,0.5867,Magical Transformation,0.6478,12
He's not of this earth.,very negative,0.9892,Parental Absence,0.7843,5
Our science can't even identify...,negative,0.9577,Bittersweet Ending,0.5585,5
what material he's made of.,contemplative,0.4423,Bittersweet Ending,0.1895,5
Look...,contemplative,0.9387,Bittersweet Ending,0.778,1
Don't be afraid.,positive,0.9905,Intergenerational Wisdom,0.9673,3
He's long dead.,bittersweet,0.9082,Parental Absence,0.935,3
Look at that.,very positive,0.9475,Quiet Contemplation,0.6737,3
