text,sentiment,score
Wait!,neutral,0.6225
"They're catching up, more steam!",positive,0.6217
Can't you go any faster?,neutral,0.4888
She's an old-timer.,neutral,0.5984
Move over!,neutral,0.5414
Whoa!,neutral,0.4812
"Mama, I can't hang on!",negative,0.6501
"More steam, they're gaining on us!",positive,0.7436
Here we go!,positive,0.6007
"Sheeta, over here.",neutral,0.7843
Stoke the fire.,neutral,0.6368
Okay!,positive,0.6122
Don't give up!,positive,0.5281
Push!,positive,0.6018
"Push, I tell you!",neutral,0.5021
Not so fast!,neutral,0.5582
Don't let them escape!,neutral,0.5653
Dump this over the side!,negative,0.5911
That'll teach them!,neutral,0.5234
I'll do it.,positive,0.596
"No, let me.",neutral,0.5926
Up we go!,positive,0.7349
Up we go!,positive,0.7349
Wait!,neutral,0.6225
It's them.,neutral,0.6276
What'll we do?,neutral,0.8509
I refuse to give up.,neutral,0.4856
Move!,neutral,0.5512
This is a surprise.,positive,0.8606
If it isn't the army!,neutral,0.4882
These kids need help!,negative,0.5146
They've got pirates after them.,neutral,0.5197
Sheeta?,neutral,0.6818
Goodbye.,neutral,0.5621
Wait!,neutral,0.6225
Sheeta!,neutral,0.5406
Halt or I'll shoot.,negative,0.5432
An armored train.,neutral,0.7871
Who cares!,negative,0.5586
Ram it!,positive,0.5231
"What is it, Sheeta!",neutral,0.7345
Stay away!,neutral,0.5098
They're gonna fall!,negative,0.5528
Quiet.,neutral,0.656
Watch closely.,neutral,0.8016
We're floating!,positive,0.7243
Look!,positive,0.5707
It's that crystal!,positive,0.5716
It was the stone after all!,neutral,0.7055
Amazing!,positive,0.9069
We'll float all the way down.,neutral,0.6722
Amazing!,positive,0.9069
I want it!,positive,0.9059
Fire!,neutral,0.4833
I have to get that amazing stone!,positive,0.9457
It's fading...,neutral,0.558
"Hey, wait!",neutral,0.6528
It's just like when you landed.,neutral,0.7197
The opening looks so tiny.,negative,0.579
I hope the boss and the engineer aren't in any trouble.,neutral,0.6894
"Aw, don't worry.",neutral,0.6743
Miners aren't exactly wimps.,neutral,0.7292
"Come on, let's find the way out.",neutral,0.706
These mines are ancient.,neutral,0.5366
Tunnels everywhere.,neutral,0.7367
There.,neutral,0.551
I'm so happy.,positive,0.9883
I was starving.,negative,0.683
I've still got an apple and some candy.,positive,0.6276
It's like you have a magical bag that holds everything.,positive,0.7026
Gondoa?,neutral,0.7573
That's so far north.,neutral,0.5881
Yes.,positive,0.461
"Both my parents died, but they left me the house and the fields, so I was getting by on my own.",negative,0.7573
Those guys with dark glasses kidnapped you?,neutral,0.651
Yes.,positive,0.461
That guy was one of them?,neutral,0.7264
"Who can they be, calling in the army?",neutral,0.5866
"Dola and the other guys, they all want the stone.",neutral,0.7858
But I had no idea it had mysterious powers.,neutral,0.6415
It was always in our family.,neutral,0.7241
Mother left it to me when she died.,neutral,0.5251
She warned me never to show it or give it to anyone.,neutral,0.5345
"We're both orphans, aren't we?",negative,0.4984
I'm sorry I dragged you into all of this.,negative,0.8438
When you fell from the sky my heart was racing.,neutral,0.5125
I knew something wonderful had begun.,positive,0.9521
Little demons...,neutral,0.5046
Little demons.,negative,0.6635
Uncle Pom!,neutral,0.677
He's really great.,positive,0.9747
Uncle Pom.,neutral,0.7383
We've lost our way.,negative,0.9057
Now that little demon sure looks like Pazu...,neutral,0.5594
With a little girl demon beside him.,neutral,0.7257
Pirates are after us.,negative,0.4868
And the army.,neutral,0.625
How very extraordinary.,positive,0.9206
Drink up.,neutral,0.6543
Thank you.,positive,0.853
Have you always lived underground?,neutral,0.7966
"Why, no, no.",negative,0.6289
The rocks have been stirring...,neutral,0.7909
That's when I like to be down here.,positive,0.5414
The rocks were stirring?,neutral,0.8397
Rocks speak very softly.,neutral,0.8137
Wonderful...,positive,0.8652
"Pazu, look at that!",neutral,0.534
They were ordinary rocks until...,neutral,0.8191
How pretty...,positive,0.9455
"Here, let me show you.",neutral,0.6501
It's gone.,neutral,0.6048
These rocks contain volucite.,neutral,0.8766
Volucite?,neutral,0.7536
"As soon as it's exposed to the air, it becomes ordinary stone.",neutral,0.7931
It's glowing...,positive,0.8741
"Oh, my gracious!",positive,0.6223
"That's a volucite crystal, my dear.",neutral,0.7033
I've never seen one before.,neutral,0.5918
That's why the rocks were stirring.,neutral,0.7511
This stone has mysterious powers.,neutral,0.8131
I thought only Laputans knew how to make volucite crystals.,neutral,0.6585
Laputans?,neutral,0.7365
They used Volucite to send a magnificent island aloft...,positive,0.6963
"Laputa did exist, Sheeta!",neutral,0.6617
It really did!,positive,0.6796
Does the island still exist?,neutral,0.8271
Uncle Pom?,neutral,0.8225
"Dear, would you mind covering the stone?",neutral,0.8887
Its power overwhelms me.,positive,0.6654
Yes.,positive,0.461
What's wrong?,negative,0.7724
My grandfather told me... the rocks stir when Laputa floats overhead.,neutral,0.884
"If you went up to the sky then, you'd find Laputa!",positive,0.4954
"Sheeta, my father was telling the truth!",neutral,0.7438
Young lady...,neutral,0.7913
You see...,neutral,0.7391
Yes?,neutral,0.7116
Your stone is most powerful...,positive,0.8803
I know that.,neutral,0.5676
I've been speaking to rocks all my life.,neutral,0.7726
"A stone so powerful brings happiness, but it also often brings misery.",neutral,0.4539
I see.,neutral,0.5826
"What's more, your stone is the work of men.",negative,0.4904
How on earth did you...,negative,0.7994
The stone's not dangerous!,neutral,0.574
It already saved Sheeta twice!,positive,0.8382
Amazing!,positive,0.9069
Laputa really does exist!,positive,0.6999
It's gone.,neutral,0.6048
Let's go back to the ship.,neutral,0.7693
"When it's this quiet, it's best to stay put.",neutral,0.7139
I'm hungry...,neutral,0.5394
It's all clear.,neutral,0.5988
Let's go.,positive,0.5876
"Thank you, Uncle.",positive,0.8829
Look after yourselves.,neutral,0.6141
Look at those clouds!,neutral,0.5318
Beyond those clouds is an island we've only dreamed of.,neutral,0.6156
Here I come!,positive,0.6548
I know I'm going to find Laputa!,positive,0.8094
Pazu...,neutral,0.6679
I haven't told you everything.,neutral,0.7175
"My family had a mysterious, ancient name... that came with this stone.",neutral,0.8766
"My name is Lucita, Lucita Toelle Ur....",neutral,0.8836
Laputa.,neutral,0.6016
Laputa?,neutral,0.6903
So you mean...,neutral,0.7313
It's the army!,neutral,0.5039
Run!,neutral,0.5537
Underground!,neutral,0.6971
Don't move!,neutral,0.6098
How dare you!,negative,0.9082
Pazu!,neutral,0.5595
Let me go!,positive,0.6992
Pazu!,neutral,0.5595
Pazu!,neutral,0.5595
We've apprehended them.,neutral,0.6818
Good work.,positive,0.8614
"Open up, open up!",positive,0.6555
Sheeta...,neutral,0.6968
"Company, march!",neutral,0.5047
Use force!,neutral,0.6018
"Squeeze the brat, she'll talk.",neutral,0.6705
Spoken like a man in uniform.,neutral,0.7049
"In your haste, you risk everything.",negative,0.7663
"If we'd mobilized sooner, we'd have bagged Dola too.",neutral,0.7724
She managed to decipher your third-rate code.,neutral,0.728
What!,neutral,0.4804
My organization will handle this.,neutral,0.6361
Concentrate on mobilizing the troops when the time is ripe.,neutral,0.8248
Muska!,neutral,0.5877
"Remember, I command the search for Laputa!",neutral,0.8036
Of course.,neutral,0.5552
But I have my orders from the government.,neutral,0.6073
That pencil-pushing upstart!,neutral,0.6344
Have a nice rest?,positive,0.801
Where's Pazu?,neutral,0.7887
Let me see him!,positive,0.6051
No interest in pretty clothes?,negative,0.5694
Don't fret about Pazu.,neutral,0.7929
His stubborn head is harder than mine.,negative,0.6186
"Come, I have something to show you.",neutral,0.6289
Enter.,neutral,0.6615
What is it?,neutral,0.75
A mechanical soldier with vast destructive power.,negative,0.73
"Until he fell from the sky, no one believed Laputa was real.",neutral,0.548
He's not of this earth.,negative,0.9032
Our science can't even identify... what material he's made of.,negative,0.774
Look...,neutral,0.7272
Don't be afraid.,neutral,0.7112
He's long dead.,negative,0.6966
Look at that.,neutral,0.6637
This insignia was carved on your fireplace.,neutral,0.8466
"It's on this stone, too.",neutral,0.8395
The stone works only in your hands.,neutral,0.8194
It protects its owner and will guide her back to Laputa.,neutral,0.6642
I know nothing of this!,negative,0.5945
Take it if you like.,neutral,0.6651
Just leave us alone...,negative,0.4886
Perhaps you imagine that Laputa is some kind of treasure island.,neutral,0.8556
Fearsome scientific power thrust Laputa into orbit.,neutral,0.8068
Their dreaded empire once ruled the earth!,negative,0.6805
"Even you can appreciate that when such an entity roams the skies, it threatens peace.",negative,0.6387
I need your cooperation.,neutral,0.7596
You must know how to make the stone guide us to Laputa.,neutral,0.9044
I really don't know!,negative,0.5308
Please let me see Pazu!,positive,0.683
"I intend no harm, but his fate rests with you.",neutral,0.7316
What?,neutral,0.5653
"The boy goes free if you assist us, Lucita...",positive,0.6185
Toelle Ur Laputa.,neutral,0.746
But how...,neutral,0.7153
Ur means ruler.,neutral,0.7516
Toelle means True.,neutral,0.6588
"You are Princess Lucita, rightful heir to the Laputan throne.",neutral,0.6306
Out!,neutral,0.505
Sheeta!,neutral,0.5406
"Pazu, are you hurt?",neutral,0.5419
I'm fine.,positive,0.8
You?,neutral,0.6413
Did they do anything horrible?,negative,0.8686
"My dear Pazu, we misjudged you.",negative,0.801
Accept our apologies.,neutral,0.7124
We didn't know how gallantly... you protected her from the pirates.,neutral,0.6136
"Sheeta, what did you...",neutral,0.8155
"Pazu, I beg you, forget about Laputa.",neutral,0.5121
What!,neutral,0.4804
Sheeta will aid us in our search for Laputa.,neutral,0.672
"I understand how you feel, but forget about her.",neutral,0.5504
"Is this true, Sheeta?",neutral,0.8686
But we...,neutral,0.7726
Thank you for everything.,positive,0.9703
"I'll never forget you, Pazu.",positive,0.6786
I don't believe it...,negative,0.7703
"Sheeta, we promised!",neutral,0.5107
Farewell!,positive,0.742
Sheeta!,neutral,0.5406
"Wait, Sheeta!",neutral,0.7395
Be reasonable.,neutral,0.6526
Act like a man.,neutral,0.7279
Sheeta!,neutral,0.5406
Here's a token of our gratitude.,positive,0.8187
It's yours.,neutral,0.6371
Only you can recall the words that will waken this stone.,neutral,0.8557
"If you keep your promise, you too shall be free.",positive,0.6362
Pazu...,neutral,0.6679
"Mama, it's Pazu!",neutral,0.731
He's back!,positive,0.8942
Pazu.,neutral,0.6045
We were so worried.,negative,0.6225
You just disappeared.,negative,0.6997
And the girl?,neutral,0.8042
Forget it.,negative,0.5068
Pazu!,neutral,0.5595
Let me go!,positive,0.6992
What are you doing?,neutral,0.8242
Put a lid on it!,neutral,0.601
"Nice place you got, kid.",positive,0.8635
Get out!,neutral,0.5983
This is my house!,positive,0.5677
"Oh, come off it.",neutral,0.584
Can't even protect a little girl...,negative,0.8161
What do you say?,neutral,0.7648
He's got gold!,positive,0.8441
"Sold her for money, huh?",negative,0.5136
No!,neutral,0.4416
I wouldn't do that!,negative,0.6578
You let them pay you off?,neutral,0.7329
Sheeta told me to do it.,neutral,0.8047
So...,neutral,0.7269
So you gave in and crawled home.,neutral,0.7427
You call yourself a man?,neutral,0.5893
"You talk big, but you're after Sheeta too.",neutral,0.738
"But of course, we're pirates.",neutral,0.5098
Pirates hunt for treasure.,neutral,0.7505
Those guys are strange ones.,negative,0.6956
What's the girl to them?,neutral,0.8368
You think she'll get out alive?,neutral,0.8482
"So, Sheeta told you to leave?",neutral,0.6966
"They threatened her, so she tried to save you.",negative,0.6064
"How do you know, Mama?",neutral,0.7859
I've been a woman for 50 years.,neutral,0.7977
She steels her heart to save her man.,neutral,0.7581
How touching.,positive,0.4511
Reminds me of my youth.,neutral,0.5778
"If you boys want to get married, look for one like her.",neutral,0.8523
So that girl will grow up...,neutral,0.7582
To be like Mama?,neutral,0.8531
What a waste.,negative,0.9211
I've got all your codes.,neutral,0.719
Calling the battle cruiser?,neutral,0.852
They'll pack her up and take off?,neutral,0.7631
We better hurry!,neutral,0.5513
Dinner's over.,neutral,0.6224
Move out.,neutral,0.5726
"Yes, Mama.",neutral,0.6022
Going after Sheeta?,neutral,0.9012
"We want the crystal, not the girl.",neutral,0.742
The stone's no good without her.,negative,0.6317
Can't I go with you?,neutral,0.5722
I have to help Sheeta!,positive,0.5457
"Do it on your own, like a man.",neutral,0.7684
"You're right, if I was clever and strong, I could've defended her.",neutral,0.5785
"Please, I don't care about treasure.",negative,0.8547
Listen to him...,neutral,0.8447
Shut up!,negative,0.787
Yes!,positive,0.8097
He could probably help us with her...,neutral,0.6023
You'll be an outcast forever.,negative,0.8826
I know.,neutral,0.5132
You sure?,neutral,0.8183
Yup!,positive,0.5159
Be ready in 40 seconds.,neutral,0.7542
"Take care, you guys.",positive,0.5363
Tie this to your belt.,neutral,0.7394
You boys wait on the ship.,neutral,0.7307
A magnificent vessel.,positive,0.8957
Has the girl talked?,neutral,0.8315
I need a little more time.,neutral,0.6873
Forget it!,negative,0.4277
We'll squeeze it out of her up there.,neutral,0.8024
"We depart at dawn, with the girl.",neutral,0.8728
"Step on it, it's almost dawn!",positive,0.6807
Sheeta!,neutral,0.5406
Whatever shall we do?,neutral,0.8823
"Sheeta, listen, I'm going to teach you... a magic spell for trouble.",neutral,0.7522
A magic spell?,neutral,0.882
Yes.,positive,0.461
"These are old, old, old secret words.",negative,0.5312
"They mean ""help me rekindle the light."" Perfect.",positive,0.8501
Just as the ancient books described.,neutral,0.8003
This is the sacred light.,positive,0.702
Sacred light?,neutral,0.8703
What are the magic words?,neutral,0.8853
Tell me.,neutral,0.7081
Let's go.,positive,0.5876
Yeah.,neutral,0.5491
It's moving!,positive,0.5711
"The robot, it's alive!",positive,0.6781
Hello!,positive,0.5738
Help!,neutral,0.6156
It's alive!,positive,0.802
It's the robot!,neutral,0.5757
The robot?,neutral,0.7542
It's coming this way.,neutral,0.8121
Run!,neutral,0.5537
Retreat!,neutral,0.7262
Retreat!,neutral,0.7262
Incredible!,positive,0.8879
I see!,positive,0.4877
It's the light!,positive,0.7055
The sacred light broke his seal!,neutral,0.6013
The way to Laputa is open!,positive,0.5339
Come!,positive,0.5515
No!,neutral,0.4416
It can fly!,positive,0.7071
It's pointing to the sky...,neutral,0.7917
It's showing the way to Laputa.,neutral,0.8425
Hurry!,neutral,0.5702
Explosives?,neutral,0.7315
Idiot!,negative,0.9241
You'll blow up the fortress!,neutral,0.4027
"Hello, hello!",positive,0.8091
What is this!,neutral,0.4584
Good.,positive,0.7732
We're connected.,positive,0.6382
This is Colonel Muska.,neutral,0.8432
The robot cut communication with the ship.,neutral,0.5684
I've assumed emergency command.,neutral,0.8043
It's after the girl on the tower.,neutral,0.8731
Take it down on sight.,neutral,0.793
Prepare to fire.,neutral,0.6385
Hurry!,neutral,0.5702
Hurry up!,positive,0.5325
Fire!,neutral,0.4833
Hurry!,neutral,0.5702
We did it.,positive,0.7634
Amazing!,positive,0.9069
Get the girl.,neutral,0.583
Is she dead?,neutral,0.6124
Get up!,positive,0.6083
She just fainted.,negative,0.6725
Stand!,neutral,0.5255
It moved...,neutral,0.7943
What's that?,neutral,0.7331
Looks like a war.,negative,0.7013
"Let's go, Dola!",positive,0.8073
"That's Captain, to you!",neutral,0.5317
"Lower, Charles.",neutral,0.7576
Stop!,negative,0.5341
Stop it!,negative,0.5914
Please!,neutral,0.5394
"Mama, Goliath's pushing off!",neutral,0.7244
We're going directly into the crossfire.,negative,0.6663
Regroup!,neutral,0.6188
"Look, there's Sheeta!",positive,0.6695
Where?,neutral,0.7096
Where?,neutral,0.7096
Straight ahead.,neutral,0.5281
She's on top of that tower!,positive,0.6687
This is a job for a woman!,neutral,0.5934
Cover me.,neutral,0.7284
Sheeta!,neutral,0.5406
"I'm coming, Sheeta!",positive,0.5138
Pazu!,neutral,0.5595
Fly closer!,positive,0.6175
Pazu!,neutral,0.5595
Let me go!,positive,0.6992
Sheeta!,neutral,0.5406
Dola!,neutral,0.5051
Pazu!,neutral,0.5595
Pazu!,neutral,0.5595
Pull up!,neutral,0.616
Last chance!,neutral,0.5082
Grab her on the fly!,neutral,0.6872
Pazu!,neutral,0.5595
Here goes!,positive,0.5047
All right!,positive,0.7464
Move aside!,neutral,0.6212
Damn!,negative,0.6868
Sheeta!,neutral,0.5406
What's Goliath doing?,neutral,0.8564
A smoke screen?,neutral,0.7937
Where's the robot?,neutral,0.7294
Destroyed.,negative,0.6806
The girl went that way.,neutral,0.8029
What!,neutral,0.4804
Put out the fire!,neutral,0.5353
Organize a search party!,neutral,0.7551
We haven't lost the sacred stone.,neutral,0.7394
Its light points to Laputa...,neutral,0.9078
"Inform the general, we'll depart for Laputa as planned.",neutral,0.9357
Lucky guy...,positive,0.7285
I can't believe she'll grow up to be just like Mama...,neutral,0.4231
There's your valley...,neutral,0.775
Right back where we started.,neutral,0.7429
"Dola, please take us aboard.",neutral,0.6882
Call me Captain!,neutral,0.6131
What use are you without the crystal?,neutral,0.8445
We'll work.,neutral,0.5483
I want to see Laputa for myself.,positive,0.7648
Don't want any treasure?,negative,0.5292
You just want to see Laputa?,neutral,0.7636
Suspect motives for boarding a pirate ship.,neutral,0.5931
"Are they coming with us, Mama?",neutral,0.9208
One false move and you're shark bait!,negative,0.7902
Excellent!,positive,0.8538
No more laundry or cleaning duty!,neutral,0.4817
Or dish washing!,neutral,0.7287
Or potato peeling!,neutral,0.7358
Can you make pudding?,neutral,0.8819
Yes...,neutral,0.5735
I like mincemeat pie.,positive,0.936
"I eat, uhm... anything!",neutral,0.6956
Enough out of you!,negative,0.7637
When will those boys ever grow up?,negative,0.9252
Get off!,negative,0.5135
Canvas.,neutral,0.6613
It's made of cloth.,neutral,0.711
And don't tear it.,neutral,0.6614
"Hurry up, it's crowded in here!",neutral,0.4829
"Hurry, this way!",neutral,0.5339
I hate dawdlers.,negative,0.9686
You're with me!,positive,0.6845
Pazu!,neutral,0.5595
I don't bite.,neutral,0.7126
Come.,neutral,0.5622
You're not here for fun.,negative,0.5976
What an engine.,positive,0.4356
Now where'd he go?,neutral,0.7048
Pops!,positive,0.6086
Pops!,positive,0.6086
"Look, we got you an assistant.",neutral,0.7229
Don't holler.,neutral,0.6355
I hear you.,neutral,0.6757
He's tougher than Mama.,neutral,0.6537
Be careful.,neutral,0.7332
My hand doesn't fit.,negative,0.8277
This gasket?,neutral,0.6899
Name?,neutral,0.7102
Pazu.,neutral,0.6045
The crystal pointed nearly due east...,neutral,0.8999
You sure about that?,neutral,0.8232
I could see the sunrise from the tower.,positive,0.5802
It's the harvest season now... so the sun rises just south of due east.,neutral,0.6616
The light pointed to the left of where the sun rose.,neutral,0.8018
Good answer.,positive,0.5905
Any luck?,neutral,0.7826
Not a peep.,negative,0.5933
"They're maintaining radio silence, aren't they?",neutral,0.6263
"Mama, Goliath's faster.",neutral,0.7579
What do we do?,neutral,0.7883
We're upwind of them.,neutral,0.783
If we get a lift on the trade winds...,neutral,0.7112
My abacus from the Far East.,neutral,0.8727
Windspeed is 10... and...,neutral,0.8547
I think we can catch up.,positive,0.6383
"Okay, listen up!",neutral,0.6288
Goliath's on its way to Laputa.,neutral,0.8758
We're on their tail.,neutral,0.69
"With these winds, I expect contact tomorrow.",neutral,0.7536
Ten gold pieces to whoever spots her first!,neutral,0.7394
Ten!,positive,0.4773
"Whatever we find, I'm sure Laputa has riches enough for any pirate gang!",neutral,0.6398
"Earn your keep, boys!",positive,0.7616
Now!,neutral,0.512
"Course 98, speed 40.",neutral,0.8278
That getup of yours won't work.,negative,0.8438
Wear these.,neutral,0.7839
Your station.,neutral,0.6358
Beautiful...,positive,0.892
You serve five meals a day.,neutral,0.8526
Go easy on the water.,neutral,0.7204
"Get to work, you idiots!",negative,0.9056
Yes?,neutral,0.7116
"I'm sorry, dinner isn't ready yet.",negative,0.7927
I've never cooked on an airship...,negative,0.5744
Do you need something?,neutral,0.8117
Beautiful...,positive,0.892
What?,neutral,0.5653
I thought I'd give you a hand in my spare time.,neutral,0.5532
Why thank you.,positive,0.7191
Can you put those dishes away?,neutral,0.5683
Happy to obli...,positive,0.8563
You said your stomach hurt...,negative,0.6497
I've got some free time.,positive,0.5409
Can I...,neutral,0.8114
You're in the way.,neutral,0.5307
"Some stomachache, jerk!",negative,0.9165
"Hey, can I help...",neutral,0.7175
"You've changed, chasing the likes of Goliath...",neutral,0.6094
But it's pointless.,negative,0.7542
It's Laputan treasure I'm after.,neutral,0.7552
They're certainly nice kids...,positive,0.9463
"Get to the point, you old goat.",negative,0.694
They're too upright and honest to ever respect you.,negative,0.5359
What's that!,neutral,0.6874
"No, I mean...",neutral,0.687
Check...,neutral,0.7117
Excellent... delicious...,positive,0.928
Seconds anyone?,neutral,0.7838
Okay.,neutral,0.5844
More!,positive,0.687
More!,positive,0.687
More!,positive,0.687
"Hey, shake a leg.",neutral,0.7638
It's your watch.,neutral,0.7457
"Take it, it's cold.",neutral,0.6643
Watch?,neutral,0.7743
Yeah.,neutral,0.5491
Darn cold!,negative,0.8259
Go on up.,neutral,0.4851
My turn.,neutral,0.6692
Great.,positive,0.7671
Sheeta!,neutral,0.5406
That was scary!,negative,0.7892
The sky is beautiful.,positive,0.979
Sheeta.,neutral,0.6014
Get in.,neutral,0.6416
Can't you sleep?,negative,0.5774
Nice and warm...,positive,0.8868
Look aft.,neutral,0.7714
Pazu?,neutral,0.6946
What?,neutral,0.5653
I'm really scared.,negative,0.8505
I really don't want to go to Laputa.,negative,0.9466
"I hope we never find Goliath. - You mean-- - No, the light pointed the right way.",neutral,0.5133
But...,neutral,0.7123
You mean the robot?,neutral,0.673
Poor thing.,negative,0.8812
