text,sentiment,sentiment_score,theme,theme_score,length
We thought that there were too many characters with her along for the ride.,negative,0.5591,Family,0.3821,14
"So we gave some of Breaker's personality, which was a very energetic, gung-ho type, we moved that into Ariel, and that actually made her a more lively sort of character, to give her some of the dolphin's personality.",positive,0.5711,Personal Growth,0.2146,38
"If they would have given us more money, some of these scenes where Scuttle was walking on this rock, would've had more contact shadows, where you'd see his shadow cast on the rock, but that was a concession to the budget and the time restraints that we were under, that we didn't put those things in the film.",uncertain,0.3371,Trauma,0.3333,58
I miss them.,very negative,0.4718,Family,0.9747,3
Buddy Hackett.,uncertain,0.3352,Friendship,0.764,2
Buddy Hackett.,uncertain,0.3352,Friendship,0.764,2
"There was a different voice for Scuttle, originally.",neutral,0.4653,Personal Growth,0.1439,8
"Our boss, Jeffrey Katzenberg, didn't like the other voice we had.",negative,0.5407,Resilience,0.3972,11
"He's like, ""Guys, guys, get a comedian.",uncertain,0.3153,Family,0.1349,7
"That's what we did on Oliver."" ""Richard Mulligan, we got him and the character came alive."" ""Find a comedian."" We went through a list of comedians...",uncertain,0.3762,Resilience,0.1864,26
"Buddy improvised some here, which we encouraged, I think that was fun.",positive,0.5041,Personal Growth,0.5994,12
"He also, when we first recorded Buddy, he had written a song for Scuttle.",uncertain,0.4088,Friendship,0.1394,14
Have you heard the song that he wrote?,neutral,0.5365,Family,0.444,8
"No, but he actually sang it on The Tonight Show.",uncertain,0.325,Family,0.7478,10
"Yeah, he did sing it on The Tonight Show.",positive,0.5074,Family,0.7647,9
"You'll never know what lonely is till you live by yourself on a rock Once we cast Buddy, we wrote it to sound like Buddy, and Buddy was saying, ""Don't write for me, write for the part."" His very first takes, he was playing Scuttle with an artificial seagull voice that we kind of thought, ""This is not the way to go."" We wanted him to just be himself and be natural, which he did, and he was great, but there was a little bit of tension just at the very beginning of his first session.",neutral,0.4657,Personal Growth,0.7937,96
"Jason Marin, who did the voice for Flounder, his voice changed by the end of the movie, and we were trying to get Little Jason.",uncertain,0.354,Personal Growth,0.2671,25
"He came in, ""Yes, I'm here to do the finishing lines on Flounder."" We're like, ""Jason, can you just..."" He had to cheat it up a little bit.",uncertain,0.4144,Empathy,0.0013,28
"We like to give characters entrances, and so to give Ursula theatrics, we really wanted her to come out of shadow, even the sort of descent into the camera is all just meant to give her theatrics.",uncertain,0.4095,Trauma,0.3258,37
She's a very theatrical character.,positive,0.468,Family,0.5386,5
"The first time we screened this with an audience, and we see that she's an octopus for the first time, there was an audible reaction from the audience, just a little shudder.",neutral,0.4653,Trauma,0.6822,32
"And that made it feel like, ""Yeah, that's working for her intro."" Seriously, 'cause originally, the witch wasn't conceived to be an octopus, she was a different fish, but not octopi, but it really went with the musical approach, in terms of the silky, tentacly, trying to wrap Ariel in and reel her in snakily.",uncertain,0.4086,Empathy,0.3595,55
"The snake charmer thing in here, I think, worked well with Alan's music.",positive,0.5207,Family,0.1555,13
"On the witch, we actually took some live-action footage from a documentary, Disney Mysteries of the Deep, and Roy Disney was very versed and familiar with that, and worked on that and brought that to our attention.",positive,0.4617,Trauma,0.0086,37
"Rob Minkoff, the initial animator of Ursula, did a walk cycle literally on top of that.",very positive,0.6054,Personal Growth,0.4943,16
So her lower half was this octopus.,uncertain,0.3214,Resilience,0.4252,7
"We really were able to get real-life observed behavior, combined with the character of this big, overweight, but exaggeratedly graceful vamp, villainess.",uncertain,0.3401,Resilience,0.1678,22
And that really became the basis for all her movements later.,uncertain,0.4152,Resilience,0.8069,11
"Well, it was ruined!",uncertain,0.3772,Grief,0.8401,4
That's all!,uncertain,0.3888,Family,0.788,2
Completely destroyed!,very negative,0.7875,Family,0.9457,2
This concert was to be the pinnacle...,uncertain,0.3356,Personal Growth,0.0229,7
"Ed Gombert was one of the great storyboard artists that worked on the film, and he really came up with the recounting of the tale that Flounder does and the way it was played, and that's really pure Ed Gombert in there.",positive,0.4901,Family,0.2255,42
"Probably, you can see it, if you look at a still frame, Flounder actually transforms into Scuttle for a couple of frames there as he's talking about Scuttle, he physically transforms to Scuttle.",very positive,0.4989,Resilience,0.2566,33
"But then this seagull came, and it was, ""This is this, and that is that..."" Most of these bubbles are hand-inked, which is a throwback to the old-school, most of this movie is done with the Xerox process, which is something that was done from 101 Dalmatians forward.",neutral,0.5225,Personal Growth,0.053,48
Little Mermaid was actually the last film to use cels and Xerox.,very positive,0.5382,Resilience,0.0079,12
"Right, the older films, Snow White and Pinocchio, were hand-inked.",uncertain,0.4416,Resilience,0.0038,10
There was actually a person who traced the hand drawings of the animation onto cels.,uncertain,0.2312,Family,0.4546,15
The Xerox process actually photographed them onto cels.,uncertain,0.4343,Family,0.6143,8
"However, to get the look of those older movies, we really wanted the bubbles to be inked, so, in fact, they were, but as a way of trying to do it on budget, those were actually inked in China.",uncertain,0.346,Family,0.5096,39
"So, the problem for us was, when the Tiananmen Square incident was happening in China in 1989, it looked like there could be a civil war in China, and we weren't sure we were gonna get our cels back with the bubbles on them.",uncertain,0.4493,Trauma,0.8535,44
Our bubbles were trapped in China.,very negative,0.4801,Trauma,0.1812,6
The bubbles were trapped in China.,very negative,0.4948,Resilience,0.2983,6
"Tim Engel, who was really overseeing all that, said, ""There's a possibility that we may not be seeing any more bubbles."" And the movie was under the wire.",uncertain,0.4096,Family,0.3658,28
We were praying for democracy in China.,uncertain,0.3408,Resilience,0.0543,7
But also praying we got our bubbles back.,uncertain,0.4071,Family,0.8135,8
That was very funny.,uncertain,0.2815,Family,0.6262,4
"Once again, we got our bubbles.",uncertain,0.3327,Family,0.5721,6
They came.,uncertain,0.2989,Family,0.9499,2
"I don't know about democracy in China, but...",neutral,0.4899,Resilience,0.0439,8
The crab was animated by Duncan Marjoribanks.,uncertain,0.3645,Resilience,0.5311,7
"I'm always amused whenever I see it, ""'cause I think of 6'5"" Duncan Marjoribanks animating this teeny little thing.",uncertain,0.2376,Family,0.5244,19
"It's one of the great things about animation, that the animators don't have to look like the characters they portray.",uncertain,0.4089,Family,0.4289,20
"Also, Andreas Deja animated Triton, who, I think, he's always said he based on his father somewhat.",positive,0.4708,Family,0.736,17
"Without the fins, yeah.",uncertain,0.4318,Resilience,0.6141,4
"A lot of these underwater scenes involve those little patterns of tight there, those are live-action patterns, the way you see light playing under a swimming pool almost, and those were double exposed over the painted backgrounds we drew to give a watery effect.",neutral,0.4896,Resilience,0.1338,44
"That's a technique we generally used, as well as filters over the film, to make this all seem like it was happening underwater.",uncertain,0.3807,Family,0.3015,23
"Mark Dindal, the head of effects, who later became the director of The Emperor's New Groove and Chicken Little, he came up with this effect.",positive,0.5475,Resilience,0.2105,25
"It's actually fairly simple and not that expensive to do, but it added a lot to the underwater scenes.",uncertain,0.3894,Family,0.4355,19
"Particularly, in the song, Part of Your World, it gives an extra magic to that, and was used more extensively there.",positive,0.5736,Romantic Love,0.0088,21
"As you can see, all the refractions of light where the light is hitting the underwater sections.",uncertain,0.4053,Resilience,0.6343,17
"This pan of the grotto, I think we made this too short.",very negative,0.6938,Resilience,0.2549,12
"It moves too fast, I think.",negative,0.458,Family,0.649,6
"If we had to do this all over again, it would've let you see things just a little bit more.",negative,0.4552,Family,0.7635,20
But it's a nice shot.,positive,0.4979,Resilience,0.5867,5
If only I could make him understand.,uncertain,0.3834,Family,0.7695,7
I just don't see things the way he does.,uncertain,0.4116,Resilience,0.6823,9
"We should mention, in terms of this song, that one of the very early screenings we had for an audience, we brought in a class of school kids into the studio, this sequence was pretty much all black-and-white, it didn't have the effects and everything there, and in the very first screening, the kids squirmed a lot.",uncertain,0.3806,Family,0.4857,57
"That brought up the very controversial thing that there was some talk of either cutting this song or cutting it down, which, pretty much, Howard was horrified at the idea, we were horrified, Alan was horrified, Glen Keane, who was the lead animator on all this and responsible for a lot of it, was horrified.",very negative,0.4693,Family,0.6936,55
"And even though there was a lot of discussion, it finally came to a point where we could leave it in the way it was for an additional screening now.",uncertain,0.4416,Family,0.787,30
"And in this second screening, there was more color.",negative,0.4587,Family,0.8057,9
"For whatever reason, however, it worked out, they didn't squirm.",uncertain,0.3862,Family,0.9199,10
They were quiet through the whole number.,uncertain,0.411,Family,0.8858,7
Thank God.,very positive,0.4767,Family,0.8296,2
You know they almost cut Over the Rainbow from The Wizard of Oz.,very positive,0.4574,Trauma,0.0158,13
And that was one of our arguments with this song.,uncertain,0.3612,Family,0.617,10
"Howard's contention was every musical needs a point at which its central character, the protagonist, sits down on a garbage pail, on a rock in the sea, and says, ""This is what I dream of."" And, of course, the rest of the story is all based on creating obstacles that this character has to overcome to achieve their dream.",uncertain,0.3616,Resilience,0.1908,59
"It sets Ariel's character, it sets her up, what she wants, what she needs, and so much of the rooting interest of the mermaid comes out of this song.",uncertain,0.4163,Personal Growth,0.9211,29
"And certainly, I think, we're all very glad this wasn't tampered with, 'cause it's such a signature of the movie.",very positive,0.4755,Family,0.6732,20
"Also, the earlier lyrics to this song, I might mention, Howard generally resisted changes that we would suggest, and rightfully so, 'cause many of my own personal ideas were stupid, but one that he did actually slightly agree on, his earlier lyrics of this song, he talked about leather in China and things like that.",uncertain,0.3678,Family,0.8184,55
"And we said to Howard, ""Well, her information is from this guy"" ""who doesn't have his story straight, the seagull."" So Howard went back and readjusted the lyrics, so he put in the thingamabobs and the whatchamacallits.",uncertain,0.3025,Personal Growth,0.1945,37
Those weren't in the first version of the song.,negative,0.478,Family,0.6702,9
"'Cause he agreed that, yeah, that actually was in character for her, to have these offbeat terms for things.",uncertain,0.3696,Resilience,0.5193,19
"That painting right there, Glen Keane picked out that painting 'cause he wanted a picture, an image of a fire underwater to go with the lyric.",uncertain,0.2362,Family,0.3339,26
This shot where Ariel reaches out was the last shot done in the movie.,uncertain,0.3076,Empathy,0.5115,14
"We wanted to do that on the multi-plane camera, and there were just too many problems and we ended up doing it optically.",negative,0.4857,Family,0.5799,23
"At the time, it was technically very difficult, and I think it was shot four or five times and didn't turn out right.",very negative,0.4823,Family,0.527,23
"The opticals didn't match right, it had seams...",uncertain,0.4142,Trauma,0.3975,8
Her arm would not go outside the hole properly.,negative,0.5175,Trauma,0.8983,9
"And it got to a point that we were running out of time, literally, and we were on a budget and other restrictions, we had one last chance to get that shot to work or we had to use a compromise shot that was a shot that we developed as a last-minute resort, where she didn't reach out beyond the thing.",uncertain,0.2707,Family,0.5579,61
"And the very last time, it worked.",uncertain,0.4235,Family,0.7961,7
Sebastian's presence as the witness of the song is partly there to mitigate the squirm factor.,uncertain,0.424,Family,0.5673,16
"He's judgmental about it, and you have that extra dramatic tension.",positive,0.451,Family,0.7594,11
"If it's just being done as a solo in one moment, it becomes a little eggy for an audience, a little bit cloying.",negative,0.5029,Resilience,0.3182,23
"Now, for the students of film, they can see some mistakes here.",neutral,0.5231,Family,0.2804,12
"Watch this thimble on his foot, sometimes he's got it...",neutral,0.5109,Personal Growth,0.772,10
"Now, no thimble, it's gone magically.",very positive,0.6134,Trauma,0.1173,6
But now it's back.,neutral,0.4581,Resilience,0.8574,4
Who let that mistake through?,uncertain,0.3543,Trauma,0.478,5
This is your sequence.,neutral,0.6523,Family,0.2337,4
"It's my sequence, yes.",neutral,0.6429,Resilience,0.2315,4
Ron directed some sequences and I directed some sequences.,positive,0.5058,Family,0.5874,9
And this was Ron's sequence.,uncertain,0.3155,Personal Growth,0.2352,5
It's a nice sequence.,positive,0.5496,Family,0.6855,4
"It's a beautiful sequence, I wish I had done it.",uncertain,0.3831,Family,0.6897,10
We didn't have time to redo everything on this.,uncertain,0.2859,Family,0.8624,9
We were aware of a lot of the mistakes.,uncertain,0.4329,Family,0.7934,9
"But there were severe budget and time restrictions, in terms of making this film, so we had to pick our spots carefully, in terms of what we could fix and what we had to leave.",uncertain,0.3886,Family,0.5408,35
"Dorse Lanpher, great effects animator, did the fireworks in that shot.",uncertain,0.4311,Family,0.5403,11
It really helped.,positive,0.4626,Family,0.8273,3
Thom Enriquez was the storyboard artist that story-boarded this sequence.,very positive,0.4536,Family,0.6954,10
Beautiful draftsmanship.,very positive,0.5434,Family,0.5665,2
"Our story team on the film overall was really an amazing story team, many of which have gone on to be directors, art directors, production designers...",uncertain,0.3655,Family,0.5537,26
"In this scene, we see several of the staff, including the guy dancing, Rasoul Azadani, who was a layout artist on that, and who we've worked with pretty much in all the movies that we've done.",positive,0.4781,Family,0.4926,36
"This dog, Max, we added, didn't really exist in the fairytale, but we wanted to give the Prince a companion to bounce off of.",negative,0.5564,Resilience,0.1834,24
"He was colored gray, he was a big Sheepdog.",uncertain,0.2777,Resilience,0.7608,9
"We did have a nightmare with the paint of this character, because a lot of times, that gray would just crawl on film.",uncertain,0.4271,Family,0.3479,23
"You can still see it, here and there, it's a tough color to make work.",uncertain,0.4347,Family,0.4099,15
"Mark Henn animated these scenes of Ariel as she came up over the side, and I think he really did a great job of capturing her innocence and just her wide-eyedness at this whole new world that she's looking at, the Prince in particular.",uncertain,0.4498,Empathy,0.39,44
"This is really the heart of the story here, obviously, her falling in love with the Prince.",very positive,0.5389,Romantic Love,0.9523,17
This is one of the pieces of music that I wrote first as a source piece for you to animate to.,uncertain,0.3871,Family,0.6389,21
Right.,uncertain,0.4358,Family,0.8802,1
I know you talked about Grieg.,neutral,0.6665,Grief,0.0214,6
"Although, I don't really know Grieg.",uncertain,0.3737,Personal Growth,0.2914,6
"Yeah, it's sort of a little bit of Hall of the Mountain King.",uncertain,0.393,Personal Growth,0.0013,13
"And Grieg was Danish, so it all made sense somehow.",very positive,0.4648,Family,0.7394,10
"One of the more difficult characters in this film was Prince Eric, and there's a tradition of Disney princes, that they hadn't worked very well.",negative,0.5918,Resilience,0.1285,25
"In Cinderella, I talked to Eric Larson, who animated on it, he said, ""Yeah, he was stiff, I didn't really get it right."" Animating the prince has been called the most thankless job in animation, because it's probably harder to do than any other character...",uncertain,0.4165,Personal Growth,0.0643,45
"Even in the Andersen fairytale, you don't get much of a sense of the Prince, as much as you do of the Little Mermaid, and that's a challenge.",uncertain,0.3886,Empathy,0.0713,28
"The more realistic human characters are always the most difficult, but, still, a character like Ariel is still more fun.",uncertain,0.3379,Personal Growth,0.4643,20
"Particularly, Ariel was a great heroine.",uncertain,0.4429,Resilience,0.3099,6
"She at least had the extra aspect that she was part fish, and she could swim underwater and she can move in ways that humans couldn't possibly move, and that's why his screen time tends to be more limited too, because it's just difficult.",uncertain,0.3149,Resilience,0.3542,44
"We had Matt O'Callaghan who animated the Prince, Mike Cedeno.",uncertain,0.3957,Romantic Love,0.2919,10
"Christopher Barnes did the voice on the Prince, and I think he did a really nice job of trying to get an engaging, likeable guy.",positive,0.6041,Personal Growth,0.1724,25
"The storm sequence coming up was actually one of the first sequences done on the movie, along with the Under the Sea sequence and the Louis sequence, those were actually the first things that we actually started animation on.",positive,0.4661,Trauma,0.0033,39
"Because it was almost like a musical sequence, in that it was so rich in production value, if we didn't do it early, we knew that we might not get it done, 'cause it would take longer and there'd be impulses to simplify it and cut it, and we'd be under the gun, so we knew it would be difficult, so the sooner we could get to it, the better.",very positive,0.5387,Family,0.5082,70
"We called them ""money shots."" Which, I guess, means that we're gonna spend extra money on them.",uncertain,0.3231,Family,0.3526,17
"It was also because it was an action sequence, there were just so many aspects of it that could be done earlier on, whereas sequences that were primarily character-driven, we almost wanted to save until the animators had a little more time with the characters.",uncertain,0.4008,Family,0.2554,45
"This sequence certainly is a tour de force of effects animation, the fact that it was done first really gave us a chance to go all out.",uncertain,0.4264,Family,0.4704,27
"And Mark Dindal, who was the head of effects on the movie, did a great job on this sequence.",positive,0.5481,Family,0.6015,19
The gray-green cast of the skies in all this was inspired by an N.C.,uncertain,0.3864,Resilience,0.2349,14
"Wyeth painting he had done, I think it's from Kidnapped, or one of these, where there's a shipwrecked figure in the foreground and a ship in the background.",very negative,0.4803,Family,0.0002,28
And that was the inspiration for the visual look of this sequence.,uncertain,0.388,Family,0.5636,12
"I never had a successful solution for this scene, I directed this sequence, and I wanted to be able to see the statue before it sank, so we cheated, so the statue was floating for a minute.",very negative,0.4676,Trauma,0.5126,37
"It's a marble statue, it made no sense whatsoever, but I couldn't figure it out.",uncertain,0.3585,Trauma,0.1463,15
"""How do we show that before it goes away?"" So, it was bizarre, but there it is.",neutral,0.5697,Family,0.6476,17
The water animation is beautifully done.,uncertain,0.3955,Family,0.3488,6
"And water is very difficult to animate convincingly, and Ted Kierscey did a lot of it, and a lot of the animators.",uncertain,0.3963,Family,0.2677,22
"It's funny, when you score a sequence like this, every hit becomes a source of stress for you.",uncertain,0.438,Family,0.5006,18
"Leading up to the session, you want to make sure each hit is gonna work, so they're all imprinted indelibly on my brain.",uncertain,0.3792,Resilience,0.641,23
I like that jazzy horn figure for the action when he's running across the ship.,positive,0.4948,Resilience,0.4111,15
I think that was cool.,uncertain,0.4107,Family,0.8388,5
I remember this was very early scoring for me.,uncertain,0.4451,Family,0.7512,9
I should point out that the orchestrations were done by Thomas Pasatieri.,neutral,0.559,Family,0.7172,12
He was a great help to me in learning the art of scoring.,positive,0.6657,Identity,0.2441,13
"Animation was not, at that point, hip.",negative,0.4687,Family,0.1733,7
"I remember a film composer, it was difficult, I was asking his advice, ""and he said,"" Look, man, ""nobody takes a score from an animated film seriously."" He said, ""Just take a powder."" -He just meant like...",uncertain,0.3391,Family,0.1571,37
Phone it in.,neutral,0.5158,Family,0.7902,3
You think about how that must've turned on its ear within five years.,neutral,0.6027,Family,0.8338,13
And now we're into the reprise of Part of Your World.,uncertain,0.3753,Loneliness,0.0091,11
Here's a rare interview that Howard and I did at the time of the release of the film.,neutral,0.5861,Family,0.5417,18
"Alan writes great ballads, I think that's one of Alan's real gifts, is Alan can bring a tear to your eye pretty quick.",positive,0.5863,Romantic Love,0.6316,23
"And ballads are really, really hard in a musical for the whole family, because kids aren't famous for liking love songs.",negative,0.4617,Family,0.9188,21
"So it's hard to write a song that moves, and has a little bit of rhythm, and also tugs at your heartstrings and is a soft number.",uncertain,0.4159,Resilience,0.4357,27
