text,sentiment,score
So you think we are sharing this dream?,neutral,0.8421
I hope so.,positive,0.6228
"You're Count Caproni, aren't you?",neutral,0.8686
I've been reading all about you.,neutral,0.7344
Interesting.,positive,0.7793
"Yes, this is a dream.",positive,0.687
This world is a dream.,neutral,0.4751
Welcome to my kingdom.,positive,0.7485
I'm honored.,positive,0.9664
Look at them.,neutral,0.6794
They will bomb an enemy city.,negative,0.878
Most of them will never return.,negative,0.8126
"Well, it'll all be over very soon.",neutral,0.5157
"Come on up, Japanese boy.",neutral,0.6818
This is my true dream.,positive,0.9452
"When the war is over, I'll build this.",neutral,0.6566
What do you think?,neutral,0.809
"Magnificent, isn't she?",positive,0.5491
Let's take off.,neutral,0.5884
"Instead of bombs, she'll carry passengers.",neutral,0.6475
I find dreams are a good way to see my designs.,positive,0.9485
I can go anywhere.,positive,0.6583
"Come on, walk along the spar, Japanese boy.",neutral,0.8666
Look at that.,neutral,0.6637
"She's beautiful, yes?",positive,0.9699
"Yes, incredible.",positive,0.8985
She'll carry a hundred people across the Atlantic.,neutral,0.7778
Mr.,neutral,0.5849
"Caproni, may I ask you a question?",neutral,0.8971
I know I can't be a pilot because of my eyesight.,negative,0.838
"If I'm not a pilot, can I still design airplanes?",neutral,0.6649
"Japanese boy, I've been around planes all my life.",neutral,0.7446
You know how many I've flown?,neutral,0.8351
None!,neutral,0.5322
Not any one!,negative,0.5442
Many can fly a plane but I design them.,neutral,0.7819
I create airplanes and so can you.,neutral,0.661
An aeronautical engineer!,neutral,0.669
Yes!,positive,0.8097
"But remember this, Japanese boy.",neutral,0.7912
Airplanes are not tools for war.,negative,0.7231
They are not for making money.,negative,0.7748
Airplanes are beautiful dreams.,positive,0.9376
Engineers turn dreams into reality.,neutral,0.6665
Yes!,positive,0.8097
Arrivederci.,neutral,0.717
We'll meet again.,neutral,0.5398
"Jiro, you were talking in your sleep.",neutral,0.6917
You were smiling.,positive,0.7607
"You must be having the most wonderful dream, Jiro.",positive,0.9815
"Mother, I'm going to be an aeronautical engineer.",neutral,0.7337
"Oh, that does sound like a good dream.",positive,0.9203
(sigh) He told me that airplanes are beautiful dreams.,positive,0.7526
So I'm going to make beautiful airplanes.,positive,0.9068
"Excuse me Miss, please, take my seat.",neutral,0.589
"Pardon me, sir.",neutral,0.6943
I insist.,positive,0.5276
(French) The wind feels wonderful.,positive,0.9761
"Miss, you'll lose your hat.",negative,0.8767
I got it.,positive,0.4689
Miss!,neutral,0.5062
Miss!,neutral,0.5062
Hold on!,neutral,0.6471
Are you all right?,neutral,0.8301
Safe!,positive,0.73
Nice catch.,positive,0.8453
You speak French?,neutral,0.7703
"""Le vent se lève."" It's a French poem.",neutral,0.7779
"""Il faut tenter de vivre."" ""Le vent se lève.",neutral,0.7517
"Il faut tenter de vivre."" ""The wind is rising.",neutral,0.6289
"We must try to live."" Earthquake.",neutral,0.745
Get away!,neutral,0.4684
The boiler's going to blow!,negative,0.532
What's wrong?,negative,0.7724
Her leg.,neutral,0.7001
"Here, let me see.",neutral,0.6744
Ah...,neutral,0.6794
"Be brave, Kinu.",neutral,0.5184
It's broken.,negative,0.745
She won't be able to walk.,negative,0.7759
"Miss, the boiler.",neutral,0.6145
"Please save yourself, go!",neutral,0.5182
That's nonsense.,negative,0.859
Nothing's going to explode.,neutral,0.473
We need to brace her leg.,neutral,0.8208
"This will hurt a little, relax.",negative,0.6467
She can't walk on this.,negative,0.7945
Where do you live?,neutral,0.7941
In Ueno.,neutral,0.7457
"Don't worry, I'll get you there.",positive,0.605
Fire.,neutral,0.5794
Let's go.,positive,0.5876
What about your luggage?,neutral,0.8262
It's not important.,negative,0.5527
I'm so sorry.,negative,0.8012
You alright?,neutral,0.7507
Okay.,neutral,0.5844
Better hurry.,neutral,0.6092
"Here, my mother made me this shirt.",neutral,0.7902
You must be thirsty.,negative,0.6555
"Don't worry, it's clean.",positive,0.6627
The well's almost dry...,negative,0.6059
and for you?,neutral,0.7655
Please.,neutral,0.6087
The fire hasn't reached Ueno and I'm heading for the university.,neutral,0.7236
"So, I can take you there.",neutral,0.7221
"And help bring someone, from my house.",neutral,0.8295
"Then we should get going, now.",neutral,0.7249
"Kinu, look after my suitcase.",neutral,0.7417
Okay.,neutral,0.5844
We'll bring someone to get you home.,neutral,0.8103
I promise.,neutral,0.5038
Stay strong.,positive,0.673
Okay.,neutral,0.5844
I will.,positive,0.4827
Thank you very much for helping us.,positive,0.985
Take care of her.,neutral,0.7462
"But wait, at least tell us your name.",neutral,0.7042
What a great guy.,positive,0.9664
"Who was he, Kinu?",neutral,0.8663
"Well, it isn't Jiro.",neutral,0.6424
You picked a lovely day to come back.,positive,0.9075
"How bad is it, Honjo?",negative,0.8478
Bad enough.,negative,0.8694
The whole east side is burning.,negative,0.8486
We grabbed everything we could carry out of the library.,neutral,0.6629
Got a smoke?,neutral,0.8082
A flying door?,neutral,0.8132
Don't see that everyday.,neutral,0.5208
We'll never gonna stop the fire now.,negative,0.7278
Tokyo's finished.,neutral,0.5198
It's as beautiful as it was in the dream.,positive,0.963
I can't really believe he built it.,negative,0.7187
Cut!,neutral,0.5802
Cut!,neutral,0.5802
Cut!,neutral,0.5802
Damn wind's picking up.,negative,0.5327
We need to hurry.,neutral,0.5792
"What do you think, Japanese boy?",neutral,0.876
Is the wind still rising?,neutral,0.9065
"Yes, it's a gale.",neutral,0.7197
"Well then, you must live.",neutral,0.7107
"""Le vent se lève."" ""II faut tenter de vivre."" Jiro, let's eat.",neutral,0.7746
"Look, even the new buildings are old-fashioned.",neutral,0.555
If the streets are a little wider.,neutral,0.7769
So?,neutral,0.6591
The airplanes are still old.,neutral,0.5751
Welcome!,positive,0.8957
"Oh look, Mackerel again?",neutral,0.6468
"Yeah, it's always good.",positive,0.9433
Always.,neutral,0.4727
"Always the same lunch, always the same Mackerel.",neutral,0.6416
"Kina, can you help me?",neutral,0.8594
Coming up!,neutral,0.5427
"Meanwhile, other countries are building metal planes.",neutral,0.5958
We're 10 years behind and you're still stuck with Mackerel.,negative,0.7812
What is that?,neutral,0.7507
"Beautiful, isn't it?",positive,0.9515
Look at that wonderful curve.,positive,0.9388
Only you would get a thrill from fish bones.,neutral,0.4931
"Come on, finish up.",neutral,0.5139
I need a coffee.,neutral,0.7247
What on earth is Jiro working so hard on?,negative,0.6853
Fish bones.,neutral,0.6148
Is Mr.,neutral,0.7407
Horikoshi back from lunch?,neutral,0.9247
Jiro!,neutral,0.5601
"Honjo, listen to this.",neutral,0.8326
The NACA has a standard wing cross-section just like the curve of this fish bone.,neutral,0.8532
Maybe the Americans eat mackerel too.,neutral,0.5053
"Jiro, you got a visitor.",neutral,0.7058
Yes?,neutral,0.7116
"A young lady came by and brought this package for you, Mr.",neutral,0.719
Horikoshi.,neutral,0.7051
"You were out, so she left it with me.",neutral,0.7922
I see.,neutral,0.5826
Thank you very much.,positive,0.96
"Ah, is that a present from your girlfriend, Jiro?",neutral,0.8261
"Can it, freshman, and give me a smoke.",neutral,0.7554
Jiro!,neutral,0.5601
Let him go.,neutral,0.5066
"Oh, Mr.",neutral,0.6857
Horikoshi.,neutral,0.7051
"Yes, Mam?",neutral,0.8521
You've a guest waiting for you upstairs.,neutral,0.7359
It's a young lady.,neutral,0.6714
"Huh, young lady?",neutral,0.8033
Hello?,neutral,0.643
"Finally, where were you?",neutral,0.8132
"Kayo, I'm sorry.",negative,0.5852
Completely forgot.,negative,0.575
I'm not surprise!,positive,0.4732
Where's mother?,neutral,0.707
At uncle's.,neutral,0.8023
Is she staying there?,neutral,0.9008
Just for a night.,neutral,0.6721
"Kayo, you've gotten so tall and very pretty too.",positive,0.9741
You're so insensitive.,negative,0.9708
I'm still mad at you 'cause you never come home!,negative,0.8521
"Oh, the sun is already down.",neutral,0.5239
I'm going to be late.,negative,0.6866
I'll tell them it's my fault.,negative,0.5641
Don't worry.,positive,0.5337
We'll take the penny steamer.,neutral,0.8284
I think she must really like you.,positive,0.7998
"I don't know, it's been over two years.",negative,0.4906
Didn't you ever try to see her again?,neutral,0.6138
I did.,neutral,0.5961
I went back after the fire was out.,neutral,0.8372
Her house has burnt down.,negative,0.8849
That's terrible.,negative,0.9433
"Here, let's catch this one.",neutral,0.5868
"Are you cold, Kayo?",neutral,0.754
I'm fine.,positive,0.8
I didn't think Tokyo would recover so quickly.,negative,0.5541
"Jiro, maybe I can stay here with you?",neutral,0.773
Father won't let me live here by myself.,negative,0.8464
"Well, I might be at Nagoya by the time you come.",neutral,0.9052
With an airplane company?,neutral,0.8406
I hope so.,positive,0.6228
Men have it so good.,positive,0.9136
Why can't I live in Tokyo and go to medical school?,negative,0.6429
Medical school?,neutral,0.7539
You should— I think you'd be a great doctor.,positive,0.9008
I think so too.,neutral,0.5933
"When I'm home for New Years, I'll talk to father about it.",neutral,0.8568
"Oh, thank you.",positive,0.8409
"Hey, Jiro!",neutral,0.5729
Heavy?,neutral,0.767
Yep.,neutral,0.5607
Glad you made it.,positive,0.9274
Me too.,neutral,0.696
We are just getting started.,neutral,0.6012
We certainly are.,positive,0.5768
"Well, they are probably heading for the city to look for work.",neutral,0.8273
There are dozens of of them.,neutral,0.7438
And there will be hundreds more.,neutral,0.7574
"Ah, looks like we lost another bank.",negative,0.7832
"Tough time is coming, Hachi.",neutral,0.6383
It's awful.,negative,0.9264
I'm so sad.,negative,0.917
There were rumors.,neutral,0.6034
The economy's in the tank.,negative,0.8868
"I hate to break to you Jiro, but so is our new employer.",negative,0.4919
Mitsubishi Internal Combustion Engine CO.,neutral,0.8693
You know the pressure we are under.,neutral,0.5425
We needed you here over a month ago.,neutral,0.573
"But sir, I was told I could start anytime in April.",neutral,0.8797
Then you should've been here in March!,neutral,0.6715
"Yes, sir.",positive,0.4808
I got a very important assignment for you.,positive,0.7575
"Yes, sir.",positive,0.4808
"It's the design for the wing strut fitting and by the way, it's already late!",neutral,0.5629
"Yes, sir.",positive,0.4808
I need the plan in the shop as soon as possible.,neutral,0.8507
Do what you have to do.,neutral,0.7167
"Yes, sir.",positive,0.4808
Here.,neutral,0.5711
Let's get you ?,neutral,0.8074
specification.,neutral,0.6496
Follow me.,neutral,0.6722
This will be your desk.,neutral,0.8067
"It's imported, nobody likes it.",negative,0.9393
Maybe you will.,neutral,0.741
"Yes, sir.",positive,0.4808
"Work goes here, hat goes there.",neutral,0.7121
"Yes, sir.",positive,0.4808
Listen up!,neutral,0.5893
This is the new engineer on the Falcon Project.,neutral,0.9068
It's that genius we've been hearing all about.,neutral,0.5492
Name?,neutral,0.7102
Genius.,positive,0.6147
Jiro Horikoshi.,neutral,0.754
I'm very happy to be here.,positive,0.9911
234.1 Get to work.,neutral,0.8175
"Yes, sir.",positive,0.4808
"234.1 And the rest of you, get back to work!",neutral,0.6379
"Jiro, Jiro.",neutral,0.7416
Let's eat.,neutral,0.6905
Let's go see the assembly floor.,neutral,0.7021
Could we maybe have lunch first?,neutral,0.8545
Maybe Kurokawa simply hates you.,negative,0.8966
Why else would he have you design that strut on your first day?,neutral,0.5907
"Two, please.",neutral,0.6559
Excuse me.,neutral,0.4804
Could we ask a slight favor?,neutral,0.8792
"Wow, it's really coming along.",positive,0.9611
Thank you again for making time for us on your break.,positive,0.9795
No problem at all.,positive,0.5966
You young engineers should visit here more often.,positive,0.607
"Honjo, look, the strut has already been installed.",neutral,0.8293
I knew it.,neutral,0.5054
"Kurokawa is obviously just hazing you, unless his fitting is better than yours...",negative,0.7224
Mr.,neutral,0.5849
Kurokawa is always tough on new employees.,negative,0.5792
"Honjo, come up here and take a look.",neutral,0.8727
Something is not right.,negative,0.9521
What do you think?,neutral,0.809
It looks all right to me.,positive,0.7862
"No, this isn't good.",negative,0.9674
It got the same problem with my design.,negative,0.7526
Then it must be bad.,negative,0.7545
"Foreman, lunch's over.",neutral,0.7323
What's going on?,neutral,0.7289
Quiet!,neutral,0.7241
They are working.,positive,0.6891
I love it!,positive,0.9838
Airplanes are fascinating!,positive,0.9733
"Yea, fascinating but we're late.",neutral,0.449
Young man.,neutral,0.6216
"This is our boss, Mr.",neutral,0.6571
Hattori.,neutral,0.6641
This is his first assignment?,neutral,0.8459
"Strut fitting for the Falcon Project, sir.",neutral,0.6928
Not what I've expected.,negative,0.828
What am I looking at here?,neutral,0.7731
"Sir, the steel leaf-spring will ease the stress from the wing.",neutral,0.6896
"This wire expands and contracts, absorbing the forces that act on the wing.",neutral,0.8752
I have it running thru' the strut and anchoring it on the fuselage.,neutral,0.8735
That means that we would have to entirely re-design the length of the wing!,neutral,0.5909
You're right.,positive,0.4782
"I'll run the calculations tonight, sir.",neutral,0.8763
You're wasting your time.,negative,0.9398
Where's the assignment that I gave you this morning?,neutral,0.7622
"Right here, sir.",neutral,0.7294
I finished it.,neutral,0.554
Well done.,positive,0.8491
"What do you think, Kurokawa?",neutral,0.8632
It's perfect.,positive,0.8799
Turn in your work as soon as you're done!,neutral,0.5822
"Yes, sir.",positive,0.4808
"What a day, I'm heading out.",positive,0.9258
Me too.,neutral,0.696
"Wild guess, you already finished Kurokawa's homework?",neutral,0.7514
Just about.,neutral,0.5757
What's the oxen for?,neutral,0.8204
"Oh, they haul the prototypes to the field.",neutral,0.7981
Takes them two days to drag it out there.,neutral,0.6969
You believe that?,neutral,0.6784
That's how backward we are.,negative,0.9439
I don't know.,neutral,0.5667
I like them.,positive,0.9064
Here she comes.,neutral,0.6979
Almost here!,positive,0.559
Almost here!,positive,0.559
Damn it!,negative,0.7449
Tell me you got it?,neutral,0.749
13.3 seconds.,neutral,0.6547
146 knots.,neutral,0.7071
Blast.,negative,0.6503
She needs more horse power.,neutral,0.819
She deserves better.,neutral,0.5086
"Hey, Kurokawa!",neutral,0.6852
"Yes, sir?",neutral,0.8216
A word with the clients.,neutral,0.7875
Gentlemen?,neutral,0.855
Well done.,positive,0.8491
"Yea, your Falcon is one hell of a plane!",positive,0.4732
And I bet Mitsubishi couldn't do it.,negative,0.5601
Now I'm buying drinks!,neutral,0.5089
Power dive.,neutral,0.6773
He's trying to break 200 knots.,neutral,0.8723
The chute!,neutral,0.5863
Go get him!,positive,0.5534
Mr.,neutral,0.5849
"Kurokawa, let's investigate what happened when the weather clears.",neutral,0.904
It would be easier.,neutral,0.4932
How's the pilot?,neutral,0.7698
He's okay.,positive,0.7644
That's good.,positive,0.963
"Let's go, Mr.",neutral,0.5023
Kurokawa.,neutral,0.7074
We'll regroup for Falcon Two.,neutral,0.8282
Here you'll be straight with me.,neutral,0.7084
Do you think the strut fitting failed?,neutral,0.5665
No.,neutral,0.4936
I think the problem here is much deeper and more complicated than we thought.,negative,0.7553
I'll never forget what I saw today.,positive,0.8187
It's like an endless road is opened up before my eyes.,positive,0.7307
There won't be a Falcon Two.,neutral,0.6717
The Army has decided to go with the competing design.,neutral,0.8831
Today was our last shot to change their minds.,neutral,0.7951
We'll have to shift course.,neutral,0.8505
"We're gonna to design and build the heavy bomber, with help from the Germans.",neutral,0.731
You're going to Germany to study Junker's design.,neutral,0.8186
I recommended you.,positive,0.6871
Still open?,neutral,0.8296
"Ah, welcome back.",positive,0.9578
Your usual?,neutral,0.752
"Yea, but 2 slices this time.",neutral,0.7941
Coming up.,neutral,0.7103
Here you go.,neutral,0.581
Who looks after them?,neutral,0.7533
"Well, their parents work late.",negative,0.5583
They wait there every night.,neutral,0.7232
I feel bad closing the place up.,negative,0.9584
I see.,neutral,0.5826
"Well, thanks.",positive,0.6758
See you tomorrow.,neutral,0.6884
Are you hungry?,neutral,0.8081
I've 2 slices of sponge cake.,neutral,0.7309
You can have them.,neutral,0.6516
"It's okay, I just bought them.",positive,0.5945
"Go ahead, take it.",neutral,0.7256
Come on!,positive,0.6006
Jiro?,neutral,0.7022
Wake up!,positive,0.4975
I heard they axed the Falcon Project.,negative,0.5921
I need details.,neutral,0.7274
Sponge cake again?,neutral,0.7566
How do you stay alive?,neutral,0.7925
What did you expect?,neutral,0.6907
"Did you think she was just going to smile and say ""thank you, sir"" Of course not.",neutral,0.5145
"Well, maybe I did.",neutral,0.7924
"Well, if you're looking for a mouth to feed, there happen to be plenty of other hungry kids in this neighborhood.",negative,0.5622
And their parents are probably hungrier.,negative,0.5876
It's shameful.,negative,0.9259
I bet it's gonna get worse before it gets better.,negative,0.8592
I don't understand why this country is so poor.,negative,0.9782
"Poor Jiro, stuck in his happy dreams.",negative,0.5741
"For what Japan is paying the Germans, they could feed every man, woman and child a mountain of sponge cake.",negative,0.5871
"But if this country wants airplanes, then I'm gonna make the most of it.",positive,0.4743
Really?,neutral,0.6008
They're sending you too?,neutral,0.8098
They told me today.,neutral,0.7911
That's great.,positive,0.98
The fact is this poor country pays us a lot of money to design war planes.,negative,0.9223
Embrace the irony.,neutral,0.5532
I'm going to Tokyo tomorrow to get married.,neutral,0.859
Marry?,neutral,0.8288
"To work hard at the office, you need a family at home.",neutral,0.6925
More irony for you.,negative,0.7238
Goodnight.,neutral,0.502
These tight-fisted Germans aren't letting us see any of Dr.Junker's work.,negative,0.8268
I don't see any oxen.,neutral,0.5984
"Jiro, the airstrip's right next to the plant.",neutral,0.8751
"Wow, everything's so big.",positive,0.9521
It's the G-38.,neutral,0.846
Is this what we're buying?,neutral,0.8152
"Yep, to convert to a bomber.",neutral,0.7889
Who's The Army planning to bomb with this one?,neutral,0.6216
"America, probably.",neutral,0.7394
Not that they could.,neutral,0.5683
This is something.,neutral,0.5523
It's amazing.,positive,0.9511
Look.,neutral,0.6185
Passengers sit in the wings.,neutral,0.7886
It would be a shame to put bombs there.,negative,0.9165
"That's the job, pal.",neutral,0.6898
This is our chance to get the all-metal technology.,positive,0.6924
What?,neutral,0.5653
They're not letting us in?,negative,0.6706
Beautiful.,positive,0.9154
Take your hands off.,neutral,0.531
You've been slamming doors on our faces all day.,neutral,0.4761
You Japanese copy everything.,negative,0.6394
All these technology belong to Germany.,neutral,0.6927
"Oh, I get it.",neutral,0.5706
So you're afraid we'll actually improve it!,negative,0.4724
"Honjo, let me talk to them.",neutral,0.8427
(German) We have a license to your technology.,neutral,0.7846
Therefore we officiallly have a right to be in this hangar examining these airplanes.,neutral,0.8241
"I understand you're just doing your job, but please understand I'm just doing mine.",neutral,0.6383
"When I saw Dr.Junkers' single-engine plane, I had to get a closer look.",neutral,0.7674
"I'm not a soldier, simply an engineer admiring a fellow engineer's work.",neutral,0.5724
"And as soldier, my orders are not to leave you Japanese unattended.",neutral,0.5256
That's Dr.,neutral,0.7371
Junkers.,neutral,0.558
What an engineer.,neutral,0.4945
Dr.,neutral,0.6263
Junkers gave you permission to go inside.,neutral,0.8304
"So Jiro, what do you think?",neutral,0.8658
There's more vibration than I expected.,neutral,0.6097
Our bosses are kids in a candy store.,negative,0.577
"Hey, you two should let the Army reps sit here, okay?",neutral,0.7969
"Yes, sir.",positive,0.4808
"Just one moment, please.",neutral,0.607
"It's fantastic, what a fortress.",positive,0.962
"Look, you can walk thru' the wing.",neutral,0.6936
It's amazing.,positive,0.9511
It's like being inside a power plant.,neutral,0.496
Guten tag.,neutral,0.76
We've permission to be here from Dr.,neutral,0.7779
Junkers.,neutral,0.558
Would you mind telling us a bit about your station?,neutral,0.9105
Here is the engineer's station.,neutral,0.8176
It's such a marvelous aircraft.,positive,0.9687
"Young man, you can't go any further.",neutral,0.5354
"We understand, my friend.",neutral,0.5982
Are you seeing this?,neutral,0.8723
It's incredible.,positive,0.9314
A triumph of German industrial technology.,positive,0.6303
"Junkers let us in, the Germans shut us out!",neutral,0.4723
These specs are useless!,negative,0.9576
"Jiro, give me a cigarette.",neutral,0.7354
Jiro!,neutral,0.5601
Give me a smoke.,neutral,0.7383
We're out.,neutral,0.5502
It's cold outside but this room is quite cozy.,positive,0.9194
You know that Junkers make these radiators too?,neutral,0.7866
"Funny, they look just like his planes with such strong paralel lines.",neutral,0.4956
Hmm...,neutral,0.7168
"Okay, I get it.",neutral,0.6198
"German's technology is so superior that they can put wings on anything and fly it, including their damn radiators.",positive,0.5378
"Jiro, just give it a rest, please.",neutral,0.6909
We can't learn anything from these government specs.,negative,0.7849
They're nothing but a bunch of pretty numbers.,neutral,0.4322
"""This technology belongs to Germany."" Honjô, maybe we don't need their technology after all.",neutral,0.5078
Wood and canvas could be just as good as metal.,positive,0.8593
"Jiro, we cannot be stuck in the past forever.",neutral,0.5098
We're already 20 years behind!,negative,0.6198
Let's get some air.,neutral,0.7387
My brain is going to explode.,negative,0.7859
It's as if we were a hare chasing a tortoise with a 20-year lead.,neutral,0.5518
"But in our little story, the hare doesn't sleep.",neutral,0.7546
We can close the gap but how could we beat it?,neutral,0.6119
We're too far behind.,negative,0.8338
We'll always be chasing it.,neutral,0.7322
But what other choice do we have?,neutral,0.5956
Keep running and catch up someday?,neutral,0.8237
I wonder if there's a different way to run.,neutral,0.8521
What is it?,neutral,0.75
"Schubert's ""Winter Journey"".",neutral,0.867
"Well, that's perfect for us.",positive,0.8864
Masterpiece of misery memoir.,negative,0.7064
What was that?,neutral,0.7857
Secret Police.,neutral,0.7073
We saw them in the hangar.,neutral,0.8136
Jiro?,neutral,0.7022
"Jiro, I'm done.",neutral,0.5461
The bath is yours.,neutral,0.705
Dead to the world...,neutral,0.4889
because he thinks he's shouldering the future of Japanese aviation.,neutral,0.7099
There's a telegram from headquarters.,neutral,0.8771
Come in.,neutral,0.744
No need.,neutral,0.6467
Some of us will be returning to Japan right away.,neutral,0.9087
You're staying here in Germany.,neutral,0.8172
Jiro will continue west and return to Japan.,neutral,0.9205
West?,neutral,0.7115
They want him to see the world.,neutral,0.6929
Alone?,neutral,0.7629
Mr.,neutral,0.5849
Caproni.,neutral,0.6478
Is the wind still rising?,neutral,0.9065
"Yes sir, it sure is.",neutral,0.507
Then it's a perfect time to embark on my final flight.,positive,0.9087
Join me.,neutral,0.495
"Wait, you're retiring?",neutral,0.7393
It's a pretty big jump.,positive,0.5843
"Come on, jump!",neutral,0.5408
Why are you sitting there?,neutral,0.63
Let's go!.,positive,0.765
There's a hatch underneath the fuselage.,neutral,0.8315
Hurry up!,positive,0.5325
"Yes, sir.",positive,0.4808
"Let him through, girls.",neutral,0.7536
Up here!,positive,0.5834
Come in!,neutral,0.5217
Yeh!,neutral,0.5151
Yeh!,neutral,0.5151
These are all my workers and their families.,neutral,0.7044
Practically the whole village.,neutral,0.84
I thought we take a little journey before we deliver this bomber to the government.,negative,0.5465
What do you think?,neutral,0.809
Incredible!,positive,0.8879
It's like a building out of ancient Rome.,neutral,0.6687
This plane is too big to be used for fighting but the military has a weakness for big things.,negative,0.8365
Japan can never build anything as grand and as beautiful as this.,positive,0.5782
The country is too poor and backward Inspiration is more important than scale.,negative,0.7729
Inspiration unlocks the future.,positive,0.8264
Technology eventually catches up.,neutral,0.6502
That's my family.,positive,0.5343
We Italians are very poor as well.,negative,0.9369
Too many mouths to feed.,negative,0.7639
"Hey, settle down or the bottom will fall out.",negative,0.5595
Come on.,neutral,0.5758
Be careful.,neutral,0.7332
This may be a dream but you can still lose your head.,negative,0.4853
"Which would you choose, a world with pyramids or without?",neutral,0.864
What do you mean?,neutral,0.7294
"Humanity has always dreamt of flight, but the dream is cursed.",negative,0.7733
My aircrafts are destined to become tools for slaughter and destruction.,negative,0.9588
I know.,neutral,0.5132
"But still, I chose a world with pyramids in it.",neutral,0.6716
Which world will you choose?,neutral,0.8505
I just want to create beautiful airplanes.,positive,0.9283
Like that?,neutral,0.6782
Very graceful.,positive,0.856
I have a long way to go.,negative,0.6142
I don't even have an engine or a cockpit yet.,neutral,0.5467
Bravo!,positive,0.8278
A beautiful dream.,positive,0.9442
This is my last design.,neutral,0.8496
Artists are only creative for ten years.,neutral,0.5487
We engineers are no different.,neutral,0.6407
"Live your ten years well, Japanese boy.",positive,0.4933
"Jiro, let's go get some coffee.",neutral,0.7165
But I gotta go to a...,neutral,0.693
Cancel it.,negative,0.5793
This is a very tall order.,neutral,0.5554
They're always tall.,neutral,0.7572
"How long have you been here, Jiro?",neutral,0.8736
Jiro!,neutral,0.5601
How long have you been here?,neutral,0.8399
Five years.,neutral,0.5895
"Jiro, we're going to bid for the Navy's carrier base fighter.",neutral,0.919
We think we're ready to beat the Navy's chief designer.,neutral,0.6211
It's a plum job.,neutral,0.5993
It's a plum job!,positive,0.624
What do you think?,neutral,0.809
"Leave it to me, sir.",neutral,0.7027
Good.,positive,0.7732
"I'd like Honjo on the team, sir.",positive,0.5332
Not a good idea.,negative,0.8725
You'd just end up competing.,negative,0.5627
Friendships are always more important.,positive,0.8004
"Relax, finish your coffee.",neutral,0.7003
"My check, please.",neutral,0.7334
Kurokawa.,neutral,0.7074
We've got other plans for your friend Honjo.,neutral,0.7417
Damn these Japanese engines!,negative,0.8807
Damn these short runways.,negative,0.8655
I brought some clean uniforms.,neutral,0.5408
"Oh, thank you very much.",positive,0.9544
These are clean uniforms.,positive,0.6954
"Yes, we are ready.",positive,0.698
Man overboard!,negative,0.5087
Stop!,negative,0.5341
Whoa!,neutral,0.4812
(cheering on) Father!,positive,0.6445
Bravo!,positive,0.8278
That was a nice catch.,positive,0.9556
It nearly took you away.,negative,0.6101
Are you all right?,neutral,0.8301
I'm fine.,positive,0.8
Thank you.,positive,0.853
I'll make sure that it stays grounded.,neutral,0.6736
"Yes, sir.",positive,0.4808
I feel bad.,negative,0.898
I wanted to say thank you.,positive,0.7492
Nice young man.,positive,0.9145
Don't worry.,positive,0.5337
He's staying at our hotel.,neutral,0.8873
You'll have a chance to say thank you.,positive,0.7162
"What is it, dear?",neutral,0.8179
There's something about that man who caught the parasol.,neutral,0.6996
