text,sentiment,sentiment_score,theme,theme_score,length
"A little 13-year-old girl came down from the sky riding a broomstick, her eyes shining.",uncertain,0.4257,Personal Growth,0.8727,15
I thought you were a bit full of yourself.,uncertain,0.4223,Personal Growth,0.59,9
But Kiki has much to learn.,uncertain,0.3696,Personal Growth,0.9679,6
She hardly knows any of my potions.,uncertain,0.2848,Resilience,0.5573,7
"After I'm gone, who will make this medicine?",uncertain,0.3021,Trauma,0.282,8
"Sign of the times, I'm afraid.",uncertain,0.4053,Loneliness,0.2492,6
"Everything changes, bit by bit.",neutral,0.5672,Personal Growth,0.9168,5
"But I have to say, nothing works as well for my rheumatism.",uncertain,0.4177,Family,0.7419,12
You're always telling me to hurry!,very positive,0.5496,Family,0.3864,6
Now who's the slowpoke?,uncertain,0.3202,Personal Growth,0.8023,4
I think it's better to leave with decorum and great dignity.,uncertain,0.3734,Family,0.8751,11
"If we put it off for a month, and I find some wonderful boyfriend, then what?",uncertain,0.4417,Personal Growth,0.6117,16
We'll never leave!,uncertain,0.4132,Family,0.9891,3
I'm worried.,uncertain,0.4275,Family,0.8649,2
"Once you've decided, you can't go back.",uncertain,0.4441,Family,0.6951,7
Of course.,uncertain,0.37,Family,0.9305,2
I know that.,neutral,0.5749,Family,0.7827,3
Good.,uncertain,0.4438,Family,0.905,1
It's there.,neutral,0.697,Resilience,0.6732,2
I'm so excited!,uncertain,0.4415,Personal Growth,0.8751,3
It's like getting a birthday present!,very positive,0.5428,Personal Growth,0.4515,6
Dad!,uncertain,0.4203,Family,0.9946,1
I've decided to go away tonight!,very positive,0.4913,Personal Growth,0.8034,6
Tonight?,neutral,0.499,Family,0.415,1
Yeah!,uncertain,0.3534,Family,0.8606,1
I just decided!,uncertain,0.3446,Personal Growth,0.7388,3
"Well, yes, but what about our camping trip for this weekend?",neutral,0.4973,Family,0.9449,11
"Sorry, Dad!",very positive,0.4754,Family,0.9982,2
This won't do at all!,very negative,0.6394,Trauma,0.5598,5
Yes.,uncertain,0.3673,Family,0.9347,1
I'll expect you then.,neutral,0.5843,Family,0.7369,4
Thanks.,uncertain,0.375,Family,0.9123,1
"Hi, Mom.",neutral,0.6396,Family,0.9951,2
I wanted to make sure you knew that Kiki is leaving tonight.,uncertain,0.4068,Family,0.8167,12
"Yes, at midnight.",neutral,0.46,Family,0.5633,3
Not bad.,neutral,0.4994,Family,0.8196,2
I wish it were a different color.,uncertain,0.4462,Family,0.4299,7
Witches have always worn this color.,uncertain,0.275,Grief,0.2033,6
"Black cat, black clothes.",very negative,0.4885,Identity,0.278,4
It doesn't matter what color your dress is.,neutral,0.5687,Family,0.6032,8
What matters is the heart inside it.,neutral,0.6002,Romantic Love,0.5987,7
I know that having a good heart is very important.,positive,0.4528,Family,0.8826,10
I wish I could show you that my heart is ready.,very positive,0.5329,Personal Growth,0.7325,11
Just follow that heart and keep smiling.,very positive,0.5443,Family,0.8006,7
Okay.,neutral,0.7094,Family,0.8657,1
Be sure to write home as soon as you've found a place.,neutral,0.6165,Family,0.7843,12
"Dad, can I please take the radio?",uncertain,0.2905,Family,0.989,7
"Mom, you said I could have his radio.",uncertain,0.3152,Family,0.987,8
Yeah!,uncertain,0.3534,Family,0.8606,1
"Well, the radio is yours now.",uncertain,0.3831,Resilience,0.0513,6
Okay.,neutral,0.7094,Family,0.8657,1
Now let me have a look at my little witch.,uncertain,0.3211,Resilience,0.6225,10
You look just like your mother.,uncertain,0.443,Family,0.9958,6
Dad...,uncertain,0.3511,Family,0.9974,1
would you pick me up like you used to?,uncertain,0.4307,Personal Growth,0.8182,9
Well...,uncertain,0.4194,Family,0.7545,1
Why didn't you tell me you were growing up so fast?,uncertain,0.3095,Personal Growth,0.9065,11
You can always come home if things don't work out.,uncertain,0.255,Resilience,0.9323,10
Come back to my old room?,uncertain,0.3621,Empathy,0.5677,6
"No, thanks.",uncertain,0.4104,Family,0.8622,2
I hope you find a good town.,uncertain,0.4093,Resilience,0.4465,7
I bet it's real tough to find a town to live in by yourself.,uncertain,0.3136,Personal Growth,0.6645,14
Don't worry.,very negative,0.6097,Resilience,0.7732,2
Kiki will be fine.,neutral,0.6234,Resilience,0.9541,4
What kind of town are you looking for?,neutral,0.6658,Resilience,0.3988,8
A big town?,uncertain,0.3485,Resilience,0.1994,3
Yeah.,uncertain,0.3646,Family,0.8922,1
"By the ocean, I hope.",very positive,0.53,Resilience,0.5709,5
Wow!,very positive,0.5691,Family,0.8282,1
I'm so jealous of you!,very positive,0.5628,Personal Growth,0.7967,5
But I'm not going for a good time.,uncertain,0.3709,Trauma,0.4951,8
I'll be in training for a year.,neutral,0.5342,Personal Growth,0.8835,7
"Yeah, but they'll have discos, right?",uncertain,0.4257,Resilience,0.1772,6
"Kiki, it's almost time.",neutral,0.5142,Family,0.4991,4
Okay!,positive,0.4737,Family,0.821,1
That's the broom you're taking?,uncertain,0.2955,Personal Growth,0.6274,5
Yeah.,uncertain,0.3646,Family,0.8922,1
I just made it.,very positive,0.4808,Personal Growth,0.7818,4
"Pretty cute, huh?",uncertain,0.3508,Family,0.9279,3
"It's cute, but you can't start on a broom that's too small.",uncertain,0.4279,Family,0.7254,12
Take mine.,uncertain,0.2932,Personal Growth,0.8315,2
"But, Mom, that one's so old.",very positive,0.4583,Family,0.9533,6
That's why you should have it.,neutral,0.5295,Family,0.7099,6
"It never loses its way, even in a storm.",very negative,0.4994,Resilience,0.9689,9
"Kiki, trust me.",uncertain,0.3642,Friendship,0.8251,3
But I worked so hard on it.,uncertain,0.3114,Personal Growth,0.8776,7
"Right, Jiji?",uncertain,0.313,Personal Growth,0.4967,2
Your mother's broom would be better.,negative,0.5104,Family,0.979,6
Traitor.,uncertain,0.4239,Trauma,0.4561,1
He's right.,uncertain,0.4304,Family,0.8092,2
You can make yourself another broom when you get settled down.,uncertain,0.3241,Personal Growth,0.9342,11
Be careful.,uncertain,0.36,Family,0.7755,2
Go get 'em.,uncertain,0.3002,Family,0.8951,3
Bye.,uncertain,0.2816,Family,0.7605,1
"Go, go, Kiki!",very positive,0.6299,Personal Growth,0.8532,3
"Go, go, Kiki!",very positive,0.6299,Personal Growth,0.8532,3
She still hasn't got the hang of it.,uncertain,0.3958,Family,0.8675,8
She's well past the lake and doing just fine.,positive,0.4997,Resilience,0.8685,9
I'm going to miss the sound of those little bells.,negative,0.4562,Family,0.3586,10
Which way are we headed?,uncertain,0.3233,Personal Growth,0.2942,5
"I think south, to the ocean.",uncertain,0.4336,Resilience,0.4719,6
Climb up and turn on the radio.,uncertain,0.3261,Resilience,0.5387,7
I don't think I can.,uncertain,0.3676,Family,0.7665,5
KIKI'S DELIVERY SERVICE Good evening!,uncertain,0.4162,Resilience,0.0218,5
It was.,neutral,0.5955,Family,0.949,2
"Newcomer, I suppose.",uncertain,0.4263,Personal Growth,0.9536,3
I must be.,uncertain,0.4124,Identity,0.9846,3
I just left home tonight.,very positive,0.5611,Personal Growth,0.6918,5
Would you mind turning off that music?,very negative,0.4729,Family,0.2956,7
I prefer to fly without accompaniment.,neutral,0.4771,Personal Growth,0.7647,6
Is it hard to get settled into a place you've never been?,very negative,0.477,Personal Growth,0.5768,12
"Oh, yes.",uncertain,0.4069,Family,0.8729,2
Lots can go wrong.,uncertain,0.3557,Family,0.6488,4
"But since I'm a fortune-teller, I can handle anything.",uncertain,0.3971,Family,0.3979,9
Fortunes?,uncertain,0.3277,Personal Growth,0.0307,1
"In fact, I've started telling fortunes about love.",uncertain,0.3593,Romantic Love,0.6444,8
What's your special skill?,neutral,0.4768,Personal Growth,0.3907,4
I haven't made up my mind yet.,uncertain,0.4377,Personal Growth,0.7908,7
"Well, I'm nearly finished with my training period.",very positive,0.5269,Personal Growth,0.6623,8
It'll be terrific to go home with confidence.,very negative,0.555,Family,0.861,8
That's my town down there.,uncertain,0.2837,Identity,0.7315,5
"It's not big or very interesting, but I like it.",neutral,0.7662,Family,0.5879,10
Good luck to you.,very negative,0.5569,Personal Growth,0.9147,4
Thanks.,uncertain,0.375,Family,0.9123,1
Goodbye!,very positive,0.5516,Grief,0.7932,1
Disgusting.,very negative,0.6954,Trauma,0.451,1
What a stuck-up cat.,uncertain,0.3902,Trauma,0.3241,4
I need a special skill.,neutral,0.6862,Resilience,0.7552,5
What was that about good weather?,uncertain,0.3695,Resilience,0.0062,6
Don't tell me you are going to...,uncertain,0.3937,Family,0.6635,7
We'll sleep here until the storm passes.,uncertain,0.3607,Resilience,0.9061,7
Won't we get into trouble?,uncertain,0.3554,Family,0.1644,5
Not if nobody finds us.,uncertain,0.3522,Resilience,0.771,5
I'm soaked through.,uncertain,0.3875,Trauma,0.4791,3
Do you feel anything moving?,uncertain,0.3942,Personal Growth,0.5109,5
This smells great.,very positive,0.5115,Family,0.7064,3
Sorry.,uncertain,0.3377,Family,0.7528,1
We didn't mean to fall asleep in your breakfast.,uncertain,0.3496,Family,0.874,9
"Jiji, come see the ocean.",very positive,0.4585,Family,0.1184,5
I don't believe it!,very negative,0.5261,Family,0.7629,4
It's huge!,very positive,0.4965,Family,0.8377,2
It's only a puddle to me.,uncertain,0.3673,Personal Growth,0.1828,6
"Aw, come on.",uncertain,0.3327,Trauma,0.579,3
That one's giant.,very positive,0.6462,Family,0.6897,3
Think there might be other witches there?,uncertain,0.3497,Resilience,0.0502,7
How would I know?,uncertain,0.4368,Family,0.2488,4
Let's go!,very positive,0.4721,Personal Growth,0.855,2
You all right back there?,uncertain,0.2698,Family,0.7601,5
Look.,uncertain,0.3684,Family,0.8535,1
A big town floating on the sea.,uncertain,0.4181,Resilience,0.4856,7
Just as I hoped.,uncertain,0.3989,Family,0.832,4
A clock tower and everything!,very positive,0.6807,Resilience,0.1737,5
What if there are some witches living here already?,neutral,0.4835,Trauma,0.2649,9
There may not be.,uncertain,0.3228,Family,0.5543,4
I'm gonna like it here!,very positive,0.5442,Family,0.874,5
It's a trifle large for my taste.,uncertain,0.3391,Family,0.8592,7
Bless my hourglass!,very negative,0.4626,Personal Growth,0.8993,3
If that ain't a witch!,uncertain,0.4278,Trauma,0.0061,5
Good morning!,uncertain,0.4102,Family,0.822,2
Are there any other witches in this town?,uncertain,0.3074,Resilience,0.0266,8
No.,very negative,0.4577,Family,0.8406,1
Can't say I've seen a single one of 'em lately.,uncertain,0.4268,Family,0.8153,10
How about that?,uncertain,0.3205,Family,0.7204,3
Let's settle down right here.,uncertain,0.3742,Family,0.9148,5
"Thanks, mister!",uncertain,0.3452,Friendship,0.8321,2
Bye!,very positive,0.4797,Family,0.7205,1
Don't mention it!,very negative,0.6373,Family,0.7478,3
Tell me we're not landing there.,uncertain,0.4118,Family,0.7148,6
Of course we are.,neutral,0.6377,Family,0.9403,4
Everybody's staring.,uncertain,0.4085,Family,0.902,2
I know.,neutral,0.5486,Family,0.7759,2
Smile and make a good first impression.,positive,0.5407,Family,0.7091,7
"Well, you see, I'm a witch.",uncertain,0.4327,Identity,0.3757,6
My name is Kiki.,uncertain,0.2734,Personal Growth,0.6806,4
"This is my black cat, Jiji.",uncertain,0.3368,Resilience,0.6818,6
We'd be honored to live here.,very positive,0.4522,Family,0.9092,6
We'd love to live here.,uncertain,0.3198,Family,0.8527,5
You have a wonderful bell tower.,very positive,0.4626,Resilience,0.2938,6
"We're glad you like it, my dear.",very positive,0.5985,Family,0.9276,7
"Hey, kid, why did you jump into the street like that?",very negative,0.4666,Trauma,0.8748,11
You almost caused an accident.,very negative,0.745,Trauma,0.3961,5
"You must be crazy, zooming around on a broom in public.",uncertain,0.3104,Family,0.3245,11
"I'm a new witch, sir.",very positive,0.4689,Personal Growth,0.952,5
We're supposed to fly around.,uncertain,0.3351,Personal Growth,0.1709,5
You're supposed to obey the law the same as other people.,uncertain,0.3892,Family,0.4977,11
What's your name and address?,neutral,0.535,Identity,0.8203,5
Are you gonna tell my parents?,uncertain,0.3446,Family,0.9889,6
"Of course, if it's necessary.",neutral,0.6352,Family,0.6638,5
I have to.,neutral,0.5193,Family,0.8226,3
You're a minor.,uncertain,0.35,Personal Growth,0.8604,3
Thief!,very positive,0.5011,Trauma,0.0021,1
Somebody stop him!,uncertain,0.3492,Trauma,0.5971,3
"Stop, thief!",very negative,0.5285,Identity,0.0183,2
Don't you move from there!,very negative,0.5456,Family,0.7438,5
Kiki.,neutral,0.5883,Personal Growth,0.4465,1
Wait up!,uncertain,0.3217,Family,0.8178,2
"It worked out pretty good, huh?",positive,0.5351,Family,0.8578,6
"Good plan to get rid of that cop, huh?",uncertain,0.4164,Trauma,0.4416,9
"I was the one yelling, ""Thief!"" You're a real witch, right?",very positive,0.4858,Trauma,0.7762,11
I saw you flying.,uncertain,0.4044,Personal Growth,0.8851,4
Could I look at that broom?,uncertain,0.361,Empathy,0.6413,6
"Hey, Tombo!",uncertain,0.3816,Friendship,0.749,2
Isn't it a bit early for girl hunting?,uncertain,0.4328,Personal Growth,0.0194,8
"Hey, you guys, shut up.",uncertain,0.3211,Family,0.8967,5
Whoa!,very positive,0.5642,Family,0.7385,1
Let me look at your broom.,uncertain,0.3524,Empathy,0.8446,6
Please?,uncertain,0.2881,Family,0.7482,1
Just for a minute.,uncertain,0.3583,Family,0.7053,4
I didn't ask for your help.,negative,0.4733,Family,0.6967,6
"I guess I have to thank you, but it was rude for you not to introduce yourself first.",uncertain,0.3518,Personal Growth,0.6642,18
How old-fashioned.,uncertain,0.3454,Family,0.5698,2
You sound like my grandma.,very positive,0.5714,Family,0.9936,5
Just leave me alone!,very negative,0.4718,Loneliness,0.9667,4
What a cool witch.,very positive,0.4627,Resilience,0.3934,4
Stay here alone?,very negative,0.4598,Loneliness,0.9538,3
I don't understand.,uncertain,0.3883,Family,0.6363,3
Aren't your parents here with you?,uncertain,0.3236,Family,0.9852,6
No.,very negative,0.4577,Family,0.8406,1
"I'm a witch, so since I'm 13, I'm supposed to be independent.",uncertain,0.3131,Personal Growth,0.141,12
May I see some identification?,neutral,0.5085,Identity,0.9512,5
Never mind then.,uncertain,0.336,Family,0.5081,3
Are you going to eat that?,uncertain,0.3067,Family,0.7354,6
You can have it.,uncertain,0.3656,Family,0.7873,4
It's going to be getting dark soon.,negative,0.473,Family,0.7147,7
Let's go.,uncertain,0.4351,Family,0.8754,2
Let's just find another town.,uncertain,0.3694,Resilience,0.4236,5
There must be a nicer one.,uncertain,0.4246,Family,0.2916,6
Lady!,very positive,0.6185,Personal Growth,0.4892,1
Your pacifier!,very positive,0.6358,Personal Growth,0.027,2
"Lady, you forgot this!",uncertain,0.3882,Grief,0.508,4
"When that baby wakes up and doesn't find this, he's gonna cry.",uncertain,0.3533,Trauma,0.875,12
"I'm sorry, sir, but could you wait just a minute?",uncertain,0.3447,Empathy,0.8726,10
I'll be right back.,uncertain,0.3416,Family,0.8327,4
I could bring it down to her.,uncertain,0.3235,Family,0.839,7
What?,uncertain,0.396,Family,0.3908,1
"The woman with the baby carriage, right?",uncertain,0.3595,Family,0.859,7
That'd be a big help.,uncertain,0.3993,Family,0.7916,5
Thank you very much.,uncertain,0.4422,Family,0.8661,4
My pleasure.,positive,0.4832,Family,0.9061,2
"Let's go, Jiji.",uncertain,0.3252,Personal Growth,0.8718,3
Wow!,very positive,0.5691,Family,0.8282,1
"Sorry to startle you, but you left this in the bakery.",uncertain,0.2789,Resilience,0.2072,11
Here you go.,uncertain,0.3234,Family,0.771,3
The usual?,neutral,0.5732,Family,0.07,2
Hi!,very positive,0.4551,Family,0.853,1
Come on in!,very positive,0.6343,Family,0.9527,3
Thank you.,positive,0.5047,Family,0.8872,2
Next!,uncertain,0.4386,Personal Growth,0.5713,1
Thank you.,positive,0.5047,Family,0.8872,2
Bye.,uncertain,0.2816,Family,0.7605,1
Take care.,uncertain,0.348,Family,0.8408,2
"I must say, I nearly fainted when I saw you fly off.",uncertain,0.3213,Trauma,0.8472,12
That lady told me to give you this.,very positive,0.4917,Resilience,0.6205,8
"""I got the pacifier you sent.",uncertain,0.3459,Family,0.8575,6
"Thank you!"" I guess I should be going.",uncertain,0.376,Family,0.828,8
Wait!,uncertain,0.368,Family,0.5416,1
Where are you going so fast?,uncertain,0.2918,Personal Growth,0.4426,6
I want to thank you.,uncertain,0.341,Family,0.8297,5
Come up here.,uncertain,0.3522,Family,0.9031,3
Sit down and relax.,uncertain,0.3697,Family,0.8948,4
I'll make us some coffee.,uncertain,0.3928,Family,0.7835,5
Okay.,neutral,0.7094,Family,0.8657,1
Thank you very much.,uncertain,0.4422,Family,0.8661,4
And this is for you.,uncertain,0.3509,Personal Growth,0.8177,5
I see.,neutral,0.4752,Family,0.8388,2
You need to find your own town.,uncertain,0.302,Personal Growth,0.9276,7
"Yes, but people don't seem fond of witches in this town.",neutral,0.4595,Resilience,0.1664,11
There are many kinds of people in a big town like this.,neutral,0.459,Resilience,0.4901,12
"Take me, for instance.",uncertain,0.4437,Identity,0.8105,4
I like you very much.,very positive,0.6143,Friendship,0.9809,5
Found a place to stay yet?,uncertain,0.4099,Resilience,0.3484,6
You should have told me you hadn't.,uncertain,0.344,Trauma,0.7402,7
We have a vacant room in the attic you can stay in.,uncertain,0.363,Resilience,0.7085,12
You'd give me a room?,neutral,0.4531,Personal Growth,0.7071,5
I'd be happy to.,uncertain,0.4454,Family,0.885,4
Let me introduce myself.,uncertain,0.4235,Personal Growth,0.7363,4
I'm Osono.,uncertain,0.4255,Identity,0.9863,2
My name's Kiki.,uncertain,0.2881,Personal Growth,0.7049,3
"This is my black cat, Jiji.",uncertain,0.3368,Resilience,0.6818,6
"It's not very clean, but it's all yours.",negative,0.5172,Family,0.607,8
Thanks.,uncertain,0.375,Family,0.9123,1
Bathroom and water are downstairs.,uncertain,0.4329,Personal Growth,0.587,5
Don't hesitate to ask for anything.,uncertain,0.3944,Family,0.8195,6
Thank you!,uncertain,0.4458,Family,0.8679,2
There's flour everywhere.,uncertain,0.3086,Family,0.1558,3
"At this rate, I'll be a white cat by morning.",uncertain,0.3852,Personal Growth,0.9552,10
"Jiji, come look at the ocean from here.",very positive,0.4507,Resilience,0.1233,8
Shall we try to find another town?,uncertain,0.4348,Resilience,0.4924,7
The Freedom Adventurer has commenced its maiden voyage to Antarctica.,very positive,0.4698,Resilience,0.071,10
What a snob.,very negative,0.6584,Identity,0.257,3
I've decided to stay awhile.,uncertain,0.4099,Personal Growth,0.8889,5
I might find others like Osono who will like me and accept me for what I am.,uncertain,0.3515,Personal Growth,0.8999,17
How much do you think it would cost to install a phone?,uncertain,0.3937,Family,0.1407,12
A phone?,uncertain,0.4203,Personal Growth,0.0141,2
Yeah.,uncertain,0.3646,Family,0.8922,1
For my business.,uncertain,0.3638,Resilience,0.7246,3
Good morning.,neutral,0.5165,Family,0.8532,2
Did you sleep well?,uncertain,0.3083,Family,0.3863,4
Yes!,uncertain,0.4402,Family,0.8961,1
That smells good.,very positive,0.5528,Family,0.8598,3
Can I help out?,uncertain,0.4156,Family,0.7097,4
Sure.,neutral,0.4996,Family,0.8981,1
"A delivery service, huh?",uncertain,0.4479,Resilience,0.001,4
"I have one skill, flying, so I thought about a delivery service.",neutral,0.4869,Resilience,0.0014,12
Everyone will love it.,very positive,0.5957,Family,0.9188,4
Kiki's Flying Delivery Service.,uncertain,0.3488,Resilience,0.0043,4
And you can base the business out of your room upstairs.,uncertain,0.3613,Resilience,0.7585,11
Really?,uncertain,0.3086,Family,0.6704,1
Thank you.,positive,0.5047,Family,0.8872,2
I'd like to put a phone up there.,uncertain,0.3884,Resilience,0.1315,8
But a phone costs money.,neutral,0.4522,Personal Growth,0.1012,5
I have some saved up already.,uncertain,0.3601,Family,0.7725,6
Don't waste it.,very negative,0.5379,Family,0.8498,3
Why not use our phone?,very negative,0.5443,Personal Growth,0.2901,5
It takes time to get regular customers.,neutral,0.4948,Personal Growth,0.6479,7
"If you help around the bakery, you won't have to pay rent or the phone bill.",neutral,0.4746,Family,0.4139,16
I need the help since I'm expecting a baby.,neutral,0.4692,Empathy,0.444,9
I'll throw in free breakfast too.,uncertain,0.313,Family,0.9022,6
Thank you!,uncertain,0.4458,Family,0.8679,2
I'll do my very best for you.,very positive,0.5377,Family,0.8511,7
You're such a wonderful person!,very positive,0.7153,Family,0.898,5
"Jiji, come on!",very positive,0.615,Personal Growth,0.3991,3
I'm all done!,uncertain,0.4315,Family,0.5639,3
It's time to go shopping.,neutral,0.5431,Resilience,0.01,5
Stop jumping out into the street.,uncertain,0.3768,Trauma,0.6651,6
We're not at home.,negative,0.5237,Resilience,0.6249,4
I'm sorry.,uncertain,0.3758,Grief,0.7358,2
I won't do it again.,very negative,0.6235,Family,0.7408,5
I've never been more embarrassed in my whole life.,very negative,0.5561,Trauma,0.7653,9
It was so terrible!,very negative,0.6149,Trauma,0.768,4
"Oh, please.",uncertain,0.3913,Family,0.6617,2
I wish I had something pretty to wear.,positive,0.4716,Personal Growth,0.2301,8
"Boy, this is expensive.",uncertain,0.3622,Family,0.6126,4
"Kiki, look!",positive,0.4832,Family,0.7413,2
Is there any money left?,very negative,0.5679,Family,0.0595,5
We'll just have to eat pancakes for a while.,uncertain,0.3697,Family,0.9396,9
Wow!,very positive,0.5691,Family,0.8282,1
Those are beautiful.,very positive,0.5839,Family,0.6882,3
Wait!,uncertain,0.368,Family,0.5416,1
Pull over a second!,very negative,0.5711,Family,0.7183,4
Miss Witch!,very positive,0.7323,Personal Growth,0.0123,2
Not flying today?,uncertain,0.4018,Personal Growth,0.2359,3
What'd I tell you?,neutral,0.4583,Family,0.5042,4
Black is all she wears.,uncertain,0.3882,Family,0.8282,5
Wait!,uncertain,0.368,Family,0.5416,1
Come back!,very positive,0.5622,Personal Growth,0.8167,2
I'm sorry!,uncertain,0.2565,Grief,0.889,2
I was only kidding!,very negative,0.508,Family,0.4832,4
"Perfect timing, Kiki.",very positive,0.6036,Personal Growth,0.6286,3
A lady wants you to deliver something.,uncertain,0.3688,Resilience,0.1771,7
She's your first customer.,very positive,0.5454,Identity,0.7995,4
Customer?,uncertain,0.3228,Identity,0.1798,1
I'll be right back!,very positive,0.5374,Family,0.8665,4
The map!,very positive,0.4665,Resilience,0.0286,2
This lady is a customer of ours.,uncertain,0.3931,Resilience,0.7802,7
We were talking about your delivery service.,neutral,0.5612,Resilience,0.0034,7
You are a cute little witch.,uncertain,0.3968,Identity,0.4208,6
"My name's Kiki, ma'am.",uncertain,0.4232,Friendship,0.7156,4
Could you deliver this by tonight?,uncertain,0.3162,Family,0.8193,6
Yes!,uncertain,0.4402,Family,0.8961,1
It's my nephew's birthday.,uncertain,0.4482,Family,0.9697,4
But I can't get there myself to give him his present.,uncertain,0.2918,Family,0.8621,11
Where do you want it delivered?,neutral,0.4538,Personal Growth,0.3983,6
That's me.,uncertain,0.401,Identity,0.9933,2
It won't be too far?,uncertain,0.2895,Resilience,0.5209,5
I can fly directly from here.,uncertain,0.3761,Personal Growth,0.6361,6
How much do you want?,uncertain,0.3491,Family,0.6669,5
I haven't set a price yet.,uncertain,0.3835,Family,0.7954,6
Is this enough?,neutral,0.5626,Family,0.7026,3
This is more than enough.,uncertain,0.3267,Family,0.826,5
"Thank you, ma'am.",uncertain,0.3841,Personal Growth,0.731,3
Up we go!,very positive,0.5297,Personal Growth,0.9245,3
"Oh, wow!",very positive,0.6367,Family,0.8084,2
That's great!,very positive,0.4546,Family,0.8627,2
I wish I could fly.,uncertain,0.3985,Personal Growth,0.6603,5
Yeah!,uncertain,0.3534,Family,0.8606,1
"Hey, do you know that girl?",uncertain,0.3074,Identity,0.5206,6
How high do you intend to go?,uncertain,0.4449,Personal Growth,0.8184,7
It's my first delivery.,very positive,0.4679,Personal Growth,0.7646,4
I don't want to be stopped by that police officer.,uncertain,0.3218,Resilience,0.5483,10
I was afraid you were going to deliver it to the angels.,uncertain,0.2392,Trauma,0.4644,12
It's just beyond the cape.,uncertain,0.3705,Family,0.4846,5
Here we go!,very positive,0.56,Personal Growth,0.7011,3
I'm liking this town more and more.,uncertain,0.4428,Personal Growth,0.8779,7
I'm not sure what I think.,neutral,0.6833,Family,0.5859,6
I'll finally be able to write to Mom.,uncertain,0.382,Family,0.9788,8
Those are wild geese.,uncertain,0.3019,Resilience,0.0616,4
Wonderful!,uncertain,0.4301,Family,0.9059,1
They're flying along with us!,very positive,0.4668,Family,0.804,5
They seem awfully upset.,very negative,0.6267,Family,0.9018,4
They say a wind's coming.,uncertain,0.325,Family,0.5325,5
They also say they're going higher.,uncertain,0.3515,Personal Growth,0.8586,6
"Oh, no!",very negative,0.5702,Family,0.8729,2
I'm sorry.,uncertain,0.3758,Grief,0.7358,2
I-- Ow!,very positive,0.6759,Grief,0.9434,2
Please!,uncertain,0.248,Family,0.8072,1
I'm sorry!,uncertain,0.2565,Grief,0.889,2
I wasn't trying to steal your eggs!,uncertain,0.3107,Resilience,0.2843,7
I've never been so scared.,very negative,0.5024,Trauma,0.7658,5
It's your fault.,uncertain,0.3622,Trauma,0.7601,3
"They warned us of that wind, but you didn't listen.",uncertain,0.3519,Family,0.8485,10
You're right.,neutral,0.5339,Family,0.7645,2
That's beautiful.,very positive,0.5973,Family,0.8358,2
They were able to fly that high up with the wind.,positive,0.4685,Resilience,0.9091,11
Kiki!,uncertain,0.4231,Friendship,0.6299,1
The toy is gone!,uncertain,0.4088,Trauma,0.1393,4
Oh no!,very negative,0.5067,Family,0.8912,2
Maybe it's when we fell?,uncertain,0.3072,Trauma,0.7378,5
Yeah!,uncertain,0.3534,Family,0.8606,1
