text,sentiment,sentiment_score,theme,theme_score,length
They get away with murder.,uncertain,0.3763,Family,0.2574,5
I can never get away with anything.,very negative,0.8054,Identity,0.4689,7
I'm the princess.,very positive,0.5005,Identity,0.9091,3
Oh!,uncertain,0.3701,Family,0.7929,1
I'm the example.,neutral,0.5626,Identity,0.7549,3
"I've got duties, responsibilities, expectations.",neutral,0.6181,Family,0.4502,5
"My whole life is planned out, preparing for the day I become...",uncertain,0.3952,Personal Growth,0.7914,12
"Well, my mother.",very positive,0.4694,Family,0.9971,3
She's in charge of every single day of my life.,very positive,0.4623,Resilience,0.5211,10
"""Aye, Robin, Jolly Robin, and thou shalt know of mine."" Project!",very positive,0.5948,Personal Growth,0.7406,11
"""And thou shalt know of mine!"" Enunciate.",uncertain,0.3086,Identity,0.7902,7
"You must be understood from anywhere in the room, or it's all for naught.",neutral,0.5745,Family,0.5508,14
This is all for naught.,very negative,0.6193,Trauma,0.7805,5
I heard that!,uncertain,0.3924,Family,0.8456,3
From the top.,very positive,0.6329,Family,0.8508,3
A princess must be knowledgeable about her kingdom.,positive,0.4784,Resilience,0.1281,8
She does not doodle.,neutral,0.4952,Family,0.6258,4
"That's a C, dear.",uncertain,0.3684,Trauma,0.3669,4
A princess does not chortle.,uncertain,0.3386,Personal Growth,0.3265,5
Mm!,very positive,0.5001,Family,0.8278,1
Does not stuff her gob!,uncertain,0.3555,Family,0.753,5
Rises early.,uncertain,0.321,Personal Growth,0.8961,2
...is compassionate...,very positive,0.6763,Empathy,0.9818,2
"...patient, cautious, clean.",uncertain,0.3719,Family,0.8046,3
"And above all, a princess strives for...",uncertain,0.3482,Personal Growth,0.8669,7
"Well, perfection.",very positive,0.6257,Family,0.7574,2
"But every once in a while, there's a day when I don't have to be a princess.",uncertain,0.3368,Personal Growth,0.4487,17
"No lessons, no expectations.",very negative,0.681,Family,0.3239,4
A day where anything can happen.,neutral,0.4719,Personal Growth,0.2568,6
A day I can change my fate.,uncertain,0.339,Personal Growth,0.4348,7
Yah!,uncertain,0.4045,Family,0.8414,1
"When cold wind is a' calling, and the sky is clear and bright Misty mountains sing and beckon, lead me out into the light I will ride, I will fly Chase the wind and touch the sky I will fly Chase the wind and touch the sky Whoo-hoo!",very positive,0.6494,Personal Growth,0.5918,48
"Where dark woods hide secrets and mountains are fierce and bold Deep waters hold reflections of times lost long ago I will read every story, take hold of my own dream Oh!",very positive,0.5768,Personal Growth,0.8971,32
"Be as strong as the seas are stormy And proud as an eagle's scream I will ride, I will fly Chase the wind and touch the sky I will fly Chase the wind and touch the sky And touch the sky Whoo!",very positive,0.7421,Personal Growth,0.8854,42
Chase the wind Chase the wind Touch the sky I'm starving.,uncertain,0.3078,Personal Growth,0.6761,11
"You hungry too, Angus?",uncertain,0.3015,Family,0.8141,4
Pfft!,very negative,0.5269,Family,0.461,1
"Oats it is, then.",neutral,0.7111,Personal Growth,0.0501,4
"Good day, Princess.",uncertain,0.424,Friendship,0.9423,3
I cannot find the salt.,uncertain,0.415,Personal Growth,0.1222,5
Where did you put it?,uncertain,0.3592,Family,0.486,5
"It was over there a minute ago, the last time I looked at it.",uncertain,0.3693,Family,0.7314,14
"And then, out of nowhere, the biggest bear you've ever seen!",very positive,0.6838,Trauma,0.7339,11
His hide littered with the weapons of fallen warriors.,very negative,0.5772,Trauma,0.7593,9
His face scarred with one dead eye.,very negative,0.6936,Trauma,0.9471,7
I drew my sword and...,positive,0.4698,Resilience,0.4224,5
Whoosh!,very positive,0.5885,Family,0.7802,1
"One swipe, his sword shattered.",uncertain,0.4386,Trauma,0.8276,5
"Then ""chomp""!",uncertain,0.2827,Family,0.7285,2
Dad's leg was clean off.,negative,0.5859,Family,0.986,5
Down the monster's throat it went.,very negative,0.454,Trauma,0.7392,6
"Oh, that's my favourite part.",uncertain,0.2408,Family,0.8065,5
"Mor'du has never been seen since, and is roaming the wilds waiting his chance of revenge.",very negative,0.4513,Trauma,0.665,16
Let him return.,uncertain,0.3245,Family,0.8931,3
I'll finish what I guddled in the first place.,uncertain,0.3866,Resilience,0.6152,9
"Merida, a princess does not place her weapons on the table.",uncertain,0.4335,Resilience,0.8907,11
Mum!,very positive,0.6408,Family,0.9931,1
It's just my bow.,very positive,0.4821,Resilience,0.1485,4
A princess should not have weapons in my opinion.,uncertain,0.4453,Family,0.2905,9
Leave her be.,uncertain,0.363,Family,0.9091,3
"Princess or not, learning to fight is essential.",neutral,0.5777,Resilience,0.4279,8
Mum?,very positive,0.5141,Family,0.9867,1
You'll never guess what I did today.,very negative,0.5328,Resilience,0.2322,7
Hm?,uncertain,0.3482,Family,0.6501,1
"I climbed the Crone's Tooth, and drank from the Fire Falls.",uncertain,0.4222,Personal Growth,0.7344,11
Fire Falls?,uncertain,0.3942,Trauma,0.0071,2
They say only the ancient kings were brave enough to drink the fire.,uncertain,0.2938,Resilience,0.3418,13
"What did you do, dear?",very negative,0.6153,Family,0.7458,5
"Nothing, Mum.",very negative,0.6198,Family,0.9266,2
"Hungry, aren't we?",uncertain,0.2991,Family,0.6846,3
Mum!,very positive,0.6408,Family,0.9931,1
You'll get dreadful collywobbles.,uncertain,0.3636,Family,0.361,4
"Oh, Fergus, will you look at your daughter's plate?",uncertain,0.3646,Family,0.9939,9
So what?,uncertain,0.3431,Family,0.3799,2
"Oh, you great...",very positive,0.4688,Family,0.9185,3
Don't let them lick...,uncertain,0.3726,Family,0.8513,4
"Boys, you're naughty.",uncertain,0.3187,Trauma,0.2741,3
Don't just play with your haggis.,uncertain,0.4212,Personal Growth,0.3402,6
Urgh!,uncertain,0.3492,Grief,0.8598,1
"Och, how do you know you don't like it, if you won't try it?",uncertain,0.4021,Personal Growth,0.7321,14
That's just a wee sheep's stomach.,very negative,0.582,Trauma,0.008,6
It's delicious.,positive,0.5246,Family,0.8112,2
Mm!,very positive,0.5001,Family,0.8278,1
My lady.,uncertain,0.3715,Family,0.972,2
"Thank you, Maudie.",uncertain,0.3962,Family,0.9537,3
"You're getting too big, the two of you.",neutral,0.5804,Personal Growth,0.715,8
Aha.,uncertain,0.3274,Family,0.83,1
"From the Lords Macintosh, Mac Guffin and Dingwall.",uncertain,0.2892,Family,0.0435,8
"Their responses, no doubt.",neutral,0.5226,Family,0.8684,4
"Aye, aye!",uncertain,0.3233,Family,0.8205,2
"Hey, hey!",uncertain,0.2908,Family,0.7693,2
"Stay out of my food, you greedy mongrels.",uncertain,0.3461,Identity,0.285,8
"Chew on that, you manky dogs!",uncertain,0.3642,Trauma,0.4685,6
Fergus?,very negative,0.6173,Family,0.8233,1
They've all accepted.,uncertain,0.2939,Family,0.9683,3
"Who's accepted what, Mother?",uncertain,0.2654,Family,0.8187,4
"Boys, you are excused.",uncertain,0.4238,Personal Growth,0.4461,4
Oof!,very positive,0.5438,Trauma,0.6226,1
Hey!,uncertain,0.3457,Family,0.7355,1
What did I do now?,neutral,0.4648,Personal Growth,0.4736,5
Your father has something to discuss with you.,neutral,0.5402,Family,0.9939,8
Fergus?,very negative,0.6173,Family,0.8233,1
Oh.,uncertain,0.3785,Family,0.8249,1
Er...,uncertain,0.3499,Family,0.7585,1
Merida.,very negative,0.5171,Resilience,0.5435,1
The lords are presenting their sons as suitors for your betrothal.,uncertain,0.3009,Family,0.9711,11
What?,uncertain,0.396,Family,0.3908,1
The clans have accepted.,uncertain,0.3933,Family,0.7177,4
Dad!,uncertain,0.4203,Family,0.9946,1
What?,uncertain,0.396,Family,0.3908,1
I...,uncertain,0.4219,Identity,0.9149,1
You...,uncertain,0.3754,Personal Growth,0.7494,1
She...,uncertain,0.3236,Family,0.9451,1
Elinor?,uncertain,0.3405,Family,0.3647,1
"Honestly, Merida, I don't know why you're reacting this way.",uncertain,0.3159,Family,0.8496,10
"This year, each clan will present a suitor to compete in the games for your hand.",uncertain,0.4154,Family,0.8309,16
I suppose a princess just does what she's told?,uncertain,0.3346,Family,0.0705,9
A princess does not raise her voice.,negative,0.5249,Resilience,0.7091,7
"Merida, this is what you've been preparing for your whole life.",very positive,0.6151,Personal Growth,0.8074,11
"No, it's what you've been preparing me for my whole life.",neutral,0.4872,Personal Growth,0.8106,11
I won't go through with it.,uncertain,0.4479,Family,0.7268,6
You can't make me.,very negative,0.7442,Identity,0.9423,4
Merida!,very positive,0.7129,Friendship,0.745,1
Huh?,uncertain,0.3473,Personal Growth,0.5272,1
Merida!,very positive,0.7129,Friendship,0.745,1
Urgh!,uncertain,0.3492,Grief,0.8598,1
Boys!,uncertain,0.3599,Personal Growth,0.7494,1
Mother.,very positive,0.4983,Family,0.9842,1
Suitors?,neutral,0.4849,Personal Growth,0.0515,1
Marriage?,uncertain,0.3821,Romantic Love,0.4917,1
Once there was an ancient kingdom...,uncertain,0.354,Resilience,0.2227,6
"Oh, Mum!",very negative,0.5459,Family,0.9944,2
Ancient kingdom.,uncertain,0.3807,Resilience,0.4852,2
"Its name long forgotten, ruled by a wise and fair king who was much beloved.",uncertain,0.4074,Family,0.0742,15
"And when he grew old he divided the kingdom among his four sons, that they should be the pillars on which the peace of the land rested.",uncertain,0.2949,Family,0.9804,27
But the oldest prince wanted to rule the land for himself.,uncertain,0.2578,Personal Growth,0.8492,11
"He followed his own path and the kingdom fell to war, and chaos and ruin.",very negative,0.6307,Trauma,0.7011,15
That's a nice story.,positive,0.5271,Family,0.5461,4
"It's not just a story, Merida.",very positive,0.4659,Personal Growth,0.556,6
Legends are lessons.,uncertain,0.3726,Personal Growth,0.0402,3
They ring with truths.,very positive,0.4757,Family,0.6939,4
"Och, Mum.",uncertain,0.4033,Family,0.9874,2
I would advise you to make your peace with this.,uncertain,0.4181,Family,0.8762,10
The clans are coming to present their suitors.,uncertain,0.4313,Family,0.9098,8
It's not fair.,negative,0.4539,Family,0.647,3
"Och, Merida.",uncertain,0.3779,Family,0.6553,2
It's marriage.,neutral,0.6509,Romantic Love,0.8939,2
It's not the end of the world.,negative,0.5416,Resilience,0.9301,7
You're muttering.,very positive,0.4785,Family,0.6353,2
I don't mutter.,uncertain,0.3701,Resilience,0.7797,3
"Aye, you do.",neutral,0.5476,Family,0.8085,3
"You mutter, lass, when something's troubling you.",uncertain,0.3331,Trauma,0.4888,7
I blame you.,uncertain,0.4421,Trauma,0.8534,3
Stubbornness.,uncertain,0.2828,Family,0.1874,1
It's entirely from your side of the family.,uncertain,0.3719,Family,0.9949,8
"I take it the talk didn't go too well, then?",neutral,0.4703,Identity,0.41,10
"Och, I don't know what to do.",uncertain,0.4139,Trauma,0.661,7
"Speak to her, dear.",very negative,0.6241,Family,0.9751,4
I do speak to her.,neutral,0.597,Family,0.8508,5
She just doesn't listen.,very negative,0.5635,Trauma,0.7159,4
"Come on, now.",uncertain,0.3406,Family,0.7812,3
Pretend I'm Merida.,uncertain,0.3552,Identity,0.5884,3
Speak to me.,uncertain,0.3722,Friendship,0.8831,3
What would you say?,neutral,0.5692,Family,0.6242,4
Och...,uncertain,0.3693,Family,0.6294,1
I can't do this.,very negative,0.6922,Family,0.8099,4
Sure you can.,neutral,0.5397,Family,0.8177,3
"There, there.",neutral,0.7319,Family,0.7697,2
That's my queen.,very positive,0.5266,Family,0.8928,3
"Right, here we go.",neutral,0.5456,Family,0.775,4
"""I don't want to get married.",uncertain,0.4007,Family,0.5814,6
"""I want to stay single and let my hair flow in the wind ""as I ride through the glen firing arrows into the sunset."" Merida, all this work, all the time spent preparing you, schooling you, giving you everything we never had.",very positive,0.7208,Personal Growth,0.6392,42
"I ask you, what do you expect us to do?",neutral,0.586,Family,0.6737,10
Call off the gathering.,uncertain,0.3622,Family,0.8867,4
Would that kill them?,very negative,0.7063,Family,0.6904,4
You're the queen.,very positive,0.5916,Identity,0.9279,3
You can just tell the lords the princess is not ready for this.,uncertain,0.4115,Family,0.8861,13
"In fact, she might not ever be ready for this, so that's that.",uncertain,0.2792,Family,0.8459,13
Good day to you.,positive,0.5308,Friendship,0.9611,4
We'll expect your declarations of war in the morning.,neutral,0.4958,Identity,0.1628,9
I understand this must all seem unfair.,uncertain,0.416,Family,0.3216,7
Even I had reservations when I faced betrothal.,very negative,0.5888,Resilience,0.5761,8
But we can't just run away from who we are.,uncertain,0.2982,Identity,0.9728,10
I don't want my life to be over.,uncertain,0.4309,Resilience,0.9266,8
I want my freedom!,very positive,0.6122,Personal Growth,0.8,4
But are you willing to pay the price your freedom will cost?,uncertain,0.3562,Family,0.675,12
I'm not doing any of this to hurt you.,uncertain,0.4366,Friendship,0.6499,9
"If you could just try to see what I do, I do out of love.",uncertain,0.3823,Family,0.8803,15
"But it's my life, it's...",uncertain,0.3446,Personal Growth,0.4785,5
I'm just not ready.,negative,0.4709,Personal Growth,0.8334,4
"I think you'd see, if you could just...",neutral,0.5009,Family,0.6739,8
I think I could make you understand if you would just...,neutral,0.4802,Family,0.6969,11
...listen.,uncertain,0.4206,Family,0.8617,1
...listen.,uncertain,0.4206,Family,0.8617,1
"I swear, Angus, this isn't going to happen.",uncertain,0.2604,Family,0.9128,8
Not if I have any say in it.,uncertain,0.387,Family,0.7224,8
Mac Guffin!,very positive,0.4554,Personal Growth,0.302,2
Mac Guffin!,very positive,0.4554,Personal Growth,0.302,2
Dingwall!,very positive,0.5817,Loneliness,0.344,1
Dingwall!,very positive,0.5817,Loneliness,0.344,1
Macintosh!,very positive,0.4917,Resilience,0.3752,1
Macintosh!,very positive,0.4917,Resilience,0.3752,1
Ooh!,very positive,0.6048,Family,0.7555,1
Aah!,very positive,0.6452,Family,0.7451,1
Oh.,uncertain,0.3785,Family,0.8249,1
You look absolutely beautiful.,very positive,0.6858,Family,0.9043,4
I can't breathe.,very negative,0.6604,Trauma,0.8975,3
"Och, shush!",uncertain,0.3008,Family,0.7877,2
Give us a turn.,uncertain,0.3103,Family,0.8685,4
I can't move.,very negative,0.6407,Trauma,0.9063,3
It's too tight.,negative,0.5959,Family,0.6228,3
It's perfect.,very positive,0.7233,Family,0.9196,2
Merida?,uncertain,0.3417,Resilience,0.2402,1
Mum?,very positive,0.5141,Family,0.9867,1
Just...,uncertain,0.3755,Family,0.6507,1
Remember to smile.,very positive,0.5738,Family,0.9089,3
"Aye, they're coming.",uncertain,0.3355,Family,0.9347,3
"Places, everyone.",uncertain,0.3289,Resilience,0.1959,2
Places.,uncertain,0.3338,Resilience,0.1361,1
Oh!,uncertain,0.3701,Family,0.7929,1
"I look fine, woman!",uncertain,0.3257,Personal Growth,0.8653,4
Leave me be!,very positive,0.6648,Loneliness,0.9335,3
My Lord!,very positive,0.7006,Grief,0.8937,2
I want to announce the arrival of the lords...,uncertain,0.3328,Resilience,0.2184,9
Ow!,very positive,0.6034,Trauma,0.6086,1
Who goes there?,uncertain,0.3857,Personal Growth,0.2771,3
Who goes there?,uncertain,0.3857,Personal Growth,0.2771,3
Boy!,very positive,0.5131,Personal Growth,0.9027,1
"So, here we are...",neutral,0.6429,Family,0.7186,4
Er...,uncertain,0.3499,Family,0.7585,1
...the four clans.,uncertain,0.4083,Family,0.9437,3
Aye.,neutral,0.6908,Family,0.8471,1
Er...,uncertain,0.3499,Family,0.7585,1
Gathering...,uncertain,0.3702,Family,0.9289,1
Oh.,uncertain,0.3785,Family,0.8249,1
...for...,uncertain,0.3499,Family,0.814,1
...the presentation of the suitors.,neutral,0.505,Romantic Love,0.1884,5
...the presentation of the suitors.,neutral,0.505,Romantic Love,0.1884,5
Clan Macintosh.,uncertain,0.3019,Family,0.9134,2
Macintosh!,very positive,0.4917,Resilience,0.3752,1
"Your Majesty, I present my heir and scion, who defended our land from the northern invaders, and with his own sword, Stab Blooder, vanquished 1,000 foes.",very positive,0.5418,Family,0.9978,26
Macintosh!,very positive,0.4917,Resilience,0.3752,1
Clan Mac Guffin!,very positive,0.608,Family,0.9535,3
Mac Guffin!,very positive,0.4554,Personal Growth,0.302,2
"Good Majesty, I present my eldest son, who scuttled the Viking longships and with his bare hands vanquished 2,000 foes.",very positive,0.4754,Family,0.9829,20
Mac Guffin!,very positive,0.4554,Personal Growth,0.302,2
Clan Dingwall.,uncertain,0.3006,Family,0.9836,2
Dingwall!,very positive,0.5817,Loneliness,0.344,1
"I present my only son who was besieged by 10,000 Romans and he took out a whole armada singlehandedly.",very negative,0.6476,Family,0.9858,19
"With one arm, he was...",uncertain,0.3691,Trauma,0.6451,5
With one arm he was steering the ship and with the other he held his mighty sword and struck down a whole attacking fleet.,positive,0.4752,Resilience,0.8665,24
Lies!,uncertain,0.3331,Family,0.5358,1
What?,uncertain,0.396,Family,0.3908,1
I heard that.,neutral,0.4844,Family,0.8573,3
Go on.,neutral,0.465,Personal Growth,0.7513,2
Say it to my face.,very positive,0.4609,Family,0.5914,5
"Or are ye scared, simpering jackanapes, afraid to muss your pretty hair?",uncertain,0.3192,Family,0.8979,12
At least we have hair.,uncertain,0.347,Personal Growth,0.7566,5
And all our teeth.,uncertain,0.2532,Family,0.4326,4
Huh?,uncertain,0.3473,Personal Growth,0.5272,1
"And we don't hide under bridges, you grumpy old troll.",uncertain,0.3196,Family,0.6929,10
"You want to laugh, huh?",uncertain,0.2657,Family,0.7059,5
Wee Dingwall!,very positive,0.4889,Personal Growth,0.639,2
Get off me!,uncertain,0.3879,Trauma,0.6786,3
Nut 'em!,very negative,0.5433,Family,0.7875,2
Nut 'em!,very negative,0.5433,Family,0.7875,2
That's the way to...,uncertain,0.3173,Resilience,0.648,4
All right.,uncertain,0.4407,Family,0.828,2
Shut it!,uncertain,0.2192,Family,0.7247,2
"Now, that's all done.",uncertain,0.4145,Family,0.7581,4
You've had your go at each other.,uncertain,0.401,Trauma,0.2513,7
Show a little decorum.,uncertain,0.3533,Family,0.8538,4
And no more fighting.,uncertain,0.423,Family,0.5717,4
Ow!,very positive,0.6034,Trauma,0.6086,1
You want a fresh one?,very positive,0.5543,Personal Growth,0.4162,5
"Crivens, you're fierce.",very positive,0.5471,Personal Growth,0.4822,3
I didn't start it.,uncertain,0.436,Family,0.8106,4
It was...,neutral,0.5016,Family,0.899,2
"My lady Queen, I feel terrible.",very negative,0.7064,Trauma,0.7137,6
My humblest apologies.,very positive,0.4569,Family,0.7444,3
We mean no disrespect.,uncertain,0.4185,Family,0.4467,4
"I'm sorry, love, I didn't...",uncertain,0.2952,Family,0.9488,5
But...,uncertain,0.3872,Family,0.8111,1
"Yes, dear.",very negative,0.6276,Family,0.9637,2
"Now, where were we?",neutral,0.5074,Family,0.4572,4
"Ah, yes.",neutral,0.697,Family,0.8468,2
"In accordance with our laws, by the rights of our heritage, only the firstborn of each of the great leaders may be presented as champion.",uncertain,0.3887,Family,0.8805,25
Firstborn?,uncertain,0.3719,Family,0.7408,1
And thus compete for the hand of the Princess of Dun Broch.,uncertain,0.3782,Family,0.6209,12
To win the fair maiden they must prove their worth by feats of strength or arms in the games.,uncertain,0.4485,Resilience,0.1503,19
It is customary that the challenge be determined by the princess herself.,neutral,0.7968,Family,0.5545,12
Archery!,very positive,0.4663,Personal Growth,0.0041,1
Archery.,neutral,0.4737,Personal Growth,0.0067,1
I choose archery.,neutral,0.8027,Personal Growth,0.2018,3
Let the games begin!,very positive,0.4961,Personal Growth,0.6354,4
Pull!,very negative,0.656,Family,0.7223,1
Pull!,very negative,0.656,Family,0.7223,1
I'll just take one.,uncertain,0.3713,Family,0.6686,4
Ooh!,very positive,0.6048,Family,0.7555,1
Ooh!,very positive,0.6048,Family,0.7555,1
Oh!,uncertain,0.3701,Family,0.7929,1
"Now, I have told you, you're not allowed...",uncertain,0.3537,Family,0.8174,8
Oh!,uncertain,0.3701,Family,0.7929,1
Oh!,uncertain,0.3701,Family,0.7929,1
Argh!,uncertain,0.3444,Grief,0.9374,1
Oh!,uncertain,0.3701,Family,0.7929,1
It's time!,uncertain,0.4309,Personal Growth,0.7822,2
"Archers, to your marks!",uncertain,0.4192,Personal Growth,0.0944,4
"Aye, archers, to your marks.",uncertain,0.4101,Resilience,0.3142,5
And may the lucky arrow find its target.,uncertain,0.4224,Family,0.5808,8
Oi!,very positive,0.6498,Trauma,0.4131,1
Get on with it.,uncertain,0.3316,Family,0.7072,4
Ooh.,neutral,0.4778,Family,0.7762,1
Och!,very positive,0.5303,Family,0.5417,1
I bet he wishes he was tossing cabers.,uncertain,0.4395,Personal Growth,0.3488,8
Or holding up bridges.,uncertain,0.4426,Resilience,0.6316,4
Shh!,uncertain,0.3228,Family,0.904,1
Aw...,uncertain,0.3481,Family,0.7599,1
"At least you hit the target, son.",very negative,0.4819,Personal Growth,0.7948,7
"Oh, that's attractive.",uncertain,0.2817,Family,0.7999,3
I got it!,very positive,0.4906,Resilience,0.7642,3
Good arm.,uncertain,0.4224,Resilience,0.7305,2
And such lovely flowing locks.,very positive,0.5484,Family,0.6871,5
Fergus.,very negative,0.6702,Family,0.9688,1
What?,uncertain,0.396,Family,0.3908,1
"Oh, wee lamb.",uncertain,0.2656,Family,0.6045,3
"Oh, come on!",very positive,0.5798,Trauma,0.5274,3
"Shoot, boy!",very positive,0.6392,Personal Growth,0.7856,2
"Well done, lad!",uncertain,0.3568,Personal Growth,0.8922,3
Well done.,uncertain,0.3866,Family,0.822,2
Feast your eyes!,very positive,0.4681,Family,0.8091,3
That's my boy.,very positive,0.5419,Family,0.9962,3
"Well, that's just grand now, isn't it?",uncertain,0.3919,Family,0.8484,7
Guess who's coming to dinner?,uncertain,0.4085,Family,0.7957,5
Fergus.,very negative,0.6702,Family,0.9688,1
"By the way, hope you don't mind being called Lady Ding...",uncertain,0.2987,Personal Growth,0.6524,11
I am Merida.,very negative,0.5301,Identity,0.9853,3
Firstborn descendant of Clan Dun Broch.,very positive,0.4809,Family,0.9914,6
And I'll be shooting for my own hand.,uncertain,0.3311,Personal Growth,0.9519,8
Oh!,uncertain,0.3701,Family,0.7929,1
What are you doing?,neutral,0.5407,Personal Growth,0.5829,4
Merida!,very positive,0.7129,Friendship,0.745,1
Curse this dress!,very negative,0.6445,Grief,0.9708,3
"Merida, stop this!",uncertain,0.377,Family,0.7373,3
Don't you dare loose another arrow.,uncertain,0.3496,Family,0.4092,6
"Merida, I forbid it.",very negative,0.5372,Family,0.195,4
Michty me!,very positive,0.6892,Identity,0.9836,2
"I've just about had enough of you, lass!",uncertain,0.3272,Trauma,0.7131,8
You're the one that wants me to...,uncertain,0.3155,Family,0.8354,7
You embarrassed them.,uncertain,0.3598,Family,0.8947,3
You embarrassed me.,uncertain,0.2985,Trauma,0.7836,3
I followed the rules.,neutral,0.5359,Family,0.8202,4
You don't know what you've done!,uncertain,0.4177,Personal Growth,0.7163,6
Just don't care how I...,uncertain,0.3628,Family,0.5214,5
It'll be fire and sword if it's not set right.,neutral,0.5667,Family,0.4576,10
Just listen!,uncertain,0.4152,Empathy,0.8183,2
I am the Queen!,very positive,0.7745,Identity,0.9833,4
You listen to me!,very positive,0.5003,Family,0.7547,4
Ugh!,uncertain,0.3507,Grief,0.6544,1
This is so unfair!,very negative,0.5417,Family,0.8009,4
Ha!,very positive,0.5022,Family,0.756,1
Unfair?,very negative,0.5066,Family,0.3396,1
You're never there for me.,very negative,0.7385,Loneliness,0.9455,5
This whole marriage is what you want.,uncertain,0.2964,Family,0.8269,7
Do you ever bother to ask what I want?,very negative,0.4516,Family,0.597,9
No.,very negative,0.4577,Family,0.8406,1
"You walk around telling me what to do, what not to do, trying to make me be like you.",neutral,0.6159,Family,0.7573,19
"Well, I'm not going to be like you.",uncertain,0.3419,Personal Growth,0.906,8
"Oh, you're acting like a child.",very positive,0.492,Trauma,0.5796,6
And you're a beast.,very positive,0.5795,Trauma,0.7247,4
That's what you are!,uncertain,0.3993,Identity,0.9649,4
