text,sentiment,sentiment_score,theme,theme_score,length
"The cliff he stands on, because you get so close to it, was painted really large so that when you got close the detail was clear for the large movie screen.",uncertain,0.3699,Resilience,0.6072,31
"But had to be shrunk down to fit onto Pride Rock, so all those things.",uncertain,0.2904,Resilience,0.2816,15
How many levels do you think we had?,neutral,0.4934,Resilience,0.4122,8
How many background levels?,neutral,0.5027,Resilience,0.1392,4
Too numerous to mention at this point.,uncertain,0.401,Family,0.1731,7
Those are the sort of things people like to hear -but we don't remember them.,neutral,0.4537,Family,0.6965,15
Yeah.,uncertain,0.3646,Family,0.8922,1
"That's one of the great things about the CAP system, which is our fancy computerized animation production system, where you can put together seemingly endless levels of animation and backgrounds, and clouds and effects and things, and sandwich them together without being limited by reality because it's all done in a digital universe.",very positive,0.4554,Family,0.3882,53
"Right, it is the ultimate multi-plane camera.",uncertain,0.3369,Family,0.045,7
Yeah.,uncertain,0.3646,Family,0.8922,1
We're rarely limited by reality.,uncertain,0.3623,Resilience,0.8833,5
"Well, yes, especially you guys.",uncertain,0.3669,Family,0.9657,5
Okay.,neutral,0.7094,Family,0.8657,1
Reality unlimited.,uncertain,0.4119,Family,0.5632,2
"Ah, the mouse.",neutral,0.4754,Resilience,0.5778,3
Great scene by Brian Ferguson.,uncertain,0.3941,Resilience,0.6131,5
"-I think it's interesting… No, he gave us… Sorry.",uncertain,0.417,Family,0.8401,9
"I was just gonna say that it's interesting that the very first line of dialog you hear in the movie is, ""Life's not fair."" Yeah, 'cause there was no dialog in the opening song at all.",uncertain,0.3895,Family,0.548,36
"You see, I… Well, I shall never be king.",uncertain,0.3661,Personal Growth,0.6896,9
"So in that introductory scene, where we've got all the characters talking for the first time, we've got Scar, who was animated by Andreas Deja.",uncertain,0.2957,Personal Growth,0.0336,25
"And Zazu, who was animated by Ellen Woodbury.",uncertain,0.298,Resilience,0.0267,8
What's amazing about Ellen is I've never seen anybody get into a character as much as she would.,very positive,0.6647,Family,0.598,18
She would flap around the studio and pretend she was a bird.,negative,0.4675,Personal Growth,0.4319,12
She'd do all the research you could possibly imagine on a hornbill bird.,neutral,0.5002,Resilience,0.5915,13
You'll lose more than that when the king gets through with you.,uncertain,0.4119,Trauma,0.7715,12
He's as mad as a hippo with a hernia.,very negative,0.4592,Trauma,0.7908,9
"And Jeremy Irons, what a guy he was, huh?",very positive,0.4754,Personal Growth,0.7527,9
Sure was.,neutral,0.6104,Family,0.9142,2
"It's funny, 'cause I think both Jeremy and Rowan Atkinson who plays Zazu here, they were really reluctant about lending their voices to an animated character, because a lot of who they are is their persona and their personality and their appearance.",uncertain,0.4134,Personal Growth,0.286,42
"And so we had to record a test and animate something so they could see how their characters started to come to life, and then they were seduced by it.",neutral,0.5223,Family,0.5301,30
"Actually, I heard an interesting story from Jeremy's agent, who said that they were having dinner together at Morton's restaurant, and a seven-year-old boy walks up to the agent and says, ""Is that Scar?"" And of course it was.",neutral,0.4878,Trauma,0.5559,39
This is one of the biggest pieces of background artwork we have.,uncertain,0.3512,Family,0.6287,12
It's a huge 20-field pan.,uncertain,0.339,Resilience,0.4063,5
You'd never know.,very negative,0.7034,Family,0.7304,3
"It's interesting about art direction, things like lighting that you never notice or think of as an audience perhaps, but there's a real light direction in the mouth of the cave that comes in, and our effects animators put tone mattes on the characters so that there's a sense of light and dark on the character to create a light direction.",neutral,0.6543,Family,0.3453,61
Contact shadows under the characters.,uncertain,0.3264,Family,0.7063,5
Nice growl.,uncertain,0.3724,Family,0.8075,2
"That was always tough, trying to get the lion growl to sort of interface with James's dialog.",uncertain,0.4012,Trauma,0.3044,17
"Because I remember in some of the sessions, he would do these… ""Is that a challenge?"" Well, Mark Mangini, again, who did some of the growls for the Beast in Beauty and the Beast, had put together real tiger and animal growls with dialog in Beauty, and he used a little bit of that same technique here, where he could play a little animal growl underneath James Earl's voice and get a sense of animal.",uncertain,0.3163,Family,0.2315,75
What am I going to do with him?,neutral,0.4921,Family,0.5812,8
He'd make a very handsome throw rug.,uncertain,0.4388,Personal Growth,0.6188,7
Zazu!,uncertain,0.4115,Personal Growth,0.3293,1
"And just think, whenever he gets dirty, you could take him out and beat him.",uncertain,0.3298,Family,0.547,15
"Now, the scenes coming up really were inspired by our trip to Africa.",uncertain,0.4078,Resilience,0.4728,13
"I mean, these are practically photographs that we brought back with us.",very positive,0.482,Family,0.4325,12
I remember standing out in this field.,neutral,0.4734,Resilience,0.3157,7
"I was standing in this field, watching the rain drifting across.",uncertain,0.3875,Resilience,0.6815,11
It's a great place.,positive,0.5178,Resilience,0.6954,4
"Huge expanses where the weather can be so separate in different parts… Originally, this scene, the lightning scene -was done without this tree.",uncertain,0.3767,Resilience,0.2836,23
That's right.,neutral,0.5056,Family,0.8355,2
We had to add this tree when we came back to add Rafiki into the sequence.,uncertain,0.3816,Resilience,0.4981,16
"We did a preview where Rafiki wasn't as present in the movie as we would like, and so we put him into this sequence at a later date.",neutral,0.5056,Resilience,0.4935,28
And added the idea of the icon as well.,positive,0.4741,Family,0.5352,9
"The Simba icon that he was drawing, which actually carries through thematically through the whole piece.",uncertain,0.401,Resilience,0.1801,16
Of course he does have… What was the thing about this?,uncertain,0.3764,Family,0.8022,11
The pink?,uncertain,0.3485,Personal Growth,0.5218,2
The pink chalk?,uncertain,0.396,Personal Growth,0.239,3
"Is it pink in his… Yeah, if you look, the color is different in the bowl than it is on what he paints on the thing.",uncertain,0.3565,Family,0.6707,26
Another little mistake.,uncertain,0.4194,Family,0.4016,3
Dad!,uncertain,0.4203,Family,0.9946,1
Dad!,uncertain,0.4203,Family,0.9946,1
One thing we found out about lions really early is they just sleep all the time.,uncertain,0.3759,Resilience,0.3186,16
And this is our sleeping lion scene.,uncertain,0.3676,Resilience,0.2444,7
"They sleep together, too.",uncertain,0.3625,Family,0.9263,4
Yeah.,uncertain,0.3646,Family,0.8922,1
"It's interesting how they, in the king and queen's throne room we've got basically everyone else.",uncertain,0.4096,Family,0.9374,16
It's a commune.,neutral,0.5707,Resilience,0.6539,3
Because in nature it's usually one lion and many lionesses.,uncertain,0.2567,Resilience,0.2634,10
"Or occasionally, brothers rule a pride, which is what this story is about.",neutral,0.5086,Family,0.7036,13
Right.,uncertain,0.4358,Family,0.8802,1
Interesting.,uncertain,0.3853,Family,0.7637,1
You promised.,uncertain,0.3618,Family,0.8113,2
"And Jonathan was really incredible, too.",very positive,0.7528,Personal Growth,0.8752,6
We went through so many audition tapes of child actors to find Jonathan who had such a great natural ability to act and had such an interesting quirky voice.,uncertain,0.4424,Family,0.8327,29
"Yeah, he was terrific.",very negative,0.5455,Personal Growth,0.7942,4
And he's also on the cover of Tiger Beat magazine.,uncertain,0.3206,Resilience,0.3755,10
-I think that's important to note.,neutral,0.533,Family,0.7931,6
Yeah.,uncertain,0.3646,Family,0.8922,1
"Look, Simba.",uncertain,0.4177,Empathy,0.7122,2
Everything the light touches is our kingdom.,very positive,0.6981,Resilience,0.541,7
Wow.,very positive,0.4733,Family,0.8643,1
"A king's time… This shot is amazing because it's a camera dolly around the character, which is very unconventional in animation.",very positive,0.5454,Family,0.4284,21
"And to do it, we actually started with kind of a computer framework to show how the camera might move around these characters.",uncertain,0.3641,Family,0.5754,23
"Yeah, we built a very simple model of Mufasa and Simba on the cliff and rotated around so that the animator would have an underpinning, an understructure to put his animation on.",uncertain,0.2896,Resilience,0.586,32
"It was Chris Wahl, wasn't it?",uncertain,0.3401,Identity,0.7007,6
Yeah.,uncertain,0.3646,Family,0.8922,1
"And Chris followed that computer guideline so you get, in that final scene, a feeling that the camera's actually moving around the characters, which is great.",positive,0.4572,Family,0.596,26
It helps that sense of reality and mood and place.,neutral,0.456,Family,0.6267,10
"That's the kind of thing we are trying to do throughout the whole picture, was take you into the image.",neutral,0.4663,Family,0.6444,20
"Yeah, have more of a sense of cinematography.",uncertain,0.377,Family,0.2146,8
Exactly.,uncertain,0.3869,Family,0.894,1
I always loved this shot.,very positive,0.5226,Family,0.6948,5
"The idea of sound effects, you hear a little grass with the antelope running through, and you get the huge perspective of antelope in the foreground and then middle ground, and then they show up way in the distance towards the end of the shot.",uncertain,0.4446,Resilience,0.2464,45
"I was just gonna say not in an animation way, but just in terms of a scripting way, the idea of having Mufasa talk about that they eat other animals was really important to me.",uncertain,0.3867,Trauma,0.2241,35
I always thought this is a really great idea.,uncertain,0.3565,Family,0.7818,9
"I thought it would be great to ennoble the whole idea of the balance of life, the prey-predator and how it's all connected.",uncertain,0.3408,Empathy,0.0058,23
"Remember the joke we had at one point where he was saying, ""And we're all connected in the great circle of life."" And we had an antelope off in the distance.",uncertain,0.3206,Family,0.2768,31
"""Isn't that right, Joe?"" ""Right you are, Mufasa."" ""Catch you later, Joe."" ""Not if I can help it."" Then he takes off in the distance.",uncertain,0.4384,Family,0.7983,25
There was a song here at one time.,uncertain,0.3579,Romantic Love,0.3242,8
There was a big… Oh.,uncertain,0.3174,Trauma,0.6754,5
To Be King.,uncertain,0.4011,Identity,0.0492,3
"To Be King, which was Dad's day out.",uncertain,0.3469,Family,0.0187,8
"In the storyboard, and in the original outline, it always said, ""Dad's day out."" And it was a male-bonding day between dad and son.",neutral,0.5606,Family,0.6352,24
But it just never quite fired up.,uncertain,0.3564,Personal Growth,0.6704,7
"You never believed Mufasa out there in the woods, singing and dancing.",uncertain,0.329,Resilience,0.3797,12
Here comes my favorite character in the film.,uncertain,0.4244,Resilience,0.5217,8
This little sweet groundhog who always in previews got the biggest laugh.,uncertain,0.3885,Resilience,0.5655,12
"He was going to be a naked mole rat, but we couldn't get the thing to look right.",uncertain,0.4366,Trauma,0.4905,18
But we couldn't get the rights.,uncertain,0.2918,Family,0.8333,6
-He had a tough agent.,uncertain,0.3978,Resilience,0.5157,5
It's true.,uncertain,0.3693,Family,0.869,2
"We would have lost our ""G"" rating.",uncertain,0.3778,Family,0.6849,7
But it's funny underground humor.,neutral,0.4828,Family,0.6247,5
It is.,neutral,0.709,Family,0.9153,2
-It's a throwback to World War II.,uncertain,0.396,Trauma,0.0948,7
Yeah.,uncertain,0.3646,Family,0.8922,1
And Hogan's Heroes.,very positive,0.5209,Resilience,0.0236,3
"Yes, and this line.",uncertain,0.3269,Family,0.7782,4
Setting up the hyenas.,uncertain,0.3063,Trauma,0.0542,4
Remember?,uncertain,0.255,Family,0.8961,1
We had a different line there.,neutral,0.5871,Resilience,0.4772,6
"It was a transitional scene trying to not only set up the hyenas, but get you led back to Scar and what he's doing.",neutral,0.518,Trauma,0.165,24
Right.,uncertain,0.4358,Family,0.8802,1
This was also one of the very earliest scenes done.,uncertain,0.3618,Family,0.6522,10
"That's the first scene, wasn't it, of Scar by Andreas?",uncertain,0.3251,Trauma,0.0063,10
Yeah.,uncertain,0.3646,Family,0.8922,1
First scene animated.,uncertain,0.381,Family,0.7424,3
"There's a neat lighting thing going on here, too, because whenever you see young Simba, he's out in the sunlight and looking out over the vast Pride Lands.",uncertain,0.3373,Personal Growth,0.5321,28
"And then whenever you see Scar, he's under the overhang of the cliff, in the shadows, symbolically being the nasty one.",uncertain,0.2835,Trauma,0.0296,21
Gary Trousdale storyboarded this scene.,positive,0.4788,Family,0.8019,5
"It's funny because you never see the storyboard drawings, but it's always the point of departure for what the scene ultimately looks like.",uncertain,0.3918,Family,0.5139,23
And so Gary's attitudes and the way this whole scene was boarded out started long before the animation.,uncertain,0.3263,Trauma,0.6698,18
"That's Simba, who was animated by Mark Henn.",uncertain,0.2856,Resilience,0.0035,8
And Scar animated by Andreas Deja.,uncertain,0.4493,Trauma,0.0052,6
It's really great to see two great animators acting with each other.,uncertain,0.4279,Family,0.488,12
This is one of the purest scenes where you can see that.,very positive,0.529,Romantic Love,0.7526,12
"Two great guys who know what they're doing, with great voices to work with, just acting like crazy.",uncertain,0.3787,Family,0.6944,18
"What's interesting is that Andreas was animating Scar in I., and Mark was animating Simba in Florida.",neutral,0.4597,Identity,0.8258,17
And all these things were zapping back and forth across the coast.,uncertain,0.2934,Resilience,0.5158,12
And we recorded Jeremy in London.,uncertain,0.3531,Personal Growth,0.8309,6
And Jonathan in Zimbabwe.,uncertain,0.3311,Personal Growth,0.8524,4
-No.,uncertain,0.4462,Family,0.8558,1
That's not true.,negative,0.4547,Family,0.6274,3
In the design process we usually start with a conception of the character from the imagination.,neutral,0.572,Family,0.5322,16
"And once we actually attach a voice to it and hire the actor and start recording that actor, then the lead animator of that character takes on that character and literally starts to work with it and define it and refocus it.",uncertain,0.4433,Family,0.3647,42
And a lot of times they are so influenced by the look of the actor that it can't help but manifest itself in the final design.,neutral,0.5585,Family,0.4571,26
I love this shot where Simba is running down the hill past the lionesses basking in the dapple light.,uncertain,0.4164,Resilience,0.4312,19
"It seems simple, but I remember everybody trying to get the dapple light right because sunlight filtering through trees in animation ain't so easy.",neutral,0.5136,Family,0.3914,24
"So, getting the effects animators to work together with the art director and get that feeling, and they did a lovely job.",positive,0.5294,Family,0.4687,22
This all came from a pre-production sketch by Andy Gaskill.,uncertain,0.2945,Family,0.4463,10
"He was just exploring different environments of where the lions would live, and he did this beautiful thing of the lions sleeping on a dappled ledge.",uncertain,0.3708,Personal Growth,0.5987,26
And we pretty much just lifted it right off and stuck it right in the film.,uncertain,0.2997,Family,0.579,16
We should talk about Niketa a little bit.,neutral,0.4971,Resilience,0.0995,8
We never mentioned her.,very negative,0.5171,Personal Growth,0.3627,4
-Niketa Calame.,uncertain,0.2631,Personal Growth,0.2963,2
Yes.,uncertain,0.3673,Family,0.9347,1
Sweet little girl who came in and read along with every little girl in Hollywood to do the voice of Nala.,very positive,0.4594,Family,0.7057,21
"And we ended up with Niketa, who was really natural.",uncertain,0.3192,Family,0.9372,10
I think that was her forte.,uncertain,0.4189,Resilience,0.8708,6
She was just herself and brought so much edge and character to Nala.,very positive,0.5277,Personal Growth,0.7862,13
It was great.,very positive,0.4827,Family,0.9137,3
"It's actually interesting… I was gonna say that it's interesting because one of the issues we had to deal with in this film was it was taking place in Africa, and although it was animated, how are we gonna cast the characters in terms of their ethnic background?",uncertain,0.3425,Family,0.4464,48
"So, we had James Earl Jones, who's obviously African-American, and we have him with a son who is Matthew Broderick, who is obviously not African-American.",uncertain,0.43,Family,0.9677,25
"And yet we have Niketa Calame who is African-American, growing up to be Moira Kelly who is not.",uncertain,0.3747,Personal Growth,0.9546,18
"So, we had this big jumble and big mix-up of characters and things.",neutral,0.5112,Family,0.6799,13
And what was interesting about this film is that we could really literally be color blind as far as it not mattering at all.,uncertain,0.3533,Family,0.5567,24
"It was really about who the character was, who the performer was and what they brought to the character.",uncertain,0.4269,Family,0.6098,19
It's almost a nice commentary on how everyone's voice blended together to create this piece of theater.,uncertain,0.4065,Family,0.6909,17
"Also we have Jonathan Taylor Thomas as the voice actor for Simba, and when we go into the song he becomes Jason Weaver.",uncertain,0.4372,Resilience,0.407,23
Right.,uncertain,0.4358,Family,0.8802,1
"Yeah, who played Michael Jackson.",uncertain,0.3353,Resilience,0.0443,5
"The other thing going into Can't Wait to Be King, it was one of the first songs that came in.",uncertain,0.3221,Romantic Love,0.0123,20
And it was meant to be kind of a peppy upbeat kids' point of view of Africa.,uncertain,0.3567,Resilience,0.1045,17
But the challenge was always to try to reflect that in the art direction.,uncertain,0.3928,Family,0.6711,14
And our production designer Chris Sanders took that challenge on and created a look for this song that was pretty unique to the rest of the film.,positive,0.5266,Family,0.6762,27
"Right, it was supposed to be really literally from Simba's point of view, so the idea was to evoke brighter colors and bolder patterns and shapes so that it would feel more childlike.",uncertain,0.3191,Personal Growth,0.0192,33
"And interestingly, because we knew we had this departure to make, in terms of going from reality to fantasy, we decided to bring the audience there by a very, very abrupt change so that they would be aware, literally, of the change of tempo and tone and idea.",uncertain,0.2266,Family,0.4392,48
"The idea during the kind of the trees going by is you got Simba and Nala chasing in one direction, and you have all these palm trees panning by in the other direction.",uncertain,0.4378,Resilience,0.0978,33
And the idea was to try to make them strobe by and subconsciously do this little hula thing.,very negative,0.4747,Family,0.4607,18
Like a zoetrope.,very negative,0.5264,Resilience,0.0203,3
"Yeah, Zazu and the rhino butt, a guaranteed laugh.",positive,0.5138,Resilience,0.012,9
"The log in the river, actually they gave us a little template.",positive,0.4805,Resilience,0.2746,12
"CGI worked out a little template for the log in the river, again to help us move the characters through a moving camera point of view.",positive,0.5896,Resilience,0.2307,26
"I love that transition between the ripples in the water into zebra stripes, too, those kinds of things that you can do in a song and maybe not get by with at other places.",neutral,0.5504,Family,0.2643,34
"One of the problems, too, is if we had taken the animals from The Circle of Life and started having them dance around on their hind feet… Singing and dancing.",uncertain,0.4347,Trauma,0.6147,30
…it would look really terrible.,very negative,0.5854,Family,0.6812,5
So we had to go more stylized to allow the animals more free reign to be silly and comic.,uncertain,0.3298,Resilience,0.5029,19
"Chris really used African artwork and textiles and patterns and fabrics, and was really inspired by those shapes to put into Can't Wait to Be King.",positive,0.4879,Family,0.0095,26
The end of this song was storyboarded in a whole different way at one point.,neutral,0.485,Family,0.7056,15
Where were we before?,uncertain,0.3884,Family,0.385,4
How did this thing end?,uncertain,0.2819,Family,0.3928,5
Simba and Nala ran away off in the hills and we saw them from a distance finishing up the song.,uncertain,0.244,Family,0.6273,20
"Not much of a punchy ending, so to go really all out, Busby Berkeley, we wanted to put them in the middle of it.",uncertain,0.3622,Personal Growth,0.2084,24
And it turned out to be a laugh riot.,uncertain,0.4167,Family,0.8365,9
The ending shot of this song is really interesting 'cause you basically have a hornbill trapped under a rhino's butt.,uncertain,0.3859,Trauma,0.5147,20
And you would think maybe there's something funny about this.,uncertain,0.3689,Family,0.4886,10
And we had a recording session with Rowan Atkinson.,uncertain,0.4209,Family,0.6875,9
The poor guy.,uncertain,0.4341,Trauma,0.8864,3
"And we gave him 17, no less than 17 different things to say under a rhino's butt.",uncertain,0.3909,Trauma,0.4549,17
"Things like, ""Haven't we met before?"" Or, ""I'll never tango again."" All right!",uncertain,0.4106,Trauma,0.0445,13
It worked!,positive,0.4648,Family,0.8734,2
We lost him.,very negative,0.6779,Grief,0.9677,3
I am a genius.,very positive,0.7411,Personal Growth,0.6279,4
"Hey, genius, it was my idea.",very positive,0.4797,Personal Growth,0.7831,6
"This was setting up a very important point for our movie later on, which is that Nala is gonna pin Simba later on.",positive,0.579,Family,0.2747,23
And he has to recognize her.,uncertain,0.4278,Identity,0.9081,6
"Yes, he has to recognize her.",uncertain,0.3879,Family,0.9274,6
So we thought she should do something physically that he would remember.,neutral,0.4624,Personal Growth,0.3594,12
So that was what we ended up on.,neutral,0.5208,Family,0.7875,8
The Nala flip.,uncertain,0.2898,Personal Growth,0.0459,3
The Nala flip.,uncertain,0.2898,Personal Growth,0.0459,3
"Notice how the art direction changed, too.",neutral,0.5675,Family,0.7113,7
"It was kind of bright sunny day above, and once they roll down the cliff, it's all elephant graveyard, moody and mysterious.",uncertain,0.3264,Trauma,0.6985,22
"You see all that dust moving in the foreground, which is actually done by a computer program.",uncertain,0.2628,Resilience,0.4,17
"There's a brilliant man who worked on our movie named Randy Fullmer, who kind of corralled all this.",positive,0.49,Family,0.5212,18
"His job is artistic coordinator, and he along with Ann Tucker in our scene planning department came up with this idea of turbulence, which you see here in the mist and moving through the elephant graveyard.",uncertain,0.3858,Trauma,0.2002,36
"Scott Santoro was the head of our special effects department, and normally with special effects you think of rocket ships and laser guns and big explosions, which is absolutely true.",uncertain,0.3886,Family,0.1184,30
But also in animation you have the kind of side of it that's lighting and shadow and subtlety.,neutral,0.4741,Resilience,0.5839,18
"And in almost every shot in Lion King, there's some form of special effect, so in a sequence like this which seems fairly simple, it's loaded with shadows and tone mattes and lighting effects that make the character really feel like it's in its environment.",positive,0.4815,Empathy,0.0461,45
"What tone mattes are, are the shadowed areas on the characters that define the character as a three-dimensional form.",neutral,0.5591,Family,0.5607,19
Especially in this film where we had lions who were all one color.,uncertain,0.2508,Resilience,0.4996,13
"If we had not had the tone mattes which gave the internal shadows on their bodies, they would have come out looking so flat.",negative,0.5097,Family,0.6246,24
"Yellow-gold-orange, yellow-yellow, yellow-brown, yellow-orange.",neutral,0.5219,Family,0.8906,4
Yeah.,uncertain,0.3646,Family,0.8922,1
So our effects department pretty much drew shadows on all these characters throughout the whole movie.,uncertain,0.4078,Family,0.514,16
"Not a fun task, but, boy, it really made everybody become very three-dimensional.",uncertain,0.3433,Personal Growth,0.7888,13
"You can also see in terms of like what the CAP system does, when Zazu's bill goes from yellow to orange, there's a blend happening between those two colors which was something that we're able to do with a computer.",neutral,0.7515,Resilience,0.1086,40
That you couldn't have done five years ago.,uncertain,0.3249,Personal Growth,0.8462,8
"If this were Fantasia back in the '40s, you would have airbrushed all that, and it would have crawled around and been very fragile.",uncertain,0.4331,Trauma,0.0067,24
Now you can get a lovely blended look.,uncertain,0.4102,Family,0.7564,8
This is great.,very positive,0.5076,Family,0.854,3
"I remember one day we were working on the movie, trying to figure out who to cast for several of the parts, and Peter Schneider walks in and goes, ""Whoopi Goldberg wants to be in your movie."" We hadn't cast the hyenas, in fact, we had read auditions for the hyenas, including Nathan Lane and Ernie Sabella, who came in to audition for the hyenas, and ultimately were cast as Pumbaa and Timon.",neutral,0.5739,Family,0.4006,73
We hadn't quite landed on who would play these characters.,negative,0.6186,Family,0.5193,10
Gary Trousdale had come up with a Cheech and Chong idea.,uncertain,0.3711,Personal Growth,0.002,11
"But we found out that they wouldn't work together anymore, -so we… We kept Cheech.",uncertain,0.2688,Trauma,0.532,15
-Ended up with Cheech and Whoopi.,uncertain,0.372,Resilience,0.135,6
There you go.,neutral,0.5173,Family,0.7529,3
"And Ed, who was loosely based on Ed McMahon and Harpo Marx, all mixed together, who could just laugh at their jokes.",neutral,0.5862,Family,0.5323,22
"And he was played by Jim Cummings, who we had the most amazing recording session with, 'cause he came in for four hours and basically laughed.",uncertain,0.29,Family,0.7515,26
Every kind of laugh.,uncertain,0.3423,Family,0.5676,4
"""Laugh apprehensively."" ""Laugh like Ricky Ricardo."" ""Laugh like Lucy."" As the chase starts, the art direction heats up again, so you really get a lot of reds and stuff on the screen.",neutral,0.4597,Family,0.1521,32
That's the great thing about animation is you can light and do whatever you want to so that the art direction can support what's going on emotionally on the screen.,uncertain,0.4392,Empathy,0.6281,30
"This was funny, pounding on Jonathan's back, so he could do the uh-uh-uh-uh Going down the spinal cord.",uncertain,0.3742,Trauma,0.7553,18
"These got to be really complex scenes in here 'cause you had six characters on the screen, on and off, and their shadows and tone mattes.",uncertain,0.2361,Family,0.5472,26
"This is a great shot, as the cubs round the corner and go past all those foreground cliffs and reveal this big elephant carcass, for lack of a better word.",uncertain,0.376,Family,0.5063,30
And it's got a little skin on it and they crawl up to the top.,positive,0.4915,Resilience,0.6746,15
There's a little color pop here.,uncertain,0.373,Family,0.7365,6
It's not much to look at.,negative,0.5287,Family,0.3804,6
We couldn't fix it because we ran out of time.,uncertain,0.3933,Family,0.8916,10
Yeah.,uncertain,0.3646,Family,0.8922,1
-Who did those growls for Simba?,uncertain,0.33,Trauma,0.5322,6
That was Jonathan.,uncertain,0.3449,Personal Growth,0.8631,3
I remember we experimented with real animal growls and young cubs sound like kittens almost.,neutral,0.5494,Resilience,0.2586,15
"This is like a grizzly bear, mixed with a tiger, mixed with a F-16 fly by.",uncertain,0.4257,Trauma,0.7806,16
One of the big challenges of doing The Lion King was the fact that it was an all-animal story as opposed to many of the other pictures we've done recently which were primarily human based.,negative,0.4917,Resilience,0.0075,35
So the entire staff of animators had to learn how to do four-legged animals.,uncertain,0.4003,Resilience,0.3054,14
"They went to the zoo, they went to Africa.",uncertain,0.3897,Resilience,0.0533,9
They really lived with these animals.,uncertain,0.4216,Resilience,0.7322,6
