text,sentiment,score
But she won't remember I have powers?,neutral,0.7178
It's for the best.,positive,0.8083
"Listen to me, Elsa, your power will only grow.",positive,0.7728
There is beauty in it...,positive,0.9286
But also great danger.,neutral,0.6023
You must learn to control it.,neutral,0.7479
Fear will be your enemy.,negative,0.6947
No.,neutral,0.4936
We'll protect her.,positive,0.5381
She can learn to control it.,neutral,0.7979
I'm sure.,neutral,0.6031
"Until then, we'll lock the gates.",neutral,0.7584
We'll reduce the staff.,neutral,0.7559
We will limit her contact with people and keep her powers hidden from everyone...,neutral,0.715
including Anna.,neutral,0.8015
Elsa?,neutral,0.6689
Do you want to build a snowman?,neutral,0.8304
Come on let's go and play.,positive,0.5152
I never see you anymore.,negative,0.7997
Come out the door.,neutral,0.7405
It's like you've gone away.,negative,0.622
We used to be best buddies.,neutral,0.6596
And now we're not.,negative,0.5869
I wish you would tell me why.,neutral,0.6683
Do you want to build a snowman?,neutral,0.8304
It doesn't have to be a snowman.,neutral,0.7554
"Go away, Anna.",negative,0.632
...Okay bye.,neutral,0.6239
The gloves will help.,neutral,0.5442
See...,neutral,0.6611
Conceal it.,neutral,0.6683
Don't feel it.,negative,0.7509
Don't let it show.,neutral,0.6253
Do you want to build a snowman?,neutral,0.8304
Or ride our bike around the hall?,neutral,0.9091
I think some company is overdue...,neutral,0.7057
I've started talking to the pictures on the walls.,neutral,0.8503
"Hang in there, Joan.",neutral,0.794
It gets a little lonely all these empty rooms.,negative,0.8393
Just watching the hours tick by.,neutral,0.7211
I'm scared.,negative,0.788
It's getting stronger.,positive,0.8153
Getting upset only makes it worse.,negative,0.9632
Calm down.,neutral,0.6975
No.,neutral,0.4936
Don't touch me.,negative,0.6645
Please.,neutral,0.6087
I don't want to hurt you.,negative,0.5326
See you in two weeks.,neutral,0.7039
Do you have to go?,neutral,0.798
"You'll be fine, Elsa.",positive,0.6808
Elsa?,neutral,0.6689
"Please, I know you're in there.",neutral,0.7335
"People are asking where you've been, They say have courage and I'm trying to...",neutral,0.7182
I'm right out here for you.,positive,0.7136
Just let me in.,neutral,0.6379
We only have each other.,neutral,0.5335
It's just you and me.,neutral,0.7379
What are we gonna do?,neutral,0.8532
Do you want to build a snowman?,neutral,0.8304
Three Years Later.,neutral,0.8417
Welcome to Arendelle!,positive,0.9163
"Thank you, Sir!",positive,0.9514
Watch your Steps please.,neutral,0.7336
The Gates Will opening Soon.,neutral,0.8399
Why do I have to wear this?,negative,0.8056
Because the Queen has come of age.,neutral,0.7695
It's Coronation Day!,positive,0.8523
That's not my fault.,neutral,0.5173
"What do you want, Sven?",neutral,0.8346
Give me a snack!,neutral,0.4793
What's the magic word?,neutral,0.8888
Please!,neutral,0.5394
A..a...,neutral,0.75
a...,neutral,0.671
a!,neutral,0.4829
Share!,positive,0.5102
I can't believe they're finally opening up the gates!,positive,0.5584
And for a whole day!,positive,0.5736
"Faster, Persi!",neutral,0.5167
"Ah, Arendelle, our most mysterious trade partner.",neutral,0.6049
Open those gates so I may unlock your secrets and exploit your riches.,neutral,0.6431
...Did I just say that out loud?,neutral,0.6427
"Oh, me sore eyes can't wait to.",positive,0.9177
See the Queen and the Princess.,neutral,0.7946
I bet they're absolutely lovely.,positive,0.951
I bet they are beautiful.,positive,0.9525
Princess Anna...?,neutral,0.8856
...Huh?,neutral,0.7463
Yeah?,neutral,0.7381
"Sorry to wake you, ma'am but...",negative,0.5099
"No, no, no.",negative,0.6471
You didn't.,neutral,0.5352
I've been up for hours.,neutral,0.6741
Who is it?,neutral,0.7937
"It's still me, ma'am.",neutral,0.7602
The gates will open soon.,neutral,0.8083
Time to get ready.,neutral,0.6747
Of course!,positive,0.7768
Ready for what?,neutral,0.7498
"Your sister's coronation, ma'am.",neutral,0.8766
My sister's cor-neration...,neutral,0.8414
It's coronation day!,positive,0.6908
It's coronation day!,positive,0.6908
The window is open!,positive,0.779
So's that door!,neutral,0.6602
I didn't know they did that anymore.,negative,0.6429
Who knew we owned 8000 salad plates...?,neutral,0.6273
For years I have roamed these empty halls.,neutral,0.4976
Why have a ballroom with no balls?,negative,0.5493
"Finally, they're opening up the gates!",positive,0.5984
"There'll be real, actual people It'll be totally strange.",neutral,0.5057
But wow am I so ready for this change!,positive,0.9607
"For the first time in forever, There'll be music, there'll be light.",positive,0.7731
"For the first time in forever, I'll be dancing through the night.",positive,0.8446
"Don't know if I'm elated or gassy, But I'm somewhere in that zone.",positive,0.5732
"'Cause for the first time in forever, I won't be alone.",positive,0.7673
I can't wait to meet everyone...,positive,0.9834
"What if I meet ""the one""?",neutral,0.8453
"Tonight, imagine me gown and all.",neutral,0.7601
Fetchingly draped against the wall.,neutral,0.7292
The picture of sophisticated Grace.,neutral,0.771
"I suddenly see him standing there, a beautiful stranger tall and fair.",positive,0.8446
I wanna stuff some chocolate in my face!,negative,0.4746
"But then we laugh and talk all evening, Which is totally bizarre.",positive,0.5229
Nothing like the life I've led so far.,neutral,0.4499
"For the first time in forever, There'll be magic, There'll be fun.",positive,0.9373
"For the first time in forever, I could be noticed by someone.",positive,0.9074
And I know it is totally crazy.,negative,0.6021
To dream I'd find romance.,positive,0.4997
"But for the first time in forever, At least I've got a chance!",positive,0.8454
Don't let them in.,neutral,0.4909
Don't let them see.,neutral,0.6076
Be the good girl You always have to be.,positive,0.8347
Conceal.,neutral,0.5848
Don't feel.,negative,0.6356
Put on a show.,neutral,0.64
Make one wrong move and everyone will know.,negative,0.7653
But it's only for today.,neutral,0.7268
It's only for today!,positive,0.6818
It's agony to wait.,negative,0.7754
It's agony to wait.,negative,0.7754
Tell the guards to open up the...,neutral,0.7938
The gate!,neutral,0.6173
For the first time in forever.,neutral,0.6153
Don't let them in don't let them see I'm getting what I'm dreaming of.,neutral,0.6667
Be the good girl you always have to be.,positive,0.847
A chance to change my Only world.,positive,0.5446
Conceal.,neutral,0.5848
Conceal.,neutral,0.5848
Don't feel.,negative,0.6356
"A chance to find true love Don't See, Don't Feel, Don't Let them know.",neutral,0.6295
"I know it all ends tomorrow, So it has to be today!",neutral,0.5519
'Cause for the first time in forever...,neutral,0.5858
For the first time in forever!,positive,0.686
Nothing's in my way!,neutral,0.5276
Hey!,neutral,0.5279
I'm so sorry.,negative,0.8012
Are you hurt?,neutral,0.5389
Hey!,neutral,0.5279
"I-ya, no.",neutral,0.5375
No.,neutral,0.4936
I'm okay.,positive,0.8271
Are you sure?,neutral,0.8481
"Yeah, I just wasn't looking where I was going.",negative,0.5963
"But I'm great, actually.",positive,0.9417
"Oh, thank goodness.",positive,0.8352
Oh...,neutral,0.6291
Umm...,neutral,0.7118
Prince Hans of the Southern Isles.,neutral,0.8489
Princess Anna of Arendelle.,neutral,0.867
Princess...?,neutral,0.8497
My Lady.,neutral,0.4862
Hi...,neutral,0.6731
again.,neutral,0.4618
Oh boy.,neutral,0.537
Ha.,neutral,0.6221
This is awkward.,negative,0.8997
"Not you're awkward, but just because we're...I'm awkward.",negative,0.5783
You're gorgeous.,positive,0.9749
"Wait, what?",neutral,0.5943
I'd like to formally apologize for hitting the Princess of Arendelle with my horse...,negative,0.5842
And for every moment after.,neutral,0.7666
No.,neutral,0.4936
No-no.,negative,0.4951
It's fine.,positive,0.5682
I'm not THAT Princess.,neutral,0.5424
"I mean, if you'd hit my sister Elsa, that would be...",neutral,0.6097
"'Cuz, you know...",neutral,0.7826
Hello.,neutral,0.5209
"But, lucky you, it's-it's just me.",positive,0.7814
Just you?,neutral,0.7776
...The bells.,neutral,0.7757
The coronation.,neutral,0.7768
I...,neutral,0.7305
I...,neutral,0.7305
I better go.,neutral,0.5683
I have to...I better go.,neutral,0.5711
Bye!,neutral,0.6142
"Your Majesty, The gloves.",neutral,0.7475
"(formal, in Old Norse) Sehm hon hell drr in-um hell-gum Ayg-num Ok krund ee thes-um hellgah Stahth, ehk teh frahm fur-ear Uthear...",neutral,0.6618
...Queen Elsa of Arendelle.,neutral,0.8865
Queen Elsa of Arendelle.,neutral,0.8462
Queen Elsa of Arendelle.,neutral,0.8462
Princess Anna of Arendelle!,neutral,0.7248
Here?,neutral,0.7212
Are you sure?,neutral,0.8481
I do not think I suppose to...Okay.,negative,0.6527
Hi.,neutral,0.5326
Hi me...?,neutral,0.8371
Oh.,neutral,0.5443
Um.,neutral,0.6071
Hi.,neutral,0.5326
You look beautiful...Thank you.,positive,0.9902
You look beautifuller.,positive,0.9612
"I mean, not Fuller.",neutral,0.5826
"You don't look Fuller, but more beautiful.",positive,0.7758
Thank you.,positive,0.853
"So, this is what a party looks like?",neutral,0.538
It's warmer than I thought.,positive,0.8362
And what is that amazing smell?,positive,0.8163
...,neutral,0.6204
Chocolate.,neutral,0.6536
Your Majesty.,neutral,0.6671
The Duke of Weaseltown.,neutral,0.8679
Weselton.,neutral,0.711
The Duke of Weselton..,neutral,0.8879
"Your Majesty, As your closest partner in trade, It seems only fitting that I offer you.",positive,0.7691
Your first dance as Queen.,neutral,0.8166
Thank you...,positive,0.7935
Only I don't dance.,neutral,0.6424
But my sister does.,neutral,0.7604
"Lucky you...Oh, I don't think...",neutral,0.4743
"If you swoon, let me know, I'll catch you.",neutral,0.704
Sorry.,negative,0.5092
Like an agile peacock...,neutral,0.6453
"Speaking of, so great to have the gates open.",positive,0.9651
Why did they shut them in the first place?,negative,0.8116
Do you know the reason?,neutral,0.771
Hmm?,neutral,0.702
No.,neutral,0.4936
No...,neutral,0.5715
"Oh, all right.",neutral,0.5915
Hang on.,neutral,0.7189
"They don't call me ""the little dipper"" for nothing.",neutral,0.5211
Like a chicken...with the face of a monkey...,neutral,0.4914
I fly.,neutral,0.6043
"Let me know when you're ready for another round, M'Lady.",neutral,0.8791
"Well, he was sprightly.",positive,0.5466
Especially for a man in heels.,neutral,0.7269
Are you okay?,neutral,0.7918
I've never been better.,positive,0.8244
This is so nice.,positive,0.9882
I wish it could be like this all the time.,neutral,0.5253
Me too...,neutral,0.7581
But it can't.,negative,0.6045
Why not?,neutral,0.6867
If...It just can't.,negative,0.5691
Excuse me for a minute.,negative,0.5107
Glad I caught you.,positive,0.903
Hans!,neutral,0.5355
I often had the whole parlor to myself to slide...Oops.,neutral,0.655
Sorry.,negative,0.5092
...,neutral,0.6204
Your physique helps I'm sure too.,positive,0.7587
What's this?,neutral,0.7517
"I was born with it, Although I dreamt I was kissed by a troll.",neutral,0.6212
I like it.,positive,0.9082
"Yeah, The whole thing!",neutral,0.5564
You got it.,positive,0.512
"Okay wait, wait.",neutral,0.5921
So you have how many brothers?,neutral,0.833
Twelve older brothers.,neutral,0.7558
Three of them pretended I was invisible...,neutral,0.6918
literally...,neutral,0.5922
for two years.,neutral,0.6435
That's horrible.,negative,0.9501
It's what brothers do.,neutral,0.6318
...,neutral,0.6204
And sisters.,neutral,0.725
Elsa and I were really close when we were little.,positive,0.7116
"But then, one day she just shut me out, and...",negative,0.5672
And I never knew why.,negative,0.4899
I would never shut you out.,neutral,0.5603
"Okay, can I just say something crazy?",neutral,0.5508
I love crazy.,positive,0.9551
All my life has been a series of doors in my face.,negative,0.6062
And then suddenly I bump into you.,neutral,0.6619
"I was thinking the same thing, because like...",neutral,0.724
I've been searching my whole life to find my own place.,neutral,0.6044
"And maybe it's the party talking, Or the chocolate fondue.",neutral,0.7103
But with you...,neutral,0.82
I found my place.,positive,0.6307
I see your face.,neutral,0.6666
And it's nothing like I've ever known before.,negative,0.4581
Love is an open...,positive,0.6652
door!,neutral,0.4873
Love is an open...,positive,0.6652
door...Door...,neutral,0.7612
Love is an open...,positive,0.6652
door...,neutral,0.6935
With you!,positive,0.7457
With you!,positive,0.7457
Love is an open door.,positive,0.7448
I mean it's crazy.,neutral,0.4807
What?,neutral,0.5653
We finish each other's...Sandwiches!,positive,0.5387
That's what I was gonna say!,neutral,0.6641
I've never met someone...Who thinks so much like me.,positive,0.4913
Jinx...,neutral,0.5669
jinx again.,neutral,0.7752
"Our Mental Synchronization Can have but one explanation, You and I were just meant to be.",neutral,0.7457
Say goodbye.,neutral,0.554
To the pain of the past.,negative,0.5637
We don't have to feel it anymore!,neutral,0.5138
Love is an open...,positive,0.6652
door!,neutral,0.4873
Love is an open door!,positive,0.899
Life can be so much more...with you!,positive,0.9747
With you!,positive,0.7457
Love is an open...,positive,0.6652
door.,neutral,0.5684
Can I say something crazy...?,neutral,0.6771
Will you marry me?,neutral,0.86
Can I just say something even crazier?,negative,0.5769
Yes.,positive,0.461
Oops!,negative,0.5402
Pardon.,neutral,0.6478
Sorry.,negative,0.5092
Can we just get around you there?,neutral,0.9018
Thank you.,positive,0.853
"Oh, there she is.",neutral,0.6806
Elsa!,positive,0.4751
I mean...,neutral,0.6943
Queen...,neutral,0.7758
Me again.,neutral,0.6761
"May I present, Prince Hans of the Southern Isles.",neutral,0.8874
Your Majesty.,neutral,0.6671
We would like...your blessing...,positive,0.7953
of...,neutral,0.6519
our marriage!,positive,0.4971
Marriage...?,neutral,0.8338
Yes!,positive,0.8097
"I'm sorry, I'm confused.",negative,0.7895
"Well, We haven't worked out all the details ourselves.",neutral,0.614
We'll need a few days to plan the ceremony.,neutral,0.9058
"Of course we'll have soup, roast, and ice cream and then...",positive,0.5306
Wait.,neutral,0.5851
Would we live here?,neutral,0.8848
Here?,neutral,0.7212
Absolutely!,positive,0.7741
Anna...,neutral,0.7219
"Oh, we can invite all twelve of your brothers to stay with us...",neutral,0.5573
What?,neutral,0.5653
"No, no, no, no, no.",negative,0.7323
Of course we have the room.,neutral,0.6313
I don't know.,neutral,0.5667
Some of them must...,neutral,0.8385
Wait.,neutral,0.5851
Slow down.,neutral,0.673
No one's brothers are staying here.,neutral,0.5139
No one is getting married.,negative,0.5038
"Wait, what?",neutral,0.5943
"May I talk to you, please.",neutral,0.8075
Alone.,neutral,0.5828
No.,neutral,0.4936
"Whatever you have to say, you...",neutral,0.8047
you can say to both of us.,neutral,0.7663
Fine.,neutral,0.5034
You can't marry a man you just met.,negative,0.5982
You Can if it's true love.,neutral,0.55
"Anna, what do you know about true love?",neutral,0.8616
More than you.,neutral,0.6692
All you know is how to shut people out.,neutral,0.5501
"You asked for my blessing, but my answer is no.",neutral,0.5687
"Now, Excuse me.",negative,0.4847
"Your Majesty, if I may ease your...",neutral,0.6953
"No, you may not.",neutral,0.5621
And I-I think you should go.,neutral,0.7039
The party is over.,negative,0.7
Close the gates.,neutral,0.5672
"Yes, Your Majesty.",positive,0.5535
What?,neutral,0.5653
"Elsa, no.",neutral,0.5388
"No, wait!",neutral,0.4915
Give me my glove!,neutral,0.553
"Elsa, please.",neutral,0.6277
Please.,neutral,0.6087
I can't live like this anymore.,negative,0.9677
...,neutral,0.6204
Then leave.,neutral,0.5727
...,neutral,0.6204
What did I ever do to you?!,negative,0.5158
"Enough, Anna.",neutral,0.5946
No.,neutral,0.4936
Why?,neutral,0.612
Why do you shut me out?!,negative,0.9416
Why do you shut the world out?!,negative,0.9144
What are you so afraid of?!,negative,0.8249
"I said, enough!",neutral,0.5259
Sorcery.,neutral,0.729
I knew there was something dubious going on here.,negative,0.6548
Elsa...?,neutral,0.7689
There she is.,neutral,0.6582
Your Majesty!,positive,0.548
Long live the Queen!,positive,0.9244
Queen Elsa...,neutral,0.8517
Come drink with us.,positive,0.5315
Queen Elsa.,neutral,0.7722
Your Majesty?,neutral,0.8215
Are you all right?,neutral,0.8301
There she is!,positive,0.6634
Stop her!,negative,0.618
"Please, just stay away from me.",negative,0.8326
Stay away!,neutral,0.5098
Monster...,negative,0.5541
Monster!,negative,0.5859
Elsa!,positive,0.4751
Elsa...,neutral,0.7147
"Wait, Please!",neutral,0.6595
"Elsa, Stop!",negative,0.612
Anna!,neutral,0.482
No.,neutral,0.4936
The Fjord.,neutral,0.7478
Snow?,neutral,0.729
"Yes, snow!",positive,0.597
Are you all right?,neutral,0.8301
No.,neutral,0.4936
Did you know?,neutral,0.7783
No.,neutral,0.4936
Look!,positive,0.5707
It's snowing!,positive,0.7144
It's snowing!,positive,0.7144
The Queen has cursed this land!,negative,0.9411
She must be stopped!,negative,0.7712
"You have to go after her...Wait, no!",neutral,0.5333
You!,positive,0.4782
"Is there sorcery in you, too?",neutral,0.8094
"Are you a monster, too?",negative,0.6479
No.,neutral,0.4936
No.,neutral,0.4936
I'm completely ordinary.,negative,0.6327
That's right she is.,neutral,0.4941
...,neutral,0.6204
In the best way.,positive,0.6344
And my sister's not a monster.,neutral,0.6901
She nearly killed me.,negative,0.9036
You slipped on ice...Her ice!,neutral,0.4868
It was an accident.,neutral,0.6707
She was scared.,negative,0.5159
She didn't mean it.,neutral,0.5359
She didn't mean any of this...,negative,0.5791
Tonight was my fault.,negative,0.9163
I pushed her.,neutral,0.5425
So I'm the one that needs to go after her.,neutral,0.6997
What?,neutral,0.5653
Yeah.,neutral,0.5491
"Bring me my horse, please.",neutral,0.7558
"Anna, no.",neutral,0.5791
It's too dangerous.,negative,0.9032
Elsa's not dangerous.,neutral,0.6264
"I'll bring her back, And I'll make this right.",positive,0.6717
I'm coming with you...No.,neutral,0.6322
I need you here to take care of Arendelle.,neutral,0.8385
On my honor.,neutral,0.5003
I leave Prince Hans in charge!,neutral,0.7742
Are you sure you can trust her?,neutral,0.8251
I don't want you getting hurt.,negative,0.7313
"She's my sister, She would never hurt me.",positive,0.5122
"The Snow glows white on the mountain tonight, Not a footprint to be seen.",positive,0.5111
A kingdom of isolation.,neutral,0.6061
And it looks like I'm the Queen.,positive,0.5313
The wind is howling like this swirling storm inside.,neutral,0.6733
"Couldn't keep it in, Heaven knows I tried...",negative,0.492
"Don't let them in, Don't let them see, Be the good girl you always have to be.",positive,0.5402
"Conceal, Don't feel, Don't let them know.",neutral,0.6393
"Well, Now they know.",neutral,0.5894
Let it go.,neutral,0.6399
Let it go.,neutral,0.6399
Can't hold it back anymore.,neutral,0.5279
Let it go.,neutral,0.6399
Let it go.,neutral,0.6399
Turn away and Slam the door.,neutral,0.5645
I don't care what they're going to say.,neutral,0.4836
Let the storm rage on.,neutral,0.755
The cold never bothered me anyway.,neutral,0.6202
It's funny how some distance makes everything seem small.,neutral,0.4907
And the fears that once controlled me.,negative,0.6309
Can't get to me at all.,negative,0.7885
"It's time to see what I can do, To test the limits and Break through.",neutral,0.7272
"No right, No wrong, No rules for me...",neutral,0.612
I'm free!,positive,0.8941
Let it go!,positive,0.5943
Let it go!,positive,0.5943
I am one with the wind and sky.,neutral,0.6587
Let it go!,positive,0.5943
Let it go!,positive,0.5943
You'll never see me cry.,neutral,0.496
Here I Stand And...,neutral,0.8896
Here I'll stay.,neutral,0.6068
Let the storm rage on...,neutral,0.7613
My power flurries through the air into the ground.,neutral,0.5737
My soul is spiraling in frozen fractals all around.,neutral,0.719
And one thought crystallizes like An icy blast...,neutral,0.746
"I'm never going back, The Past is in the Past!",neutral,0.4602
Let it go!,positive,0.5943
Let it go!,positive,0.5943
And I'll rise like the break of Dawn.,positive,0.5674
Let it go!,positive,0.5943
Let it go!,positive,0.5943
That perfect girl is gone.,negative,0.5668
Here I stand in the light of day.,positive,0.5996
Let the storm rage on!,positive,0.4865
The cold never bothered me anyway.,neutral,0.6202
Elsa!,positive,0.4751
Elsa!,positive,0.4751
"Elsa, It's me, Anna...",neutral,0.7963
Your sister who didn't mean to make you freeze the summer.,neutral,0.5039
I'm sorry.,negative,0.6455
It's all my f-f-fault.,negative,0.9184
"Of course, none of this would have happened if she'd just told me her secret...",neutral,0.5971
ha...,neutral,0.7125
She's a stinker.,negative,0.9291
Oh no.,negative,0.7034
No.,neutral,0.4936
No.,neutral,0.4936
No.,neutral,0.4936
Come back.,neutral,0.5905
No.,neutral,0.4936
Oooo-Kay.,neutral,0.6812
"Snow, it had to be snow, She couldn't have had tr-tr-tropical magic that covered the f-f-fjords in white sand and warm...",neutral,0.5564
Fire!,neutral,0.4833
Whoa!,neutral,0.4812
Wandering Oaken's Trading Post.,neutral,0.852
Ooh!,neutral,0.554
And Sauna...,neutral,0.8011
Big summer blow out.,neutral,0.6378
"Half off swimming suits, clogs, And a sun balm of my own invention, yah?",neutral,0.7184
"Oh, great.",positive,0.8123
"For now, how about boots, Winter boots...",neutral,0.8697
and dresses?,neutral,0.7674
That would be in our winter department.,neutral,0.8171
Oh.,neutral,0.5443
"Um, I was just wondering; Has another young woman, The Queen perhaps, I don't know, passed through here?",neutral,0.9279
"Only one crazy enough to be out in this storm is you, dear.",negative,0.4971
You and this fellow...,neutral,0.8215
Hoo hoo.,positive,0.4971
Big summer blow out.,neutral,0.6378
Carrots.,neutral,0.7039
Hah?,neutral,0.6269
Behind you.,neutral,0.7204
"Oh, right.",neutral,0.5655
Excuse me.,neutral,0.4804
"A real howler in July, Yes?",neutral,0.8152
Where ever could it be coming from?,neutral,0.8312
The North Mountain.,neutral,0.7958
North Mountain.,neutral,0.723
That'll be forty.,neutral,0.8006
Forty?,neutral,0.6975
"No, ten.",neutral,0.6149
"Oh dear, that's no good.",negative,0.9517
See.,neutral,0.6011
"These are from our winter stock, where supply and demand have a big problem.",negative,0.628
You want to talk about a supply and demand problem?,neutral,0.6633
I sell ice for a living.,neutral,0.819
"Ooh, that's a rough business to be in right now.",negative,0.8238
"I mean, that is really...",neutral,0.5595
Ahem.,neutral,0.6977
That's unfortunate.,negative,0.8797
Still forty.,neutral,0.7591
But I will throw in a visit to Oaken's sauna.,neutral,0.8583
Hoo hoo!,positive,0.8404
"Hi, family.",neutral,0.6061
Ten's all I got.,neutral,0.5814
Help me out.,neutral,0.7344
Ten will get you this and no more.,neutral,0.6072
"Okay, just tell me one thing...What was ...happening on the North Mountain?",neutral,0.7951
Did it seem magical?,neutral,0.663
Yes!,positive,0.8097
"Now, back up while I deal with this crook here.",negative,0.86
What did you call me?,neutral,0.8015
Okay.,neutral,0.5844
"Okay, I'm-Ow!",neutral,0.6572
Whoa!,neutral,0.4812
Bye bye.,neutral,0.4864
"No Sven, I didn't get your carrots.",negative,0.5315
But I did find us a place to sleep.,neutral,0.7308
And it's free.,neutral,0.5156
I'm sorry about this violence.,negative,0.9229
"I will add a quart of lutefisk, So We'll have good feelings.",positive,0.7701
"Just the outfit and boots, yah?",neutral,0.7973
Reindeers are better than people.,neutral,0.4522
"Sven, Don't you think that's true?",neutral,0.786
"Yeah, People will beat you & Curse you & Cheat you.",negative,0.7921
"Every one of em's bad, Except you.",negative,0.8423
"Oh, Thanks, Buddy.",positive,0.704
But People smell better than Reindeers.,neutral,0.466
"Sven, Don't you think I'm right?",neutral,0.7768
"That's once again true, For all Except you.",positive,0.5099
You got me.,positive,0.5528
Let's call it a night.,neutral,0.6498
Good night.,positive,0.5576
Don't let the Frostbite bite.,neutral,0.6418
Nice duet.,positive,0.9496
"Oh, it's just you.",neutral,0.5369
What do you want?,neutral,0.7644
I want you to take me up the North Mountain.,neutral,0.7156
I don't take people places.,negative,0.5301
Let me rephrase that...,neutral,0.7695
Take me up the North Mountain...,neutral,0.8311
Please.,neutral,0.6087
"Look, I know how to stop this winter.",neutral,0.5946
We leave at Dawn...,neutral,0.9159
And you forgot the carrots for Sven.,neutral,0.6807
Oops.,negative,0.4829
Sorry.,negative,0.5092
Sorry.,negative,0.5092
I'm sorry.,negative,0.6455
I didn't...,neutral,0.6823
We leave now.,neutral,0.7935
Right now.,neutral,0.7559
Hang on!,neutral,0.6725
We like to go fast!,positive,0.658
I like fast!,positive,0.8876
"Whoa, whoa!",positive,0.5
Get your feet down.,neutral,0.6627
This is fresh lacquer.,neutral,0.7784
"Seriously, were you raised in a barn?",negative,0.558
Ew.,negative,0.736
"No, I was raised in a castle.",neutral,0.7428
"So tell me, what made the Queen go all ice-crazy?",neutral,0.5878
"Oh well, it was all my fault.",negative,0.7749
I got engaged but then she freaked out because...,neutral,0.5135
"I'd only just met him, you know, that day.",neutral,0.7724
And she said she wouldn't bless the marriage...,negative,0.5396
Wait.,neutral,0.5851
You got engaged to someone you just met?,neutral,0.7907
Yeah.,neutral,0.5491
"Anyway, I got mad and so she got mad.",negative,0.7081
"And then she tried to walk away, and I grabbed her glove...",neutral,0.667
Hang on.,neutral,0.7189
You mean to tell me.,neutral,0.5958
You got engaged to someone you just met?!,neutral,0.7202
Yes.,positive,0.461
Pay attention.,neutral,0.7402
But the thing is...,neutral,0.6147
"she wore the gloves all the time, So I just thought, maybe she has a thing about dirt.",neutral,0.6309
Didn't your parents ever warn you about strangers?,negative,0.5462
"Yes, they did...",neutral,0.6258
But Hans is not a stranger.,neutral,0.8056
Oh yeah?,neutral,0.7104
