text,sentiment,score
Yeah.,neutral,0.5491
We're rarely limited by reality.,neutral,0.7264
"Well, yes, especially you guys.",positive,0.6209
Okay.,neutral,0.5844
Reality unlimited.,neutral,0.5343
"Ah, the mouse.",neutral,0.708
Great scene by Brian Ferguson.,positive,0.9179
"-I think it's interesting… No, he gave us… Sorry.",positive,0.5856
"I was just gonna say that it's interesting that the very first line of dialog you hear in the movie is, ""Life's not fair."" Yeah, 'cause there was no dialog in the opening song at all.",positive,0.4737
"You see, I… Well, I shall never be king.",negative,0.69
"So in that introductory scene, where we've got all the characters talking for the first time, we've got Scar, who was animated by Andreas Deja.",neutral,0.8896
"And Zazu, who was animated by Ellen Woodbury.",neutral,0.906
What's amazing about Ellen is I've never seen anybody get into a character as much as she would.,positive,0.956
She would flap around the studio and pretend she was a bird.,neutral,0.7715
She'd do all the research you could possibly imagine on a hornbill bird.,neutral,0.68
You'll lose more than that when the king gets through with you.,negative,0.5723
He's as mad as a hippo with a hernia.,negative,0.946
"And Jeremy Irons, what a guy he was, huh?",neutral,0.5005
Sure was.,neutral,0.4686
"It's funny, 'cause I think both Jeremy and Rowan Atkinson who plays Zazu here, they were really reluctant about lending their voices to an animated character, because a lot of who they are is their persona and their personality and their appearance.",neutral,0.6101
"And so we had to record a test and animate something so they could see how their characters started to come to life, and then they were seduced by it.",neutral,0.6123
"Actually, I heard an interesting story from Jeremy's agent, who said that they were having dinner together at Morton's restaurant, and a seven-year-old boy walks up to the agent and says, ""Is that Scar?"" And of course it was.",positive,0.6922
This is one of the biggest pieces of background artwork we have.,positive,0.9724
It's a huge 20-field pan.,neutral,0.7305
You'd never know.,neutral,0.5657
"It's interesting about art direction, things like lighting that you never notice or think of as an audience perhaps, but there's a real light direction in the mouth of the cave that comes in, and our effects animators put tone mattes on the characters so that there's a sense of light and dark on the character to create a light direction.",positive,0.6493
Contact shadows under the characters.,neutral,0.7739
Nice growl.,positive,0.7844
"That was always tough, trying to get the lion growl to sort of interface with James's dialog.",negative,0.5338
"Because I remember in some of the sessions, he would do these… ""Is that a challenge?"" Well, Mark Mangini, again, who did some of the growls for the Beast in Beauty and the Beast, had put together real tiger and animal growls with dialog in Beauty, and he used a little bit of that same technique here, where he could play a little animal growl underneath James Earl's voice and get a sense of animal.",neutral,0.8391
What am I going to do with him?,neutral,0.7879
He'd make a very handsome throw rug.,positive,0.9045
Zazu!,neutral,0.5847
"And just think, whenever he gets dirty, you could take him out and beat him.",negative,0.7338
"Now, the scenes coming up really were inspired by our trip to Africa.",positive,0.6412
"I mean, these are practically photographs that we brought back with us.",neutral,0.8279
I remember standing out in this field.,neutral,0.78
"I was standing in this field, watching the rain drifting across.",neutral,0.8503
It's a great place.,positive,0.9729
"Huge expanses where the weather can be so separate in different parts… Originally, this scene, the lightning scene -was done without this tree.",neutral,0.7822
That's right.,neutral,0.569
We had to add this tree when we came back to add Rafiki into the sequence.,neutral,0.9245
"We did a preview where Rafiki wasn't as present in the movie as we would like, and so we put him into this sequence at a later date.",neutral,0.71
And added the idea of the icon as well.,neutral,0.8483
"The Simba icon that he was drawing, which actually carries through thematically through the whole piece.",neutral,0.7641
Of course he does have… What was the thing about this?,neutral,0.8192
The pink?,neutral,0.7775
The pink chalk?,neutral,0.839
"Is it pink in his… Yeah, if you look, the color is different in the bowl than it is on what he paints on the thing.",neutral,0.8612
Another little mistake.,negative,0.7511
Dad!,positive,0.4869
Dad!,positive,0.4869
One thing we found out about lions really early is they just sleep all the time.,neutral,0.7993
And this is our sleeping lion scene.,neutral,0.8331
"They sleep together, too.",neutral,0.8753
Yeah.,neutral,0.5491
"It's interesting how they, in the king and queen's throne room we've got basically everyone else.",neutral,0.5779
It's a commune.,neutral,0.766
Because in nature it's usually one lion and many lionesses.,neutral,0.6867
"Or occasionally, brothers rule a pride, which is what this story is about.",neutral,0.8274
Right.,neutral,0.5665
Interesting.,positive,0.7793
You promised.,neutral,0.6586
"And Jonathan was really incredible, too.",positive,0.9598
We went through so many audition tapes of child actors to find Jonathan who had such a great natural ability to act and had such an interesting quirky voice.,positive,0.8767
"Yeah, he was terrific.",positive,0.9175
And he's also on the cover of Tiger Beat magazine.,neutral,0.7723
-I think that's important to note.,neutral,0.5796
Yeah.,neutral,0.5491
"Look, Simba.",neutral,0.7336
Everything the light touches is our kingdom.,positive,0.614
Wow.,positive,0.7094
"A king's time… This shot is amazing because it's a camera dolly around the character, which is very unconventional in animation.",positive,0.959
"And to do it, we actually started with kind of a computer framework to show how the camera might move around these characters.",neutral,0.885
"Yeah, we built a very simple model of Mufasa and Simba on the cliff and rotated around so that the animator would have an underpinning, an understructure to put his animation on.",neutral,0.864
"It was Chris Wahl, wasn't it?",neutral,0.8902
Yeah.,neutral,0.5491
"And Chris followed that computer guideline so you get, in that final scene, a feeling that the camera's actually moving around the characters, which is great.",positive,0.9189
It helps that sense of reality and mood and place.,neutral,0.5368
"That's the kind of thing we are trying to do throughout the whole picture, was take you into the image.",neutral,0.8056
"Yeah, have more of a sense of cinematography.",neutral,0.7108
Exactly.,neutral,0.5663
I always loved this shot.,positive,0.9614
"The idea of sound effects, you hear a little grass with the antelope running through, and you get the huge perspective of antelope in the foreground and then middle ground, and then they show up way in the distance towards the end of the shot.",neutral,0.827
"I was just gonna say not in an animation way, but just in terms of a scripting way, the idea of having Mufasa talk about that they eat other animals was really important to me.",positive,0.6526
I always thought this is a really great idea.,positive,0.9798
"I thought it would be great to ennoble the whole idea of the balance of life, the prey-predator and how it's all connected.",positive,0.7706
"Remember the joke we had at one point where he was saying, ""And we're all connected in the great circle of life."" And we had an antelope off in the distance.",neutral,0.5911
"""Isn't that right, Joe?"" ""Right you are, Mufasa."" ""Catch you later, Joe."" ""Not if I can help it."" Then he takes off in the distance.",neutral,0.7642
There was a song here at one time.,neutral,0.8902
There was a big… Oh.,neutral,0.7209
To Be King.,neutral,0.7433
"To Be King, which was Dad's day out.",neutral,0.7853
"In the storyboard, and in the original outline, it always said, ""Dad's day out."" And it was a male-bonding day between dad and son.",neutral,0.7421
But it just never quite fired up.,negative,0.7015
"You never believed Mufasa out there in the woods, singing and dancing.",neutral,0.5511
Here comes my favorite character in the film.,positive,0.9519
This little sweet groundhog who always in previews got the biggest laugh.,positive,0.888
"He was going to be a naked mole rat, but we couldn't get the thing to look right.",negative,0.6124
But we couldn't get the rights.,negative,0.5836
-He had a tough agent.,neutral,0.7606
It's true.,neutral,0.5889
"We would have lost our ""G"" rating.",negative,0.7817
But it's funny underground humor.,positive,0.7075
It is.,neutral,0.6055
-It's a throwback to World War II.,neutral,0.7719
Yeah.,neutral,0.5491
And Hogan's Heroes.,neutral,0.7846
"Yes, and this line.",neutral,0.6339
Setting up the hyenas.,neutral,0.7121
Remember?,neutral,0.7012
We had a different line there.,neutral,0.7712
"It was a transitional scene trying to not only set up the hyenas, but get you led back to Scar and what he's doing.",neutral,0.8934
Right.,neutral,0.5665
This was also one of the very earliest scenes done.,positive,0.5849
"That's the first scene, wasn't it, of Scar by Andreas?",neutral,0.916
Yeah.,neutral,0.5491
First scene animated.,neutral,0.8077
"There's a neat lighting thing going on here, too, because whenever you see young Simba, he's out in the sunlight and looking out over the vast Pride Lands.",positive,0.9072
"And then whenever you see Scar, he's under the overhang of the cliff, in the shadows, symbolically being the nasty one.",neutral,0.5705
Gary Trousdale storyboarded this scene.,neutral,0.8891
"It's funny because you never see the storyboard drawings, but it's always the point of departure for what the scene ultimately looks like.",neutral,0.5272
And so Gary's attitudes and the way this whole scene was boarded out started long before the animation.,neutral,0.5802
"That's Simba, who was animated by Mark Henn.",neutral,0.874
And Scar animated by Andreas Deja.,neutral,0.893
It's really great to see two great animators acting with each other.,positive,0.9895
This is one of the purest scenes where you can see that.,positive,0.9549
"Two great guys who know what they're doing, with great voices to work with, just acting like crazy.",positive,0.9561
"What's interesting is that Andreas was animating Scar in I., and Mark was animating Simba in Florida.",positive,0.7588
And all these things were zapping back and forth across the coast.,neutral,0.7859
And we recorded Jeremy in London.,neutral,0.8701
And Jonathan in Zimbabwe.,neutral,0.825
-No.,neutral,0.5275
That's not true.,negative,0.6974
In the design process we usually start with a conception of the character from the imagination.,neutral,0.8656
"And once we actually attach a voice to it and hire the actor and start recording that actor, then the lead animator of that character takes on that character and literally starts to work with it and define it and refocus it.",neutral,0.8576
And a lot of times they are so influenced by the look of the actor that it can't help but manifest itself in the final design.,neutral,0.6241
I love this shot where Simba is running down the hill past the lionesses basking in the dapple light.,positive,0.9711
"It seems simple, but I remember everybody trying to get the dapple light right because sunlight filtering through trees in animation ain't so easy.",neutral,0.5637
"So, getting the effects animators to work together with the art director and get that feeling, and they did a lovely job.",positive,0.9619
This all came from a pre-production sketch by Andy Gaskill.,neutral,0.8939
"He was just exploring different environments of where the lions would live, and he did this beautiful thing of the lions sleeping on a dappled ledge.",positive,0.7578
And we pretty much just lifted it right off and stuck it right in the film.,neutral,0.8037
We should talk about Niketa a little bit.,neutral,0.8839
We never mentioned her.,neutral,0.6502
-Niketa Calame.,neutral,0.661
Yes.,positive,0.461
Sweet little girl who came in and read along with every little girl in Hollywood to do the voice of Nala.,positive,0.5125
"And we ended up with Niketa, who was really natural.",positive,0.8407
I think that was her forte.,neutral,0.8042
She was just herself and brought so much edge and character to Nala.,positive,0.7385
It was great.,positive,0.9742
"It's actually interesting… I was gonna say that it's interesting because one of the issues we had to deal with in this film was it was taking place in Africa, and although it was animated, how are we gonna cast the characters in terms of their ethnic background?",positive,0.8155
"So, we had James Earl Jones, who's obviously African-American, and we have him with a son who is Matthew Broderick, who is obviously not African-American.",negative,0.4845
"And yet we have Niketa Calame who is African-American, growing up to be Moira Kelly who is not.",neutral,0.5706
"So, we had this big jumble and big mix-up of characters and things.",neutral,0.5211
And what was interesting about this film is that we could really literally be color blind as far as it not mattering at all.,positive,0.7661
"It was really about who the character was, who the performer was and what they brought to the character.",neutral,0.8808
It's almost a nice commentary on how everyone's voice blended together to create this piece of theater.,positive,0.8788
"Also we have Jonathan Taylor Thomas as the voice actor for Simba, and when we go into the song he becomes Jason Weaver.",neutral,0.8765
Right.,neutral,0.5665
"Yeah, who played Michael Jackson.",neutral,0.8116
"The other thing going into Can't Wait to Be King, it was one of the first songs that came in.",neutral,0.7685
And it was meant to be kind of a peppy upbeat kids' point of view of Africa.,positive,0.528
But the challenge was always to try to reflect that in the art direction.,neutral,0.7817
And our production designer Chris Sanders took that challenge on and created a look for this song that was pretty unique to the rest of the film.,positive,0.8457
"Right, it was supposed to be really literally from Simba's point of view, so the idea was to evoke brighter colors and bolder patterns and shapes so that it would feel more childlike.",positive,0.5041
"And interestingly, because we knew we had this departure to make, in terms of going from reality to fantasy, we decided to bring the audience there by a very, very abrupt change so that they would be aware, literally, of the change of tempo and tone and idea.",neutral,0.7327
"The idea during the kind of the trees going by is you got Simba and Nala chasing in one direction, and you have all these palm trees panning by in the other direction.",neutral,0.8643
And the idea was to try to make them strobe by and subconsciously do this little hula thing.,neutral,0.851
Like a zoetrope.,neutral,0.673
"Yeah, Zazu and the rhino butt, a guaranteed laugh.",positive,0.6905
"The log in the river, actually they gave us a little template.",neutral,0.8431
"CGI worked out a little template for the log in the river, again to help us move the characters through a moving camera point of view.",neutral,0.8274
"I love that transition between the ripples in the water into zebra stripes, too, those kinds of things that you can do in a song and maybe not get by with at other places.",positive,0.9431
"One of the problems, too, is if we had taken the animals from The Circle of Life and started having them dance around on their hind feet… Singing and dancing.",negative,0.6314
…it would look really terrible.,negative,0.9204
So we had to go more stylized to allow the animals more free reign to be silly and comic.,neutral,0.6355
"Chris really used African artwork and textiles and patterns and fabrics, and was really inspired by those shapes to put into Can't Wait to Be King.",positive,0.792
The end of this song was storyboarded in a whole different way at one point.,neutral,0.8045
Where were we before?,neutral,0.8523
How did this thing end?,neutral,0.5489
Simba and Nala ran away off in the hills and we saw them from a distance finishing up the song.,neutral,0.8395
"Not much of a punchy ending, so to go really all out, Busby Berkeley, we wanted to put them in the middle of it.",neutral,0.6525
And it turned out to be a laugh riot.,positive,0.7373
The ending shot of this song is really interesting 'cause you basically have a hornbill trapped under a rhino's butt.,positive,0.9283
And you would think maybe there's something funny about this.,positive,0.5106
And we had a recording session with Rowan Atkinson.,neutral,0.9095
The poor guy.,negative,0.8599
"And we gave him 17, no less than 17 different things to say under a rhino's butt.",neutral,0.5632
"Things like, ""Haven't we met before?"" Or, ""I'll never tango again."" All right!",neutral,0.5602
It worked!,positive,0.9049
We lost him.,negative,0.6035
I am a genius.,positive,0.8216
"Hey, genius, it was my idea.",positive,0.6854
"This was setting up a very important point for our movie later on, which is that Nala is gonna pin Simba later on.",positive,0.688
And he has to recognize her.,neutral,0.8068
"Yes, he has to recognize her.",neutral,0.6635
So we thought she should do something physically that he would remember.,neutral,0.8633
So that was what we ended up on.,neutral,0.7829
The Nala flip.,neutral,0.8332
The Nala flip.,neutral,0.8332
"Notice how the art direction changed, too.",neutral,0.8572
"It was kind of bright sunny day above, and once they roll down the cliff, it's all elephant graveyard, moody and mysterious.",neutral,0.532
"You see all that dust moving in the foreground, which is actually done by a computer program.",neutral,0.6072
"There's a brilliant man who worked on our movie named Randy Fullmer, who kind of corralled all this.",positive,0.9327
"His job is artistic coordinator, and he along with Ann Tucker in our scene planning department came up with this idea of turbulence, which you see here in the mist and moving through the elephant graveyard.",neutral,0.783
"Scott Santoro was the head of our special effects department, and normally with special effects you think of rocket ships and laser guns and big explosions, which is absolutely true.",positive,0.5082
But also in animation you have the kind of side of it that's lighting and shadow and subtlety.,neutral,0.8425
"And in almost every shot in Lion King, there's some form of special effect, so in a sequence like this which seems fairly simple, it's loaded with shadows and tone mattes and lighting effects that make the character really feel like it's in its environment.",positive,0.5288
"What tone mattes are, are the shadowed areas on the characters that define the character as a three-dimensional form.",neutral,0.8742
Especially in this film where we had lions who were all one color.,neutral,0.8293
"If we had not had the tone mattes which gave the internal shadows on their bodies, they would have come out looking so flat.",negative,0.6732
"Yellow-gold-orange, yellow-yellow, yellow-brown, yellow-orange.",neutral,0.7813
Yeah.,neutral,0.5491
So our effects department pretty much drew shadows on all these characters throughout the whole movie.,neutral,0.8155
"Not a fun task, but, boy, it really made everybody become very three-dimensional.",negative,0.4588
"You can also see in terms of like what the CAP system does, when Zazu's bill goes from yellow to orange, there's a blend happening between those two colors which was something that we're able to do with a computer.",neutral,0.8271
That you couldn't have done five years ago.,neutral,0.5284
"If this were Fantasia back in the '40s, you would have airbrushed all that, and it would have crawled around and been very fragile.",neutral,0.5004
Now you can get a lovely blended look.,positive,0.9188
This is great.,positive,0.9817
"I remember one day we were working on the movie, trying to figure out who to cast for several of the parts, and Peter Schneider walks in and goes, ""Whoopi Goldberg wants to be in your movie."" We hadn't cast the hyenas, in fact, we had read auditions for the hyenas, including Nathan Lane and Ernie Sabella, who came in to audition for the hyenas, and ultimately were cast as Pumbaa and Timon.",neutral,0.7876
We hadn't quite landed on who would play these characters.,neutral,0.7901
Gary Trousdale had come up with a Cheech and Chong idea.,neutral,0.798
"But we found out that they wouldn't work together anymore, -so we… We kept Cheech.",negative,0.5576
-Ended up with Cheech and Whoopi.,neutral,0.8448
There you go.,neutral,0.5283
"And Ed, who was loosely based on Ed McMahon and Harpo Marx, all mixed together, who could just laugh at their jokes.",neutral,0.6784
"And he was played by Jim Cummings, who we had the most amazing recording session with, 'cause he came in for four hours and basically laughed.",positive,0.978
Every kind of laugh.,positive,0.543
"""Laugh apprehensively."" ""Laugh like Ricky Ricardo."" ""Laugh like Lucy."" As the chase starts, the art direction heats up again, so you really get a lot of reds and stuff on the screen.",neutral,0.6235
That's the great thing about animation is you can light and do whatever you want to so that the art direction can support what's going on emotionally on the screen.,positive,0.9234
"This was funny, pounding on Jonathan's back, so he could do the uh-uh-uh-uh Going down the spinal cord.",neutral,0.5327
"These got to be really complex scenes in here 'cause you had six characters on the screen, on and off, and their shadows and tone mattes.",neutral,0.7398
"This is a great shot, as the cubs round the corner and go past all those foreground cliffs and reveal this big elephant carcass, for lack of a better word.",positive,0.8528
And it's got a little skin on it and they crawl up to the top.,neutral,0.7903
There's a little color pop here.,neutral,0.6547
It's not much to look at.,neutral,0.4975
We couldn't fix it because we ran out of time.,negative,0.8173
Yeah.,neutral,0.5491
-Who did those growls for Simba?,neutral,0.849
That was Jonathan.,neutral,0.778
I remember we experimented with real animal growls and young cubs sound like kittens almost.,neutral,0.6391
"This is like a grizzly bear, mixed with a tiger, mixed with a F-16 fly by.",neutral,0.607
One of the big challenges of doing The Lion King was the fact that it was an all-animal story as opposed to many of the other pictures we've done recently which were primarily human based.,negative,0.464
So the entire staff of animators had to learn how to do four-legged animals.,neutral,0.631
"They went to the zoo, they went to Africa.",neutral,0.778
They really lived with these animals.,negative,0.8094
"We had Jim Fowler, who you remember from the old Wild Kingdom show, came into the studio with… ""That's Jim wrestling the anaconda ""while I'm sitting here in the tent."" ""We'll be right back."" Jim came in one day and brought seven lions and lionesses in.",neutral,0.8435
"Cubs, females, males.",neutral,0.8227
Beautiful creatures.,positive,0.9178
And you really get a sense for what their power is and majesty and the feeling of those creatures when you're about three feet away from them with nothing between you but a piece of paper and a pencil.,neutral,0.6423
There was lots of research done.,positive,0.5115
We studied films.,neutral,0.7935
"We went to Africa, watched them in the wild, brought back photographs.",neutral,0.8035
We ate a whole caribou one night.,neutral,0.7484
That was good.,positive,0.9771
I remember that.,neutral,0.7001
"When we showed the film in Japan for the first time, we got absolutely no response.",negative,0.6611
"I mean, no laughter to any of the jokes up until this joke when Zazu says, ""Good luck."" And it gets a huge laugh.",positive,0.8384
It brought down the house.,negative,0.7709
"We all asked afterwards why it happened, and apparently it's a cultural thing.",neutral,0.6529
"When you get in trouble in Japan and you go off to be reprimanded, people will tell you, ""Good luck."" Simba!",neutral,0.5024
An important symbol in the film is when Simba puts his foot in the footprint.,positive,0.5315
"It tells you about the whole film, that someday we'll have to fill our fathers' footsteps.",neutral,0.7848
-It's a visual metaphor.,neutral,0.7661
It is.,neutral,0.6055
The audience related to this scene perhaps more than any other because we've all been in Simba's position here.,positive,0.7339
"Actually, here's an interesting one is that we really were trying to actually do a sunset during the whole course of this sequence so that every single background had to transition from this pink sunset setting to a starry night.",positive,0.8334
Do you know how we did it actually?,neutral,0.863
"For a lot of it, it was just two backgrounds.",neutral,0.7799
A dark one and a light one.,neutral,0.827
And then you just added… We would literally transition pinkness or blueness to it.,neutral,0.7684
It was a percentage.,neutral,0.734
We would have it mostly on the pink and then we would increase the percentage on the starry night as we decreased on the pink sky.,neutral,0.8929
"It's also the point in the movie where we start to introduce the star metaphor, which then became very important later in the film.",positive,0.6257
"Yes, that was actually an invention of Jim Capobianco.",neutral,0.7105
Yeah.,neutral,0.5491
It was nice.,positive,0.9653
"There needed to be a way to express the idea of forefathers, generations gone by, in a way that was somewhat spiritual and had a link somehow to the generations gone by.",neutral,0.869
And the stars became that metaphor.,neutral,0.7821
And of course this piece of scoring was not the original piece.,negative,0.5793
"Yeah, Hans had written a piece of score for this whole area.",neutral,0.8892
"-It was quite lovely, but… We changed it.",positive,0.7351
We changed it.,neutral,0.7219
We used it in another place.,neutral,0.8227
You're talking about the theme where we used it for his ascension to Pride Rock.,neutral,0.8807
Yeah.,neutral,0.5491
That's where we slipped it.,neutral,0.5995
"Now, if you look at the stars closely, they form the constellation Leo.",neutral,0.7063
Is that true?,neutral,0.8422
It is true.,neutral,0.521
Yeah.,neutral,0.5491
Yes.,positive,0.461
"if any of you listening are astronomers, you can please call us.",neutral,0.8732
Although you're not supposed to be able to see the constellation Leo -from East Africa.,neutral,0.5651
From the Equator?,neutral,0.8556
Apparently.,neutral,0.5158
Really?,neutral,0.6008
That's what somebody told me.,neutral,0.783
I bet you could.,neutral,0.5136
-Anyway.,neutral,0.656
I'm no astronomer.,neutral,0.5638
"Man, that lousy Mufasa.",negative,0.8866
I won't be able to sit for a week.,negative,0.8721
"It's not funny, Ed.",negative,0.9181
Jim Cummings' laugh.,neutral,0.6948
"Jim Cummings' laugh, a little more turbulence mist coming up from the… But no tone mattes because we had to cut back.",neutral,0.7483
That's right.,neutral,0.569
We ran out of money.,negative,0.6762
"No, there were places throughout the movie where you have to cut back.",neutral,0.8021
And so you have to pick those moments where it's not going to conflict.,neutral,0.7573
"But interestingly we used that shadowing process so that at the bottoms of the characters, it falls off into shadow, so it does give it a dimensional effect.",neutral,0.7861
"One of the things I think Andy Gaskill wanted to do with this sequence was make it kind of a geothermically unstable place, so you get really theatrical curtains of steam rising up from cracks in the Earth.",neutral,0.7488
"And because, as you know, when we were making this film we went through the Northridge earthquake.",neutral,0.8365
"The big Northridge earthquake, which is incorporated into this song.",neutral,0.8495
"We survived floods, fires, a riot.",neutral,0.5573
A plague of locusts.,negative,0.6691
"And commissary food, all during the making of this film.",neutral,0.8785
"Now, you, Scar, I mean, you're one of us.",neutral,0.8014
"I mean, you're our pal.",neutral,0.7229
Here comes a meat gag.,neutral,0.5166
"Yes, very controversial meat gag.",negative,0.5325
We weren't sure whether we could actually show meat on screen.,neutral,0.495
Can you show meat?,neutral,0.7779
Can you show zebra meat on screen?,neutral,0.7226
"We decided that if it was striped… It was funny, then.",positive,0.5311
Somehow it was funny.,positive,0.8006
Although it had to look like a ham.,neutral,0.7583
Like a cartoon ham.,neutral,0.7156
-It's the Tom and Jerry cartoon ham.,neutral,0.7472
"Yeah, it's kind of a Tex Avery ham.",neutral,0.8494
"And here they're like eating neck ties, so you don't really feel like they are eating meat.",negative,0.648
"See, there goes a necktie.",neutral,0.6263
And the meat used to be pinker.,neutral,0.736
-We grayed it down.,neutral,0.7301
We had to gray it down.,neutral,0.6545
Which of course made it look rancid.,negative,0.8439
Like rotten meat.,negative,0.7461
Which was even worse.,negative,0.9415
Which was much more appealing and PC.,positive,0.7162
Be Prepared is the big villain song.,neutral,0.6794
"And Jeremy Irons, boy, he went through lots of rehearsal, and an eight-hour session at a studio one day to come up with the vocals for this song.",neutral,0.7305
-He did great.,positive,0.9417
He did great.,positive,0.9662
"But by the end of the day, he had blown out his voice.",negative,0.6543
"Most people don't think of Jeremy Irons as a singer, but he was.",neutral,0.646
"He, early in his career, played John the Baptist in Godspell, in the West End in London.",neutral,0.9258
So he really did start out as a singer and performs well in this one.,positive,0.8356
"When this song came in from Elton and Tim, it was called Thanks to Me.",neutral,0.7943
"And the lyrics were, ""Thanks to me it's goodbye Mufasa.",neutral,0.6321
"""Thanks to me little Simba's gone bad,"" or something like that.",neutral,0.5498
"""Little Simba needs prayers."" Needs prayers, yeah, and it was great, but as the story evolved, we wanted the notion that Scar was plotting behind… It was actually in a different place.",neutral,0.5494
Right.,neutral,0.5665
"Originally, it was much longer after the hyenas were waiting to take over, and Scar was putting them off.",neutral,0.8038
It was also after Mufasa was killed.,neutral,0.6874
"Right, it was long after Mufasa was killed, and we were feeling like, ""What?",neutral,0.5605
"It's so late."" It makes much more sense to have a plotting song and really get the juices going for this takeover, -so we moved it up earlier.",neutral,0.5817
The melody stuck.,negative,0.5149
This is a track that Hans Zimmer did in a weekend.,neutral,0.8716
"""We left his studio on a Friday night and said, ""Hans, give us a kind of ""fun, sinister, Cirque Du Soleil thing."" In fact, I don't think we even said that.",neutral,0.5247
I think we just left him alone.,neutral,0.6916
"And he came back with, basically, what you hear today.",neutral,0.8378
Carnival in hell was one of our… Carnival in hell was the brief..,neutral,0.5431
"He came back on Monday morning and played this for us, and we were pretty amazed.",positive,0.9713
"And then one of our great storyboard artists, Jorgen Klubien, took the material, and he and Andy Gaskill, our art director, were inspired by Leni Riefenstahl.",positive,0.7687
Kind of fascist documentary stuff.,negative,0.779
And thought maybe we could layer the idea of Scar as the fascist dictator on this whole dynamic of the movie here.,neutral,0.7048
"Well, the idea is when we introduced the yellow lights, was to give you the colors of, like, an old news reel.",neutral,0.8571
So that we colored everything in kind of these old browny yellows.,neutral,0.7687
"Like dirty old yellows and black, like an old news reel.",neutral,0.4856
Especially for mud.,neutral,0.6823
