text,sentiment,score
Let him return.,neutral,0.6668
I'll finish what I guddled in the first place.,neutral,0.7412
"Merida, a princess does not place her weapons on the table.",neutral,0.7079
Mum!,neutral,0.6388
It's just my bow.,neutral,0.7648
A princess should not have weapons in my opinion.,negative,0.675
Leave her be.,neutral,0.6157
"Princess or not, learning to fight is essential.",neutral,0.7725
Mum?,neutral,0.7001
You'll never guess what I did today.,neutral,0.558
Hm?,neutral,0.6812
"I climbed the Crone's Tooth, and drank from the Fire Falls.",neutral,0.7738
Fire Falls?,neutral,0.8708
They say only the ancient kings were brave enough to drink the fire.,neutral,0.735
"What did you do, dear?",neutral,0.8196
"Nothing, Mum.",neutral,0.5939
"Hungry, aren't we?",neutral,0.6707
Mum!,neutral,0.6388
You'll get dreadful collywobbles.,negative,0.8443
"Oh, Fergus, will you look at your daughter's plate?",neutral,0.7043
So what?,neutral,0.6823
"Oh, you great...",positive,0.7529
Don't let them lick...,neutral,0.5692
"Boys, you're naughty.",negative,0.8011
Don't just play with your haggis.,neutral,0.5292
Urgh!,negative,0.7862
"Och, how do you know you don't like it, if you won't try it?",negative,0.7635
That's just a wee sheep's stomach.,negative,0.8007
It's delicious.,positive,0.9661
Mm!,neutral,0.588
My lady.,positive,0.5466
"Thank you, Maudie.",positive,0.9083
"You're getting too big, the two of you.",neutral,0.5266
Aha.,neutral,0.5938
"From the Lords Macintosh, Mac Guffin and Dingwall.",neutral,0.878
"Their responses, no doubt.",neutral,0.7666
"Aye, aye!",positive,0.5636
"Hey, hey!",positive,0.6373
"Stay out of my food, you greedy mongrels.",negative,0.959
"Chew on that, you manky dogs!",neutral,0.4347
Fergus?,neutral,0.7052
They've all accepted.,neutral,0.7097
"Who's accepted what, Mother?",neutral,0.6639
"Boys, you are excused.",neutral,0.623
Oof!,negative,0.6184
Hey!,neutral,0.5279
What did I do now?,neutral,0.751
Your father has something to discuss with you.,neutral,0.8406
Fergus?,neutral,0.7052
Oh.,neutral,0.5443
Er...,neutral,0.6953
Merida.,neutral,0.5906
The lords are presenting their sons as suitors for your betrothal.,neutral,0.8021
What?,neutral,0.5653
The clans have accepted.,neutral,0.7742
Dad!,positive,0.4869
What?,neutral,0.5653
I...,neutral,0.7305
You...,neutral,0.6931
She...,neutral,0.7912
Elinor?,neutral,0.7379
"Honestly, Merida, I don't know why you're reacting this way.",negative,0.7954
"This year, each clan will present a suitor to compete in the games for your hand.",neutral,0.9128
I suppose a princess just does what she's told?,neutral,0.7368
A princess does not raise her voice.,neutral,0.5582
"Merida, this is what you've been preparing for your whole life.",neutral,0.715
"No, it's what you've been preparing me for my whole life.",neutral,0.7167
I won't go through with it.,negative,0.6468
You can't make me.,negative,0.5075
Merida!,neutral,0.5545
Huh?,neutral,0.6584
Merida!,neutral,0.5545
Urgh!,negative,0.7862
Boys!,positive,0.5132
Mother.,neutral,0.6247
Suitors?,neutral,0.7971
Marriage?,neutral,0.8385
Once there was an ancient kingdom...,neutral,0.7702
"Oh, Mum!",neutral,0.5922
Ancient kingdom.,neutral,0.7536
"Its name long forgotten, ruled by a wise and fair king who was much beloved.",positive,0.6581
"And when he grew old he divided the kingdom among his four sons, that they should be the pillars on which the peace of the land rested.",neutral,0.8738
But the oldest prince wanted to rule the land for himself.,neutral,0.7875
"He followed his own path and the kingdom fell to war, and chaos and ruin.",negative,0.743
That's a nice story.,positive,0.9556
"It's not just a story, Merida.",neutral,0.8033
Legends are lessons.,neutral,0.7234
They ring with truths.,neutral,0.8251
"Och, Mum.",neutral,0.6766
I would advise you to make your peace with this.,neutral,0.8249
The clans are coming to present their suitors.,neutral,0.8631
It's not fair.,negative,0.9438
"Och, Merida.",neutral,0.6914
It's marriage.,neutral,0.7874
It's not the end of the world.,neutral,0.6662
You're muttering.,negative,0.7261
I don't mutter.,neutral,0.7137
"Aye, you do.",neutral,0.654
"You mutter, lass, when something's troubling you.",negative,0.7293
I blame you.,negative,0.8253
Stubbornness.,negative,0.7333
It's entirely from your side of the family.,neutral,0.8314
"I take it the talk didn't go too well, then?",negative,0.798
"Och, I don't know what to do.",negative,0.8176
"Speak to her, dear.",neutral,0.8392
I do speak to her.,neutral,0.8457
She just doesn't listen.,negative,0.8798
"Come on, now.",neutral,0.6025
Pretend I'm Merida.,neutral,0.817
Speak to me.,neutral,0.7675
What would you say?,neutral,0.8127
Och...,neutral,0.656
I can't do this.,negative,0.9378
Sure you can.,positive,0.7133
"There, there.",neutral,0.6401
That's my queen.,positive,0.9341
"Right, here we go.",neutral,0.6359
"""I don't want to get married.",negative,0.7049
"""I want to stay single and let my hair flow in the wind ""as I ride through the glen firing arrows into the sunset."" Merida, all this work, all the time spent preparing you, schooling you, giving you everything we never had.",neutral,0.6414
"I ask you, what do you expect us to do?",neutral,0.69
Call off the gathering.,neutral,0.7738
Would that kill them?,negative,0.7009
You're the queen.,positive,0.741
You can just tell the lords the princess is not ready for this.,negative,0.7322
"In fact, she might not ever be ready for this, so that's that.",negative,0.7957
Good day to you.,positive,0.9517
We'll expect your declarations of war in the morning.,neutral,0.5017
I understand this must all seem unfair.,negative,0.8741
Even I had reservations when I faced betrothal.,neutral,0.6258
But we can't just run away from who we are.,neutral,0.6355
I don't want my life to be over.,negative,0.7515
I want my freedom!,neutral,0.5033
But are you willing to pay the price your freedom will cost?,neutral,0.607
I'm not doing any of this to hurt you.,neutral,0.5993
"If you could just try to see what I do, I do out of love.",positive,0.5927
"But it's my life, it's...",neutral,0.6853
I'm just not ready.,negative,0.8574
"I think you'd see, if you could just...",neutral,0.726
I think I could make you understand if you would just...,neutral,0.6155
...listen.,neutral,0.7557
...listen.,neutral,0.7557
"I swear, Angus, this isn't going to happen.",negative,0.8243
Not if I have any say in it.,neutral,0.6599
Mac Guffin!,neutral,0.5199
Mac Guffin!,neutral,0.5199
Dingwall!,neutral,0.6664
Dingwall!,neutral,0.6664
Macintosh!,neutral,0.5997
Macintosh!,neutral,0.5997
Ooh!,neutral,0.554
Aah!,neutral,0.5209
Oh.,neutral,0.5443
You look absolutely beautiful.,positive,0.9823
I can't breathe.,negative,0.8604
"Och, shush!",negative,0.5897
Give us a turn.,neutral,0.7763
I can't move.,negative,0.7594
It's too tight.,negative,0.569
It's perfect.,positive,0.8799
Merida?,neutral,0.6917
Mum?,neutral,0.7001
Just...,neutral,0.6455
Remember to smile.,positive,0.7849
"Aye, they're coming.",neutral,0.7737
"Places, everyone.",neutral,0.7951
Places.,neutral,0.6978
Oh!,neutral,0.5628
"I look fine, woman!",positive,0.9801
Leave me be!,neutral,0.562
My Lord!,positive,0.6071
I want to announce the arrival of the lords...,neutral,0.7433
Ow!,neutral,0.5515
Who goes there?,neutral,0.8367
Who goes there?,neutral,0.8367
Boy!,positive,0.4678
"So, here we are...",neutral,0.6243
Er...,neutral,0.6953
...the four clans.,neutral,0.7872
Aye.,neutral,0.5267
Er...,neutral,0.6953
Gathering...,neutral,0.8756
Oh.,neutral,0.5443
...for...,neutral,0.7611
...the presentation of the suitors.,neutral,0.8153
...the presentation of the suitors.,neutral,0.8153
Clan Macintosh.,neutral,0.7726
Macintosh!,neutral,0.5997
"Your Majesty, I present my heir and scion, who defended our land from the northern invaders, and with his own sword, Stab Blooder, vanquished 1,000 foes.",neutral,0.6475
Macintosh!,neutral,0.5997
Clan Mac Guffin!,neutral,0.5707
Mac Guffin!,neutral,0.5199
"Good Majesty, I present my eldest son, who scuttled the Viking longships and with his bare hands vanquished 2,000 foes.",positive,0.6995
Mac Guffin!,neutral,0.5199
Clan Dingwall.,neutral,0.7681
Dingwall!,neutral,0.6664
"I present my only son who was besieged by 10,000 Romans and he took out a whole armada singlehandedly.",neutral,0.6934
"With one arm, he was...",neutral,0.8593
With one arm he was steering the ship and with the other he held his mighty sword and struck down a whole attacking fleet.,neutral,0.7381
Lies!,negative,0.859
What?,neutral,0.5653
I heard that.,neutral,0.6656
Go on.,neutral,0.6503
Say it to my face.,neutral,0.6922
"Or are ye scared, simpering jackanapes, afraid to muss your pretty hair?",negative,0.7156
At least we have hair.,neutral,0.6182
And all our teeth.,neutral,0.6059
Huh?,neutral,0.6584
"And we don't hide under bridges, you grumpy old troll.",negative,0.7919
"You want to laugh, huh?",neutral,0.5978
Wee Dingwall!,neutral,0.5747
Get off me!,negative,0.7603
Nut 'em!,neutral,0.5831
Nut 'em!,neutral,0.5831
That's the way to...,neutral,0.7659
All right.,neutral,0.4897
Shut it!,negative,0.5901
"Now, that's all done.",neutral,0.6101
You've had your go at each other.,neutral,0.7143
Show a little decorum.,neutral,0.6622
And no more fighting.,neutral,0.6577
Ow!,neutral,0.5515
You want a fresh one?,neutral,0.7909
"Crivens, you're fierce.",positive,0.6079
I didn't start it.,neutral,0.6495
It was...,neutral,0.799
"My lady Queen, I feel terrible.",negative,0.907
My humblest apologies.,neutral,0.613
We mean no disrespect.,neutral,0.682
"I'm sorry, love, I didn't...",negative,0.4699
But...,neutral,0.7123
"Yes, dear.",positive,0.6363
"Now, where were we?",neutral,0.8053
"Ah, yes.",positive,0.7368
"In accordance with our laws, by the rights of our heritage, only the firstborn of each of the great leaders may be presented as champion.",neutral,0.5013
Firstborn?,neutral,0.826
And thus compete for the hand of the Princess of Dun Broch.,neutral,0.9021
To win the fair maiden they must prove their worth by feats of strength or arms in the games.,neutral,0.8071
It is customary that the challenge be determined by the princess herself.,neutral,0.9023
Archery!,neutral,0.6333
Archery.,negative,0.4708
I choose archery.,neutral,0.7996
Let the games begin!,positive,0.7172
Pull!,neutral,0.5971
Pull!,neutral,0.5971
I'll just take one.,neutral,0.6356
Ooh!,neutral,0.554
Ooh!,neutral,0.554
Oh!,neutral,0.5628
"Now, I have told you, you're not allowed...",negative,0.7564
Oh!,neutral,0.5628
Oh!,neutral,0.5628
Argh!,negative,0.578
Oh!,neutral,0.5628
It's time!,positive,0.654
"Archers, to your marks!",neutral,0.7628
"Aye, archers, to your marks.",neutral,0.7187
And may the lucky arrow find its target.,neutral,0.5615
Oi!,neutral,0.5532
Get on with it.,neutral,0.6073
Ooh.,neutral,0.5574
Och!,neutral,0.5574
I bet he wishes he was tossing cabers.,neutral,0.5576
Or holding up bridges.,neutral,0.7043
Shh!,negative,0.4821
Aw...,negative,0.5252
"At least you hit the target, son.",neutral,0.6025
"Oh, that's attractive.",positive,0.9237
I got it!,positive,0.8184
Good arm.,positive,0.8907
And such lovely flowing locks.,positive,0.8363
Fergus.,neutral,0.6032
What?,neutral,0.5653
"Oh, wee lamb.",neutral,0.5637
"Oh, come on!",neutral,0.5291
"Shoot, boy!",neutral,0.6668
"Well done, lad!",positive,0.9463
Well done.,positive,0.8491
Feast your eyes!,neutral,0.616
That's my boy.,positive,0.88
"Well, that's just grand now, isn't it?",positive,0.8954
Guess who's coming to dinner?,neutral,0.8252
Fergus.,neutral,0.6032
"By the way, hope you don't mind being called Lady Ding...",neutral,0.7246
I am Merida.,neutral,0.7595
Firstborn descendant of Clan Dun Broch.,neutral,0.8422
And I'll be shooting for my own hand.,negative,0.6881
Oh!,neutral,0.5628
What are you doing?,neutral,0.8242
Merida!,neutral,0.5545
Curse this dress!,negative,0.848
"Merida, stop this!",negative,0.689
Don't you dare loose another arrow.,negative,0.638
"Merida, I forbid it.",negative,0.7685
Michty me!,neutral,0.5886
"I've just about had enough of you, lass!",negative,0.851
You're the one that wants me to...,neutral,0.5302
You embarrassed them.,negative,0.8955
You embarrassed me.,negative,0.9472
I followed the rules.,neutral,0.7132
You don't know what you've done!,negative,0.582
Just don't care how I...,negative,0.5053
It'll be fire and sword if it's not set right.,negative,0.5989
Just listen!,neutral,0.6556
I am the Queen!,positive,0.8382
You listen to me!,neutral,0.6119
Ugh!,negative,0.8528
This is so unfair!,negative,0.971
Ha!,neutral,0.5186
Unfair?,negative,0.7206
You're never there for me.,negative,0.6792
This whole marriage is what you want.,neutral,0.623
Do you ever bother to ask what I want?,neutral,0.6581
No.,neutral,0.4936
"You walk around telling me what to do, what not to do, trying to make me be like you.",neutral,0.5253
"Well, I'm not going to be like you.",negative,0.7247
"Oh, you're acting like a child.",negative,0.9313
And you're a beast.,negative,0.7936
That's what you are!,neutral,0.4799
"Oh, Merida.",neutral,0.6995
I'll never be like you.,negative,0.5995
"No, stop that!",negative,0.7106
I'd rather die than be like you!,negative,0.7933
"Merida, you are a princess, and I expect you to act like one.",neutral,0.506
Mum!,neutral,0.6388
Oh!,neutral,0.5628
Merida!,neutral,0.5545
Merida!,neutral,0.5545
"Oh, dear.",neutral,0.4791
Ah!,positive,0.4984
"Oh, no.",negative,0.6307
What have I done?,neutral,0.5619
Oh.,neutral,0.5443
Oh!,neutral,0.5628
Oh!,neutral,0.5628
Oh!,neutral,0.5628
Whoa!,neutral,0.4812
Angus!,negative,0.6112
"Come on, Angus.",neutral,0.6597
Angus!,negative,0.6112
Why would the wisps lead me here?,neutral,0.5492
Uh...,neutral,0.6651
"Oh, look around.",neutral,0.7516
You holler if you see anything you like.,neutral,0.6448
Everything is half off.,negative,0.6998
Uh...,neutral,0.6651
Who are you?,neutral,0.7975
Just a humble woodcarver.,neutral,0.7396
Um...,neutral,0.6851
I don't understand...,negative,0.8897
See anything you like?,neutral,0.7997
Uh...,neutral,0.6651
Perhaps a touch of whimsy to brighten any dank chamber?,neutral,0.6242
"But the will-o'-the-wisps, they...",neutral,0.7597
Oh!,neutral,0.5628
This is one of a kind!,positive,0.9275
I'll make you a deal for this rare prize.,positive,0.5928
Your broom!,neutral,0.6367
Oh!,neutral,0.5628
It was sweeping by itself.,neutral,0.7513
That's ridiculous.,negative,0.8772
Wood cannot be imbued with magical properties.,neutral,0.5393
I should know.,neutral,0.6316
I'm a wit...,neutral,0.7327
Whittler.,neutral,0.7045
Of wood.,neutral,0.7215
"Oh, how about this conversation starter?",neutral,0.792
It's made of yew wood.,neutral,0.8604
Tough as stone.,neutral,0.5205
"Oh, ah, ah, ah, ah!",neutral,0.5595
That's stuffed.,neutral,0.4781
Staring is rude.,negative,0.9276
Ooh!,neutral,0.554
The crow's talking!,neutral,0.6612
That's not all I can do.,neutral,0.503
La-la la-la la-la You're a witch!,negative,0.8137
Woodcarver.,neutral,0.7273
That's why the wisps led me here.,neutral,0.8507
Woodcarver!,neutral,0.7092
You'll change my fate!,neutral,0.6006
Woodcarver!,neutral,0.7092
"You see, it's my mother.",neutral,0.751
I'm not a witch!,neutral,0.6829
Too many unsatisfied customers.,negative,0.9358
"If you're not going to buy anything, get out.",negative,0.6814
No!,neutral,0.4416
The wisps led me here!,neutral,0.6332
I don't care!,neutral,0.4919
Get out!,neutral,0.5983
Shoo!,neutral,0.582
Get!,neutral,0.4953
Be gone with you!,neutral,0.6144
I'll buy it all.,positive,0.6264
What?,neutral,0.5653
What was that?,neutral,0.7857
Every carving.,neutral,0.5231
Well...,neutral,0.7051
"And how are you going to pay for that, sweetie?",negative,0.4979
With this.,neutral,0.7444
W...,neutral,0.6938
"Oh, my, that's lovely, that is.",positive,0.9699
That would set us up for months.,neutral,0.8114
"Ah, ah, ah.",neutral,0.6592
Every carving and one spell.,neutral,0.6632
Are you sure you know what you're doing?,neutral,0.7572
I want a spell to change my mum.,neutral,0.7612
That'll change my fate.,neutral,0.7324
Hmm...,neutral,0.7168
Done!,positive,0.732
Where are you going?,neutral,0.83
There.,neutral,0.551
What are you doing?,neutral,0.8242
You never conjure where you carve.,neutral,0.5859
Very important.,positive,0.6499
The last time I did this was for a prince.,neutral,0.8449
Easy on the eyes.,positive,0.5337
Tight pants.,neutral,0.779
He demanded I give him the strength of ten men.,neutral,0.8547
And he gave me this for a spell.,neutral,0.8592
A spell that would change his fate.,neutral,0.8497
And did he get what he was after?,neutral,0.7374
Yes.,positive,0.461
And made off with an especially attractive mahogany cheese board.,positive,0.856
"Now, what do I need?",neutral,0.7139
Oh!,neutral,0.5628
Just a little bit of this.,neutral,0.8119
Ah.,neutral,0.5709
Hoo!,positive,0.7402
Tee-tee-tee-tee.,neutral,0.6401
Whoosh.,neutral,0.5458
That'll do.,positive,0.5512
Mi-mi-mi-mi-mi-mi-mi.,neutral,0.7371
And now let's see.,neutral,0.7116
What have we here?,neutral,0.7231
Oh!,neutral,0.5628
Hey!,neutral,0.5279
"Uh, a cake?",neutral,0.8501
You don't want it?,negative,0.5275
Yes!,positive,0.8097
I want it.,positive,0.7119
"You're sure if I give this to my mum, it will change my fate?",neutral,0.6636
Oh.,neutral,0.5443
Trust me.,positive,0.511
"It'll do the trick, dearie.",positive,0.5352
Expect delivery of your purchase within a fortnight.,neutral,0.7488
Ooh!,neutral,0.554
Ooh...,neutral,0.618
What was that thing about the spell?,neutral,0.8508
Did you say something about the spell?,neutral,0.8899
"Mor'du, Mor'du, now the time has come for all of us to slaughter you Hooray!",negative,0.4727
"Mor'du, Mor'du...",neutral,0.7988
Merida.,neutral,0.5906
Mum!,neutral,0.6388
"Ooh, uh...",neutral,0.705
"I, uh...",neutral,0.7521
"Oh, I've been worried sick.",negative,0.8605
You...,neutral,0.6931
You were?,neutral,0.7749
I didn't know where you'd gone or when you'd come back.,neutral,0.6458
I didn't know what to think.,negative,0.6413
"Oh, look at your dress.",neutral,0.6408
Oh.,neutral,0.5443
Angus threw me.,negative,0.7896
But I'm not hurt.,neutral,0.5601
"Well, you're home now, so that's the end of it.",neutral,0.7414
Honestly?,neutral,0.7212
I've pacified the lords for now.,neutral,0.688
"Your father's out there ""entertaining"" them.",neutral,0.517
"Come taste my blade, you manky bear For gobbling up my leg I'll hunt you, then I'll skin you, hang your noggin on a peg...",negative,0.7769
"Of course, we both know a decision still has to be made.",neutral,0.7845
What's this?,neutral,0.7517
It's a peace offering.,neutral,0.5884
I made it.,positive,0.7681
For you.,neutral,0.6154
Special.,neutral,0.6745
You made this for me?,neutral,0.7256
Mm.,neutral,0.575
Oh.,neutral,0.5443
Interesting flavour.,positive,0.9032
How do you feel?,neutral,0.8272
What...,neutral,0.6315
What is that?,neutral,0.7507
Different?,neutral,0.7388
Mm...,neutral,0.6713
"Tart and, um,  gamy.",neutral,0.8015
Have you changed your mind at all about the marriage and all that?,neutral,0.7795
"Oh, that's better.",positive,0.8121
"Now, why don't we go upstairs to the lords and put this whole kerfuffle to rest?",neutral,0.5411
Hm?,neutral,0.6812
Ooh.,neutral,0.5574
Mother?,neutral,0.6897
I'm woozy suddenly.,neutral,0.5504
My head's spinning like a top.,neutral,0.4987
Ooh!,neutral,0.554
Mum!,neutral,0.6388
"Oh, suddenly I'm not so well.",negative,0.8257
Er...,neutral,0.6953
How...,neutral,0.7021
How do you feel about the marriage now?,neutral,0.8819
Merida!,neutral,0.5545
"Oh, just take me to my room.",neutral,0.696
"All right, that's fine.",positive,0.6653
That's just fine.,positive,0.7234
A little to the left.,neutral,0.8009
That's good.,positive,0.963
A wee bit to the left.,neutral,0.8402
That's good.,positive,0.963
It's good enough.,positive,0.8411
"Now, clear out of there, boys.",neutral,0.6232
I don't want you to spoil my shot.,negative,0.5624
What?,neutral,0.5653
My lady Queen.,positive,0.7461
We've been waiting patiently.,neutral,0.5013
"Milords, I am out of sorts at the moment.",negative,0.7066
But you shall have your answer.,neutral,0.7853
Oh!,neutral,0.5628
Eh?,neutral,0.6582
Presently.,neutral,0.6674
"Now, if you'll  excuse us.",neutral,0.7862
"Elinor, look!",neutral,0.6097
It's Mor'du!,neutral,0.6365
Elinor?,neutral,0.7379
"Are you all right, dear?",neutral,0.8123
Fine.,neutral,0.5034
I'm fine.,positive,0.8
Go about avenging your leg.,neutral,0.776
Oh...,neutral,0.6291
Aye.,neutral,0.5267
"You heard her, lads.",neutral,0.7686
I dream about the perfect way to make this devil die.,neutral,0.5433
"Just take all the time you need to getting yourself right, Mum.",neutral,0.6874
Then maybe in a bit you might have something new to say on the marriage.,neutral,0.8964
What was in that cake?,neutral,0.8824
Cake.,neutral,0.5532
Mum?,neutral,0.7001
"So I'll just tell them the wedding's off, then?",neutral,0.8287
Mum?,neutral,0.7001
Bear!,neutral,0.5873
Oh!,neutral,0.5628
Mum?,neutral,0.7001
You're...,neutral,0.6792
You're a bear!,negative,0.8187
Why a bear?,neutral,0.6505
"Oh, that scaffy witch gave me a gammy spell.",neutral,0.5478
It's not my fault.,neutral,0.5525
I didn't ask her to change you into a bear.,neutral,0.5574
I just wanted her to change you.,neutral,0.6151
Shh.,negative,0.4913
Did you hear that?,neutral,0.7682
Something's not right.,negative,0.9262
There's no point in having a go at me.,negative,0.6945
The witch is to blame.,negative,0.8576
Goggly old hag.,negative,0.8693
Eyes all over the place.,neutral,0.6716
Unbelievable.,negative,0.8109
I'll get her to fix this.,neutral,0.5875
Why do I always get blamed for everything?,negative,0.9593
It's just not fair.,negative,0.9647
"Everybody, follow me.",neutral,0.5419
And keep a sharp eye.,neutral,0.6617
Here we go.,neutral,0.5885
Another hunt through the castle.,neutral,0.842
But we haven't had dessert yet.,neutral,0.6155
I have no idea.,negative,0.49
"Mum, you can't go out there.",negative,0.7232
Mum!,neutral,0.6388
Wait!,neutral,0.6225
What are you doing?,neutral,0.8242
Dad.,neutral,0.6523
The Bear King?,neutral,0.8823
"If he so much as sees you, you're dead.",negative,0.8492
Another one of your entertainments to bore us to death!,negative,0.9225
"Oh, and what exactly are we after...",neutral,0.8134
Mum!,neutral,0.6388
...my liege?,neutral,0.7691
Best to humour him.,neutral,0.5918
"He is, after all, the King.",neutral,0.6223
He's like a hound with that nose of his.,neutral,0.4858
"Mum, wait.",neutral,0.6894
We have to...,neutral,0.7724
Follow me.,neutral,0.6722
Stop.,negative,0.5321
Stop!,negative,0.5341
You're covered with fur.,negative,0.6153
You're not naked.,neutral,0.7731
It's not like anyone's gonna see you.,negative,0.5623
Now you've done it.,neutral,0.7078
Maudie!,neutral,0.5981
"Just calm down, lass.",neutral,0.5024
What is it?,neutral,0.75
"Spit it out, Maudie!",neutral,0.6404
A bear!,neutral,0.5916
I knew it!,positive,0.5172
Would you just listen to me?,neutral,0.8669
We can't go this way.,negative,0.8829
You'll be seen.,neutral,0.7761
Quick!,neutral,0.5481
This way!,positive,0.5996
Mum?,neutral,0.7001
Mum?,neutral,0.7001
Oh!,neutral,0.5628
Oh!,neutral,0.5628
Hm?,neutral,0.6812
A witch turned Mum into a bear.,negative,0.7385
It's not my fault.,neutral,0.5525
We've got to get out of the castle.,neutral,0.6407
I need your help.,neutral,0.7628
"Oh, all right.",neutral,0.5915
You can have my desserts for two...,neutral,0.6401
Three weeks.,neutral,0.7407
Okay.,neutral,0.5844
Fine.,neutral,0.5034
A year.,neutral,0.6501
Did you hear that?,neutral,0.7682
Shh.,negative,0.4913
There it goes!,neutral,0.5069
