text,sentiment,score
"Well, what can I tell you, folks, my son, you know...",neutral,0.8299
Kids do crazy stuff.,negative,0.5088
You have kids.,neutral,0.5768
It's...,neutral,0.7347
"No, Dad.",neutral,0.5472
It wasn't an acorn.,neutral,0.7926
It was...,neutral,0.799
it was a piece of the sky.,neutral,0.7843
"Really, it was.",neutral,0.6436
You gotta believe me.,neutral,0.6364
A movie.,neutral,0.6836
A movie.,neutral,0.6836
They're makin' a movie.,neutral,0.6655
When?,neutral,0.7904
When will everybody forget your big mistake?,negative,0.6205
"First it was all over the papers, then they wrote a book about it, then the book on tape, then the board game, the spoons with your face on it...",neutral,0.7089
"...and the Web site, the commemorative plates.",neutral,0.843
"You saw them, right?",neutral,0.7726
Yeah.,neutral,0.5491
I saw them.,neutral,0.7247
Can't eat off 'em.,negative,0.6109
They're not microwave-safe.,negative,0.8439
You saw the billboards?,neutral,0.8014
I saw them.,neutral,0.7247
Ha!,neutral,0.5186
There's a bumper sticker.,neutral,0.7843
I knew it was only a matter of time.,neutral,0.5277
Billboards I could live with.,positive,0.4915
Posters I could even live with.,positive,0.634
But a bumper sticker.,neutral,0.6728
It's...,neutral,0.7347
it's like glued on forever.,neutral,0.5261
It doesn't matter.,neutral,0.6715
You know why?,neutral,0.6823
Because I've got a plan.,neutral,0.6218
"Yeah, about that.",neutral,0.6509
"Well, remember how I told you it would be better for you to lay low, don't call attention to yourself?",neutral,0.559
"Yes, but I...",neutral,0.8094
"See, it's like a game.",neutral,0.54
"Yeah, a game of hide-and-seek, except the goal is never to be found, ever!",negative,0.4447
Great!,positive,0.9232
"Now, we've got a plan, right?",neutral,0.7442
I'll see ya later!,positive,0.6292
"Remember, lay low.",neutral,0.759
Yeah.,neutral,0.5491
OK.,neutral,0.5176
Bye.,neutral,0.5137
"Look, Mama!",neutral,0.641
There's the crazy chicken!,neutral,0.5799
"Yes, it is!",positive,0.8232
Crazy chicken.,negative,0.6208
You're so smart.,positive,0.9348
We don't make eye contact.,negative,0.6097
Bye!,neutral,0.6142
That's it.,neutral,0.5321
Today is a new day.,positive,0.9268
"It was a recipe for disaster A four-course meal of ""No sirree"" It seemed that happily ever after I Was happy everyone was after me It was a cup of good intentions A tablespoon of one big mess A dash of overreaction And I assume you know the rest One little slip One little slip It was a fusion of confusion With a few confounding things I guess I probably took the wrong direction Well I admit I might've missed a sign or two I took a right turn at confusion A left when I should've gone straight on through I ran ahead with my assumptions And we all know what that can do One little slip One little slip It was a fusion of confusion And a few confounding things I get the feeling in this town I'll never live 'til I live down The one mistake that seems to follow me around But they'll forget about the sky When they all realize This guy's about to try to learn to fly Or hit the ground How's it going?",neutral,0.4799
It was a cup of good intentions A tablespoon of one big mess A dash of overreaction And I assume you know the rest One little slip One little slip It was a humble little stumble With a big ungraceful One little slip One little slip It was a fusion of confusion with a few confounding things A“ Ahem.,negative,0.4943
Very well.,positive,0.6945
Foxy Loxy.,neutral,0.7845
"Present, pretty, punctual.",positive,0.7402
Goosey Loosey.,neutral,0.7123
Master Runt of the Litter.,neutral,0.7273
"Present and accounted for, Mr.",neutral,0.7041
Woolensworth.,neutral,0.6424
Oop!,neutral,0.448
Dropped my pencil!,negative,0.7467
Whoa!,neutral,0.4812
Ahh!,neutral,0.4871
Loser!,negative,0.8974
Henny Penny.,neutral,0.8007
Here.,neutral,0.5711
Ducky Lucky.,positive,0.5905
Here.,neutral,0.5711
Fuzzy Wuzzy.,neutral,0.6739
Here.,neutral,0.5711
Morkubine Porcupine.,neutral,0.7558
Yo.,neutral,0.5623
Fish Out of Water.,neutral,0.6597
Quite.,neutral,0.6963
Abby Mallard.,neutral,0.7934
Ugly duckling.,negative,0.9337
Class!,positive,0.5851
I will not tolerate rude behavior at the expense of a fellow...,negative,0.9519
"No worries, Mr.",positive,0.496
Woolensworth.,neutral,0.6424
Yah!,neutral,0.47
"You mustn't sneak up on me, Ugly...",negative,0.6552
"uh, Abby.",neutral,0.7168
Where was I?,neutral,0.6802
Ugly duckling.,negative,0.9337
"Oh, yes.",positive,0.6818
Chicken Little.,neutral,0.683
Hmm.,neutral,0.6435
Tardy again.,negative,0.7161
Tardy again.,negative,0.7161
Hmm.,neutral,0.6435
"Class, turn to page 62 and translate each word in Mutton.",neutral,0.8674
He.,neutral,0.6124
Baa.,neutral,0.6172
She.,neutral,0.6298
Baa.,neutral,0.6172
They.,neutral,0.6137
Baa.,neutral,0.6172
We.,neutral,0.5914
Baa.,neutral,0.6172
"OK, everyone.",neutral,0.6315
Listen up!,neutral,0.5893
"I don't wanna hear any quacks, tweets, oinks, whinnies or cocklee-doodle-doos when I say...",negative,0.8195
dodgeball.,neutral,0.6403
"Oh, man.",neutral,0.4897
Pump it up!,positive,0.6056
"Pump it, pump it, pump it!",positive,0.497
Split into two teams.,neutral,0.7267
Popular versus unpopular.,neutral,0.71
Coach?,neutral,0.6933
"Yeah, unpopular?",neutral,0.533
Shouldn't we review safety guidelines?,neutral,0.7239
Sure!,positive,0.7762
"Hit the pig, kids!",negative,0.5912
Aaah!,neutral,0.4789
Look out!,neutral,0.6437
"Calm down, Runt.",neutral,0.6386
Just...,neutral,0.6455
Just do what Fish is doing.,neutral,0.7873
Everybody dance now 5' Whew!,positive,0.5872
Tough morning?,neutral,0.5685
A run-in with my old nemesis.,neutral,0.7234
Gum in the crosswalk?,neutral,0.7469
He won this round.,positive,0.6046
Your old foe!,neutral,0.5887
Mm-hmm.,neutral,0.7172
Incoming on your right.,neutral,0.8498
Thank you!,positive,0.9538
Aah!,neutral,0.5209
"Yeah, I heard about the movie.",neutral,0.7567
Tough break.,neutral,0.6007
Yeah.,neutral,0.5491
Maybe it'll just go straight to video.,neutral,0.8388
That's the least of my problems.,neutral,0.4728
This morning...,neutral,0.8361
this morning my dad told me I should basically disappear.,negative,0.6126
But that's not gonna get me down.,neutral,0.522
I've got a plan.,neutral,0.6009
You want to hear about it?,neutral,0.8116
Uh-oh.,negative,0.5243
"No, no, no!",negative,0.7057
This one's good.,positive,0.9561
"Look, one moment destroyed my life, right?",negative,0.9375
One moment.,neutral,0.6759
Warthog at 3:00!,neutral,0.7589
I see him!,positive,0.6156
Yes!,positive,0.8097
So I figure all I need is a chance...,neutral,0.6345
"All I need is a chance to do something great to make everyone forget the ""sky falling"" thing once and for all.",positive,0.857
And then my dad'll finally have a reason to be proud of me.,positive,0.9263
Time out!,neutral,0.5687
Nurse!,neutral,0.4904
"Hi, Tiffany!",positive,0.5126
"Hey, man, what's goin' on?",neutral,0.8006
"So, what do you think?",neutral,0.8165
"OK, listen.",neutral,0.7147
You said the sky was falling.,neutral,0.7201
Your dad didn't support you.,negative,0.783
I...,neutral,0.7305
"And you have been hurting inside ever since, right?",negative,0.8207
It's hurt.,negative,0.695
It stung.,negative,0.8209
OK?,neutral,0.6564
"It's hurt, but...",negative,0.5446
Yes.,positive,0.461
That's the nutshell.,neutral,0.5848
OK.,neutral,0.5176
"Yes, but...",neutral,0.7712
No.,neutral,0.4936
Buh-buh...,neutral,0.5671
"But, it's...",neutral,0.7028
What's got to happen now is the nut needs to be cracked open.,neutral,0.5631
"And not one little chip at a time, but...",neutral,0.769
bam!,neutral,0.5329
Smash!,positive,0.6315
Bits of emotion flying everywhere!,neutral,0.5631
Anger!,negative,0.7622
Frustration!,negative,0.7648
Denial!,negative,0.5645
Fear!,negative,0.5362
"Deep depression, in fact!",negative,0.5158
You see what I'm saying?,neutral,0.718
Uh...,neutral,0.6651
"All right, forget the nut part.",neutral,0.6287
Here's the main thing.,neutral,0.7229
"You have got to stop messing around, and deal with the problem.",negative,0.6242
"OK, yes, but...",neutral,0.7681
Here's the real solution.,neutral,0.7076
You and your dad talk-talk-talking...,neutral,0.7196
closure!,neutral,0.4658
Closure?,neutral,0.6023
"Closure, talking about something until it's resolved.",neutral,0.7651
Wait!,neutral,0.6225
Hold on!,neutral,0.6471
See?,neutral,0.6904
Look.,neutral,0.6185
There's a whole section about it in this month's Modern Mallard.,neutral,0.8173
Incredibly appropriate!,positive,0.9136
"I told you, I have a plan.",neutral,0.7643
"Yeah, but according to Cosmo Duck, you should ""stop the squawk and try the talk."" Beautiful Duckling says, ""Avoiding closure with your parents can cause early molting."" See?",neutral,0.4937
Closure.,neutral,0.4972
Repeat after me.,neutral,0.6608
"You, your dad, talk-talk...",neutral,0.7586
"Abby, listen!",neutral,0.7371
Talking's a waste of time.,negative,0.9117
I got to do something great so my dad doesn't think I'm such a loser.,positive,0.491
Come on.,neutral,0.5758
You are not a loser.,negative,0.5617
You're inventive and resourceful and funny and cute and...,positive,0.9569
What?,neutral,0.5653
Yeah...,neutral,0.6611
"uh, Runt!",negative,0.5543
Should Chicken Little have a good talk with his dad and clear the air or keep searching for Band-Aid solutions and never deal with the problem?,neutral,0.6031
Band-Aid solutions!,neutral,0.538
Runt!,neutral,0.511
"Well, I'm sorry!",negative,0.7497
I'm very bad at reading facial cues.,negative,0.9403
"Fish, help me out here.",neutral,0.7392
Men.,neutral,0.5361
'Twas beauty that killed the beast.,neutral,0.6719
I guess only girls are good at honest communication and sensitivity.,neutral,0.6276
That does it!,positive,0.6243
"We were in a time-out, Foxy!",neutral,0.6856
Prepare to hurt.,negative,0.5475
"And I don't mean emotionally, like I do.",neutral,0.5172
Ow ow ow ow ow ow ow!,negative,0.8074
Whoa!,neutral,0.4812
We will save you!,positive,0.7375
Fall back!,neutral,0.5028
Mad goose!,positive,0.4918
Chicken Little!,neutral,0.6205
"Not showing up for class, inappropriate school attire, picking fights in gym class and the fire alarm?",negative,0.9224
"Ever since that ""sky falling"" incident, he's been nothing but trouble!",negative,0.9132
"Now look, Buck.",neutral,0.5023
You know I have the utmost respect for you.,positive,0.8763
"I mean, you were Buck ""Ace"" Cluck, our school baseball star.",neutral,0.821
But let's face the facts.,neutral,0.7357
"Your kid, he's nothing like you at all.",negative,0.7974
OK.,neutral,0.5176
Thank you for talking to me.,positive,0.9736
I'll take care of my son.,neutral,0.7127
I...,neutral,0.7305
"Dad, it wasn't my fault.",neutral,0.5769
It was Foxy.,neutral,0.7965
She's always...,neutral,0.7127
All right.,neutral,0.4897
It's fine.,positive,0.5682
You don't have to explain anything.,neutral,0.6393
Uh...,neutral,0.6651
Uh...,neutral,0.6651
"Hey, Dad?",neutral,0.8083
I was thinkin'.,neutral,0.8235
"Yeah, what if I...?",neutral,0.7884
What if...?,neutral,0.8724
What if I joined the baseball team?,neutral,0.918
"Hey, why don't you watch where you're going?!",neutral,0.6334
"Sorry, there, buddy!",negative,0.4906
"Sorry, sorry.",negative,0.7384
Baseball?,neutral,0.8542
"Son, we talked about this.",neutral,0.8233
"Yeah, right.",neutral,0.5468
"But, you know, that was when I was small.",neutral,0.6925
I put on five ounces this year.,neutral,0.8743
I've really bulked up.,positive,0.7892
"Really, son?",neutral,0.5871
Baseball.,neutral,0.8153
Are you sure?,neutral,0.8481
"Oh, yeah, yeah.",neutral,0.5273
"I mean, you know, hey, why not, right?",neutral,0.7094
"Yeah, why not, but why?",neutral,0.5338
"Well, Dad, you were such a big baseball star in high school.",positive,0.9372
You could give me some pointers.,neutral,0.7676
"But, son, you know, I'm just wondering...",neutral,0.8019
"Maybe baseball isn't exactly your thing, you know?",neutral,0.5641
Have you considered the chess team or the glee club?,neutral,0.9169
"And some teenagers, you know, they get quite a rush from stamp collecting.",neutral,0.6765
No.,neutral,0.4936
Wanna stop?,neutral,0.7426
We'll get some stamps.,neutral,0.7781
I don't like stamps.,negative,0.9537
"Colors, colorful things...",positive,0.8117
"No, I was thinkin' baseball!",neutral,0.6489
I can't wait to see the look on your face when I smack that ball in for a touchdown!,positive,0.9498
Dad...,neutral,0.7341
"Um, I'm kidding.",neutral,0.732
That was a...,neutral,0.7705
that was a joke.,neutral,0.6434
"Just do me one favor, son.",neutral,0.6113
"Why, sure, Dad.",neutral,0.5619
Anything.,neutral,0.6404
Just please try not to get your hopes too high.,neutral,0.64
"Yeah, but Dad, I mean, I...",neutral,0.7561
"I mean, I think I can...",positive,0.556
I...,neutral,0.7305
"OK, Dad.",neutral,0.735
"I bruise you You bruise me We both bruise so Easily Too easily To let it show I love you And that's all I know Oh, Chloe.",neutral,0.5056
If only you were here.,neutral,0.6438
You'd know what to do.,neutral,0.7195
"And all my plans Keep fallin' through All my plans, they Depend on you Depend on you To help them grow I love you That's my boy!",positive,0.9182
"Gee, thanks, Dad!",positive,0.9039
"And that's all It's really a"" I know It's all I know Come on.",neutral,0.7076
All I need is a chance.,neutral,0.5794
"It's a"" I know A“ Yeah Ohh I can't sit here while I go nowhere Chase my dreams through the polluted air I'm walking on a wire Running out of time There's no room in this ol' heart of mine Hungry minds just stare you in the eyes Spread it thick and lay the biggest lies Words jump off the pages Passion hits the street Anger's cooking in the city heat World's too crazy I can't take no more I won't stay here locked behind the door Got to stir it up I got to break it up now When I think about tomorrow Ooh, I can't wait to Stir it up Got to shake it up now I If I have to beg or borrow I'm not gonna take it anymore Oh-oh oh-ohh-oh oh-ohh-oh Come on So much pressure to keep holding on Whoa Pack my clothes up baby I'll be gone Stir it up Got to break it up now When I think about tomorrow I can't wait to Stir it up I got to shake it up now I If I have to beg or borrow I'm not gonna take it no more 5' Lean to the left Lean to the right C'mon Acorns Fight, fight, fight!",negative,0.4558
"Go, Acorns!",positive,0.7655
"There's excitement in the air, ladies and gentlemen.",positive,0.9715
It's been two decades since Oakey Oaks has beaten rivals the Spud Valley Taters.,neutral,0.6544
"Down by only a single run, and with a player in scoring position, we finally have a chance again.",positive,0.6914
"This excitement isn't about the fun of baseball, it's not about the prize.",neutral,0.4179
"It's about gloating and rubbing their noses in it, the ""Nah-nah-na-na-na!",neutral,0.5323
"We beat you!"" taunting, if you will, that comes with the winning.",neutral,0.6107
Yeah!,positive,0.7406
That's right.,neutral,0.569
Oakey Oaks and the Honorable Mayor Turkey Lurkey will finally have bragging rights again for one full year!,positive,0.9156
But this battle has taken a heavy toll on our hometown heroes.,negative,0.7452
"After nine grueling innings and several players out with injuries, the Acorns are scraping the bottom of the roster.",negative,0.748
"Hopefully, there's just enough muscle on the bench to pull out a win.",positive,0.7978
Up next...,neutral,0.839
Chicken Little.,neutral,0.683
"Clearly a long shot, folks.",neutral,0.6169
Little hasn't been up to bat once since joining the team.,neutral,0.6389
He's gonna lose the game for us!,negative,0.8445
Wait!,neutral,0.6225
"If he can get a walk and advance to first, that powerhouse Foxy Loxy can step up and save us all.",positive,0.7224
She's had a terrific game so far.,positive,0.9641
A shoo-in for the MVP trophy.,neutral,0.7516
"OK, kid, listen up.",neutral,0.6173
"You have an itty-bitty, teeny-tiny strike zone.",neutral,0.7402
There's no way he can throw you out!,negative,0.4805
Take the walk.,neutral,0.818
Don't swing.,neutral,0.598
I have a good feeling...,positive,0.9478
Look at me.,neutral,0.7056
Don't swing.,neutral,0.598
Take the walk.,neutral,0.818
You hear me?,neutral,0.7474
Just take the walk!,neutral,0.5818
"But, coach, wait!",neutral,0.6274
Don't swing!,neutral,0.5713
"Nervous, gangly, barely able to hold the pine, Little advances to the box.",negative,0.585
He's going to bat from the right.,neutral,0.9123
Make it the left.,neutral,0.6936
"No, the right.",neutral,0.6266
The right.,neutral,0.6476
Easy out!,positive,0.6555
"Left field's found something better to do, center field's got a hunger pang in his second stomach and right field's digging for grubs.",neutral,0.4745
Play ball!,neutral,0.5651
Why him?,neutral,0.5704
Why now?,neutral,0.6856
"I won't embarrass you, Dad.",neutral,0.6395
Not this time.,negative,0.6929
"Here's the wind-up, the pitch!",neutral,0.7073
It's a high cutter.,neutral,0.6615
Ball!,neutral,0.5804
Uh...,neutral,0.6651
Strike one!,neutral,0.6281
I'm not going to sugarcoat it.,neutral,0.7367
I've seen roadkill with faster reflexes.,neutral,0.6356
The catcher lays down the signals.,neutral,0.7956
Here's the pitch.,neutral,0.7412
"Curve ball low and outside, he swings!",neutral,0.7633
Stee-rike two!,neutral,0.7073
Ohh!,neutral,0.5576
"I said, don't swing!",neutral,0.57
Don't swing!,neutral,0.5713
No!,neutral,0.4416
Batter up!,neutral,0.4775
That's two in the hole!,negative,0.4672
"One more strike, it's a punch out, folks, and we're all going home.",neutral,0.7298
Today is a new day.,positive,0.9268
Don't swing!,neutral,0.5713
"Well, take away my squeaky toy!",negative,0.5712
It's a hit!,positive,0.5962
A hit?,neutral,0.7658
A hit?,neutral,0.7658
A hit?,neutral,0.7658
The batter is unbelievably at home plate.,neutral,0.5608
He's standing in a daze.,neutral,0.6659
"Run, kid, run!",neutral,0.5074
"Go, son!",positive,0.7307
Run!,neutral,0.5537
Run!,neutral,0.5537
Run!,neutral,0.5537
"There he goes, the wrong way.",negative,0.9207
"Wait, wait, wait!",neutral,0.5197
"No, no!",negative,0.6435
Not that way!,negative,0.5469
Run the other way!,neutral,0.6363
Turn around!,neutral,0.5617
He's turned!,neutral,0.5565
"I've never said these words before, but he's actually rounding home plate!",positive,0.6727
Goosey steps on home...,neutral,0.8738
A new day!,positive,0.9266
A tie game!,neutral,0.5557
They're scrambling in the alley.,neutral,0.6743
Looks like Rodriguez has it.,neutral,0.6569
"Nope, it's the center fielder!",neutral,0.5937
"Mayhem in the outfield, as Rodriguez is fired to second.",neutral,0.9314
"Catch is complete, but where's the ball?",neutral,0.8343
Little touches the bag and keeps going.,neutral,0.8036
A hunt for the rock.,neutral,0.7752
The fielders are having trouble.,negative,0.8021
Commotion out there!,positive,0.5417
It's stuck!,negative,0.5249
It's stuck!,negative,0.5249
Tip the cow!,negative,0.5552
It's the old tip-the-cow play.,neutral,0.7772
"He heads for the hot corner, a stand-up triple!",neutral,0.7383
Yes!,positive,0.8097
Hold up!,neutral,0.5592
No!,neutral,0.4416
He's going for the whole enchilada!,neutral,0.5245
"The ball of wax, kit and caboodle!",neutral,0.6194
Go back!,positive,0.5108
You're never gonna make it!,negative,0.8172
Tries to lighten his load!,neutral,0.7232
"The outfield behind, Little's on all cylinders!",neutral,0.5173
He slides for the dish!,neutral,0.7886
It's going to be a photo finish at home!,positive,0.7609
You're out!,neutral,0.456
"Oh, folks.",neutral,0.6454
"Folks, what a heartbreaker.",negative,0.931
Wait!,neutral,0.6225
Wait!,neutral,0.6225
Wait a cotton-picking second.,neutral,0.6712
"Hold your horses, here, and horses hold your breath.",neutral,0.8024
This might not be over.,negative,0.7422
He...,neutral,0.7817
He's...,neutral,0.7711
Safe!,positive,0.73
The runner is safe!,positive,0.7853
"It's all over, folks!",neutral,0.4666
The Acorns have done the impossible!,positive,0.6195
"For the first time in 20 years, we won the pennant!",positive,0.9539
"Mothers, kiss your babies!",positive,0.4689
You've witnessed a miracle!,positive,0.8838
Remember where you were at this moment.,neutral,0.8381
The smells!,neutral,0.5135
The sounds!,neutral,0.5155
There's a new winner in town and his name is Chicken Little!,positive,0.9399
That was just a lucky hit!,positive,0.6919
"Yes, Chicken Little, it's all yours!",positive,0.8187
"The victory, the triumph, the glory!",positive,0.9344
And getting doused with a sticky drink that soaks into your undies and chafes for hours!,negative,0.6083
This is one memory you'll savor forever!,positive,0.96
Yeah!,positive,0.7406
Yeah!,positive,0.7406
Yeah!,positive,0.7406
"Yes, yes, yes!",positive,0.9422
We won!,positive,0.9367
We won!,positive,0.9367
That's my boy out there!,positive,0.9129
That's my boy!,positive,0.9487
I am the champion My friend And I'll keep on fightin' till the end I am the champion I am the champion But gone is the loser 'Cause I am the champion Of the world A“ Yow!,positive,0.7967
Here's the wind-up and the pitch!,neutral,0.802
A knuckleball!,neutral,0.5737
He swings!,neutral,0.6273
Crack!,neutral,0.5221
It's going.,neutral,0.6359
"He rounds first, to second!",neutral,0.7026
Hits high off the wall!,neutral,0.6043
He flies past third and heads for the plate!,neutral,0.5808
It's a scramble for the ball!,neutral,0.6791
It's gonna be close!,positive,0.6784
He is safe!,positive,0.8587
The mighty Acorns win!,positive,0.9298
Yes!,positive,0.8097
Acorns win!,positive,0.8719
The mighty Acorns win!,positive,0.9298
Yeah!,positive,0.7406
"Jeez, you know, I guess that puts the whole ""sky is falling"" incident behind us once and for all.",neutral,0.5067
"Hey, kiddo?",neutral,0.8031
"You bet, Dad.",neutral,0.7506
I...,neutral,0.7305
Unless you think we need...,neutral,0.7705
closure?,neutral,0.6638
Closure?,neutral,0.6023
What's to close here?,neutral,0.8296
Unless you think we need to close...,neutral,0.721
Not me.,negative,0.5925
It's closed!,neutral,0.6345
I agree.,positive,0.6409
Vacuum sealed.,neutral,0.6513
Shut tight!,negative,0.5228
"OK, great, Dad.",positive,0.8828
You...,neutral,0.6931
"Closure, I dunno.",neutral,0.6232
All right.,neutral,0.4897
Enough fun.,positive,0.7912
Good talk.,positive,0.8794
"Good talk, son.",positive,0.8249
"Here, I'll give you a push.",neutral,0.7336
Rock me a little.,neutral,0.7041
Help me.,neutral,0.7071
OK.,neutral,0.5176
"OK, I'm up.",neutral,0.499
Hey.,neutral,0.5456
"Good night, Ace.",positive,0.7302
Here's the wind-up...,neutral,0.866
and the pitch!,neutral,0.6291
Whoo-hoo!,positive,0.8728
Thanks.,positive,0.6284
Thanks for the chance.,positive,0.9737
Oh...,neutral,0.6291
No!,neutral,0.4416
A piece of the sky?!,neutral,0.8499
Shaped like a stop sign?!,neutral,0.6743
Not again!,negative,0.7916
Hey!,neutral,0.5279
Son!,neutral,0.5594
You all right?,neutral,0.7759
I'm coming!,positive,0.6213
I'm coming!,positive,0.6213
I'm comin' upstairs!,neutral,0.6669
What's wrong?,negative,0.7724
Nothing.,neutral,0.5182
You sure?,neutral,0.8183
I thought I heard you yell.,neutral,0.5472
No.,neutral,0.4936
"Uh, I, uh...",neutral,0.7145
I fell out of bed.,negative,0.526
Huh?,neutral,0.6584
How'd you get over there?,neutral,0.7786
Over where?,neutral,0.7834
There.,neutral,0.551
There!,positive,0.5739
Where?,neutral,0.7096
How'd you get over there?,neutral,0.7786
Who're we talking about?,neutral,0.855
Never mind.,neutral,0.6333
What's the difference?,neutral,0.7864
"Look, the past is behind us, right?",neutral,0.6451
Mmm.,neutral,0.595
Tomorrow's gonna be a new day.,positive,0.9303
"Please be gone, please be gone, please be gone...",negative,0.5898
Good.,positive,0.7732
Ah!,positive,0.4984
No.,neutral,0.4936
No.,neutral,0.4936
I gotta call Abby!,neutral,0.7382
Uh-huh.,neutral,0.5418
Uh-huh.,neutral,0.5418
"Yo, I'll tell you what I want What I really really want Tell me what you want What you really really want I'll tell you what I want What I really really want So tell me what you want What you really really want I wanna, I wanna I wanna, I wanna Really really really wanna zigazig ah If you wanna be my lover You gotta get with my friends - A“ Gotta get with my friends 3' Make it last forever Friendship never ends If you wanna be my lover I You have got to give 4“ Taking is too easy But that's the way it is Hello!",neutral,0.5066
Mallard residence.,neutral,0.7742
Tell you what I want Runt!,neutral,0.6499
Quiet!,neutral,0.7241
I'm on the phone!,neutral,0.5183
"I wanna, I wanna I wanna, I wanna - A"" I wanna really...",neutral,0.6095
4“ Runt'.!,neutral,0.5612
Oh...,neutral,0.6291
Hey!,neutral,0.5279
Where are you?,neutral,0.7606
We already started.,neutral,0.7294
We were...,neutral,0.8139
It opened up!,positive,0.8388
What?!,negative,0.4855
"All right, guys.",neutral,0.531
Watch this.,neutral,0.7605
Bizarre.,negative,0.4718
OK.,neutral,0.5176
Lemme guess.,neutral,0.757
You haven't told your dad yet.,neutral,0.6774
Well...,neutral,0.7051
I knew it!,positive,0.5172
Why haven't you told him?,neutral,0.6183
"There hasn't been ""you, your dad, talk-talk-talking."" There was talking.",neutral,0.6477
There was definitely talking.,neutral,0.7573
Really?,neutral,0.6008
What did he say?,neutral,0.7761
Uh...,neutral,0.6651
What?,neutral,0.5653
"All right, that's it.",neutral,0.5959
We are doing an intervention!,neutral,0.6106
You have got to stop messing around and deal with the problem!,negative,0.6551
She's right!,positive,0.7568
"Abby, please.",neutral,0.7515
This is exactly what fell on me the first time.,neutral,0.6292
There's no way I'm bringing this up again.,negative,0.8087
"No, he's not.",neutral,0.6151
Runt!,neutral,0.511
Sorry!,negative,0.4827
I'm a gutless flip-flapper.,negative,0.8712
OK.,neutral,0.5176
"I'm sure there's a simple, logical explanation.",neutral,0.5984
"I mean, it could be a piece of weather balloon, or maybe it's part of some experimental communications satellite.",neutral,0.8682
I don't care.,neutral,0.5509
"I want it out of my life, gone for good.",neutral,0.5494
Everything back to normal.,positive,0.4996
"Hey, remember when that icy blue stuff fell from the sky?",neutral,0.7326
Everybody thought it was from space and stuff?,neutral,0.707
And it just turned out to be frozen pee from a jet airplane.,negative,0.7615
"Yeah, that's right.",neutral,0.5581
It's frozen pee.,negative,0.5912
