text,sentiment,score
Quiet!,neutral,0.7241
Quiet!,neutral,0.7241
...,neutral,0.6204
"Now, child, you were saying.",neutral,0.6854
"Well, I'm running through the woods...",neutral,0.7602
"and then, right there in front of me, is an arrow.",neutral,0.8052
"As I look at it, it starts to spin.",neutral,0.8165
A spinning arrow.,neutral,0.8231
How unusual.,neutral,0.5005
Yes.,positive,0.461
It spins faster and faster and faster until suddenly it stops.,neutral,0.7452
...,neutral,0.6204
Hmm.,neutral,0.6435
"Well, it seems to me...",neutral,0.7131
this spinning arrow is pointing you down your path.,neutral,0.8595
"But, Grandmother Willow, what is my path?",neutral,0.8679
How am I ever going to find it?,negative,0.6801
Your mother asked me the very same question.,neutral,0.7433
She did?,neutral,0.8195
What did you tell her?,neutral,0.7956
I told her to listen.,neutral,0.7965
"All around you are spirits, child.",neutral,0.778
"They live in the earth, the water, the sky.",neutral,0.766
"If you listen, they will guide you.",neutral,0.6532
I hear the wind.,neutral,0.7695
Yes.,positive,0.461
What is it telling you?,neutral,0.7955
I don't understand.,negative,0.9146
You will understand Listen with your heart You will understand Let it break upon you Like a wave upon the sand It's saying something's coming.,neutral,0.7124
Strange clouds?,neutral,0.8309
Listen with your heart You will understand ...,neutral,0.6792
What do you see?,neutral,0.7684
Clouds.,neutral,0.7074
Strange clouds.,neutral,0.7453
"Look at it, Wiggins.",neutral,0.717
An entire new world chock full of gold...,positive,0.7409
just waiting for me.,neutral,0.6094
And scores of adventures waiting for us.,positive,0.5553
"Right, Percy?",neutral,0.8381
Do you think we'll meet some savages?,neutral,0.5748
"If we do, we shall be sure...",neutral,0.5069
to give them a proper English greeting.,neutral,0.7597
"Ooh, gift baskets.",neutral,0.7024
"Oh, no.",negative,0.6307
And he came so highly recommended.,positive,0.9374
"It's perfect, Governor.",positive,0.7879
The water's deep enough.,neutral,0.7025
We can pull right up to shore.,neutral,0.6769
"Hey there, Percy.",neutral,0.695
Very well then.,positive,0.4911
Give the order.,neutral,0.5881
"Already done, sir.",neutral,0.6412
I've got a crew assembled and they're ready to go.,positive,0.6868
About the natives I'm counting on you...,neutral,0.805
to make sure those filthy heathens don't disrupt our mission.,negative,0.8796
"Well, if they're anything like the savages I've fought before, it's nothing I can't handle.",negative,0.7935
Right.,neutral,0.5665
"That'll be all, Smith.",neutral,0.7697
There's a good man.,positive,0.8661
"See you, Percy.",neutral,0.5906
"The men like Smith, don't they?",neutral,0.6689
I've never been a popular man I like you.,neutral,0.5034
And don't think I don't know what those back stabbers at court say about me.,negative,0.6417
"Oh, yes, all that talk about being a pathetic social climber who's failed at everything he's tried I'm very well aware that this is my last chance for glory.",negative,0.8394
"But mark my words, Wiggins.",neutral,0.6743
When King James sees the gold these peasants unearth...,neutral,0.7534
success will be mine at last.,positive,0.841
Wake up!,positive,0.4975
Shake a leg!,neutral,0.6853
Top off the yardarm!,positive,0.5847
It's incredible!,positive,0.9699
And it's all ours.,neutral,0.6766
I've never seen anything like it.,neutral,0.4582
"It could look like Ratcliffe's knickers, for all I care...",neutral,0.7151
just as long as I get off this stinkin' boat.,negative,0.716
"Come on, men.",neutral,0.5126
We didn't come all this way just to look at it.,neutral,0.5655
...,neutral,0.6204
"Keep it taut, lads.",neutral,0.6827
Keep it taut.,neutral,0.7033
Steady!,neutral,0.6105
Steady!,neutral,0.6105
Hold up!,neutral,0.5592
That's far enough.,neutral,0.7038
"All right, now.",neutral,0.5516
Tie her off.,neutral,0.5523
"Here, John, tie off this end.",neutral,0.8043
John?,neutral,0.7361
John?,neutral,0.7361
What are you doing up there?,neutral,0.8585
Getting a better look.,positive,0.6267
Hey!,neutral,0.5279
Well.,neutral,0.6177
You're a strange-looking fellow.,negative,0.6118
Are you hungry?,neutral,0.8081
Here you go.,neutral,0.581
"Ah, it's a biscuit.",neutral,0.7156
It's food.,neutral,0.7238
"Well, sort of.",neutral,0.742
"You like it, eh?",neutral,0.7273
"Well, try eating it for four months straight.",neutral,0.5335
You got a friend back there?,neutral,0.8438
Hey!,neutral,0.5279
Wh-- What?,neutral,0.5982
Watch out.,neutral,0.6217
What?,neutral,0.5653
Get-- No.,neutral,0.5238
"get-- Uh, look out.",neutral,0.7183
"John, you better get down here.",neutral,0.7533
The governor's coming ashore.,neutral,0.8359
All right.,neutral,0.4897
All right.,neutral,0.4897
I'm leaving.,neutral,0.5646
Did you see their skin?,neutral,0.8328
They have hair on their faces like dogs.,negative,0.569
"My brothers, we must know more about these visitors.",neutral,0.8151
"Kekata, what do you see?",neutral,0.8207
These are not men like us...,negative,0.6639
but strange beasts with bodies that shine like the sun...,neutral,0.5848
and weapons that spout fire and thunder.,neutral,0.6448
They prowl the Earth like ravenous wolves...,negative,0.6122
consuming everything in their path.,neutral,0.7428
"Great Powhatan, I will lead our warriors to the river and attack.",neutral,0.7556
We will destroy these invaders the way we destroyed the Massawomecks.,negative,0.7985
"Kocoum, in that battle we knew how to fight our enemy.",neutral,0.7782
But these pale visitors are strange to us.,negative,0.6338
Take some men to the river to observe them.,neutral,0.8931
Let us hope they do not intend to stay.,neutral,0.5703
I hereby claim this land and all its riches...,positive,0.6008
in the name of His Majesty King James the First...,neutral,0.7319
and do so name this settlement Jamestown.,neutral,0.8886
Bravo!,positive,0.8278
Bravo!,positive,0.8278
"Beautifully spoken, sir.",positive,0.9088
"Hurry now, Percy.",neutral,0.7128
We must be all squeaky clean for the New World.,positive,0.5967
"Captain Smith, it appears I've selected the perfect location, eh?",positive,0.7901
Not a savage in sight.,neutral,0.6519
"Just because we don't see them doesn't mean they're not out there, sir.",neutral,0.6845
"Well, then perhaps you should venture forth and determine their whereabouts, hmm?",neutral,0.9086
"If there are any Indians out there, I'll find them.",neutral,0.867
"Now, gentlemen, to work.",neutral,0.7598
"You men, get the ship unloaded -Right, sir You men, build the fort.",neutral,0.8105
"The rest of you, break out the shovels.",neutral,0.714
It's time to start digging.,neutral,0.7493
Digging?,neutral,0.8175
"Why, of course.",neutral,0.6591
Let's not forget what the Spanish found when they came to the New World.,neutral,0.7989
Gold!,positive,0.7091
Mountains of it.,neutral,0.6857
"Why, for years they've been ravaging the New World...",negative,0.8184
of its most precious resources...,neutral,0.5392
but now...,neutral,0.7089
it's our turn.,neutral,0.7006
"The gold of Cortez The jewels of Pizarro Will seem like mere trinkets by this time tomorrow The gold we find here will dwarf them by far Oh, with all you got in ya, boys Dig up Virginia, boys Mine, boys Mine every mountain And dig, boys Dig 'til you drop Grab a pick, boys Quick, boys Shove in a shovel.",neutral,0.6479
"Uncover those loverly pebbles that sparkle and shine It's gold and it's mine Mine, mine Dig and dig and diggety dig And dig and dig and diggety dig Hei, nonny, nonny Hei, nonny, nonny Ooh, how I love it.",positive,0.9433
"Hei, nonny, nonny Hei, nonny, nonny Riches for cheap.",neutral,0.7365
"Hei, nonny, nonny Ho, nonny, nonny There'll be heaps of it.",neutral,0.6097
"And I'll be on top of the heap Diggety, diggety, dig My rivals back home It's not that I'm bitter But think how they'll squirm when they see how I glitter The ladies at court will be all a-twitter The king will reward me He'll knight me...",positive,0.5132
No!,neutral,0.4416
"Lord me It's mine, mine Mine for the taking It's mine, boys Mine me that gold With those nuggets dug It's glory they'll gimme My dear friend King Jimmy will probably build me a shrine When all of the gold Is mined Dig and dig and diggety dig And dig and dig and diggety dig All of my life I have searched for a land like this one A wilder, more challenging country I couldn't design Hundreds of dangers await and I don't plan to miss one In a land I can claim A land I can tame The greatest adventure is mine Keep on working, lads Mine Don't be shirking, lads Mine, boys, mine - Find a mother lode Then mine another load Mine me that gold Dig, dig and diggety Beautiful gold Dig, dig for that gold Make this island my land Make the mounds big, boys I'd help you to dig, boys But I've got this crick in me spine This land we behold This beauty untold A man can be bold It all can be sold So go for the gold The gold Is -All the riches here Mine From this minute this land Mine -And what's in it Is mine And dig and dig and diggety dig Hey, nonny, nonny It's mine ...",neutral,0.5227
No!,neutral,0.4416
Wait.,neutral,0.5851
Please.,neutral,0.6087
Please!,neutral,0.5394
Don't run off.,neutral,0.7127
It's all right.,positive,0.5812
I'm not gonna hurt you.,neutral,0.6259
Here.,neutral,0.5711
Let me help you out of there.,neutral,0.7951
"You don't understand a word I'm saying, do you?",negative,0.8685
It's all right.,positive,0.5812
...,neutral,0.6204
Listen with your heart You will understand Let it break upon you Like a wave upon the sand Who are you?,neutral,0.8016
Listen with your heart You will understand Pocahontas.,neutral,0.6928
What?,neutral,0.5653
What did you say?,neutral,0.7699
My name is Pocahontas.,neutral,0.7833
I'm John Smith.,neutral,0.8629
That's it.,neutral,0.5321
"Keep at it, men.",neutral,0.6593
Keep digging.,neutral,0.597
It's got to be here somewhere.,neutral,0.7563
There's 30 more of them down by the ridge.,neutral,0.866
That makes more than a hundred.,neutral,0.5105
Anything yet?,neutral,0.7878
"Nothing but rocks and dirt, sir.",negative,0.8205
"Um, how long are we going to keep digging like this, sir?",negative,0.7376
- Aye.,neutral,0.5929
"We're slaving away, busting our backs day and night...",negative,0.5384
"for-- For king and country, I know, I know.",neutral,0.7855
And I share your fatigue.,negative,0.4798
"Mmm, Wiggins?",neutral,0.836
Wiggins?,neutral,0.7934
Coming!,positive,0.5762
Dispose of this.,negative,0.7217
"Who's a good doggy, hmm?",neutral,0.7355
Who's a good doggy?,neutral,0.6362
"Fetch, boy!",neutral,0.6222
Savages!,neutral,0.6843
It's an ambush!,negative,0.679
Arm yourselves!,neutral,0.69
Run!,neutral,0.5537
Arm yourselves!,neutral,0.69
Make sure every man has a musket.,neutral,0.7217
Shoot!,neutral,0.6728
"Them, you idiot!",negative,0.9285
...,neutral,0.6204
Where's that blasted Smith when I need him?,neutral,0.5163
Namontack!,neutral,0.6696
...,neutral,0.6204
Back to the village.,neutral,0.7471
Shut up.,negative,0.7305
"Shut up, you fools!",negative,0.9319
They'll be back.,neutral,0.5627
"Everyone, back to camp.",neutral,0.7709
Get the rest of the cannons ashore and finish building the fort!,neutral,0.774
"Aye, Governor.",neutral,0.6548
And you.,neutral,0.6507
Learn to use that thing properly.,neutral,0.6473
A man's not a man unless he knows how to shoot.,negative,0.6806
"These beasts invade our shores, and now this.",negative,0.8971
This wound is strange to me.,negative,0.8652
"We will fight this enemy, but we cannot do it alone.",negative,0.4647
"Kocoum, send messengers to every village in our nation.",neutral,0.8396
We will call on our brothers to help us fight.,neutral,0.5446
These white men are dangerous.,negative,0.9644
No one is to go near them.,negative,0.6827
It's called a helmet.,neutral,0.8102
Helmet.,neutral,0.6754
"So, uh, what river is this?",neutral,0.8766
Qui-yough-co-hannock.,neutral,0.7181
You have the most unusual names here.,neutral,0.5101
Pocahontas.,neutral,0.7961
You have the most unusual name too.,neutral,0.4916
John Smith.,neutral,0.8041
Hey!,neutral,0.5279
Is this bottomless pit a friend of yours?,negative,0.6451
Meeko!,neutral,0.644
"Well, how do you do, Meeko?",neutral,0.9063
It's all right.,positive,0.5812
It's just a handshake.,neutral,0.766
"Here, let me show you.",neutral,0.6501
Nothing's happening.,neutral,0.509
"Uh, no, no.",negative,0.5518
I need your hand first.,neutral,0.7927
It's how we say hello.,neutral,0.645
This is how we say hello.,neutral,0.5903
And how we say goodbye.,neutral,0.7629
I like hello better.,positive,0.8477
Yeah.,neutral,0.5491
I remember you.,neutral,0.6513
Flit just doesn't like strangers.,negative,0.8499
"Well, I'm not a stranger any more.",neutral,0.6581
Hmm.,neutral,0.6435
"Stubborn little fellow, isn't he?",negative,0.788
Very stubborn.,negative,0.7687
Hey!,neutral,0.5279
"Meeko, come back here.",neutral,0.855
Don't worry.,positive,0.5337
He can't hurt it.,neutral,0.6886
Hey!,neutral,0.5279
What are you doing?,neutral,0.8242
"Get-- Meeko, bring that back!",neutral,0.6185
"N-No, it's all right.",neutral,0.5812
He can keep it.,neutral,0.617
Call it a gift.,neutral,0.5109
What was that?,neutral,0.7857
My compass.,neutral,0.7255
Compass?,neutral,0.6851
- It tells you how to find your way when you get lost.,neutral,0.7724
"But it's all right, I'll get another one in London.",positive,0.6163
London.,neutral,0.7025
Is that your village?,neutral,0.8589
Yes.,positive,0.461
It's a very big village.,positive,0.6757
What's it like?,neutral,0.7961
"Well, it's got streets filled with carriages, bridges over the rivers...",neutral,0.6138
and buildings as tall as trees.,neutral,0.706
I'd like to see those things.,neutral,0.5356
You will.,neutral,0.6063
How?,neutral,0.6652
We're going to build them here.,neutral,0.7242
"We'll show your people how to use this land properly, how to make the most of it.",positive,0.5202
Make the most of it?,neutral,0.6079
Yes.,positive,0.461
We'll build roads and decent houses and-- Our houses are fine.,positive,0.7447
You think that only because you don't know any better.,negative,0.7272
W-Wait a minute.,neutral,0.65
Don't take it tha-- Hey.,neutral,0.5831
Hey!,neutral,0.5279
Wait!,neutral,0.6225
Wa-Wait!,neutral,0.6566
There's so much we can teach you.,positive,0.6609
We've improved the lives of savages all over the world.,positive,0.4689
- Savages?,neutral,0.652
"Uh, not that you're a savage.",negative,0.585
Just my people.,neutral,0.601
- No.,neutral,0.5262
Listen.,neutral,0.6733
That's not what I meant.,neutral,0.4927
Let me explain Let go!,neutral,0.7759
No.,neutral,0.4936
I'm not letting you leave.,neutral,0.6593
"Look, don't do this.",negative,0.8523
"Savage is just a word, uh, you know.",negative,0.66
A term for people who are uncivilized.,negative,0.9056
Like me.,neutral,0.7012
"Well, when I say uncivilized.",negative,0.6473
"what I mean is, is-- What you mean is ""not like you"".",negative,0.4995
"You think I'm an ignorant savage And you've been so many places I guess it must be so But still I cannot see If the savage one is me How can there be so much that you don't know You don't know You think you own whatever land you land on The Earth is just a dead thing you can claim But I know every rock and tree and creature Has a life, has a spirit Has a name You think the only people who are people Are the people who look and think like you But if you walk the footsteps of a stranger You'll learn things you never knew you never knew Have you ever heard the wolf cry to the blue corn moon Or asked the grinning bobcat why he grinned Can you sing with all the voices of the mountain Can you paint with all the colours of the wind Can you paint with all the colours Of the wind Come run the hidden pine trails of the forest Come taste the sun sweet berries of the Earth Come roll in all the riches all around you And for once never wonder what they're worth The rainstorm and the river are my brothers The heron and the otter are my friends And we are all connected to each other In a circle In a hoop that never ends How high does the sycamore grow If you cut it down then you'll never know And you'll never hear the wolf cry to the blue corn moon For whether we are white or copper-skinned We need to sing with all the voices of the mountain We need to paint with all the colours of the wind You can own the Earth and still All you'll own is earth until You can paint With all the colours Of the wind What is it?",neutral,0.645
The drums.,neutral,0.7694
They mean trouble.,negative,0.7451
I shouldn't be here.,negative,0.8785
I want to see you again.,positive,0.901
I can't.,negative,0.7719
"Please, don't leave.",neutral,0.5985
I'm sorry.,negative,0.6455
I have to go.,neutral,0.562
All right!,positive,0.7464
This one's ready to hoist!,positive,0.5145
Two on each side.,neutral,0.6347
Ready now.,neutral,0.5882
Push!,positive,0.6018
Watch it.,neutral,0.7287
"It's slippery -Come on, lads It's only a little picket fence.",neutral,0.6104
Steady.,neutral,0.6843
Steady.,neutral,0.6843
There you go.,neutral,0.5283
"That'll keep everything out, eh,John?",neutral,0.7527
"Something wrong, John?",negative,0.5984
What?,neutral,0.5653
You've been awfully quiet the last few days.,negative,0.6028
"Oh, he's just mad that he missed all the action.",negative,0.7646
"Ah, don't worry,John.",neutral,0.5438
You'll get your chance to deal with the Indians.,neutral,0.8199
"Yeah, we'll take care of them like we did last time, eh, mates?",neutral,0.7053
"We shot ourselves an Injun or maybe two or three All right, you howling nutter, get to work!",negative,0.7779
"Come on, Ben.",neutral,0.704
It's just a little fun.,positive,0.8436
"Oh, sure, we're having loads of fun, right?",positive,0.9327
Look at us.,neutral,0.7119
"No gold, no food.",neutral,0.5641
"While Ratcliffe sits up in his tent all day, happy as a clam.",positive,0.4938
I am doomed!,negative,0.9268
I should be wallowing in riches by now and I haven't found as much as a speck!,negative,0.5243
Think.,neutral,0.6919
Think!,neutral,0.6052
It's got to be around here somewhere.,neutral,0.7944
Where could it be?,neutral,0.8111
I've mined the forests and the hills and the swamps.,neutral,0.6653
And nothing!,negative,0.447
Why can't I find it?,negative,0.7581
What am I overlooking?,negative,0.5016
I-- I-- I made it myself.,neutral,0.6432
Take that silly-- Of course!,neutral,0.4919
The Indians.,neutral,0.7601
"Wiggins, why do you think those insolent heathens attacked us?",negative,0.9551
Because we invaded their land and cut down their trees and dug up their earth?,negative,0.9318
It's the gold!,positive,0.6043
They have it and they don't want us to take it from them.,negative,0.5587
"Well, I'll just have to take it by force then, won't I?",neutral,0.5839
You there!,neutral,0.4957
Where's Captain Smith?,neutral,0.8049
"Well, he's gone.",negative,0.4825
Aye.,neutral,0.5267
Your singing must have scared them off.,negative,0.5021
"Well, then go get him for heaven's sake!",neutral,0.4103
What if we run into the Indians?,neutral,0.8811
That's what guns are for.,negative,0.6412
Now arm yourselves and get moving!,neutral,0.658
Pocahontas.,neutral,0.7961
You should be inside the village.,neutral,0.813
We'll be all right.,positive,0.6408
- We're gathering food for when the warriors arrive.,neutral,0.9298
Don't go far.,neutral,0.6497
"Now is not the time to be running off.- Yes, Father.",neutral,0.6679
When I see you wear that necklace...,neutral,0.8273
you look just like your mother.,negative,0.5741
I miss her.,negative,0.4702
But she is still with us.,positive,0.52
"Whenever the wind moves through the trees, I feel her presence.",neutral,0.603
Our people looked to her for wisdom and strength.,positive,0.5239
Someday they will look to you as well.,neutral,0.7884
I would be honoured by that.,positive,0.9189
You shouldn't be out here alone.,negative,0.7855
I'll send for Kocoum.,neutral,0.8656
All right.,neutral,0.4897
What is it?,neutral,0.75
What?,neutral,0.5653
You're hiding something.,neutral,0.5015
I'm not hiding anything.,neutral,0.7878
"Pocahontas, you can tell me.",neutral,0.7736
I promise I won't tell anyone.,neutral,0.7476
"Pocahontas, look!",positive,0.4999
It's one of them!,neutral,0.5756
I'm going to get-- What are you doing here?,neutral,0.8821
I had to see you again.,positive,0.5805
Huh?,neutral,0.6584
Pocahontas.,neutral,0.7961
Pocahontas?,neutral,0.8459
"Please, don't say anything.",negative,0.5666
"Quick, this way.",neutral,0.6656
- But-- Nakoma.,neutral,0.8137
- Huh?,neutral,0.695
Where is Pocahontas?,neutral,0.8425
I-- I haven't seen her.,neutral,0.5333
Pocahontas can't keep running off.,negative,0.5399
It's dangerous out there.,negative,0.8962
Tell her that.,neutral,0.7432
She listens to you.,neutral,0.7997
Huh.,neutral,0.5985
Sure she does.,neutral,0.5455
This place is incredible.,positive,0.9809
And to think we came all this way just to dig it up for gold.,neutral,0.5868
Gold?,neutral,0.7854
"Hey, Meeko.",neutral,0.8317
What's gold?,neutral,0.8265
"You know, it's, uh-- it's, it's yellow.",neutral,0.7746
It comes out of the ground.,neutral,0.7346
It's really valuable.,positive,0.8772
Oh!,neutral,0.5628
"Here, we have lots of it.",neutral,0.5613
Gold.,neutral,0.6223
No.,neutral,0.4936
Gold is this.,neutral,0.6961
Hmm.,neutral,0.6435
